target_id,family,function,runtime_address,size,sha256
EUR-AXPE-v1,axpe,VCountIntr,0x08000630,0x30,5a6f04da2b630adf537c16f98618e3d1ea3550970d7a45b6f82abe2fab1e6a46
EUR-AXPE-v1,axpe,SerialIntr,0x08000660,0x30,9aea57445da1782d4e90970687ceb51ef0b01f3618d52952650ab6dd5b0f4a16
EUR-AXPE-v1,axpe,IntrDummy,0x08000690,0x4,6c1871acd4bd9950e81b2850fac7ddd44f28500d6bba63991c2599234ddbe61c
EUR-AXPE-v1,axpe,WaitForVBlank,0x08000694,0x20,129311bf312de91f12de5bb8ee2f84df9bdc7b17ab439a7e56b9da3520ee020d
EUR-AXPE-v1,axpe,DoSoftReset,0x080006B4,0x70,bbbbefee3fd509428d5cd2a1d251b0cf10fddbdccda27b6974a33c86ddb337d0
EUR-AXPE-v1,axpe,ClearPokemonCrySongs,0x08000724,0x24,add18b99a1f147a42a453ef5bc81f7244b06e2160401f7986fe412cbe7e7831a
USA-EUR-AXPE-v2,axpe,UpdateLinkAndCallCallbacks,0x08000340,0x48,3fe9da040a096cf85404500aa50487227e89f7fbf72bf8ab73e0305c9192ecca
USA-EUR-AXPE-v2,axpe,InitMainCallbacks,0x08000388,0x20,78500a958da0a5a63072cd8b0b64eda78c27fad2f7b065311361f78856f3340c
USA-EUR-AXPE-v2,axpe,CallCallbacks,0x080003A8,0x24,b9f941d30889925a45a06e8c81b0eb47f4b9f6b0593e66429d1fb9779710acbf
USA-EUR-AXPE-v2,axpe,SetMainCallback2,0x080003CC,0x18,8101811141dc7307d4bcdd24d89cb05a85fac12578cba6302bdb679bd3f2a42d
USA-EUR-AXPE-v2,axpe,SeedRngWithRtc,0x080003E4,0x1C,bd2f058b77fb39bb80cbd6483730fd09a47e3e299f69ba0e1960312a9659010a
