bank_hex,bank_index,offset_start_hex,size_bytes,sha256
39,57,0x0E4000,16384,15d6b79853b764bd451943a3556e802bb75630e44cf6502ee23cd43a883916d5
3A,58,0x0E8000,16384,67903a3bf2f4af7275b2843f9d26768d96b265e9f254f810e920c6be1794741a
3B,59,0x0EC000,16384,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68
3C,60,0x0F0000,16384,ba4fd7eb676c460e49148b570a47fcd00ba137826c66f967e9da36012bacfdd4
3D,61,0x0F4000,16384,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed
3E,62,0x0F8000,16384,fcd3583e55d9a21130a575a87e808ac4f58cf994e8020fbc09bf98eb513f5efd
3F,63,0x0FC000,16384,d42f707d7c4b1e17dfd2725e96eb01815d0f238b103a93d08a653f0fcd460123
40,64,0x100000,16384,dd2c1e6e4cbab5d3273df7eff72229a53ca38a4d3825e5ec4f67a0cf1639f97f
41,65,0x104000,16384,1a6fa40ee88752c20617a6bc5eb0416bba9e8662be2fc7af5528ea75fc3b6f2c
42,66,0x108000,16384,bacc211711b3b35b481cc9a43d456e5a1864e118f174268267a13689c8417c62
43,67,0x10C000,16384,191a93a9d133c7863a612aa4231d9fad42dee22803d8991bb926364a4d655884
44,68,0x110000,16384,896d2f23c00d7138e77b274809f4625a575919632287db34c6e2302232399dbe
45,69,0x114000,16384,8ec12fd24e170dfc0d1346835e8e9e0922930a38ffa1bc03d917e63880ba19bb
46,70,0x118000,16384,f440bef84bf747882384ee82e55de6b71cc238254ee9267810abc4d415986c4a
47,71,0x11C000,16384,e221064ca284f9d43db3804cbf5bab98a134b419b8ebfd063b617cb6f1f8fc9d
48,72,0x120000,16384,6640c2aa4ebdeccae03f0b653202eed4a2a363f9911085208a77ec1e96bb3bb2
49,73,0x124000,16384,72ed8f647c17466adb414436c08e9f839a5e91487630268fb26370e3ab2c4ee9
4A,74,0x128000,16384,2f3cd5152c8931f081bff9b161568f6b672c2fe35d70682fbac5aa7dc4294036
4B,75,0x12C000,16384,7242a9a4de79adef05fecedc7c0abf169daa00b3ac78848b349b3b6bee784d7c
4C,76,0x130000,16384,5180cc46b44c60c43233b2328e16e63f236e8c6f7369272768b5954ec33b27f6
4D,77,0x134000,16384,fc0c7baa2bb6c434d6c907b0dd9567ac408b7cc099c4072632c922f8d7d25cc0
4E,78,0x138000,16384,14df8f7bc1a0c835af43d1915ffcf56a6a54a7eb3a740f8e01d66a600ad968a7
4F,79,0x13C000,16384,cef97c9d719ce6ea7ec622ed106e892e26d568b6cc690a72465575561c0e2b1f
50,80,0x140000,16384,caf7961aab7cd349324e7b28bb3ed35460d1530abd2043763d04e06d7a0ce121
51,81,0x144000,16384,1254d88aff163448dd26e2e9ef6c9db6c3adfa4f779ebaef1d4d47dcb397da43
52,82,0x148000,16384,c49e6f4123f59070b24dc4654e33b29397ed44c3feaa9b9235253daa4c903cbe
53,83,0x14C000,16384,2ab6e85b22b851d6fb1fb053b0cdedd5ce40230a18ff6e2d5c37dbdbd42ff9c1
54,84,0x150000,16384,4c17354b703b447efe8b137b3bf400c5639d13bd2e20ebfeaf30b5b3d5e15292
55,85,0x154000,16384,bebf56b15061d569548533e1cc19016ac8d684621b7fea4d3ba820d3d0723de0
56,86,0x158000,16384,012229e388cf25f6709a4dd9f2420112653cc2bff0f391aff8fe5f117280b6e1
57,87,0x15C000,16384,c97c3f5880992c6964637713d9a317b07c8973de9c7785642ab6dd8771192021
58,88,0x160000,16384,52c505a021fd8b674dad3cce86e09ec01387f3fc30f413e95e414f9d6a25f0fc
59,89,0x164000,16384,916d077c6d28cced80f1c77f5ee069842863025485e6d73b73f787cf7d1b4a20
5A,90,0x168000,16384,10b7854105d7f6946bba0091d689303633374257e18c5fafc6ff4d0e2fde7b4d
5B,91,0x16C000,16384,c8ce1f9678e6d9c271d694c5f7aca8cc13ea5bb97037847bb529aceeb605b5e8
5C,92,0x170000,16384,dcd0598b144953f6009f7a73df4ec8fa07db43866ddf973e04520627bd4cc75a
5D,93,0x174000,16384,ed17c1f550260506397450f55203ea3ff63a13324f42701706adef40471ac013
5E,94,0x178000,16384,c1d21f3a02d48183ccd24c3c1d650a230bd9e10be5a2006138f545875e48dd97
5F,95,0x17C000,16384,5f00ff1447ff0feaf637ee6b25085664ba588c0381d1b282a135e4b9b0a43b32
60,96,0x180000,16384,df13cf65cbd931710b867de368917ac0f7966878b5c13dcbb03f52004c6b08cd
61,97,0x184000,16384,baca80d4c404e235f084e4664ce5fd36da11bdaeaea96c2db994cc6422016cf5
62,98,0x188000,16384,e0c3d3d7ecdbbd10a8633b0a6ef5ca96499a5ac28665e7ab46a7cbbfc863239d
63,99,0x18C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
64,100,0x190000,16384,d52a682b7eb43b6d2c0d52fabc9615320483e1908c6f2c5b4a1d83a28800c932
65,101,0x194000,16384,fcd0a76d687ef23106f70f3592ac6342fd8da79599a4abb039c5af53d9dd43f7
66,102,0x198000,16384,3b01007d0f8e00214c203fd96a02d16d4c89bc0f82079be560dca5475a7f4a0f
67,103,0x19C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
68,104,0x1A0000,16384,9a56e1e8ff349c5dfd74d93758a78eea2f323f2e0f93eb7c2a3c2676578a749d
69,105,0x1A4000,16384,05e0ab1a3dd7ca0dcce9b94a9527d49e15a6dcc429f8dd999215d268578c7cd6
6A,106,0x1A8000,16384,3935e8001620bd9b6120154cc086396ad809cfcae2b2f20c37543a003a0570fa
6B,107,0x1AC000,16384,4d20677a8d5cf7f0fef7e4e7171da3ebab1897a85235a76e8f643e9384930818
6C,108,0x1B0000,16384,37a48848d6982f7afd8075549d018758c7a8febb9e512e126df062fba0befa91
6D,109,0x1B4000,16384,4b55192ea24c70e96dad96e0ba929c01bc9127e8fae41de24a100b10424f6fb1
6E,110,0x1B8000,16384,95c88155252d69dab31ba64286e635d2be243de30341e0d6f69829974e54f755
6F,111,0x1BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
70,112,0x1C0000,16384,8595f41f5e9002a13aa0f191dd8173780a7be9dee20a168ae93a38eb19a91ed1
71,113,0x1C4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
72,114,0x1C8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
73,115,0x1CC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
74,116,0x1D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
75,117,0x1D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
76,118,0x1D8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
77,119,0x1DC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
78,120,0x1E0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
79,121,0x1E4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7A,122,0x1E8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7B,123,0x1EC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7C,124,0x1F0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7D,125,0x1F4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7E,126,0x1F8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7F,127,0x1FC000,16384,05c1f714c311a585afae5504739240b6d8360b9baedc954bc04e1851361f02cb
