bank,offset_hex,size_bytes,sha1,crc32
38,0x098000,16384,8bae8234620b48b9eaa964a56cfa01c87bfc3a1a,99AC0B4E
39,0x09C000,16384,2841b0e9d517cfc49f0015ba043141add6d15569,6A50FE63
40,0x0A0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
41,0x0A4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
42,0x0A8000,16384,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,0EB784D9
43,0x0AC000,16384,0b18ffd50dd2d67d531be687004fcd1985fba5ae,2FB4BA4D
44,0x0B0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
45,0x0B4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
46,0x0B8000,16384,f3e4487449ef374f05114d27093953cdcbc25389,D9065BDC
47,0x0BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,6356edcfb6b3aef247af5d03ac4e8ba261e5f72a,647F0A28
50,0x0C8000,16384,98df5d851a8f954a9f8000484fec41b9ea52fdf8,3FE3100F
51,0x0CC000,16384,e1e9c10433bf89813ad7357e4f97d8610948b603,83806AFC
52,0x0D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
53,0x0D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
54,0x0D8000,16384,416067978de654dedea06a43048af9e51b138a29,AB172182
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,eb0f44e5168b308d40f73ef84b91d800a4c5bc7f,15FDCB8C
57,0x0E4000,16384,e41a69d75149645142a33cf93a3136f1115b07be,4DF966AC
58,0x0E8000,16384,d484eceab56b0b07f5e66bf5fefd7b75bb9ace1f,B42AE9A7
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,90e4e317f5779b6892cbe3605c23a0c930d84876,60BFC166
63,0x0FC000,16384,78c11a205aed3750081fa0804e2252bd1712c428,2F816B33
64,0x100000,16384,9f3e7c206a2d81150616e250d0cf2128f5ebe9c1,FCA53EAF
65,0x104000,16384,ba2ff79341e844dc48163be6aa1e0aaa8b78f20a,21A79369
66,0x108000,16384,6241d8c64879e9d53daa7a72dec12c29fa9389f6,9376DD8E
67,0x10C000,16384,d2baedae7b12dc1b4fc6b9ca41c274f35eb19129,7BA9E6C1
68,0x110000,16384,ec7bf300e1c013540dd7d9c5bd3dce50fa85ea7a,06754DE8
69,0x114000,16384,6111dd260b9efb63efacb31b027eba92d3ee5957,55B92EAC
70,0x118000,16384,3f856d6b97b071100a5ceffd25ae333ddc66b754,3F49EA78
71,0x11C000,16384,a2e77bea03ee0fea57a4b23547f16cf5be17569c,61803EC5
72,0x120000,16384,7b401fc0becf7f516cbf002f48be3324f10f1d31,CA55D2FD
73,0x124000,16384,521ebce4d3588861e1f5635790b17d8e72a1e455,BD65654D
74,0x128000,16384,b0b6bccd8be2237a5e0b223002c2e0bfcd9c11f9,68386DAF
75,0x12C000,16384,6600b80ab49ab3d48c9f01d639fec45d8b35fbf8,DF9DD021
76,0x130000,16384,e09119175cac076f42e42b874735c019db7d5c03,261C8725
77,0x134000,16384,32e8f96c2e480b06e174b9e057800c1c5df2679a,71338B26
78,0x138000,16384,c37f85855707a6aa0ea880c2a8702df176b531ca,32E62091
79,0x13C000,16384,3bb1e5dea6ef444860fe0f9398d3d76715728f72,ECB1F1AF
80,0x140000,16384,36ef624b1cfebdca418d8d764e7fb175ba4e6aca,901EC241
81,0x144000,16384,c4fa22b87bed4d9f35c3dfdb88da7b92de265cc1,60B0E006
82,0x148000,16384,855133b6029d988a836f30df76a1f2f82198cb3f,8C5E267B
83,0x14C000,16384,4317be440f203733d38045debb7be1996eba191c,7C7F978A
84,0x150000,16384,26bf85eea22b91c4e83156eab2680dc08c8f9378,46A3932F
85,0x154000,16384,542c248e9731eb3bae42d5faf547811f5770d9a2,14612D6B
86,0x158000,16384,27ccdadff42d0e1bdd65f29248ee4edf5a9410f5,A2E2737F
87,0x15C000,16384,2bf85a3dc6505d019e46482a27b1954bbe18091d,F54F9D41
88,0x160000,16384,65c3298c1d4d0e575de0965dedbdbb60428c875f,99A75559
89,0x164000,16384,713a5c48fa4b280ff78790e04cdd90b515298847,D79AD6E1
90,0x168000,16384,2165537a6e64771cce624b3d35792228655c8283,9DCF10AF
91,0x16C000,16384,c700d703255f253399b893dd3c176275347f9156,9D3A9A64
92,0x170000,16384,9feb739ad142ff3643da5d4f6074fde433edbfc4,BAA9FC60
93,0x174000,16384,0f84e665f6275d0a01b1debce53d000ad3829810,D37933D7
94,0x178000,16384,19006c05a27d557a2d306fd809fa6f713d008401,9FEA1942
95,0x17C000,16384,3bb61d00f87f82f0012811d25803e99871c01048,671382F6
96,0x180000,16384,bbe0fb25704424afb89f9a30bd477b16b74c41a9,FD4B4872
97,0x184000,16384,fb265f0736636a0305b0373d4c6a92d2348bde15,5075B526
98,0x188000,16384,d77ecbe7bd02ebaeaf8fa136a5a49750f698262c,933A25E2
99,0x18C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
100,0x190000,16384,4ee6664ce9206c81108a49ab150827faf1e12d9f,098C5673
101,0x194000,16384,89531dcac88b062ff6c7ea2e9188e5253f13b9e2,ACEC59FD
102,0x198000,16384,fd25cfda66b924db7f492a92b6d8847a70cfd64b,7D6CD9CA
103,0x19C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
104,0x1A0000,16384,273ef68834fe2e9563590be822be6ccce705e7d5,6CDD9EAC
105,0x1A4000,16384,06ef0e570bae165aebac3b20aca3d36f27249207,86D20C5F
106,0x1A8000,16384,41fa17ac17035263a487de9f4ecfb4c42b320fd2,2CAEAEDF
107,0x1AC000,16384,e8ff14197e4cbb82cf0f1e1ef29c8db8f36f0634,B27D2D38
108,0x1B0000,16384,09b2695f695065cebdb672e2eb88f59bc0f8e238,9F0E3E1A
109,0x1B4000,16384,a60963d0871eea9fa9d20bc8ae613b35d6f1d6eb,16B0013F
110,0x1B8000,16384,809ac76d4186a537e61259eec27f90aed7e290ea,7727A352
111,0x1BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
112,0x1C0000,16384,a06d2561a57962c44dfc61dbceedd8e23ea58fe6,4DEE98EC
113,0x1C4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
114,0x1C8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
115,0x1CC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
116,0x1D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
117,0x1D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
118,0x1D8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
119,0x1DC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
120,0x1E0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
121,0x1E4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
122,0x1E8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
123,0x1EC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
124,0x1F0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
125,0x1F4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
126,0x1F8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
127,0x1FC000,16384,cbb6466aaaed13915b803751c9b8fe03f3f6b7e7,66D25CB3
