version,move_id,original_name,latest_name,original_display_tiles,latest_display_tiles,display_tile_delta,latest_encoded_bytes,name_buffer_copy_capacity_bytes,buffer_safe_with_terminator,exceeds_shipped_global_max_display_tiles,ui_risk_status
KOREAN_GOLD,68,카운터,카운터,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,69,지구던지기,지구던지기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,70,괴력,괴력,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,71,흡수,흡수,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,72,메가드레인,메가드레인,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,73,씨뿌리기,씨뿌리기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,74,성장,성장,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,75,잎날가르기,잎날가르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,76,솔라빔,솔라빔,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,77,독가루,독가루,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,78,저리가루,저리가루,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,79,수면가루,수면가루,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,80,꽃잎댄스,꽃잎댄스,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,81,실뿜기,실뿜기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,82,용의분노,용의분노,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,83,회오리불꽃,회오리불꽃,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,84,전기쇼크,전기쇼크,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,85,10만볼트,10만볼트,5,5,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,86,전기자석파,전기자석파,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,87,번개 ,번개,3,2,-1,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,88,돌떨구기,돌떨구기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,89,지진,지진,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,90,땅가르기,땅가르기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,91,구멍파기,구멍파기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,92,맹독,맹독,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,93,염동력,염동력,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,94,사이코키네시스,사이코키네시스,7,7,0,14,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,95,최면술,최면술,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,96,요가포즈,요가포즈,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,97,고속이동,고속이동,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,98,전광석화,전광석화,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,99,분노,분노,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,100,순간이동,순간이동,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,101,나이트헤드,나이트헤드,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,102,흉내내기,흉내내기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,103,싫은소리,싫은소리,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,104,그림자 분신,그림자분신,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,105,HP 회복,HP회복,5,4,-1,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,106,단단해지기,단단해지기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,107,작아지기,작아지기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,108,연막,연막,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,109,이상한빛,이상한빛,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,110,껍질에숨기,껍질에숨기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,111,웅크리기,웅크리기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,112,배리어,배리어,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,113,빛의 장막,빛의장막,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,114,흑안개,흑안개,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,115,리플렉터,리플렉터,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,116,기충전,기충전,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,117,참기,참기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,118,손가락흔들기,손가락흔들기,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,119,따라하기,따라하기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,120,자폭,자폭,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,121,알폭탄,알폭탄,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,122,핥기,핥기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,123,스모그,스모그,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,124,오물공격,오물공격,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,125,뼈다귀치기,뼈다귀치기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,126,불대문자,불대문자,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,127,폭포오르기,폭포오르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,128,껍질끼우기,껍질끼우기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,129,스피드스타,스피드스타,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,130,로케트박치기,로켓박치기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,131,가시대포,가시대포,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,132,휘감기,휘감기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,133,망각술,망각술,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,134,숟가락휘기,숟가락휘기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,135,알낳기,알낳기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,136,무릎차기,무릎차기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,137,뱀의미소,뱀눈초리,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,138,꿈먹기,꿈먹기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,139,독가스,독가스,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,140,알던지기,구슬던지기,4,5,1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,141,흡혈,흡혈,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,142,악마의키스,악마의키스,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,143,불새,불새,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,144,변신,변신,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,145,거품,거품,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,146,잼잼펀치,잼잼펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,147,버섯포자,버섯포자,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,148,플래시,플래시,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,149,사이코웨이브,사이코웨이브,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,150,튀어오르기,튀어오르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,151,녹기,녹기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,152,찝게햄머,집게해머,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,153,대폭발,대폭발,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,154,마구할퀴기,마구할퀴기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,155,뼈다귀부메랑,뼈다귀부메랑,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,156,잠자기,잠자기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,157,스톤샤워,스톤샤워,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,158,필살앞니,필살앞니,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,159,각지기,각지기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,160,텍스쳐,텍스처,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,161,트라이어택,트라이어택,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,162,분노의앞니,분노의앞니,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,163,베어가르기,베어가르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,164,대타출동,대타출동,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,165,발버둥,발버둥,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,166,스케치,스케치,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,167,트리플 킥,트리플킥,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,168,도둑,도둑질,2,3,1,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,169,거미집,거미집,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,170,마음의 눈,마음의눈,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,171,악몽,악몽,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,172,화염 자동차,화염바퀴,6,4,-2,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,173,코골기,코골기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,174,저주,저주,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,175,바둥바둥,바둥바둥,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,176,텍스쳐2,텍스처2,4,4,0,7,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,177,에어로블레스트,에어로블라스트,7,7,0,14,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,178,목화포자,목화포자,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,179,기사회생,기사회생,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,180,원한,원한,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,181,눈싸라기,눈싸라기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,182,방어,방어,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,183,마하펀치,마하펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,184,겁나는 얼굴,겁나는얼굴,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,185,속여 때리기,속여때리기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,186,천사의 키스,천사의키스,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,187,배북,배북,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,188,오물 폭탄,오물폭탄,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,189,진흙 뿌리기,진흙뿌리기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,190,대포무노포,대포무노포,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,191,압정 뿌리기,압정뿌리기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,192,전자포,전자포,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,193,꿰뚫어 보기,꿰뚫어보기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,194,길동무,길동무,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,195,멸망의 노래,멸망의노래,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,196,얼다바람,얼어붙은바람,4,6,2,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,197,선찰,판별,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,198,본러쉬,본러시,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,199,록온,록온,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,200,역린,역린,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,201,모래바람,모래바람,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
