bank_hex,bank_index,offset_start_hex,size_bytes,sha256
3B,59,0x0EC000,16384,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68
3C,60,0x0F0000,16384,ba4fd7eb676c460e49148b570a47fcd00ba137826c66f967e9da36012bacfdd4
3D,61,0x0F4000,16384,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed
3E,62,0x0F8000,16384,fe9a0351632f6baebf66974e06e977fe4b1348ba07451a473cbbd55f53c472af
3F,63,0x0FC000,16384,592ec1ccaa49772161a575ea89c4174803b31960d27996d04da237e7418d4c50
40,64,0x100000,16384,c14b53b9d7d96ba9067b540fe9e113f620a1db45b8e6de216a1ce8aca8ab2b02
41,65,0x104000,16384,e1984b5347203aa2e3d02fd1b85cfc45528a2af089c8cfb7937b289b51082940
42,66,0x108000,16384,14700a56b98ce7d5d835a61f251e2a6ab449996d90f2bb4c5924faa99493a03e
43,67,0x10C000,16384,f00b8a5d36acf138b2a1811a62232600268816b66f38aba7196944249256fe66
44,68,0x110000,16384,36e1afc43689cc48748bea32cc296f4244137864f79dbf7abc457732bffd9585
45,69,0x114000,16384,5ed68df30a8870331542984a716e9dc414a17e1d5263537486a45ed159f595c4
46,70,0x118000,16384,6a86e3aeb1a151317633024131d737ee45a8744c74f1d03a05f81990868820b5
47,71,0x11C000,16384,1214cc4aed33051a0824caa11a022209057c79a7a0ebccd884b059262d240936
48,72,0x120000,16384,d13151cd04752bbb961174ceae88b1f7f536316cc69187d9c09f9d6124e06f71
49,73,0x124000,16384,a44d0d1b8693ae36567d7f5c1e40dc25a17162aaaba2bebe33d6cbb03afd10a2
4A,74,0x128000,16384,ba1b86ce828ea201594bff0ce7037c1e5d36295f72ba7291a996df40eadbb7b4
4B,75,0x12C000,16384,360c088cd1c38f76ac6826f254b82c4fca5c23d525eb6bab6c7e97da5322eecd
4C,76,0x130000,16384,393c90c2912d3c94baa563cf106c0950e6f7eb41847a45d83bb38e74572b58d7
4D,77,0x134000,16384,998bcb90c5a84fa92bfd93e15f4078cf3e1e9fd45df46b9ea452ab75fbee040f
4E,78,0x138000,16384,ca40d87386ecde3c9ab9df35c5922fc529f17e26a2fff108a41701310d221d17
4F,79,0x13C000,16384,aa047654967c88e06ae2ae6a8964c3f2fb4239a0c9ed1fe4bcc00252dc3d3339
50,80,0x140000,16384,45d83b99e01f6cdf3419cc7ce18120fa32c786c6968e152f6f09dca0556ea623
51,81,0x144000,16384,ce5f85fc0fb2017ca5dacdf2638375638f296bb8df7130907d46c2863477df5f
52,82,0x148000,16384,dd9e58c5013ddbab49ace26dc25bedb507bf8603363506ccabc1c99d61d08ebb
53,83,0x14C000,16384,522887e2f075a59f510d56bea9c5d4cb51d73d853583c673e720fd4ee12c3e92
54,84,0x150000,16384,f2ecb561e515e79696b5a389d9602f73b84f731e061bdf18368d56c43ffa162a
55,85,0x154000,16384,992d6eb74a912af344f63f4f2b88cd05008c2834a07b6bab6ea3b314d7a617e2
56,86,0x158000,16384,6fbaf6da49e662143ea045232d323fcfdb207039cd29a416a3edf2af1323123b
57,87,0x15C000,16384,31b8a65ac07a68bd20637af889089e3ff8d6e35bf9f86207ce100978afa02602
58,88,0x160000,16384,46022b930f8412f01368ebee15cc27ffa8100c285c981b4e13ea882470b1074d
59,89,0x164000,16384,06c47ec7a5f4c5a2e32583e8cf9d577e7dfc24b5b6cc1d38b9520d35abd9c98a
5A,90,0x168000,16384,a501d30cf1ebd8d0015b0e0b7db90c6066a31735d2d58783bfe9d1cad0504a1b
5B,91,0x16C000,16384,1f2f5dbc6cf70ca58ac8e764c3ba99c9a0835c24c6f32cc25d001c7bccf5382f
5C,92,0x170000,16384,4d807faf29a90275cf62f1a14cb518029d43f4fbb0e1c537fe3300e3f2e81a03
5D,93,0x174000,16384,f55aa8f45a49a080282acc5297468a391b70fb704adef8614b66dca0ff32129a
5E,94,0x178000,16384,5f50bbe901ae30c4ad847d698a6ad5f3fe17a543e2df39093e8cdf99c09839db
5F,95,0x17C000,16384,57a34c7af889204b147dd2bb225ca6d2437138025a31bfca842e36c0134a0149
60,96,0x180000,16384,9f75e75dd0fa496f36604541b9c8b5e05d5fbcccf7311641340b013d69e2ee0b
61,97,0x184000,16384,7dace741e4bbceda3cfe41cb2755b46a01d4c454c638b76871fe10150a3f3adc
62,98,0x188000,16384,9d4051440951f814ba46262f8a9a7913aab760c4578ec54d58d7c37d2d299f62
63,99,0x18C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
64,100,0x190000,16384,f3f65593457b29497bd4923927c0b954e2dcee74cc465f9a9e49ee073c5f9388
65,101,0x194000,16384,af9b9b07c5bb96d1a6e007fe9d7140f2659bce83c2081ff464357f9bc220ea19
66,102,0x198000,16384,21283769b1cf61691de6512a0a33cee2676ecf2aa7362f8a9ae8295bf01b9cb0
67,103,0x19C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
68,104,0x1A0000,16384,5fc99458ec7b873137fbab26d41f0d36e2b7b6feb495c9a521b9195cec738ede
69,105,0x1A4000,16384,9ec49c4a03a40d6ebf5696847160cc0a82df779df65c7bcfb6438eafc198f9fb
6A,106,0x1A8000,16384,627af7b479b7898ba9690e5b0a670bf2501a73fed997bf056ec988e5528e4b44
6B,107,0x1AC000,16384,30aa4d175cbbc01194c3e815bda0ce31093e485d865597a05b55400782e45818
6C,108,0x1B0000,16384,5fe375ded189648fd2fa0abf997d803d07017e5998ddf73f22125cb989ccdf82
6D,109,0x1B4000,16384,57e74d9533dda30d14a0f95ac296b1bd21ff5a0ec956a35a11eb44fbdfff7f6b
6E,110,0x1B8000,16384,56128f6abcab1fc2ec4b6e2b0fd3575ec88f427c7457f5b98a1990f45acc238d
6F,111,0x1BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
70,112,0x1C0000,16384,adc1e0b2a4923b244fe9d1c7eba74e4b97ed56c6744d14eeb603c06f858a2cb2
71,113,0x1C4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
72,114,0x1C8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
73,115,0x1CC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
74,116,0x1D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
75,117,0x1D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
76,118,0x1D8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
77,119,0x1DC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
78,120,0x1E0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
79,121,0x1E4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7A,122,0x1E8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7B,123,0x1EC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7C,124,0x1F0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7D,125,0x1F4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7E,126,0x1F8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7F,127,0x1FC000,16384,8cf8aaebce6c52f5b2c07f5d342101212b09b34bc76bc9fef015864d97291c3f
