rom,bank_dec,bank_hex,file_start,file_end,role,sha1,entropy,zero_bytes,ff_bytes,trailing_00,trailing_ff,longest_00_start,longest_00_len,longest_ff_start,longest_ff_len,same_position_vs_EN_pct,western_all5_same_pct,EN_source_free_bytes
DE_BLUE,52,34,0D0000,0D3FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,53,35,0D4000,0D7FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,54,36,0D8000,0DBFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,55,37,0DC000,0DFFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,56,38,0E0000,0E3FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,57,39,0E4000,0E7FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,58,3A,0E8000,0EBFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,59,3B,0EC000,0EFFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,60,3C,0F0000,0F3FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,61,3D,0F4000,0F7FFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,62,3E,0F8000,0FBFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
DE_BLUE,63,3F,0FC000,0FFFFF,physical blank bank (outside linked 0x00-0x2C content),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,16384,0,16384,0,0000,16384,0000,0,100.000000,100.000000,
EN_BLUE,0,00,000000,003FFF,ROM0 / interrupts / header / home engine,cf785a689639826f7a9ae2eda88e8d6cdeebc54e,7.129822,573,161,90,0,3FA6,90,210D,3,100.000000,29.553223,156
EN_BLUE,1,01,004000,007FFF,system engine / menus / naming / marts / Pokédex display,f39c9737b3d36c15782666a05ab0ac3691a77eb3,7.035003,1485,85,951,0,3C49,951,026F,8,100.000000,14.208984,951
EN_BLUE,2,02,008000,00BFFF,audio headers + SFX + audio engine 1 + music 1,466a84098c3df3e7a767b2a18846cbec9e98550d,6.978287,396,255,12,0,3FF4,12,0000,3,100.000000,99.914551,12
