bank,role_reference,sha1,entropy,unique_bytes,zero_fraction,ff_fraction,nonzero_bytes,trailing_zero_run,trailing_ff_run,all_zero,all_ff
43,Map Scripts 2,e364662bd00e2bfa763d8965cff6bee20f351ff5,5.374809,236,0.254456,0.009766,12215,3688,0,False,False
44,Map Scripts 3,138ae2fb87fcd3d1e3bcfddf17e143d6432c707d,5.379769,242,0.270447,0.011169,11953,3893,0,False,False
45,Map Scripts 4,f647ea6c7792268f5b6c9f3cc295255307fb1549,5.345265,245,0.305176,0.006836,11384,4303,0,False,False
46,Map Scripts 5,34455f8f72c725627eca13ba51f782a5c1b22487,4.406546,245,0.479858,0.010071,8522,7336,0,False,False
47,Map Scripts 6,cfca176f4bedb29d87ac485645b5eb9e0834a705,1.540348,184,0.853699,0.004639,2397,13759,0,False,False
48,Map Scripts 7,e1b12c04fa1ea8b5b3817c76c721d2077ef5de95,4.517542,237,0.438721,0.009277,9196,6753,0,False,False
49,Map Scripts 8,798259530ccbcbe3babfaa24fa382d6ab46fc1e0,3.886979,208,0.530701,0.006409,7689,8368,0,False,False
4A,Map Scripts 9,4c3054bba085fbcef7948edc630e7f4a2253ea69,4.007497,230,0.522522,0.009094,7823,8168,0,False,False
4B,Map Scripts 10,a1c63e37fd90747e0fecb2a312bc593904e3b3e8,4.888876,241,0.378052,0.010071,10190,5701,0,False,False
4C,Map Scripts 11,86eda97bb306ec9bd0e756690632ce0d8ba65c48,3.871527,235,0.536499,0.011597,7594,8410,0,False,False
4D,Map Scripts 12,8826a2e12a688322dfb10d84f7f867cb82c03720,3.851101,237,0.549072,0.010559,7388,8614,0,False,False
4E,Map Scripts 13,227fd623ad2108b01329b4f40a69639a4ca06a6f,4.064636,219,0.497742,0.009949,8229,7819,0,False,False
4F,Map Scripts 14,4513b2860fa676727bdfef01031ddb35555c1ce3,4.404127,232,0.449219,0.012329,9024,6972,0,False,False
50,Map Scripts 15,93fd8250a5c7a8bac9966219c701b1882738fbfd,3.213860,220,0.628418,0.007874,6088,10004,0,False,False
51,Map Scripts 16,3b957e9c9023e92c9503b98eb6e0c9ab383639b8,3.658081,213,0.553040,0.008972,7323,8719,0,False,False
52,Map Scripts 17,b78a87f05e9ac610aa9f6a050fdfb240b539e7ad,3.522165,200,0.566956,0.007202,7095,9036,0,False,False
53,Map Scripts 18,3a155a1804b723eab23b7437231e619ed9799692,3.718668,213,0.545837,0.008118,7441,8594,0,False,False
54,Map Scripts 19,9cfbb1e344b697ec18001508e15fd8145f7e7696,3.377625,217,0.602478,0.006958,6513,9565,0,False,False
55,Map Scripts 20,8ab03b7ae15968289b53f75c019da399ffede2e7,2.907987,215,0.674438,0.004456,5334,10841,0,False,False
56,Map Scripts 21,c82138f14bb25ff8dab4de718a1ad86f5daff45e,5.543877,238,0.182007,0.009766,13402,2508,0,False,False
57,Map Scripts 22,e3b40f591d121a56aabf80c4c0444915f1186a2a,5.457022,237,0.259338,0.015930,12135,3565,0,False,False
58,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
59,Map Scripts 23,201cebef4b79b6b6cc6fb5d8deed094d206884d0,3.806964,205,0.522949,0.006958,7816,8249,0,False,False
5A,Map Scripts 24,961da51a1e85099859c285964aaaa2622811c98c,3.865294,222,0.532349,0.006409,7662,8388,0,False,False
5B,Map Scripts 25,e7e9b587c5bd6e18d73773205c91b0c43f8e8415,4.866278,238,0.388794,0.008423,10014,5795,0,False,False
5C,Map Scripts 26,0365c1bf32ae440a978ae0f73b2e04d556b49724,2.940610,205,0.678650,0.006775,5265,10744,0,False,False
5D,Map Scripts 27,2380e95672160ad7b7e506d789bb8e0d6d78deea,3.655308,219,0.549561,0.010498,7380,8659,0,False,False
5E,Map Scripts 28,29581def3ba744e8be6a56d8f1bfb9c9cc46d6c7,4.893281,237,0.369324,0.015259,10333,5429,0,False,False
5F,Map Scripts 29,3ea3147008e485e020ca51b5d9e8f30fab699a49,2.409394,177,0.734070,0.005676,4357,11817,0,False,False
60,Map Scripts 30,98cb0afe0a114ed31fc8e99d006587750b344194,4.469256,227,0.425781,0.003723,9408,6554,0,False,False
61,Map Scripts 31,b642438e0721b0001cae9f3ed38a9a6b61820a2f,3.237914,203,0.624451,0.007996,6153,9950,0,False,False
62,Map Scripts 32,d8e78ea1719d1bafe17df3985921350d01d4cf8e,2.056188,170,0.781738,0.004028,3576,12626,0,False,False
63,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
64,Text 1,d8afc032dac869ba396eb590496fba8fbdf978cc,3.663658,111,0.503052,0.000000,8142,7867,0,False,False
65,Text 2,4e87a3b7b543f718fdc5337713cc08aef133eda5,3.640784,104,0.507751,0.000366,8065,7998,0,False,False
66,Text 3,b3b48d4797d4536f18f2e8727e58682cb7d95a43,1.426878,92,0.846497,0.000000,2515,13755,0,False,False
67,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
68,Pokedex 001-064,feb8f2529c90fc2e22b716a29c60191b0cab364e,3.127142,106,0.570374,0.000000,7039,9289,0,False,False
69,Pokedex 065-128,5d0f466286e4915345870764cdac9621bcfb6c50,3.190787,125,0.566284,0.000061,7106,9249,0,False,False
6A,Pokedex 129-192,26e1fe739730553078c27435a488d752ca105268,3.139770,125,0.570007,0.000305,7045,9277,0,False,False
6B,Pokedex 193-251,8fd0aed8019a4692fc961c72314273715d0a4863,2.959334,127,0.605042,0.000183,6471,9872,0,False,False
6C,Names,bb2e0d10db05a0290f0f235d50e77adf7645f7cd,3.132327,47,0.517517,0.000305,7905,8479,0,False,False
6D,Move Descriptions,562804db619c41829f90beec5eeeb5174efd5388,3.749029,195,0.470032,0.000183,8683,7693,0,False,False
6E,Item Descriptions,81f608e492e631a7015b277c5448ed7fd538ecc2,2.795104,185,0.667847,0.000305,5442,10940,0,False,False
6F,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
70,Tileset 6/Pokegear GFX/Credits Strings,7a7f512cb86d18cff8e5d39bda3d5d3e0870c679,3.130887,252,0.679382,0.018127,5253,10613,0,False,False
71,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
72,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
73,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
74,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
75,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
76,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
77,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
78,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
79,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7A,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7B,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7C,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7D,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7E,unassigned/padding/unknown,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.000000,1,1.000000,0.000000,0,16384,0,True,False
7F,Stadium 2 checksums,083fb429ef7e7bb8a9335d9201aa6d439336c98c,0.386352,194,0.968262,0.000000,520,0,0,False,False
