release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-ES-HV0,17,0x11,0x044000,0x048000,7c8b49f35290d2989d09f0d88de7025e3dc4b754b288d9260fa825ed9503b10b,16058,12263,254
EU-ES-HV0,18,0x12,0x048000,0x04C000,1f49efac99d2c1b9712e17304c7b441316d50b24f54c7400f7834fa43760f58d,16179,8937,254
EU-ES-HV0,19,0x13,0x04C000,0x050000,b819171d6353abc8137602cf919baec82670373121f457081b1c6e4334d2a209,16057,16265,256
EU-ES-HV0,20,0x14,0x050000,0x054000,02ccebc6b9a3be29a3a711af0b9a66077f0488cbac9e1f2d60a7909e3479ab70,16223,10687,256
EU-ES-HV0,21,0x15,0x054000,0x058000,71bbed8efbc9873ff22bd9f9347a40b4725b2fea87605856786ef4e50987b0f7,16258,10701,256
EU-ES-HV0,22,0x16,0x058000,0x05C000,6c27a10a136d82446e87b5e80527a3450e04c10ad671cf78df86abd1c9ed5473,16258,9551,256
EU-ES-HV0,23,0x17,0x05C000,0x060000,476eefa0d2e057d7133ead6d2d8d399cbc27ee5d4bec77f259eace0cfa805759,16199,7789,256
EU-ES-HV0,24,0x18,0x060000,0x064000,61aad1ab51892b91f594e6370a9d0e98a1f9ab5cdc01ae736f4355b3c9510663,16198,9352,255
EU-ES-HV0,25,0x19,0x064000,0x068000,02f10219ecdd792c640dd12fa2a0409a249904041cce2aa88af923f987d82b17,14793,14853,255
EU-ES-HV0,26,0x1A,0x068000,0x06C000,3d9d973e47cdb512bc1f4b76551a3a8b073151f78450e44727a61094960b618c,15090,15332,256
EU-ES-HV0,27,0x1B,0x06C000,0x070000,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,14574,14964,255
EU-ES-HV0,28,0x1C,0x070000,0x074000,94e70f44a2052bba76f63fc9281bd2785e643dc34f97a0d6996b550c2fd0d480,16029,12920,256
EU-ES-HV0,29,0x1D,0x074000,0x078000,616b2bfe966d77ebb2a05ae8a8c6d18a54871cf2b8230a0168b86fe7ea6f2b48,16173,10355,256
EU-ES-HV0,30,0x1E,0x078000,0x07C000,dc7e56f4dd718fc51e36a169098249c92c1e48b2c598944b87c918ebdff8415e,15782,14131,256
EU-ES-HV0,31,0x1F,0x07C000,0x080000,0aafbed8b8f35afa0c9da057f10d256dc5386e30d4cd56933d062b325dbaf78e,16098,15975,256
EU-ES-HV0,32,0x20,0x080000,0x084000,467b997ce7e07ac120ab4f7abe832bab3c7c2ed7a6209bcba9eca2a8e7504e72,16378,12112,100
EU-ES-HV0,33,0x21,0x084000,0x088000,2a028e89bc81dea44fc9b3c1465e4ecddfe3c0df04d1e60efe472c1c56fa7cc6,16384,12410,91
EU-ES-HV0,34,0x22,0x088000,0x08C000,811854760b9983e33bed566274e1d4e3af631752152f286bffa16c4a3bdfdf1c,16380,12471,128
EU-ES-HV0,35,0x23,0x08C000,0x090000,91713c3ec8b41add309eadace5baf5350e9fbe295f7a5d924d123f98d20a3d3e,16381,11576,92
EU-ES-HV0,36,0x24,0x090000,0x094000,2c6485859ea557be1ab3cc5b090c0bfaf6ba94d1c3d4b6780ba4d9abd76e31de,16383,11143,92
EU-ES-HV0,37,0x25,0x094000,0x098000,02b486568e653e38378f07f121c7445af739bfa6ff9f6fffa1f66e06b2e1f83a,16380,11131,102
EU-ES-HV0,38,0x26,0x098000,0x09C000,b3e0ade8a79df5ac7a5d34e4763a2175ede71ff5b0b5cd8903ee2618eee73cee,16384,11687,91
EU-ES-HV0,39,0x27,0x09C000,0x0A0000,1abf466eb75f8bee4da0c47a90c5e099af0f1429fc1218c8db42071d134079fd,16382,11632,92
EU-ES-HV0,40,0x28,0x0A0000,0x0A4000,e36c98b233b7450ee301882440319763d0557a621dc73546185c8586fab44d64,16381,11484,101
EU-ES-HV0,41,0x29,0x0A4000,0x0A8000,a7704f223e02064453c8aded68e176fe21ead3acc9b178714a4e88a11a85add7,16384,12136,98
EU-ES-HV0,42,0x2A,0x0A8000,0x0AC000,87270073ece79b59887ec32a2300963ef3cfaa3a5e537b9b566ebea31cb09fa3,16384,776,63
EU-ES-HV0,43,0x2B,0x0AC000,0x0B0000,b7faead2fcccc0f54975bcc32ff35526355fae3303d710f6f039c13291a1bf88,16384,13576,77
EU-ES-HV0,44,0x2C,0x0B0000,0x0B4000,504a3beb42d8f1479136051e2ee90d5e90dc887007e27679b41cb8c500d4c93d,16384,1714,37
EU-ES-HV0,45,0x2D,0x0B4000,0x0B8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,46,0x2E,0x0B8000,0x0BC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,47,0x2F,0x0BC000,0x0C0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,48,0x30,0x0C0000,0x0C4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,49,0x31,0x0C4000,0x0C8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,50,0x32,0x0C8000,0x0CC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,51,0x33,0x0CC000,0x0D0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,52,0x34,0x0D0000,0x0D4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,53,0x35,0x0D4000,0x0D8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,54,0x36,0x0D8000,0x0DC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,55,0x37,0x0DC000,0x0E0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,56,0x38,0x0E0000,0x0E4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,57,0x39,0x0E4000,0x0E8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,58,0x3A,0x0E8000,0x0EC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,59,0x3B,0x0EC000,0x0F0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,60,0x3C,0x0F0000,0x0F4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,61,0x3D,0x0F4000,0x0F8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,62,0x3E,0x0F8000,0x0FC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-ES-HV0,63,0x3F,0x0FC000,0x100000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
