national_id,constant,machine_move
260,SWAMPERT,WATERFALL
260,SWAMPERT,DIVE
261,POOCHYENA,ROAR
261,POOCHYENA,TOXIC
261,POOCHYENA,HIDDEN_POWER
261,POOCHYENA,SUNNY_DAY
261,POOCHYENA,TAUNT
261,POOCHYENA,PROTECT
261,POOCHYENA,RAIN_DANCE
261,POOCHYENA,FRUSTRATION
261,POOCHYENA,IRON_TAIL
261,POOCHYENA,RETURN
261,POOCHYENA,DIG
261,POOCHYENA,SHADOW_BALL
261,POOCHYENA,DOUBLE_TEAM
261,POOCHYENA,TORMENT
261,POOCHYENA,FACADE
261,POOCHYENA,SECRET_POWER
261,POOCHYENA,REST
261,POOCHYENA,ATTRACT
261,POOCHYENA,THIEF
261,POOCHYENA,SNATCH
261,POOCHYENA,ROCK_SMASH
262,MIGHTYENA,ROAR
262,MIGHTYENA,TOXIC
262,MIGHTYENA,HIDDEN_POWER
262,MIGHTYENA,SUNNY_DAY
262,MIGHTYENA,TAUNT
262,MIGHTYENA,HYPER_BEAM
262,MIGHTYENA,PROTECT
262,MIGHTYENA,RAIN_DANCE
262,MIGHTYENA,FRUSTRATION
262,MIGHTYENA,IRON_TAIL
262,MIGHTYENA,RETURN
262,MIGHTYENA,DIG
262,MIGHTYENA,SHADOW_BALL
262,MIGHTYENA,DOUBLE_TEAM
262,MIGHTYENA,TORMENT
262,MIGHTYENA,FACADE
262,MIGHTYENA,SECRET_POWER
262,MIGHTYENA,REST
262,MIGHTYENA,ATTRACT
262,MIGHTYENA,THIEF
262,MIGHTYENA,SNATCH
262,MIGHTYENA,STRENGTH
262,MIGHTYENA,ROCK_SMASH
263,ZIGZAGOON,WATER_PULSE
263,ZIGZAGOON,TOXIC
263,ZIGZAGOON,HIDDEN_POWER
263,ZIGZAGOON,SUNNY_DAY
263,ZIGZAGOON,ICE_BEAM
263,ZIGZAGOON,BLIZZARD
263,ZIGZAGOON,PROTECT
263,ZIGZAGOON,RAIN_DANCE
263,ZIGZAGOON,FRUSTRATION
263,ZIGZAGOON,IRON_TAIL
263,ZIGZAGOON,THUNDERBOLT
263,ZIGZAGOON,THUNDER
263,ZIGZAGOON,RETURN
263,ZIGZAGOON,DIG
263,ZIGZAGOON,SHADOW_BALL
263,ZIGZAGOON,DOUBLE_TEAM
263,ZIGZAGOON,SHOCK_WAVE
263,ZIGZAGOON,FACADE
263,ZIGZAGOON,SECRET_POWER
263,ZIGZAGOON,REST
263,ZIGZAGOON,ATTRACT
263,ZIGZAGOON,THIEF
263,ZIGZAGOON,CUT
263,ZIGZAGOON,SURF
263,ZIGZAGOON,ROCK_SMASH
264,LINOONE,WATER_PULSE
264,LINOONE,ROAR
264,LINOONE,TOXIC
264,LINOONE,HIDDEN_POWER
264,LINOONE,SUNNY_DAY
264,LINOONE,ICE_BEAM
264,LINOONE,BLIZZARD
264,LINOONE,HYPER_BEAM
264,LINOONE,PROTECT
264,LINOONE,RAIN_DANCE
264,LINOONE,FRUSTRATION
264,LINOONE,IRON_TAIL
264,LINOONE,THUNDERBOLT
264,LINOONE,THUNDER
264,LINOONE,RETURN
264,LINOONE,DIG
264,LINOONE,SHADOW_BALL
264,LINOONE,DOUBLE_TEAM
264,LINOONE,SHOCK_WAVE
264,LINOONE,FACADE
264,LINOONE,SECRET_POWER
264,LINOONE,REST
264,LINOONE,ATTRACT
264,LINOONE,THIEF
264,LINOONE,CUT
264,LINOONE,SURF
264,LINOONE,STRENGTH
264,LINOONE,ROCK_SMASH
267,BEAUTIFLY,TOXIC
267,BEAUTIFLY,HIDDEN_POWER
267,BEAUTIFLY,SUNNY_DAY
267,BEAUTIFLY,HYPER_BEAM
267,BEAUTIFLY,PROTECT
267,BEAUTIFLY,GIGA_DRAIN
267,BEAUTIFLY,SAFEGUARD
267,BEAUTIFLY,FRUSTRATION
267,BEAUTIFLY,SOLAR_BEAM
267,BEAUTIFLY,RETURN
267,BEAUTIFLY,PSYCHIC
267,BEAUTIFLY,SHADOW_BALL
267,BEAUTIFLY,DOUBLE_TEAM
267,BEAUTIFLY,AERIAL_ACE
267,BEAUTIFLY,FACADE
267,BEAUTIFLY,SECRET_POWER
267,BEAUTIFLY,REST
267,BEAUTIFLY,ATTRACT
267,BEAUTIFLY,THIEF
267,BEAUTIFLY,FLASH
269,DUSTOX,TOXIC
269,DUSTOX,HIDDEN_POWER
269,DUSTOX,SUNNY_DAY
269,DUSTOX,HYPER_BEAM
269,DUSTOX,LIGHT_SCREEN
269,DUSTOX,PROTECT
269,DUSTOX,GIGA_DRAIN
269,DUSTOX,FRUSTRATION
269,DUSTOX,SOLAR_BEAM
269,DUSTOX,RETURN
269,DUSTOX,PSYCHIC
269,DUSTOX,SHADOW_BALL
269,DUSTOX,DOUBLE_TEAM
269,DUSTOX,SLUDGE_BOMB
269,DUSTOX,AERIAL_ACE
269,DUSTOX,FACADE
269,DUSTOX,SECRET_POWER
269,DUSTOX,REST
269,DUSTOX,ATTRACT
269,DUSTOX,THIEF
269,DUSTOX,FLASH
270,LOTAD,WATER_PULSE
270,LOTAD,TOXIC
270,LOTAD,HAIL
270,LOTAD,BULLET_SEED
270,LOTAD,HIDDEN_POWER
270,LOTAD,SUNNY_DAY
270,LOTAD,ICE_BEAM
270,LOTAD,BLIZZARD
270,LOTAD,PROTECT
270,LOTAD,RAIN_DANCE
270,LOTAD,GIGA_DRAIN
270,LOTAD,FRUSTRATION
270,LOTAD,SOLAR_BEAM
270,LOTAD,RETURN
270,LOTAD,DOUBLE_TEAM
270,LOTAD,FACADE
270,LOTAD,SECRET_POWER
270,LOTAD,REST
270,LOTAD,ATTRACT
270,LOTAD,THIEF
270,LOTAD,SURF
270,LOTAD,FLASH
271,LOMBRE,WATER_PULSE
271,LOMBRE,TOXIC
271,LOMBRE,HAIL
271,LOMBRE,BULLET_SEED
271,LOMBRE,HIDDEN_POWER
271,LOMBRE,SUNNY_DAY
271,LOMBRE,ICE_BEAM
271,LOMBRE,BLIZZARD
271,LOMBRE,PROTECT
271,LOMBRE,RAIN_DANCE
271,LOMBRE,GIGA_DRAIN
271,LOMBRE,FRUSTRATION
271,LOMBRE,SOLAR_BEAM
271,LOMBRE,RETURN
271,LOMBRE,BRICK_BREAK
271,LOMBRE,DOUBLE_TEAM
271,LOMBRE,FACADE
271,LOMBRE,SECRET_POWER
271,LOMBRE,REST
271,LOMBRE,ATTRACT
271,LOMBRE,THIEF
271,LOMBRE,SURF
271,LOMBRE,STRENGTH
271,LOMBRE,FLASH
271,LOMBRE,ROCK_SMASH
271,LOMBRE,WATERFALL
271,LOMBRE,DIVE
272,LUDICOLO,FOCUS_PUNCH
272,LUDICOLO,WATER_PULSE
272,LUDICOLO,TOXIC
272,LUDICOLO,HAIL
272,LUDICOLO,BULLET_SEED
272,LUDICOLO,HIDDEN_POWER
272,LUDICOLO,SUNNY_DAY
272,LUDICOLO,ICE_BEAM
272,LUDICOLO,BLIZZARD
272,LUDICOLO,HYPER_BEAM
272,LUDICOLO,PROTECT
272,LUDICOLO,RAIN_DANCE
272,LUDICOLO,GIGA_DRAIN
272,LUDICOLO,FRUSTRATION
272,LUDICOLO,SOLAR_BEAM
272,LUDICOLO,RETURN
272,LUDICOLO,BRICK_BREAK
272,LUDICOLO,DOUBLE_TEAM
272,LUDICOLO,FACADE
272,LUDICOLO,SECRET_POWER
272,LUDICOLO,REST
272,LUDICOLO,ATTRACT
272,LUDICOLO,THIEF
272,LUDICOLO,SURF
272,LUDICOLO,STRENGTH
272,LUDICOLO,FLASH
272,LUDICOLO,ROCK_SMASH
272,LUDICOLO,WATERFALL
272,LUDICOLO,DIVE
273,SEEDOT,TOXIC
273,SEEDOT,BULLET_SEED
273,SEEDOT,HIDDEN_POWER
273,SEEDOT,SUNNY_DAY
273,SEEDOT,PROTECT
273,SEEDOT,GIGA_DRAIN
273,SEEDOT,FRUSTRATION
273,SEEDOT,SOLAR_BEAM
273,SEEDOT,RETURN
273,SEEDOT,DIG
273,SEEDOT,SHADOW_BALL
273,SEEDOT,DOUBLE_TEAM
273,SEEDOT,FACADE
273,SEEDOT,SECRET_POWER
273,SEEDOT,REST
273,SEEDOT,ATTRACT
273,SEEDOT,FLASH
273,SEEDOT,ROCK_SMASH
274,NUZLEAF,TOXIC
274,NUZLEAF,BULLET_SEED
274,NUZLEAF,HIDDEN_POWER
274,NUZLEAF,SUNNY_DAY
274,NUZLEAF,HYPER_BEAM
274,NUZLEAF,PROTECT
274,NUZLEAF,GIGA_DRAIN
274,NUZLEAF,FRUSTRATION
274,NUZLEAF,SOLAR_BEAM
274,NUZLEAF,RETURN
274,NUZLEAF,DIG
274,NUZLEAF,SHADOW_BALL
274,NUZLEAF,BRICK_BREAK
274,NUZLEAF,DOUBLE_TEAM
274,NUZLEAF,ROCK_TOMB
274,NUZLEAF,TORMENT
274,NUZLEAF,FACADE
274,NUZLEAF,SECRET_POWER
274,NUZLEAF,REST
274,NUZLEAF,ATTRACT
274,NUZLEAF,THIEF
274,NUZLEAF,CUT
274,NUZLEAF,STRENGTH
274,NUZLEAF,FLASH
274,NUZLEAF,ROCK_SMASH
275,SHIFTRY,TOXIC
275,SHIFTRY,BULLET_SEED
275,SHIFTRY,HIDDEN_POWER
275,SHIFTRY,SUNNY_DAY
275,SHIFTRY,HYPER_BEAM
275,SHIFTRY,PROTECT
275,SHIFTRY,GIGA_DRAIN
275,SHIFTRY,FRUSTRATION
275,SHIFTRY,SOLAR_BEAM
275,SHIFTRY,RETURN
275,SHIFTRY,DIG
275,SHIFTRY,SHADOW_BALL
275,SHIFTRY,BRICK_BREAK
275,SHIFTRY,DOUBLE_TEAM
275,SHIFTRY,ROCK_TOMB
275,SHIFTRY,AERIAL_ACE
275,SHIFTRY,TORMENT
275,SHIFTRY,FACADE
275,SHIFTRY,SECRET_POWER
275,SHIFTRY,REST
275,SHIFTRY,ATTRACT
275,SHIFTRY,THIEF
275,SHIFTRY,CUT
275,SHIFTRY,STRENGTH
275,SHIFTRY,FLASH
275,SHIFTRY,ROCK_SMASH
290,NINCADA,TOXIC
290,NINCADA,HIDDEN_POWER
290,NINCADA,SUNNY_DAY
290,NINCADA,PROTECT
290,NINCADA,GIGA_DRAIN
290,NINCADA,FRUSTRATION
290,NINCADA,SOLAR_BEAM
290,NINCADA,RETURN
290,NINCADA,DIG
290,NINCADA,SHADOW_BALL
290,NINCADA,DOUBLE_TEAM
290,NINCADA,SANDSTORM
290,NINCADA,AERIAL_ACE
290,NINCADA,FACADE
290,NINCADA,SECRET_POWER
290,NINCADA,REST
290,NINCADA,CUT
290,NINCADA,FLASH
291,NINJASK,TOXIC
291,NINJASK,HIDDEN_POWER
291,NINJASK,SUNNY_DAY
291,NINJASK,HYPER_BEAM
291,NINJASK,PROTECT
291,NINJASK,GIGA_DRAIN
291,NINJASK,FRUSTRATION
291,NINJASK,SOLAR_BEAM
291,NINJASK,RETURN
291,NINJASK,DIG
291,NINJASK,SHADOW_BALL
291,NINJASK,DOUBLE_TEAM
291,NINJASK,SANDSTORM
291,NINJASK,AERIAL_ACE
291,NINJASK,FACADE
291,NINJASK,SECRET_POWER
291,NINJASK,REST
291,NINJASK,ATTRACT
291,NINJASK,THIEF
291,NINJASK,CUT
291,NINJASK,FLASH
292,SHEDINJA,TOXIC
292,SHEDINJA,HIDDEN_POWER
292,SHEDINJA,SUNNY_DAY
292,SHEDINJA,HYPER_BEAM
292,SHEDINJA,PROTECT
292,SHEDINJA,GIGA_DRAIN
292,SHEDINJA,FRUSTRATION
292,SHEDINJA,SOLAR_BEAM
292,SHEDINJA,RETURN
292,SHEDINJA,DIG
292,SHEDINJA,SHADOW_BALL
292,SHEDINJA,DOUBLE_TEAM
292,SHEDINJA,SANDSTORM
292,SHEDINJA,AERIAL_ACE
292,SHEDINJA,FACADE
292,SHEDINJA,SECRET_POWER
292,SHEDINJA,REST
292,SHEDINJA,THIEF
292,SHEDINJA,CUT
292,SHEDINJA,FLASH
276,TAILLOW,TOXIC
276,TAILLOW,HIDDEN_POWER
276,TAILLOW,SUNNY_DAY
276,TAILLOW,PROTECT
276,TAILLOW,RAIN_DANCE
276,TAILLOW,FRUSTRATION
276,TAILLOW,RETURN
276,TAILLOW,DOUBLE_TEAM
276,TAILLOW,AERIAL_ACE
276,TAILLOW,FACADE
276,TAILLOW,SECRET_POWER
276,TAILLOW,REST
276,TAILLOW,ATTRACT
276,TAILLOW,THIEF
276,TAILLOW,STEEL_WING
276,TAILLOW,FLY
277,SWELLOW,TOXIC
277,SWELLOW,HIDDEN_POWER
277,SWELLOW,SUNNY_DAY
277,SWELLOW,HYPER_BEAM
277,SWELLOW,PROTECT
277,SWELLOW,RAIN_DANCE
277,SWELLOW,FRUSTRATION
277,SWELLOW,RETURN
277,SWELLOW,DOUBLE_TEAM
277,SWELLOW,AERIAL_ACE
277,SWELLOW,FACADE
277,SWELLOW,SECRET_POWER
277,SWELLOW,REST
277,SWELLOW,ATTRACT
277,SWELLOW,THIEF
277,SWELLOW,STEEL_WING
277,SWELLOW,FLY
285,SHROOMISH,TOXIC
285,SHROOMISH,BULLET_SEED
285,SHROOMISH,HIDDEN_POWER
285,SHROOMISH,SUNNY_DAY
285,SHROOMISH,PROTECT
285,SHROOMISH,GIGA_DRAIN
285,SHROOMISH,SAFEGUARD
285,SHROOMISH,FRUSTRATION
285,SHROOMISH,SOLAR_BEAM
285,SHROOMISH,RETURN
285,SHROOMISH,DOUBLE_TEAM
285,SHROOMISH,SLUDGE_BOMB
285,SHROOMISH,FACADE
285,SHROOMISH,SECRET_POWER
285,SHROOMISH,REST
285,SHROOMISH,ATTRACT
285,SHROOMISH,SNATCH
285,SHROOMISH,FLASH
286,BRELOOM,FOCUS_PUNCH
286,BRELOOM,TOXIC
286,BRELOOM,BULK_UP
286,BRELOOM,BULLET_SEED
286,BRELOOM,HIDDEN_POWER
286,BRELOOM,SUNNY_DAY
286,BRELOOM,HYPER_BEAM
286,BRELOOM,PROTECT
286,BRELOOM,GIGA_DRAIN
286,BRELOOM,SAFEGUARD
286,BRELOOM,FRUSTRATION
286,BRELOOM,SOLAR_BEAM
286,BRELOOM,IRON_TAIL
286,BRELOOM,RETURN
286,BRELOOM,BRICK_BREAK
286,BRELOOM,DOUBLE_TEAM
286,BRELOOM,SLUDGE_BOMB
286,BRELOOM,FACADE
286,BRELOOM,SECRET_POWER
286,BRELOOM,REST
286,BRELOOM,ATTRACT
286,BRELOOM,SNATCH
286,BRELOOM,CUT
286,BRELOOM,STRENGTH
286,BRELOOM,FLASH
286,BRELOOM,ROCK_SMASH
327,SPINDA,FOCUS_PUNCH
327,SPINDA,WATER_PULSE
327,SPINDA,CALM_MIND
327,SPINDA,TOXIC
327,SPINDA,HIDDEN_POWER
327,SPINDA,SUNNY_DAY
327,SPINDA,PROTECT
327,SPINDA,RAIN_DANCE
327,SPINDA,SAFEGUARD
327,SPINDA,FRUSTRATION
327,SPINDA,RETURN
327,SPINDA,DIG
327,SPINDA,PSYCHIC
327,SPINDA,SHADOW_BALL
327,SPINDA,BRICK_BREAK
327,SPINDA,DOUBLE_TEAM
327,SPINDA,SHOCK_WAVE
327,SPINDA,ROCK_TOMB
327,SPINDA,FACADE
327,SPINDA,SECRET_POWER
327,SPINDA,REST
327,SPINDA,ATTRACT
327,SPINDA,THIEF
327,SPINDA,SKILL_SWAP
327,SPINDA,SNATCH
327,SPINDA,STRENGTH
327,SPINDA,FLASH
327,SPINDA,ROCK_SMASH
278,WINGULL,WATER_PULSE
278,WINGULL,TOXIC
278,WINGULL,HAIL
278,WINGULL,HIDDEN_POWER
278,WINGULL,ICE_BEAM
278,WINGULL,BLIZZARD
278,WINGULL,PROTECT
278,WINGULL,RAIN_DANCE
278,WINGULL,FRUSTRATION
278,WINGULL,RETURN
278,WINGULL,DOUBLE_TEAM
278,WINGULL,SHOCK_WAVE
278,WINGULL,AERIAL_ACE
278,WINGULL,FACADE
278,WINGULL,SECRET_POWER
278,WINGULL,REST
278,WINGULL,ATTRACT
278,WINGULL,THIEF
278,WINGULL,STEEL_WING
278,WINGULL,FLY
279,PELIPPER,WATER_PULSE
279,PELIPPER,TOXIC
279,PELIPPER,HAIL
279,PELIPPER,HIDDEN_POWER
279,PELIPPER,ICE_BEAM
279,PELIPPER,BLIZZARD
279,PELIPPER,HYPER_BEAM
279,PELIPPER,PROTECT
279,PELIPPER,RAIN_DANCE
279,PELIPPER,FRUSTRATION
279,PELIPPER,RETURN
279,PELIPPER,DOUBLE_TEAM
279,PELIPPER,SHOCK_WAVE
279,PELIPPER,AERIAL_ACE
279,PELIPPER,FACADE
279,PELIPPER,SECRET_POWER
279,PELIPPER,REST
279,PELIPPER,ATTRACT
279,PELIPPER,THIEF
279,PELIPPER,STEEL_WING
279,PELIPPER,FLY
279,PELIPPER,SURF
283,SURSKIT,WATER_PULSE
283,SURSKIT,TOXIC
283,SURSKIT,HIDDEN_POWER
283,SURSKIT,SUNNY_DAY
283,SURSKIT,ICE_BEAM
283,SURSKIT,BLIZZARD
283,SURSKIT,PROTECT
283,SURSKIT,RAIN_DANCE
283,SURSKIT,GIGA_DRAIN
283,SURSKIT,FRUSTRATION
283,SURSKIT,SOLAR_BEAM
283,SURSKIT,RETURN
283,SURSKIT,SHADOW_BALL
283,SURSKIT,DOUBLE_TEAM
283,SURSKIT,FACADE
283,SURSKIT,SECRET_POWER
283,SURSKIT,REST
283,SURSKIT,ATTRACT
283,SURSKIT,THIEF
283,SURSKIT,FLASH
284,MASQUERAIN,WATER_PULSE
284,MASQUERAIN,TOXIC
284,MASQUERAIN,HIDDEN_POWER
284,MASQUERAIN,SUNNY_DAY
284,MASQUERAIN,ICE_BEAM
284,MASQUERAIN,BLIZZARD
284,MASQUERAIN,HYPER_BEAM
284,MASQUERAIN,PROTECT
284,MASQUERAIN,RAIN_DANCE
284,MASQUERAIN,GIGA_DRAIN
284,MASQUERAIN,FRUSTRATION
284,MASQUERAIN,SOLAR_BEAM
284,MASQUERAIN,RETURN
284,MASQUERAIN,SHADOW_BALL
284,MASQUERAIN,DOUBLE_TEAM
284,MASQUERAIN,AERIAL_ACE
284,MASQUERAIN,FACADE
284,MASQUERAIN,SECRET_POWER
284,MASQUERAIN,REST
284,MASQUERAIN,ATTRACT
284,MASQUERAIN,THIEF
284,MASQUERAIN,FLASH
320,WAILMER,WATER_PULSE
320,WAILMER,ROAR
320,WAILMER,TOXIC
320,WAILMER,HAIL
320,WAILMER,HIDDEN_POWER
320,WAILMER,ICE_BEAM
320,WAILMER,BLIZZARD
320,WAILMER,PROTECT
320,WAILMER,RAIN_DANCE
320,WAILMER,FRUSTRATION
320,WAILMER,EARTHQUAKE
320,WAILMER,RETURN
320,WAILMER,DOUBLE_TEAM
320,WAILMER,ROCK_TOMB
320,WAILMER,FACADE
320,WAILMER,SECRET_POWER
320,WAILMER,REST
320,WAILMER,ATTRACT
320,WAILMER,SURF
320,WAILMER,STRENGTH
320,WAILMER,ROCK_SMASH
320,WAILMER,WATERFALL
320,WAILMER,DIVE
321,WAILORD,WATER_PULSE
321,WAILORD,ROAR
321,WAILORD,TOXIC
321,WAILORD,HAIL
321,WAILORD,HIDDEN_POWER
321,WAILORD,ICE_BEAM
321,WAILORD,BLIZZARD
321,WAILORD,HYPER_BEAM
321,WAILORD,PROTECT
321,WAILORD,RAIN_DANCE
321,WAILORD,FRUSTRATION
321,WAILORD,EARTHQUAKE
321,WAILORD,RETURN
321,WAILORD,DOUBLE_TEAM
321,WAILORD,ROCK_TOMB
321,WAILORD,FACADE
321,WAILORD,SECRET_POWER
321,WAILORD,REST
321,WAILORD,ATTRACT
321,WAILORD,SURF
321,WAILORD,STRENGTH
321,WAILORD,ROCK_SMASH
321,WAILORD,WATERFALL
321,WAILORD,DIVE
300,SKITTY,WATER_PULSE
300,SKITTY,CALM_MIND
300,SKITTY,TOXIC
300,SKITTY,HIDDEN_POWER
300,SKITTY,SUNNY_DAY
