national_id,constant,pokeemerald_raw_species_id,hp,attack,defense,speed,sp_attack,sp_defense,type1,type2,catch_rate,exp_yield,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,item_common,item_rare,gender_ratio,egg_cycles,friendship,growth_rate,egg_group1,egg_group2,ability1,ability2,safari_flee_rate,body_color,no_flip
262,MIGHTYENA,287,70,90,70,70,60,60,TYPE_DARK,TYPE_DARK,127,128,0,2,0,0,0,0,ITEM_NONE,ITEM_PECHA_BERRY,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_INTIMIDATE,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
263,ZIGZAGOON,288,38,30,41,60,30,41,TYPE_NORMAL,TYPE_NORMAL,255,60,0,0,0,1,0,0,ITEM_NONE,ITEM_ORAN_BERRY,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_PICKUP,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
264,LINOONE,289,78,70,61,100,50,61,TYPE_NORMAL,TYPE_NORMAL,90,128,0,0,0,2,0,0,ITEM_ORAN_BERRY,ITEM_SITRUS_BERRY,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_PICKUP,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
265,WURMPLE,290,45,45,35,20,20,30,TYPE_BUG,TYPE_BUG,255,54,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
266,SILCOON,291,50,35,55,15,25,25,TYPE_BUG,TYPE_BUG,120,71,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
267,BEAUTIFLY,292,60,70,50,65,90,50,TYPE_BUG,TYPE_FLYING,45,161,0,0,0,0,3,0,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SWARM,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
268,CASCOON,293,50,35,55,15,25,25,TYPE_BUG,TYPE_BUG,120,72,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,0,BODY_COLOR_PURPLE,FALSE
269,DUSTOX,294,60,50,70,65,50,90,TYPE_BUG,TYPE_POISON,45,160,0,0,0,0,0,3,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
270,LOTAD,295,40,30,30,30,40,50,TYPE_WATER,TYPE_GRASS,255,74,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,0,BODY_COLOR_GREEN,FALSE
271,LOMBRE,296,60,50,50,50,60,70,TYPE_WATER,TYPE_GRASS,120,141,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,0,BODY_COLOR_GREEN,FALSE
272,LUDICOLO,297,80,70,70,70,90,100,TYPE_WATER,TYPE_GRASS,45,181,0,0,0,0,0,3,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,0,BODY_COLOR_GREEN,FALSE
273,SEEDOT,298,40,40,50,30,30,30,TYPE_GRASS,TYPE_GRASS,255,74,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FIELD,EGG_GROUP_GRASS,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,0,BODY_COLOR_BROWN,FALSE
274,NUZLEAF,299,70,70,40,60,60,40,TYPE_GRASS,TYPE_DARK,120,141,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FIELD,EGG_GROUP_GRASS,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,0,BODY_COLOR_BROWN,FALSE
275,SHIFTRY,300,90,100,60,80,90,60,TYPE_GRASS,TYPE_DARK,45,181,0,3,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FIELD,EGG_GROUP_GRASS,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,0,BODY_COLOR_BROWN,FALSE
276,TAILLOW,304,40,55,30,85,30,30,TYPE_NORMAL,TYPE_FLYING,200,59,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FLYING,EGG_GROUP_FLYING,ABILITY_GUTS,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
277,SWELLOW,305,60,85,60,125,50,50,TYPE_NORMAL,TYPE_FLYING,45,162,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FLYING,EGG_GROUP_FLYING,ABILITY_GUTS,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
278,WINGULL,309,40,30,30,85,55,30,TYPE_WATER,TYPE_FLYING,190,64,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_1,EGG_GROUP_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
279,PELIPPER,310,60,50,100,65,85,70,TYPE_WATER,TYPE_FLYING,45,164,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_1,EGG_GROUP_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
280,RALTS,392,28,25,25,40,45,35,TYPE_PSYCHIC,TYPE_PSYCHIC,235,70,0,0,0,0,1,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,35,GROWTH_SLOW,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_SYNCHRONIZE,ABILITY_TRACE,0,BODY_COLOR_WHITE,FALSE
281,KIRLIA,393,38,35,35,50,65,55,TYPE_PSYCHIC,TYPE_PSYCHIC,120,140,0,0,0,0,2,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,35,GROWTH_SLOW,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_SYNCHRONIZE,ABILITY_TRACE,0,BODY_COLOR_WHITE,FALSE
282,GARDEVOIR,394,68,65,65,80,125,115,TYPE_PSYCHIC,TYPE_PSYCHIC,45,208,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,35,GROWTH_SLOW,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_SYNCHRONIZE,ABILITY_TRACE,0,BODY_COLOR_WHITE,FALSE
283,SURSKIT,311,40,30,32,65,50,52,TYPE_BUG,TYPE_WATER,200,63,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_1,EGG_GROUP_BUG,ABILITY_SWIFT_SWIM,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
284,MASQUERAIN,312,70,60,62,60,80,82,TYPE_BUG,TYPE_FLYING,75,128,0,0,0,0,1,1,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),15,70,GROWTH_MEDIUM_FAST,EGG_GROUP_WATER_1,EGG_GROUP_BUG,ABILITY_INTIMIDATE,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
285,SHROOMISH,306,60,40,60,35,40,60,TYPE_GRASS,TYPE_GRASS,255,65,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_FLUCTUATING,EGG_GROUP_FAIRY,EGG_GROUP_GRASS,ABILITY_EFFECT_SPORE,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
286,BRELOOM,307,60,130,80,70,60,60,TYPE_GRASS,TYPE_FIGHTING,90,165,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_FLUCTUATING,EGG_GROUP_FAIRY,EGG_GROUP_GRASS,ABILITY_EFFECT_SPORE,ABILITY_NONE,0,BODY_COLOR_GREEN,FALSE
287,SLAKOTH,364,60,60,60,30,35,35,TYPE_NORMAL,TYPE_NORMAL,255,83,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_TRUANT,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
288,VIGOROTH,365,80,80,80,90,55,55,TYPE_NORMAL,TYPE_NORMAL,120,126,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_VITAL_SPIRIT,ABILITY_NONE,0,BODY_COLOR_WHITE,FALSE
289,SLAKING,366,150,160,100,100,95,65,TYPE_NORMAL,TYPE_NORMAL,45,210,3,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_TRUANT,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
290,NINCADA,301,31,45,90,40,30,30,TYPE_BUG,TYPE_GROUND,255,65,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_ERRATIC,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_COMPOUND_EYES,ABILITY_NONE,0,BODY_COLOR_GRAY,FALSE
291,NINJASK,302,61,90,45,160,50,50,TYPE_BUG,TYPE_FLYING,120,155,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),15,70,GROWTH_ERRATIC,EGG_GROUP_BUG,EGG_GROUP_BUG,ABILITY_SPEED_BOOST,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
292,SHEDINJA,303,1,90,45,40,30,30,TYPE_BUG,TYPE_GHOST,45,95,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,15,70,GROWTH_ERRATIC,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_WONDER_GUARD,ABILITY_NONE,0,BODY_COLOR_BROWN,FALSE
293,WHISMUR,370,64,51,23,28,51,23,TYPE_NORMAL,TYPE_NORMAL,190,68,1,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,ABILITY_SOUNDPROOF,ABILITY_NONE,0,BODY_COLOR_PINK,FALSE
294,LOUDRED,371,84,71,43,48,71,43,TYPE_NORMAL,TYPE_NORMAL,120,126,2,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,ABILITY_SOUNDPROOF,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
295,EXPLOUD,372,104,91,63,68,91,63,TYPE_NORMAL,TYPE_NORMAL,45,184,3,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,ABILITY_SOUNDPROOF,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
296,MAKUHITA,335,72,60,30,25,20,30,TYPE_FIGHTING,TYPE_FIGHTING,180,87,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),20,70,GROWTH_FLUCTUATING,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,ABILITY_THICK_FAT,ABILITY_GUTS,0,BODY_COLOR_YELLOW,FALSE
297,HARIYAMA,336,144,120,60,50,40,60,TYPE_FIGHTING,TYPE_FIGHTING,200,184,2,0,0,0,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(25),20,70,GROWTH_FLUCTUATING,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,ABILITY_THICK_FAT,ABILITY_GUTS,0,BODY_COLOR_BROWN,FALSE
298,AZURILL,350,50,20,40,20,20,40,TYPE_NORMAL,TYPE_NORMAL,150,33,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(75),10,70,GROWTH_FAST,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,ABILITY_THICK_FAT,ABILITY_HUGE_POWER,0,BODY_COLOR_BLUE,FALSE
299,NOSEPASS,320,30,45,135,30,45,90,TYPE_ROCK,TYPE_ROCK,255,108,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,ABILITY_STURDY,ABILITY_MAGNET_PULL,0,BODY_COLOR_GRAY,FALSE
300,SKITTY,315,50,45,45,50,35,35,TYPE_NORMAL,TYPE_NORMAL,255,65,0,0,0,1,0,0,ITEM_NONE,ITEM_LEPPA_BERRY,PERCENT_FEMALE(75),15,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,ABILITY_CUTE_CHARM,ABILITY_NONE,0,BODY_COLOR_PINK,FALSE
301,DELCATTY,316,70,65,65,70,55,55,TYPE_NORMAL,TYPE_NORMAL,60,138,1,0,0,1,0,0,ITEM_NONE,ITEM_LEPPA_BERRY,PERCENT_FEMALE(75),15,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,ABILITY_CUTE_CHARM,ABILITY_NONE,0,BODY_COLOR_PURPLE,FALSE
302,SABLEYE,322,50,75,75,50,65,65,TYPE_DARK,TYPE_GHOST,45,98,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),25,35,GROWTH_MEDIUM_SLOW,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,ABILITY_KEEN_EYE,ABILITY_NONE,0,BODY_COLOR_PURPLE,FALSE
303,MAWILE,355,50,85,85,50,55,55,TYPE_STEEL,TYPE_STEEL,45,98,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_FAST,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,ABILITY_HYPER_CUTTER,ABILITY_INTIMIDATE,0,BODY_COLOR_BLACK,FALSE
304,ARON,382,50,70,100,30,40,40,TYPE_STEEL,TYPE_ROCK,180,96,0,0,1,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),35,35,GROWTH_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,ABILITY_STURDY,ABILITY_ROCK_HEAD,0,BODY_COLOR_GRAY,FALSE
305,LAIRON,383,60,90,140,40,50,50,TYPE_STEEL,TYPE_ROCK,90,152,0,0,2,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),35,35,GROWTH_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,ABILITY_STURDY,ABILITY_ROCK_HEAD,0,BODY_COLOR_GRAY,FALSE
306,AGGRON,384,70,110,180,50,60,60,TYPE_STEEL,TYPE_ROCK,45,205,0,0,3,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),35,35,GROWTH_SLOW,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,ABILITY_STURDY,ABILITY_ROCK_HEAD,0,BODY_COLOR_GRAY,FALSE
307,MEDITITE,356,30,40,55,60,40,55,TYPE_FIGHTING,TYPE_PSYCHIC,180,91,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,ABILITY_PURE_POWER,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
308,MEDICHAM,357,60,60,75,80,60,75,TYPE_FIGHTING,TYPE_PSYCHIC,90,153,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,ABILITY_PURE_POWER,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
309,ELECTRIKE,337,40,45,40,65,65,40,TYPE_ELECTRIC,TYPE_ELECTRIC,120,104,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_STATIC,ABILITY_LIGHTNING_ROD,0,BODY_COLOR_GREEN,FALSE
310,MANECTRIC,338,70,75,60,105,105,60,TYPE_ELECTRIC,TYPE_ELECTRIC,45,168,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_SLOW,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_STATIC,ABILITY_LIGHTNING_ROD,0,BODY_COLOR_YELLOW,FALSE
311,PLUSLE,353,60,50,40,95,85,75,TYPE_ELECTRIC,TYPE_ELECTRIC,200,120,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FAIRY,EGG_GROUP_FAIRY,ABILITY_PLUS,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
312,MINUN,354,60,40,50,95,75,85,TYPE_ELECTRIC,TYPE_ELECTRIC,200,120,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FAIRY,EGG_GROUP_FAIRY,ABILITY_MINUS,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
313,VOLBEAT,386,65,73,55,85,47,75,TYPE_BUG,TYPE_BUG,150,146,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,MON_MALE,15,70,GROWTH_ERRATIC,EGG_GROUP_BUG,EGG_GROUP_HUMAN_LIKE,ABILITY_ILLUMINATE,ABILITY_SWARM,0,BODY_COLOR_GRAY,FALSE
314,ILLUMISE,387,65,47,55,85,73,75,TYPE_BUG,TYPE_BUG,150,146,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,MON_FEMALE,15,70,GROWTH_FLUCTUATING,EGG_GROUP_BUG,EGG_GROUP_HUMAN_LIKE,ABILITY_OBLIVIOUS,ABILITY_NONE,0,BODY_COLOR_PURPLE,FALSE
315,ROSELIA,363,50,60,45,65,100,80,TYPE_GRASS,TYPE_POISON,150,152,0,0,0,0,1,0,ITEM_NONE,ITEM_POISON_BARB,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_SLOW,EGG_GROUP_FAIRY,EGG_GROUP_GRASS,ABILITY_NATURAL_CURE,ABILITY_POISON_POINT,0,BODY_COLOR_GREEN,TRUE
316,GULPIN,367,70,43,53,40,43,53,TYPE_POISON,TYPE_POISON,225,75,1,0,0,0,0,0,ITEM_NONE,ITEM_BIG_PEARL,PERCENT_FEMALE(50),20,70,GROWTH_FLUCTUATING,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_LIQUID_OOZE,ABILITY_STICKY_HOLD,0,BODY_COLOR_GREEN,FALSE
317,SWALOT,368,100,73,83,55,73,83,TYPE_POISON,TYPE_POISON,75,168,2,0,0,0,0,0,ITEM_NONE,ITEM_BIG_PEARL,PERCENT_FEMALE(50),20,70,GROWTH_FLUCTUATING,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,ABILITY_LIQUID_OOZE,ABILITY_STICKY_HOLD,0,BODY_COLOR_PURPLE,FALSE
318,CARVANHA,330,45,90,20,65,65,20,TYPE_WATER,TYPE_DARK,225,88,0,1,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,35,GROWTH_SLOW,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,ABILITY_ROUGH_SKIN,ABILITY_NONE,0,BODY_COLOR_RED,FALSE
319,SHARPEDO,331,70,120,40,95,95,40,TYPE_WATER,TYPE_DARK,60,175,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),20,35,GROWTH_SLOW,EGG_GROUP_WATER_2,EGG_GROUP_WATER_2,ABILITY_ROUGH_SKIN,ABILITY_NONE,0,BODY_COLOR_BLUE,FALSE
320,WAILMER,313,130,70,35,60,70,35,TYPE_WATER,TYPE_WATER,125,137,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),40,70,GROWTH_FLUCTUATING,EGG_GROUP_FIELD,EGG_GROUP_WATER_2,ABILITY_WATER_VEIL,ABILITY_OBLIVIOUS,0,BODY_COLOR_BLUE,FALSE
321,WAILORD,314,170,90,45,60,90,45,TYPE_WATER,TYPE_WATER,60,206,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),40,70,GROWTH_FLUCTUATING,EGG_GROUP_FIELD,EGG_GROUP_WATER_2,ABILITY_WATER_VEIL,ABILITY_OBLIVIOUS,0,BODY_COLOR_BLUE,FALSE
322,NUMEL,339,60,60,40,35,65,45,TYPE_FIRE,TYPE_GROUND,255,88,0,0,0,0,1,0,ITEM_RAWST_BERRY,ITEM_RAWST_BERRY,PERCENT_FEMALE(50),20,70,GROWTH_MEDIUM_FAST,EGG_GROUP_FIELD,EGG_GROUP_FIELD,ABILITY_OBLIVIOUS,ABILITY_NONE,0,BODY_COLOR_YELLOW,FALSE
