national_id,constant,level,move
260,SWAMPERT,16,MUD_SHOT
260,SWAMPERT,20,FORESIGHT
260,SWAMPERT,25,MUD_SPORT
260,SWAMPERT,31,TAKE_DOWN
260,SWAMPERT,39,MUDDY_WATER
260,SWAMPERT,46,PROTECT
260,SWAMPERT,52,EARTHQUAKE
260,SWAMPERT,61,ENDEAVOR
261,POOCHYENA,1,TACKLE
261,POOCHYENA,5,HOWL
261,POOCHYENA,9,SAND_ATTACK
261,POOCHYENA,13,BITE
261,POOCHYENA,17,ODOR_SLEUTH
261,POOCHYENA,21,ROAR
261,POOCHYENA,25,SWAGGER
261,POOCHYENA,29,SCARY_FACE
261,POOCHYENA,33,TAKE_DOWN
261,POOCHYENA,37,TAUNT
261,POOCHYENA,41,CRUNCH
261,POOCHYENA,45,THIEF
262,MIGHTYENA,1,TACKLE
262,MIGHTYENA,1,HOWL
262,MIGHTYENA,1,SAND_ATTACK
262,MIGHTYENA,1,BITE
262,MIGHTYENA,5,HOWL
262,MIGHTYENA,9,SAND_ATTACK
262,MIGHTYENA,13,BITE
262,MIGHTYENA,17,ODOR_SLEUTH
262,MIGHTYENA,22,ROAR
262,MIGHTYENA,27,SWAGGER
262,MIGHTYENA,32,SCARY_FACE
262,MIGHTYENA,37,TAKE_DOWN
262,MIGHTYENA,42,TAUNT
262,MIGHTYENA,47,CRUNCH
262,MIGHTYENA,52,THIEF
263,ZIGZAGOON,1,TACKLE
263,ZIGZAGOON,1,GROWL
263,ZIGZAGOON,5,TAIL_WHIP
263,ZIGZAGOON,9,HEADBUTT
263,ZIGZAGOON,13,SAND_ATTACK
263,ZIGZAGOON,17,ODOR_SLEUTH
263,ZIGZAGOON,21,MUD_SPORT
263,ZIGZAGOON,25,PIN_MISSILE
263,ZIGZAGOON,29,COVET
263,ZIGZAGOON,33,FLAIL
263,ZIGZAGOON,37,REST
263,ZIGZAGOON,41,BELLY_DRUM
264,LINOONE,1,TACKLE
264,LINOONE,1,GROWL
264,LINOONE,1,TAIL_WHIP
264,LINOONE,1,HEADBUTT
264,LINOONE,5,TAIL_WHIP
264,LINOONE,9,HEADBUTT
264,LINOONE,13,SAND_ATTACK
264,LINOONE,17,ODOR_SLEUTH
264,LINOONE,23,MUD_SPORT
264,LINOONE,29,FURY_SWIPES
264,LINOONE,35,COVET
264,LINOONE,41,SLASH
264,LINOONE,47,REST
264,LINOONE,53,BELLY_DRUM
265,WURMPLE,1,TACKLE
265,WURMPLE,1,STRING_SHOT
265,WURMPLE,5,POISON_STING
266,SILCOON,1,HARDEN
266,SILCOON,7,HARDEN
267,BEAUTIFLY,1,ABSORB
267,BEAUTIFLY,10,ABSORB
267,BEAUTIFLY,13,GUST
267,BEAUTIFLY,17,STUN_SPORE
267,BEAUTIFLY,20,MORNING_SUN
267,BEAUTIFLY,24,MEGA_DRAIN
267,BEAUTIFLY,27,WHIRLWIND
267,BEAUTIFLY,31,ATTRACT
267,BEAUTIFLY,34,SILVER_WIND
267,BEAUTIFLY,38,GIGA_DRAIN
268,CASCOON,1,HARDEN
268,CASCOON,7,HARDEN
269,DUSTOX,1,CONFUSION
269,DUSTOX,10,CONFUSION
269,DUSTOX,13,GUST
269,DUSTOX,17,PROTECT
269,DUSTOX,20,MOONLIGHT
269,DUSTOX,24,PSYBEAM
269,DUSTOX,27,WHIRLWIND
269,DUSTOX,31,LIGHT_SCREEN
269,DUSTOX,34,SILVER_WIND
269,DUSTOX,38,TOXIC
270,LOTAD,1,ASTONISH
270,LOTAD,3,GROWL
270,LOTAD,7,ABSORB
270,LOTAD,13,NATURE_POWER
270,LOTAD,21,MIST
270,LOTAD,31,RAIN_DANCE
270,LOTAD,43,MEGA_DRAIN
271,LOMBRE,1,ASTONISH
271,LOMBRE,3,GROWL
271,LOMBRE,7,ABSORB
271,LOMBRE,13,NATURE_POWER
271,LOMBRE,19,FAKE_OUT
271,LOMBRE,25,FURY_SWIPES
271,LOMBRE,31,WATER_SPORT
271,LOMBRE,37,THIEF
271,LOMBRE,43,UPROAR
271,LOMBRE,49,HYDRO_PUMP
272,LUDICOLO,1,ASTONISH
272,LUDICOLO,1,GROWL
272,LUDICOLO,1,ABSORB
272,LUDICOLO,1,NATURE_POWER
273,SEEDOT,1,BIDE
273,SEEDOT,3,HARDEN
273,SEEDOT,7,GROWTH
273,SEEDOT,13,NATURE_POWER
273,SEEDOT,21,SYNTHESIS
273,SEEDOT,31,SUNNY_DAY
273,SEEDOT,43,EXPLOSION
274,NUZLEAF,1,POUND
274,NUZLEAF,3,HARDEN
274,NUZLEAF,7,GROWTH
274,NUZLEAF,13,NATURE_POWER
274,NUZLEAF,19,FAKE_OUT
274,NUZLEAF,25,TORMENT
274,NUZLEAF,31,FAINT_ATTACK
274,NUZLEAF,37,RAZOR_WIND
274,NUZLEAF,43,SWAGGER
274,NUZLEAF,49,EXTRASENSORY
275,SHIFTRY,1,POUND
275,SHIFTRY,1,HARDEN
275,SHIFTRY,1,GROWTH
275,SHIFTRY,1,NATURE_POWER
276,TAILLOW,1,PECK
276,TAILLOW,1,GROWL
276,TAILLOW,4,FOCUS_ENERGY
276,TAILLOW,8,QUICK_ATTACK
276,TAILLOW,13,WING_ATTACK
276,TAILLOW,19,DOUBLE_TEAM
276,TAILLOW,26,ENDEAVOR
276,TAILLOW,34,AERIAL_ACE
276,TAILLOW,43,AGILITY
277,SWELLOW,1,PECK
277,SWELLOW,1,GROWL
277,SWELLOW,1,FOCUS_ENERGY
277,SWELLOW,1,QUICK_ATTACK
277,SWELLOW,4,FOCUS_ENERGY
277,SWELLOW,8,QUICK_ATTACK
277,SWELLOW,13,WING_ATTACK
277,SWELLOW,19,DOUBLE_TEAM
277,SWELLOW,28,ENDEAVOR
277,SWELLOW,38,AERIAL_ACE
277,SWELLOW,49,AGILITY
278,WINGULL,1,GROWL
278,WINGULL,1,WATER_GUN
278,WINGULL,7,SUPERSONIC
278,WINGULL,13,WING_ATTACK
278,WINGULL,21,MIST
278,WINGULL,31,QUICK_ATTACK
278,WINGULL,43,PURSUIT
278,WINGULL,55,AGILITY
279,PELIPPER,1,GROWL
279,PELIPPER,1,WATER_GUN
279,PELIPPER,1,WATER_SPORT
279,PELIPPER,1,WING_ATTACK
279,PELIPPER,3,WATER_GUN
279,PELIPPER,7,SUPERSONIC
279,PELIPPER,13,WING_ATTACK
279,PELIPPER,21,MIST
279,PELIPPER,25,PROTECT
279,PELIPPER,33,STOCKPILE
279,PELIPPER,33,SWALLOW
279,PELIPPER,47,SPIT_UP
279,PELIPPER,61,HYDRO_PUMP
280,RALTS,1,GROWL
280,RALTS,6,CONFUSION
280,RALTS,11,DOUBLE_TEAM
280,RALTS,16,TELEPORT
280,RALTS,21,CALM_MIND
280,RALTS,26,PSYCHIC
280,RALTS,31,IMPRISON
280,RALTS,36,FUTURE_SIGHT
280,RALTS,41,HYPNOSIS
280,RALTS,46,DREAM_EATER
281,KIRLIA,1,GROWL
281,KIRLIA,1,CONFUSION
281,KIRLIA,1,DOUBLE_TEAM
281,KIRLIA,1,TELEPORT
281,KIRLIA,6,CONFUSION
281,KIRLIA,11,DOUBLE_TEAM
281,KIRLIA,16,TELEPORT
281,KIRLIA,21,CALM_MIND
281,KIRLIA,26,PSYCHIC
281,KIRLIA,33,IMPRISON
281,KIRLIA,40,FUTURE_SIGHT
281,KIRLIA,47,HYPNOSIS
281,KIRLIA,54,DREAM_EATER
282,GARDEVOIR,1,GROWL
282,GARDEVOIR,1,CONFUSION
282,GARDEVOIR,1,DOUBLE_TEAM
282,GARDEVOIR,1,TELEPORT
282,GARDEVOIR,6,CONFUSION
282,GARDEVOIR,11,DOUBLE_TEAM
282,GARDEVOIR,16,TELEPORT
282,GARDEVOIR,21,CALM_MIND
282,GARDEVOIR,26,PSYCHIC
282,GARDEVOIR,33,IMPRISON
282,GARDEVOIR,42,FUTURE_SIGHT
282,GARDEVOIR,51,HYPNOSIS
282,GARDEVOIR,60,DREAM_EATER
283,SURSKIT,1,BUBBLE
283,SURSKIT,7,QUICK_ATTACK
283,SURSKIT,13,SWEET_SCENT
283,SURSKIT,19,WATER_SPORT
283,SURSKIT,25,BUBBLE_BEAM
283,SURSKIT,31,AGILITY
283,SURSKIT,37,MIST
283,SURSKIT,37,HAZE
284,MASQUERAIN,1,BUBBLE
284,MASQUERAIN,1,QUICK_ATTACK
284,MASQUERAIN,1,SWEET_SCENT
284,MASQUERAIN,1,WATER_SPORT
284,MASQUERAIN,7,QUICK_ATTACK
284,MASQUERAIN,13,SWEET_SCENT
284,MASQUERAIN,19,WATER_SPORT
284,MASQUERAIN,26,GUST
284,MASQUERAIN,33,SCARY_FACE
284,MASQUERAIN,40,STUN_SPORE
284,MASQUERAIN,47,SILVER_WIND
284,MASQUERAIN,53,WHIRLWIND
285,SHROOMISH,1,ABSORB
285,SHROOMISH,4,TACKLE
285,SHROOMISH,7,STUN_SPORE
285,SHROOMISH,10,LEECH_SEED
285,SHROOMISH,16,MEGA_DRAIN
285,SHROOMISH,22,HEADBUTT
285,SHROOMISH,28,POISON_POWDER
285,SHROOMISH,36,GROWTH
285,SHROOMISH,45,GIGA_DRAIN
285,SHROOMISH,54,SPORE
286,BRELOOM,1,ABSORB
286,BRELOOM,1,TACKLE
286,BRELOOM,1,STUN_SPORE
286,BRELOOM,1,LEECH_SEED
286,BRELOOM,4,TACKLE
286,BRELOOM,7,STUN_SPORE
286,BRELOOM,10,LEECH_SEED
286,BRELOOM,16,MEGA_DRAIN
286,BRELOOM,22,HEADBUTT
286,BRELOOM,23,MACH_PUNCH
286,BRELOOM,28,COUNTER
286,BRELOOM,36,SKY_UPPERCUT
286,BRELOOM,45,MIND_READER
286,BRELOOM,54,DYNAMIC_PUNCH
287,SLAKOTH,1,SCRATCH
287,SLAKOTH,1,YAWN
287,SLAKOTH,7,ENCORE
287,SLAKOTH,13,SLACK_OFF
287,SLAKOTH,19,FAINT_ATTACK
287,SLAKOTH,25,AMNESIA
287,SLAKOTH,31,COVET
287,SLAKOTH,37,COUNTER
287,SLAKOTH,43,FLAIL
288,VIGOROTH,1,SCRATCH
288,VIGOROTH,1,FOCUS_ENERGY
288,VIGOROTH,1,ENCORE
288,VIGOROTH,1,UPROAR
288,VIGOROTH,7,ENCORE
288,VIGOROTH,13,UPROAR
288,VIGOROTH,19,FURY_SWIPES
288,VIGOROTH,25,ENDURE
288,VIGOROTH,31,SLASH
288,VIGOROTH,37,COUNTER
288,VIGOROTH,43,FOCUS_PUNCH
288,VIGOROTH,49,REVERSAL
289,SLAKING,1,SCRATCH
289,SLAKING,1,YAWN
289,SLAKING,1,ENCORE
289,SLAKING,1,SLACK_OFF
289,SLAKING,7,ENCORE
289,SLAKING,13,SLACK_OFF
289,SLAKING,19,FAINT_ATTACK
289,SLAKING,25,AMNESIA
289,SLAKING,31,COVET
289,SLAKING,36,SWAGGER
289,SLAKING,37,COUNTER
289,SLAKING,43,FLAIL
290,NINCADA,1,SCRATCH
290,NINCADA,1,HARDEN
290,NINCADA,5,LEECH_LIFE
290,NINCADA,9,SAND_ATTACK
290,NINCADA,14,FURY_SWIPES
290,NINCADA,19,MIND_READER
290,NINCADA,25,FALSE_SWIPE
290,NINCADA,31,MUD_SLAP
290,NINCADA,38,METAL_CLAW
290,NINCADA,45,DIG
291,NINJASK,1,SCRATCH
291,NINJASK,1,HARDEN
291,NINJASK,1,LEECH_LIFE
291,NINJASK,1,SAND_ATTACK
291,NINJASK,5,LEECH_LIFE
291,NINJASK,9,SAND_ATTACK
291,NINJASK,14,FURY_SWIPES
291,NINJASK,19,MIND_READER
291,NINJASK,20,DOUBLE_TEAM
291,NINJASK,20,FURY_CUTTER
291,NINJASK,20,SCREECH
291,NINJASK,25,SWORDS_DANCE
291,NINJASK,31,SLASH
291,NINJASK,38,AGILITY
291,NINJASK,45,BATON_PASS
292,SHEDINJA,1,SCRATCH
292,SHEDINJA,1,HARDEN
292,SHEDINJA,5,LEECH_LIFE
292,SHEDINJA,9,SAND_ATTACK
292,SHEDINJA,14,FURY_SWIPES
292,SHEDINJA,19,MIND_READER
292,SHEDINJA,25,SPITE
292,SHEDINJA,31,CONFUSE_RAY
292,SHEDINJA,38,SHADOW_BALL
292,SHEDINJA,45,GRUDGE
293,WHISMUR,1,POUND
293,WHISMUR,5,UPROAR
293,WHISMUR,11,ASTONISH
293,WHISMUR,15,HOWL
293,WHISMUR,21,SUPERSONIC
293,WHISMUR,25,STOMP
293,WHISMUR,31,SCREECH
293,WHISMUR,35,ROAR
293,WHISMUR,41,REST
293,WHISMUR,41,SLEEP_TALK
293,WHISMUR,45,HYPER_VOICE
294,LOUDRED,1,POUND
294,LOUDRED,1,UPROAR
294,LOUDRED,1,ASTONISH
294,LOUDRED,1,HOWL
294,LOUDRED,5,UPROAR
294,LOUDRED,11,ASTONISH
294,LOUDRED,15,HOWL
294,LOUDRED,23,SUPERSONIC
294,LOUDRED,29,STOMP
294,LOUDRED,37,SCREECH
294,LOUDRED,43,ROAR
294,LOUDRED,51,REST
294,LOUDRED,51,SLEEP_TALK
294,LOUDRED,57,HYPER_VOICE
295,EXPLOUD,1,POUND
295,EXPLOUD,1,UPROAR
295,EXPLOUD,1,ASTONISH
295,EXPLOUD,1,HOWL
295,EXPLOUD,5,UPROAR
295,EXPLOUD,11,ASTONISH
295,EXPLOUD,15,HOWL
295,EXPLOUD,23,SUPERSONIC
295,EXPLOUD,29,STOMP
295,EXPLOUD,37,SCREECH
295,EXPLOUD,40,HYPER_BEAM
295,EXPLOUD,45,ROAR
295,EXPLOUD,55,REST
295,EXPLOUD,55,SLEEP_TALK
295,EXPLOUD,63,HYPER_VOICE
296,MAKUHITA,1,TACKLE
296,MAKUHITA,1,FOCUS_ENERGY
296,MAKUHITA,4,SAND_ATTACK
296,MAKUHITA,10,ARM_THRUST
296,MAKUHITA,13,VITAL_THROW
296,MAKUHITA,19,FAKE_OUT
296,MAKUHITA,22,WHIRLWIND
296,MAKUHITA,28,KNOCK_OFF
296,MAKUHITA,31,SMELLING_SALT
296,MAKUHITA,37,BELLY_DRUM
296,MAKUHITA,40,ENDURE
296,MAKUHITA,46,SEISMIC_TOSS
296,MAKUHITA,49,REVERSAL
297,HARIYAMA,1,TACKLE
297,HARIYAMA,1,FOCUS_ENERGY
297,HARIYAMA,1,SAND_ATTACK
297,HARIYAMA,1,ARM_THRUST
297,HARIYAMA,4,SAND_ATTACK
297,HARIYAMA,10,ARM_THRUST
297,HARIYAMA,13,VITAL_THROW
297,HARIYAMA,19,FAKE_OUT
297,HARIYAMA,22,WHIRLWIND
297,HARIYAMA,29,KNOCK_OFF
297,HARIYAMA,33,SMELLING_SALT
297,HARIYAMA,40,BELLY_DRUM
297,HARIYAMA,44,ENDURE
297,HARIYAMA,51,SEISMIC_TOSS
297,HARIYAMA,55,REVERSAL
298,AZURILL,1,SPLASH
298,AZURILL,3,CHARM
298,AZURILL,6,TAIL_WHIP
298,AZURILL,10,BUBBLE
298,AZURILL,15,SLAM
298,AZURILL,21,WATER_GUN
299,NOSEPASS,1,TACKLE
299,NOSEPASS,7,HARDEN
299,NOSEPASS,13,ROCK_THROW
299,NOSEPASS,16,BLOCK
299,NOSEPASS,22,THUNDER_WAVE
299,NOSEPASS,28,ROCK_SLIDE
299,NOSEPASS,31,SANDSTORM
299,NOSEPASS,37,REST
299,NOSEPASS,43,ZAP_CANNON
299,NOSEPASS,46,LOCK_ON
300,SKITTY,1,GROWL
300,SKITTY,1,TACKLE
300,SKITTY,3,TAIL_WHIP
300,SKITTY,7,ATTRACT
300,SKITTY,13,SING
300,SKITTY,15,DOUBLE_SLAP
300,SKITTY,19,ASSIST
300,SKITTY,25,CHARM
300,SKITTY,27,FAINT_ATTACK
300,SKITTY,31,COVET
300,SKITTY,37,HEAL_BELL
300,SKITTY,39,DOUBLE_EDGE
301,DELCATTY,1,GROWL
301,DELCATTY,1,ATTRACT
301,DELCATTY,1,SING
301,DELCATTY,1,DOUBLE_SLAP
302,SABLEYE,1,LEER
302,SABLEYE,1,SCRATCH
302,SABLEYE,5,FORESIGHT
302,SABLEYE,9,NIGHT_SHADE
302,SABLEYE,13,ASTONISH
302,SABLEYE,17,FURY_SWIPES
302,SABLEYE,21,FAKE_OUT
302,SABLEYE,25,DETECT
302,SABLEYE,29,FAINT_ATTACK
302,SABLEYE,33,KNOCK_OFF
302,SABLEYE,37,CONFUSE_RAY
302,SABLEYE,41,SHADOW_BALL
302,SABLEYE,45,MEAN_LOOK
303,MAWILE,1,ASTONISH
303,MAWILE,6,FAKE_TEARS
303,MAWILE,11,BITE
303,MAWILE,16,SWEET_SCENT
303,MAWILE,21,VICE_GRIP
303,MAWILE,26,FAINT_ATTACK
303,MAWILE,31,BATON_PASS
303,MAWILE,36,CRUNCH
303,MAWILE,41,IRON_DEFENSE
303,MAWILE,46,STOCKPILE
303,MAWILE,46,SWALLOW
303,MAWILE,46,SPIT_UP
304,ARON,1,TACKLE
304,ARON,4,HARDEN
304,ARON,7,MUD_SLAP
304,ARON,10,HEADBUTT
304,ARON,13,METAL_CLAW
304,ARON,17,IRON_DEFENSE
304,ARON,21,ROAR
304,ARON,25,TAKE_DOWN
304,ARON,29,IRON_TAIL
304,ARON,34,PROTECT
304,ARON,39,METAL_SOUND
304,ARON,44,DOUBLE_EDGE
305,LAIRON,1,TACKLE
305,LAIRON,1,HARDEN
305,LAIRON,1,MUD_SLAP
305,LAIRON,1,HEADBUTT
305,LAIRON,4,HARDEN
305,LAIRON,7,MUD_SLAP
305,LAIRON,10,HEADBUTT
305,LAIRON,13,METAL_CLAW
305,LAIRON,17,IRON_DEFENSE
305,LAIRON,21,ROAR
305,LAIRON,25,TAKE_DOWN
305,LAIRON,29,IRON_TAIL
305,LAIRON,37,PROTECT
305,LAIRON,45,METAL_SOUND
305,LAIRON,53,DOUBLE_EDGE
306,AGGRON,1,TACKLE
306,AGGRON,1,HARDEN
306,AGGRON,1,MUD_SLAP
306,AGGRON,1,HEADBUTT
306,AGGRON,4,HARDEN
306,AGGRON,7,MUD_SLAP
306,AGGRON,10,HEADBUTT
306,AGGRON,13,METAL_CLAW
306,AGGRON,17,IRON_DEFENSE
306,AGGRON,21,ROAR
306,AGGRON,25,TAKE_DOWN
306,AGGRON,29,IRON_TAIL
306,AGGRON,37,PROTECT
306,AGGRON,50,METAL_SOUND
306,AGGRON,63,DOUBLE_EDGE
307,MEDITITE,1,BIDE
307,MEDITITE,4,MEDITATE
307,MEDITITE,9,CONFUSION
307,MEDITITE,12,DETECT
307,MEDITITE,18,HIDDEN_POWER
307,MEDITITE,22,MIND_READER
307,MEDITITE,28,CALM_MIND
307,MEDITITE,32,HI_JUMP_KICK
307,MEDITITE,38,PSYCH_UP
307,MEDITITE,42,REVERSAL
307,MEDITITE,48,RECOVER
308,MEDICHAM,1,FIRE_PUNCH
308,MEDICHAM,1,THUNDER_PUNCH
308,MEDICHAM,1,ICE_PUNCH
308,MEDICHAM,1,BIDE
308,MEDICHAM,1,MEDITATE
308,MEDICHAM,1,CONFUSION
308,MEDICHAM,1,DETECT
308,MEDICHAM,4,MEDITATE
308,MEDICHAM,9,CONFUSION
308,MEDICHAM,12,DETECT
308,MEDICHAM,18,HIDDEN_POWER
308,MEDICHAM,22,MIND_READER
308,MEDICHAM,28,CALM_MIND
308,MEDICHAM,32,HI_JUMP_KICK
308,MEDICHAM,40,PSYCH_UP
308,MEDICHAM,46,REVERSAL
308,MEDICHAM,54,RECOVER
309,ELECTRIKE,1,TACKLE
309,ELECTRIKE,4,THUNDER_WAVE
309,ELECTRIKE,9,LEER
309,ELECTRIKE,12,HOWL
309,ELECTRIKE,17,QUICK_ATTACK
309,ELECTRIKE,20,SPARK
309,ELECTRIKE,25,ODOR_SLEUTH
309,ELECTRIKE,28,ROAR
309,ELECTRIKE,33,BITE
309,ELECTRIKE,36,THUNDER
309,ELECTRIKE,41,CHARGE
310,MANECTRIC,1,TACKLE
310,MANECTRIC,1,THUNDER_WAVE
310,MANECTRIC,1,LEER
310,MANECTRIC,1,HOWL
310,MANECTRIC,4,THUNDER_WAVE
310,MANECTRIC,9,LEER
310,MANECTRIC,12,HOWL
310,MANECTRIC,17,QUICK_ATTACK
310,MANECTRIC,20,SPARK
310,MANECTRIC,25,ODOR_SLEUTH
310,MANECTRIC,31,ROAR
310,MANECTRIC,39,BITE
310,MANECTRIC,45,THUNDER
310,MANECTRIC,53,CHARGE
311,PLUSLE,1,GROWL
311,PLUSLE,4,THUNDER_WAVE
311,PLUSLE,10,QUICK_ATTACK
311,PLUSLE,13,HELPING_HAND
311,PLUSLE,19,SPARK
311,PLUSLE,22,ENCORE
311,PLUSLE,28,FAKE_TEARS
311,PLUSLE,31,CHARGE
311,PLUSLE,37,THUNDER
311,PLUSLE,40,BATON_PASS
311,PLUSLE,47,AGILITY
312,MINUN,1,GROWL
312,MINUN,4,THUNDER_WAVE
312,MINUN,10,QUICK_ATTACK
312,MINUN,13,HELPING_HAND
312,MINUN,19,SPARK
312,MINUN,22,ENCORE
312,MINUN,28,CHARM
312,MINUN,31,CHARGE
312,MINUN,37,THUNDER
312,MINUN,40,BATON_PASS
312,MINUN,47,AGILITY
313,VOLBEAT,1,TACKLE
313,VOLBEAT,5,CONFUSE_RAY
313,VOLBEAT,9,DOUBLE_TEAM
313,VOLBEAT,13,MOONLIGHT
313,VOLBEAT,17,QUICK_ATTACK
313,VOLBEAT,21,TAIL_GLOW
313,VOLBEAT,25,SIGNAL_BEAM
313,VOLBEAT,29,PROTECT
313,VOLBEAT,33,HELPING_HAND
313,VOLBEAT,37,DOUBLE_EDGE
314,ILLUMISE,1,TACKLE
314,ILLUMISE,5,SWEET_SCENT
314,ILLUMISE,9,CHARM
314,ILLUMISE,13,MOONLIGHT
314,ILLUMISE,17,QUICK_ATTACK
314,ILLUMISE,21,WISH
314,ILLUMISE,25,ENCORE
314,ILLUMISE,29,FLATTER
314,ILLUMISE,33,HELPING_HAND
314,ILLUMISE,37,COVET
315,ROSELIA,1,ABSORB
315,ROSELIA,5,GROWTH
315,ROSELIA,9,POISON_STING
315,ROSELIA,13,STUN_SPORE
315,ROSELIA,17,MEGA_DRAIN
315,ROSELIA,21,LEECH_SEED
315,ROSELIA,25,MAGICAL_LEAF
315,ROSELIA,29,GRASS_WHISTLE
315,ROSELIA,33,GIGA_DRAIN
315,ROSELIA,37,SWEET_SCENT
315,ROSELIA,41,INGRAIN
315,ROSELIA,45,TOXIC
315,ROSELIA,49,PETAL_DANCE
315,ROSELIA,53,AROMATHERAPY
315,ROSELIA,57,SYNTHESIS
316,GULPIN,1,POUND
316,GULPIN,6,YAWN
316,GULPIN,9,POISON_GAS
316,GULPIN,14,SLUDGE
316,GULPIN,17,AMNESIA
316,GULPIN,23,ENCORE
316,GULPIN,28,TOXIC
316,GULPIN,34,STOCKPILE
316,GULPIN,34,SPIT_UP
316,GULPIN,34,SWALLOW
316,GULPIN,39,SLUDGE_BOMB
317,SWALOT,1,POUND
317,SWALOT,1,YAWN
317,SWALOT,1,POISON_GAS
317,SWALOT,1,SLUDGE
317,SWALOT,6,YAWN
317,SWALOT,9,POISON_GAS
317,SWALOT,14,SLUDGE
317,SWALOT,17,AMNESIA
317,SWALOT,23,ENCORE
