national_id,constant,tutor_move
261,POOCHYENA,MOVE_COUNTER
261,POOCHYENA,MOVE_DOUBLE_EDGE
261,POOCHYENA,MOVE_ENDURE
261,POOCHYENA,MOVE_MIMIC
261,POOCHYENA,MOVE_MUD_SLAP
261,POOCHYENA,MOVE_PSYCH_UP
261,POOCHYENA,MOVE_SLEEP_TALK
261,POOCHYENA,MOVE_SNORE
261,POOCHYENA,MOVE_SUBSTITUTE
261,POOCHYENA,MOVE_SWAGGER
262,MIGHTYENA,MOVE_BODY_SLAM
262,MIGHTYENA,MOVE_COUNTER
262,MIGHTYENA,MOVE_DOUBLE_EDGE
262,MIGHTYENA,MOVE_ENDURE
262,MIGHTYENA,MOVE_MIMIC
262,MIGHTYENA,MOVE_MUD_SLAP
262,MIGHTYENA,MOVE_PSYCH_UP
262,MIGHTYENA,MOVE_SLEEP_TALK
262,MIGHTYENA,MOVE_SNORE
262,MIGHTYENA,MOVE_SUBSTITUTE
262,MIGHTYENA,MOVE_SWAGGER
263,ZIGZAGOON,MOVE_BODY_SLAM
263,ZIGZAGOON,MOVE_DEFENSE_CURL
263,ZIGZAGOON,MOVE_DOUBLE_EDGE
263,ZIGZAGOON,MOVE_ENDURE
263,ZIGZAGOON,MOVE_FURY_CUTTER
263,ZIGZAGOON,MOVE_ICY_WIND
263,ZIGZAGOON,MOVE_MIMIC
263,ZIGZAGOON,MOVE_MUD_SLAP
263,ZIGZAGOON,MOVE_ROLLOUT
263,ZIGZAGOON,MOVE_SLEEP_TALK
263,ZIGZAGOON,MOVE_SNORE
263,ZIGZAGOON,MOVE_SUBSTITUTE
263,ZIGZAGOON,MOVE_SWAGGER
263,ZIGZAGOON,MOVE_SWIFT
263,ZIGZAGOON,MOVE_THUNDER_WAVE
264,LINOONE,MOVE_BODY_SLAM
264,LINOONE,MOVE_DEFENSE_CURL
264,LINOONE,MOVE_DOUBLE_EDGE
264,LINOONE,MOVE_ENDURE
264,LINOONE,MOVE_FURY_CUTTER
264,LINOONE,MOVE_ICY_WIND
264,LINOONE,MOVE_MIMIC
264,LINOONE,MOVE_MUD_SLAP
264,LINOONE,MOVE_ROLLOUT
264,LINOONE,MOVE_SLEEP_TALK
264,LINOONE,MOVE_SNORE
264,LINOONE,MOVE_SUBSTITUTE
264,LINOONE,MOVE_SWAGGER
264,LINOONE,MOVE_SWIFT
264,LINOONE,MOVE_THUNDER_WAVE
267,BEAUTIFLY,MOVE_DOUBLE_EDGE
267,BEAUTIFLY,MOVE_ENDURE
267,BEAUTIFLY,MOVE_MIMIC
267,BEAUTIFLY,MOVE_SLEEP_TALK
267,BEAUTIFLY,MOVE_SNORE
267,BEAUTIFLY,MOVE_SUBSTITUTE
267,BEAUTIFLY,MOVE_SWAGGER
267,BEAUTIFLY,MOVE_SWIFT
269,DUSTOX,MOVE_DOUBLE_EDGE
269,DUSTOX,MOVE_ENDURE
269,DUSTOX,MOVE_MIMIC
269,DUSTOX,MOVE_SLEEP_TALK
269,DUSTOX,MOVE_SNORE
269,DUSTOX,MOVE_SUBSTITUTE
269,DUSTOX,MOVE_SWAGGER
269,DUSTOX,MOVE_SWIFT
270,LOTAD,MOVE_BODY_SLAM
270,LOTAD,MOVE_DOUBLE_EDGE
270,LOTAD,MOVE_ENDURE
270,LOTAD,MOVE_ICY_WIND
270,LOTAD,MOVE_MIMIC
270,LOTAD,MOVE_SLEEP_TALK
270,LOTAD,MOVE_SNORE
270,LOTAD,MOVE_SUBSTITUTE
270,LOTAD,MOVE_SWAGGER
270,LOTAD,MOVE_SWORDS_DANCE
271,LOMBRE,MOVE_BODY_SLAM
271,LOMBRE,MOVE_DOUBLE_EDGE
271,LOMBRE,MOVE_DYNAMIC_PUNCH
271,LOMBRE,MOVE_ENDURE
271,LOMBRE,MOVE_FIRE_PUNCH
271,LOMBRE,MOVE_ICE_PUNCH
271,LOMBRE,MOVE_ICY_WIND
271,LOMBRE,MOVE_MIMIC
271,LOMBRE,MOVE_MUD_SLAP
271,LOMBRE,MOVE_SLEEP_TALK
271,LOMBRE,MOVE_SNORE
271,LOMBRE,MOVE_SUBSTITUTE
271,LOMBRE,MOVE_SWAGGER
271,LOMBRE,MOVE_SWORDS_DANCE
271,LOMBRE,MOVE_THUNDER_PUNCH
272,LUDICOLO,MOVE_BODY_SLAM
272,LUDICOLO,MOVE_COUNTER
272,LUDICOLO,MOVE_DOUBLE_EDGE
272,LUDICOLO,MOVE_DYNAMIC_PUNCH
272,LUDICOLO,MOVE_ENDURE
272,LUDICOLO,MOVE_FIRE_PUNCH
272,LUDICOLO,MOVE_ICE_PUNCH
272,LUDICOLO,MOVE_ICY_WIND
272,LUDICOLO,MOVE_MEGA_KICK
272,LUDICOLO,MOVE_MEGA_PUNCH
272,LUDICOLO,MOVE_METRONOME
272,LUDICOLO,MOVE_MIMIC
272,LUDICOLO,MOVE_MUD_SLAP
272,LUDICOLO,MOVE_SEISMIC_TOSS
272,LUDICOLO,MOVE_SLEEP_TALK
272,LUDICOLO,MOVE_SNORE
272,LUDICOLO,MOVE_SUBSTITUTE
272,LUDICOLO,MOVE_SWAGGER
272,LUDICOLO,MOVE_SWORDS_DANCE
272,LUDICOLO,MOVE_THUNDER_PUNCH
273,SEEDOT,MOVE_BODY_SLAM
273,SEEDOT,MOVE_DEFENSE_CURL
273,SEEDOT,MOVE_DOUBLE_EDGE
273,SEEDOT,MOVE_ENDURE
273,SEEDOT,MOVE_EXPLOSION
273,SEEDOT,MOVE_MIMIC
273,SEEDOT,MOVE_ROLLOUT
273,SEEDOT,MOVE_SLEEP_TALK
273,SEEDOT,MOVE_SNORE
273,SEEDOT,MOVE_SUBSTITUTE
273,SEEDOT,MOVE_SWAGGER
273,SEEDOT,MOVE_SWORDS_DANCE
274,NUZLEAF,MOVE_BODY_SLAM
274,NUZLEAF,MOVE_DEFENSE_CURL
274,NUZLEAF,MOVE_DOUBLE_EDGE
274,NUZLEAF,MOVE_ENDURE
274,NUZLEAF,MOVE_EXPLOSION
274,NUZLEAF,MOVE_FURY_CUTTER
274,NUZLEAF,MOVE_MEGA_KICK
274,NUZLEAF,MOVE_MIMIC
274,NUZLEAF,MOVE_MUD_SLAP
274,NUZLEAF,MOVE_PSYCH_UP
274,NUZLEAF,MOVE_ROLLOUT
274,NUZLEAF,MOVE_SLEEP_TALK
274,NUZLEAF,MOVE_SNORE
274,NUZLEAF,MOVE_SUBSTITUTE
274,NUZLEAF,MOVE_SWAGGER
274,NUZLEAF,MOVE_SWIFT
274,NUZLEAF,MOVE_SWORDS_DANCE
275,SHIFTRY,MOVE_BODY_SLAM
275,SHIFTRY,MOVE_DEFENSE_CURL
275,SHIFTRY,MOVE_DOUBLE_EDGE
275,SHIFTRY,MOVE_ENDURE
275,SHIFTRY,MOVE_EXPLOSION
275,SHIFTRY,MOVE_FURY_CUTTER
275,SHIFTRY,MOVE_MEGA_KICK
275,SHIFTRY,MOVE_MIMIC
275,SHIFTRY,MOVE_MUD_SLAP
275,SHIFTRY,MOVE_PSYCH_UP
275,SHIFTRY,MOVE_ROLLOUT
275,SHIFTRY,MOVE_SLEEP_TALK
275,SHIFTRY,MOVE_SNORE
275,SHIFTRY,MOVE_SUBSTITUTE
275,SHIFTRY,MOVE_SWAGGER
275,SHIFTRY,MOVE_SWIFT
275,SHIFTRY,MOVE_SWORDS_DANCE
290,NINCADA,MOVE_DOUBLE_EDGE
290,NINCADA,MOVE_ENDURE
290,NINCADA,MOVE_FURY_CUTTER
290,NINCADA,MOVE_MIMIC
290,NINCADA,MOVE_MUD_SLAP
290,NINCADA,MOVE_SLEEP_TALK
290,NINCADA,MOVE_SNORE
290,NINCADA,MOVE_SUBSTITUTE
290,NINCADA,MOVE_SWAGGER
291,NINJASK,MOVE_DOUBLE_EDGE
291,NINJASK,MOVE_ENDURE
291,NINJASK,MOVE_FURY_CUTTER
291,NINJASK,MOVE_MIMIC
291,NINJASK,MOVE_MUD_SLAP
291,NINJASK,MOVE_SLEEP_TALK
291,NINJASK,MOVE_SNORE
291,NINJASK,MOVE_SUBSTITUTE
291,NINJASK,MOVE_SWAGGER
291,NINJASK,MOVE_SWIFT
291,NINJASK,MOVE_SWORDS_DANCE
292,SHEDINJA,MOVE_DOUBLE_EDGE
292,SHEDINJA,MOVE_DREAM_EATER
292,SHEDINJA,MOVE_ENDURE
292,SHEDINJA,MOVE_FURY_CUTTER
292,SHEDINJA,MOVE_MIMIC
292,SHEDINJA,MOVE_MUD_SLAP
292,SHEDINJA,MOVE_SLEEP_TALK
292,SHEDINJA,MOVE_SNORE
292,SHEDINJA,MOVE_SUBSTITUTE
292,SHEDINJA,MOVE_SWAGGER
276,TAILLOW,MOVE_COUNTER
276,TAILLOW,MOVE_DOUBLE_EDGE
276,TAILLOW,MOVE_ENDURE
276,TAILLOW,MOVE_MIMIC
276,TAILLOW,MOVE_MUD_SLAP
276,TAILLOW,MOVE_SLEEP_TALK
276,TAILLOW,MOVE_SNORE
276,TAILLOW,MOVE_SUBSTITUTE
276,TAILLOW,MOVE_SWAGGER
276,TAILLOW,MOVE_SWIFT
277,SWELLOW,MOVE_COUNTER
277,SWELLOW,MOVE_DOUBLE_EDGE
277,SWELLOW,MOVE_ENDURE
277,SWELLOW,MOVE_MIMIC
277,SWELLOW,MOVE_MUD_SLAP
277,SWELLOW,MOVE_SLEEP_TALK
277,SWELLOW,MOVE_SNORE
277,SWELLOW,MOVE_SUBSTITUTE
277,SWELLOW,MOVE_SWAGGER
277,SWELLOW,MOVE_SWIFT
285,SHROOMISH,MOVE_BODY_SLAM
285,SHROOMISH,MOVE_DOUBLE_EDGE
285,SHROOMISH,MOVE_ENDURE
285,SHROOMISH,MOVE_MIMIC
285,SHROOMISH,MOVE_SLEEP_TALK
285,SHROOMISH,MOVE_SNORE
285,SHROOMISH,MOVE_SUBSTITUTE
285,SHROOMISH,MOVE_SWAGGER
285,SHROOMISH,MOVE_SWORDS_DANCE
286,BRELOOM,MOVE_BODY_SLAM
286,BRELOOM,MOVE_COUNTER
286,BRELOOM,MOVE_DOUBLE_EDGE
286,BRELOOM,MOVE_DYNAMIC_PUNCH
286,BRELOOM,MOVE_ENDURE
286,BRELOOM,MOVE_FURY_CUTTER
286,BRELOOM,MOVE_MEGA_KICK
286,BRELOOM,MOVE_MEGA_PUNCH
286,BRELOOM,MOVE_MIMIC
286,BRELOOM,MOVE_MUD_SLAP
286,BRELOOM,MOVE_SEISMIC_TOSS
286,BRELOOM,MOVE_SLEEP_TALK
286,BRELOOM,MOVE_SNORE
286,BRELOOM,MOVE_SUBSTITUTE
286,BRELOOM,MOVE_SWAGGER
286,BRELOOM,MOVE_SWORDS_DANCE
286,BRELOOM,MOVE_THUNDER_PUNCH
327,SPINDA,MOVE_BODY_SLAM
327,SPINDA,MOVE_COUNTER
327,SPINDA,MOVE_DEFENSE_CURL
327,SPINDA,MOVE_DOUBLE_EDGE
327,SPINDA,MOVE_DREAM_EATER
327,SPINDA,MOVE_DYNAMIC_PUNCH
327,SPINDA,MOVE_ENDURE
327,SPINDA,MOVE_FIRE_PUNCH
327,SPINDA,MOVE_ICE_PUNCH
327,SPINDA,MOVE_ICY_WIND
327,SPINDA,MOVE_MEGA_KICK
327,SPINDA,MOVE_MEGA_PUNCH
327,SPINDA,MOVE_METRONOME
327,SPINDA,MOVE_MIMIC
327,SPINDA,MOVE_MUD_SLAP
327,SPINDA,MOVE_PSYCH_UP
327,SPINDA,MOVE_ROCK_SLIDE
327,SPINDA,MOVE_ROLLOUT
327,SPINDA,MOVE_SEISMIC_TOSS
327,SPINDA,MOVE_SLEEP_TALK
327,SPINDA,MOVE_SNORE
327,SPINDA,MOVE_SUBSTITUTE
327,SPINDA,MOVE_SWAGGER
327,SPINDA,MOVE_SWIFT
327,SPINDA,MOVE_THUNDER_PUNCH
278,WINGULL,MOVE_DOUBLE_EDGE
278,WINGULL,MOVE_ENDURE
278,WINGULL,MOVE_ICY_WIND
278,WINGULL,MOVE_MIMIC
278,WINGULL,MOVE_MUD_SLAP
278,WINGULL,MOVE_SLEEP_TALK
278,WINGULL,MOVE_SNORE
278,WINGULL,MOVE_SUBSTITUTE
278,WINGULL,MOVE_SWAGGER
278,WINGULL,MOVE_SWIFT
279,PELIPPER,MOVE_DOUBLE_EDGE
279,PELIPPER,MOVE_ENDURE
279,PELIPPER,MOVE_ICY_WIND
279,PELIPPER,MOVE_MIMIC
279,PELIPPER,MOVE_MUD_SLAP
279,PELIPPER,MOVE_SLEEP_TALK
279,PELIPPER,MOVE_SNORE
279,PELIPPER,MOVE_SUBSTITUTE
279,PELIPPER,MOVE_SWAGGER
279,PELIPPER,MOVE_SWIFT
283,SURSKIT,MOVE_DOUBLE_EDGE
283,SURSKIT,MOVE_ENDURE
283,SURSKIT,MOVE_ICY_WIND
283,SURSKIT,MOVE_MIMIC
283,SURSKIT,MOVE_PSYCH_UP
283,SURSKIT,MOVE_SLEEP_TALK
283,SURSKIT,MOVE_SNORE
283,SURSKIT,MOVE_SUBSTITUTE
283,SURSKIT,MOVE_SWAGGER
283,SURSKIT,MOVE_SWIFT
284,MASQUERAIN,MOVE_DOUBLE_EDGE
284,MASQUERAIN,MOVE_ENDURE
284,MASQUERAIN,MOVE_ICY_WIND
284,MASQUERAIN,MOVE_MIMIC
284,MASQUERAIN,MOVE_PSYCH_UP
284,MASQUERAIN,MOVE_SLEEP_TALK
284,MASQUERAIN,MOVE_SNORE
284,MASQUERAIN,MOVE_SUBSTITUTE
284,MASQUERAIN,MOVE_SWAGGER
284,MASQUERAIN,MOVE_SWIFT
320,WAILMER,MOVE_BODY_SLAM
320,WAILMER,MOVE_DEFENSE_CURL
320,WAILMER,MOVE_DOUBLE_EDGE
320,WAILMER,MOVE_ENDURE
320,WAILMER,MOVE_ICY_WIND
320,WAILMER,MOVE_MIMIC
320,WAILMER,MOVE_ROLLOUT
320,WAILMER,MOVE_SLEEP_TALK
320,WAILMER,MOVE_SNORE
320,WAILMER,MOVE_SUBSTITUTE
320,WAILMER,MOVE_SWAGGER
321,WAILORD,MOVE_BODY_SLAM
321,WAILORD,MOVE_DEFENSE_CURL
321,WAILORD,MOVE_DOUBLE_EDGE
321,WAILORD,MOVE_ENDURE
321,WAILORD,MOVE_ICY_WIND
321,WAILORD,MOVE_MIMIC
321,WAILORD,MOVE_ROLLOUT
321,WAILORD,MOVE_SLEEP_TALK
321,WAILORD,MOVE_SNORE
321,WAILORD,MOVE_SUBSTITUTE
321,WAILORD,MOVE_SWAGGER
300,SKITTY,MOVE_BODY_SLAM
300,SKITTY,MOVE_DEFENSE_CURL
300,SKITTY,MOVE_DOUBLE_EDGE
300,SKITTY,MOVE_DREAM_EATER
300,SKITTY,MOVE_ENDURE
300,SKITTY,MOVE_ICY_WIND
300,SKITTY,MOVE_MIMIC
300,SKITTY,MOVE_MUD_SLAP
300,SKITTY,MOVE_PSYCH_UP
300,SKITTY,MOVE_ROLLOUT
300,SKITTY,MOVE_SLEEP_TALK
300,SKITTY,MOVE_SNORE
300,SKITTY,MOVE_SUBSTITUTE
300,SKITTY,MOVE_SWAGGER
300,SKITTY,MOVE_SWIFT
300,SKITTY,MOVE_THUNDER_WAVE
301,DELCATTY,MOVE_BODY_SLAM
301,DELCATTY,MOVE_DEFENSE_CURL
301,DELCATTY,MOVE_DOUBLE_EDGE
301,DELCATTY,MOVE_DREAM_EATER
301,DELCATTY,MOVE_ENDURE
301,DELCATTY,MOVE_ICY_WIND
301,DELCATTY,MOVE_MIMIC
301,DELCATTY,MOVE_MUD_SLAP
301,DELCATTY,MOVE_PSYCH_UP
301,DELCATTY,MOVE_ROLLOUT
301,DELCATTY,MOVE_SLEEP_TALK
301,DELCATTY,MOVE_SNORE
301,DELCATTY,MOVE_SUBSTITUTE
301,DELCATTY,MOVE_SWAGGER
301,DELCATTY,MOVE_SWIFT
301,DELCATTY,MOVE_THUNDER_WAVE
352,KECLEON,MOVE_BODY_SLAM
352,KECLEON,MOVE_COUNTER
352,KECLEON,MOVE_DEFENSE_CURL
352,KECLEON,MOVE_DOUBLE_EDGE
352,KECLEON,MOVE_DYNAMIC_PUNCH
352,KECLEON,MOVE_ENDURE
352,KECLEON,MOVE_FIRE_PUNCH
352,KECLEON,MOVE_FURY_CUTTER
352,KECLEON,MOVE_ICE_PUNCH
352,KECLEON,MOVE_ICY_WIND
352,KECLEON,MOVE_MEGA_KICK
352,KECLEON,MOVE_MEGA_PUNCH
352,KECLEON,MOVE_METRONOME
352,KECLEON,MOVE_MIMIC
352,KECLEON,MOVE_MUD_SLAP
352,KECLEON,MOVE_PSYCH_UP
352,KECLEON,MOVE_ROCK_SLIDE
352,KECLEON,MOVE_ROLLOUT
352,KECLEON,MOVE_SEISMIC_TOSS
352,KECLEON,MOVE_SLEEP_TALK
352,KECLEON,MOVE_SNORE
352,KECLEON,MOVE_SUBSTITUTE
352,KECLEON,MOVE_SWAGGER
352,KECLEON,MOVE_SWIFT
352,KECLEON,MOVE_THUNDER_PUNCH
352,KECLEON,MOVE_THUNDER_WAVE
343,BALTOY,MOVE_DOUBLE_EDGE
343,BALTOY,MOVE_DREAM_EATER
343,BALTOY,MOVE_ENDURE
343,BALTOY,MOVE_EXPLOSION
343,BALTOY,MOVE_MIMIC
343,BALTOY,MOVE_MUD_SLAP
343,BALTOY,MOVE_PSYCH_UP
343,BALTOY,MOVE_ROCK_SLIDE
343,BALTOY,MOVE_SLEEP_TALK
343,BALTOY,MOVE_SNORE
343,BALTOY,MOVE_SUBSTITUTE
343,BALTOY,MOVE_SWAGGER
344,CLAYDOL,MOVE_DOUBLE_EDGE
344,CLAYDOL,MOVE_DREAM_EATER
344,CLAYDOL,MOVE_ENDURE
344,CLAYDOL,MOVE_EXPLOSION
344,CLAYDOL,MOVE_MIMIC
344,CLAYDOL,MOVE_MUD_SLAP
344,CLAYDOL,MOVE_PSYCH_UP
344,CLAYDOL,MOVE_ROCK_SLIDE
344,CLAYDOL,MOVE_SLEEP_TALK
344,CLAYDOL,MOVE_SNORE
344,CLAYDOL,MOVE_SUBSTITUTE
344,CLAYDOL,MOVE_SWAGGER
299,NOSEPASS,MOVE_BODY_SLAM
299,NOSEPASS,MOVE_DEFENSE_CURL
299,NOSEPASS,MOVE_DOUBLE_EDGE
299,NOSEPASS,MOVE_DYNAMIC_PUNCH
299,NOSEPASS,MOVE_ENDURE
299,NOSEPASS,MOVE_EXPLOSION
299,NOSEPASS,MOVE_FIRE_PUNCH
299,NOSEPASS,MOVE_ICE_PUNCH
299,NOSEPASS,MOVE_MIMIC
299,NOSEPASS,MOVE_MUD_SLAP
299,NOSEPASS,MOVE_ROCK_SLIDE
299,NOSEPASS,MOVE_ROLLOUT
299,NOSEPASS,MOVE_SLEEP_TALK
299,NOSEPASS,MOVE_SNORE
299,NOSEPASS,MOVE_SUBSTITUTE
299,NOSEPASS,MOVE_SWAGGER
299,NOSEPASS,MOVE_THUNDER_PUNCH
299,NOSEPASS,MOVE_THUNDER_WAVE
324,TORKOAL,MOVE_BODY_SLAM
324,TORKOAL,MOVE_DOUBLE_EDGE
324,TORKOAL,MOVE_ENDURE
324,TORKOAL,MOVE_EXPLOSION
324,TORKOAL,MOVE_MIMIC
324,TORKOAL,MOVE_MUD_SLAP
324,TORKOAL,MOVE_ROCK_SLIDE
324,TORKOAL,MOVE_SLEEP_TALK
324,TORKOAL,MOVE_SNORE
324,TORKOAL,MOVE_SUBSTITUTE
324,TORKOAL,MOVE_SWAGGER
302,SABLEYE,MOVE_BODY_SLAM
302,SABLEYE,MOVE_COUNTER
302,SABLEYE,MOVE_DOUBLE_EDGE
302,SABLEYE,MOVE_DREAM_EATER
302,SABLEYE,MOVE_DYNAMIC_PUNCH
302,SABLEYE,MOVE_ENDURE
302,SABLEYE,MOVE_FIRE_PUNCH
302,SABLEYE,MOVE_FURY_CUTTER
302,SABLEYE,MOVE_ICE_PUNCH
302,SABLEYE,MOVE_MEGA_KICK
302,SABLEYE,MOVE_MEGA_PUNCH
302,SABLEYE,MOVE_METRONOME
302,SABLEYE,MOVE_MIMIC
