bank,offset_hex,size_bytes,sha1,crc32
46,0x0B8000,16384,d2cbd4b1108cf698960a0785b87839c862303e43,5A2BA2CA
47,0x0BC000,16384,a6ec63acf3d9b838511124698c49c9ef949c146b,6CE33811
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,527f5b3b31a35184bd3a954889740de8e77d2e27,FABC4E6B
50,0x0C8000,16384,b576991a42a81b03437dd41303f4ce71b6a056a1,66E0A3F7
51,0x0CC000,16384,e5d6a994b5fe3aaa7a20ea7d2b94ad9f11c056c8,2808D7C7
52,0x0D0000,16384,b9da0704ec5f549285558c5f8f36e5a260b1e065,4BE9946F
53,0x0D4000,16384,01dabce44c044985ec405deb5a4e3820a4789a1a,7830545E
54,0x0D8000,16384,25067faef95c2d6ba6277296625524bed2a54e28,DE4E7D2D
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,9ef5019700ae5373c641a4a8dbe46e9d0a7dfcad,570761FF
57,0x0E4000,16384,b9b0ca882cb78563ff7e127ad213625e71cdcff5,BAFD343B
58,0x0E8000,16384,cef82990dfa03b3d56b97c2de3f4029cc2ad5cbe,52B7C99E
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,29788b35a84ff520d18b33a41de54f10e018785a,E63F345E
63,0x0FC000,16384,7f4995df77bd462fd82bddd03ce15a0eeb6416f5,02076D54
