family,pokemon_id,species_number,resource_id,config_form_index,config_variant_index,game_form,game_gender,normal_shiny_role,icon_path,animation_name_count,animation_file_count,animation_names_sha256,has_default_wait,has_battle_wait,has_attack,has_damage,has_eye_track,has_mouth_track,source_config_path,source_config_sha256,source_repo,source_commit,source_status,canonical_source_status,consistency_flags
LZA,pm0006,6,pm0006_52_00,52,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0006_52_00_00_0.png,78,156,61ec324dfd9ea12ee34fcd20fcf8452a779ac17a2f79712a4c6dd2cf73f0a116,False,True,True,True,True,False,assets/local/configs/LZA/pm0006.json,c344b9514df92645b28253dfd154bad9b4b03d5f07ae14eda4954221dae41731,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0007,7,pm0007_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0007_00_00_00_0.png,114,228,dda4db308f55fd8ea70279898a67b463214a877d1535bd27be1f6b32467ce536,True,True,True,True,True,False,assets/local/configs/LZA/pm0007.json,c12813ac98bea58697fe3f78781d4dda95382443161c9065ba06c06b335ee862,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0008,8,pm0008_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0008_00_00_00_0.png,115,230,19e471a27f5e8e15827382c9ced5be7c765f7b943e925f7ce329079f7dbe1859,True,True,True,True,True,False,assets/local/configs/LZA/pm0008.json,dd58c0694f02d3bccb77d41d3b2331400cc32e9c0f9f0db0f2bce75fc0d6ab77,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0009,9,pm0009_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0009_00_00_00_0.png,113,226,105a5e98b6d9fafe1edfdf1167900b21fd788d10dc9e3c178cd1e82f66538d0e,True,True,True,True,True,False,assets/local/configs/LZA/pm0009.json,0950d8f92bf20c16b75d6661e472e0802f11982430d847620f37363c6f278463,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0009,9,pm0009_51_00,51,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0009_51_00_00_0.png,87,174,2ac04eb4afc27208056d203704618816778ff02f1fb1d7da485ccf10974107be,False,True,True,True,True,False,assets/local/configs/LZA/pm0009.json,0950d8f92bf20c16b75d6661e472e0802f11982430d847620f37363c6f278463,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0013,13,pm0013_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0013_00_00_00_0.png,65,130,55cff424f02e57e3b425475dfb8bce891ea9050a920711d2539c274fd214fca9,True,True,True,True,True,False,assets/local/configs/LZA/pm0013.json,b730d56ca7d9dbd4bc987ac5f64cef319abf91c7a2a001a41d152e84a7fec1bd,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0014,14,pm0014_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0014_00_00_00_0.png,67,134,008d27f657244a655ba816db436a024eaef452e775a5ae562988a3a1edf43f7a,True,True,True,True,False,False,assets/local/configs/LZA/pm0014.json,f160bcc5cde8d707b8998ecd9000bfe42513bf1e57a399e268b6353f1a92bd9d,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0015,15,pm0015_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0015_00_00_00_0.png,61,122,5a1f888f957cb2fd90836b29336109d743de0db65656979132369c4f78d28ea7,True,True,True,True,True,False,assets/local/configs/LZA/pm0015.json,a9e50854162d0ca57eeef63827b9aeb288f588fb9e732b04491243c969a5c365,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0015,15,pm0015_51_00,51,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0015_51_00_00_0.png,50,100,53e88baa0875d45ef7ac4fac5d895ef1619daadeb57e11310ff217ba468fb622,False,True,True,True,True,False,assets/local/configs/LZA/pm0015.json,a9e50854162d0ca57eeef63827b9aeb288f588fb9e732b04491243c969a5c365,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0016,16,pm0016_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0016_00_00_00_0.png,114,228,28ce7be342262688f45e28d008ef5582838b4768d9bbcb1e4466bdb1acd6f496,True,True,True,True,True,False,assets/local/configs/LZA/pm0016.json,23f3404b25bfba827621b90fab7618a5f05c2528cf69e40595e6b00eea155ded,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0017,17,pm0017_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0017_00_00_00_0.png,118,236,1cda4b7e0c1ddb79e6adb57d11d7838de809caa584afa1b537f3efa989e09907,True,True,True,True,True,False,assets/local/configs/LZA/pm0017.json,54bbd769044746c44f8eb6d00105cd84c2980483b810e5a55f522f24c0cd900a,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0018,18,pm0018_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0018_00_00_00_0.png,121,242,b6c1fb7ee80b96a689794e022a30031d0187b43c6295ec75f028c3c08407538e,True,True,True,True,True,False,assets/local/configs/LZA/pm0018.json,41d2e3c7270c2197bd5e17804a863079ff8f99db28a34020720fdf4ce22154b3,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0018,18,pm0018_51_00,51,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0018_51_00_00_0.png,77,154,1538786bb147434dd558d06233af5eefe6e00ea3c2196bad36e08720999b36f1,False,True,True,True,True,False,assets/local/configs/LZA/pm0018.json,41d2e3c7270c2197bd5e17804a863079ff8f99db28a34020720fdf4ce22154b3,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0023,23,pm0023_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0023_00_00_00_0.png,69,138,42998f32099b8a76f00414ebca71aabd8e458ea8f724c61cef7ef8bca7a26e40,True,True,True,True,True,False,assets/local/configs/LZA/pm0023.json,ae610ad94af85796fe5a5b8d5a9c6b682d7e9ab186381b17d15ef3ea6208c8dc,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0024,24,pm0024_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0024_00_00_00_0.png,65,130,06e4455392c3c7fb2c18b7e730ff2fa6e1c8a6f41b676fa8ba594895c770a358,True,True,True,True,True,False,assets/local/configs/LZA/pm0024.json,7394af78e1036d14ac1f47e7c609c9cedcb9b5b265aa1e3e3996285c051f2547,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0025,25,pm0025_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0025_00_00_00_0.png,126,252,2cba8682be8720b78d5c34032cea207d81f2a457759c21e67a0aaca668946edc,True,False,True,True,True,False,assets/local/configs/LZA/pm0025.json,d69d763fbf1cd60a4e41ed8a950c2b67b519f65067fbdf94afb44edbfbcc0df8,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0025,25,pm0025_01_00,1,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0025_01_00_00_0.png,126,252,2cba8682be8720b78d5c34032cea207d81f2a457759c21e67a0aaca668946edc,True,False,True,True,True,False,assets/local/configs/LZA/pm0025.json,d69d763fbf1cd60a4e41ed8a950c2b67b519f65067fbdf94afb44edbfbcc0df8,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0026,26,pm0026_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0026_00_00_00_0.png,125,250,93555ea8975049b1e8fb1db8651fa84023054714a5b70cc033b3b2b1af5f9f2d,True,True,True,True,True,False,assets/local/configs/LZA/pm0026.json,4870c7dd283569cbc00a7694e3bb887713f419559d7f49c8b3c2458ad8e34125,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0026,26,pm0026_00_11,0,11,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0026_00_11_00.png,113,226,0aa43bb269f27f91781ef18ba04ff167bc0b42dcdbb19a5905eec1c3849988df,True,True,True,True,True,False,assets/local/configs/LZA/pm0026.json,4870c7dd283569cbc00a7694e3bb887713f419559d7f49c8b3c2458ad8e34125,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0026,26,pm0026_01_00,1,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0026_01_00_00_0.png,125,250,93555ea8975049b1e8fb1db8651fa84023054714a5b70cc033b3b2b1af5f9f2d,True,True,True,True,True,False,assets/local/configs/LZA/pm0026.json,4870c7dd283569cbc00a7694e3bb887713f419559d7f49c8b3c2458ad8e34125,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0026,26,pm0026_51_00,51,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0026_51_00_00_0.png,115,230,a9151b270f27c51a9cabd5f693f49f0edb22f629cd06d1090cfd4ba5044d82af,False,True,True,True,True,False,assets/local/configs/LZA/pm0026.json,4870c7dd283569cbc00a7694e3bb887713f419559d7f49c8b3c2458ad8e34125,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0026,26,pm0026_52_00,52,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0026_52_00_00_0.png,77,154,dffef16edd09be209171ff924bae79018d0d69eb60969194ff8e84790bb433aa,False,True,True,True,True,False,assets/local/configs/LZA/pm0026.json,4870c7dd283569cbc00a7694e3bb887713f419559d7f49c8b3c2458ad8e34125,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0035,35,pm0035_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0035_00_00_00_0.png,114,228,30b4b7bcaffc0007e07d2147fd294788e9d81c36fdc7a6387f38f6b939d38f6a,True,False,True,True,True,False,assets/local/configs/LZA/pm0035.json,b6e917f7a68f78fd65f26e87c12b24bc027eb990a97e9ad3272f24e9914ea178,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0036,36,pm0036_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0036_00_00_00_0.png,63,126,6687e995dd223185017f39b688b9e7e098a6771a22e4128c4156e36067f70e71,True,True,True,True,True,False,assets/local/configs/LZA/pm0036.json,910c7a4df6bd2944bcfe7c2959e6ecb7e62ff6b1a762c8bd219dbe2c529b9ae7,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0036,36,pm0036_51_00,51,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0036_51_00_00_0.png,41,82,8dea3c2e990438d7cfc2dc93a6fadedba6bf358f2cc04e4f248caa826aee741e,False,True,True,True,True,False,assets/local/configs/LZA/pm0036.json,910c7a4df6bd2944bcfe7c2959e6ecb7e62ff6b1a762c8bd219dbe2c529b9ae7,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0039,39,pm0039_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0039_00_00_00_0.png,117,234,ffe4942f85c2d05fc3c52bde08ddc85ae19de703ce2f6369a826b2abfa8ade9b,True,True,True,True,True,False,assets/local/configs/LZA/pm0039.json,591389dfaa232daddde1a675512459e8911e7ab873d472cc5c82a6d105258bc0,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0040,40,pm0040_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0040_00_00_00_0.png,117,234,ffe4942f85c2d05fc3c52bde08ddc85ae19de703ce2f6369a826b2abfa8ade9b,True,True,True,True,True,False,assets/local/configs/LZA/pm0040.json,4305669a04b8a3b9fb7bb7c28d030d2fce79a67f96cb5f1aeb945fa741e395ba,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0041,41,pm0041_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0041_00_00_00_0.png,58,116,435a0a97a87f8e5f8b763c77eb5d852590072269519dc85637781515f4bb61b8,True,True,True,True,False,False,assets/local/configs/LZA/pm0041.json,95b955385cbe502456f6b3f761832968b4737c805ec7ade1dc7e425a85c480b2,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0041,41,pm0041_01_00,1,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0041_01_00_00_0.png,58,116,435a0a97a87f8e5f8b763c77eb5d852590072269519dc85637781515f4bb61b8,True,True,True,True,False,False,assets/local/configs/LZA/pm0041.json,95b955385cbe502456f6b3f761832968b4737c805ec7ade1dc7e425a85c480b2,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0042,42,pm0042_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0042_00_00_00_0.png,59,118,6ed9250768dff31bb32e8a1bcf6257d886935a1d72de4784d6d277fdc0ecea39,True,True,True,True,True,False,assets/local/configs/LZA/pm0042.json,e4f4f3221f5ff57ecb39e7708a3ef6cf0e5b9da29bdf8da81e5e0f983cb9cae1,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0042,42,pm0042_01_00,1,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0042_01_00_00_0.png,59,118,6ed9250768dff31bb32e8a1bcf6257d886935a1d72de4784d6d277fdc0ecea39,True,True,True,True,True,False,assets/local/configs/LZA/pm0042.json,e4f4f3221f5ff57ecb39e7708a3ef6cf0e5b9da29bdf8da81e5e0f983cb9cae1,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0052,52,pm0052_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0052_00_00_00_0.png,59,118,c5e5e7d2af5dab2470b21f2652b27c6dc2e3bd38a0315b5b1971c1bcd452ea5f,True,True,True,True,True,False,assets/local/configs/LZA/pm0052.json,1a5283e218e171cd81312c7a5c467400ae482b62bea36e84c479597c73d82620,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0052,52,pm0052_00_11,0,11,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0052_00_11_00_0.png,59,118,c5e5e7d2af5dab2470b21f2652b27c6dc2e3bd38a0315b5b1971c1bcd452ea5f,True,True,True,True,True,False,assets/local/configs/LZA/pm0052.json,1a5283e218e171cd81312c7a5c467400ae482b62bea36e84c479597c73d82620,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0052,52,pm0052_00_31,0,31,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0052_00_31_00_0.png,59,118,c5e5e7d2af5dab2470b21f2652b27c6dc2e3bd38a0315b5b1971c1bcd452ea5f,True,True,True,True,True,False,assets/local/configs/LZA/pm0052.json,1a5283e218e171cd81312c7a5c467400ae482b62bea36e84c479597c73d82620,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0053,53,pm0053_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0053_00_00_00_0.png,59,118,c5e5e7d2af5dab2470b21f2652b27c6dc2e3bd38a0315b5b1971c1bcd452ea5f,True,True,True,True,True,False,assets/local/configs/LZA/pm0053.json,b9acefe824ad969bdc0adc27abc3ad5c43278dd1f14d82d811cd23c0057310d8,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0053,53,pm0053_00_11,0,11,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0053_00_11_00_0.png,61,122,0950d79e94226acdf90015a7e2438159286ad50ea94f69da870b6238eb794543,True,True,True,True,True,False,assets/local/configs/LZA/pm0053.json,b9acefe824ad969bdc0adc27abc3ad5c43278dd1f14d82d811cd23c0057310d8,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0056,56,pm0056_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0056_00_00_00_0.png,61,122,4b2c54852b3a96cde5c0d432d67acb9063a19d0813992eed753a0560bc8dafa5,True,True,True,True,True,False,assets/local/configs/LZA/pm0056.json,c34843a3635f4bea4c7a30ea26b18d2e12db161ca05ef01ede0cb3f6579b8e96,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0057,57,pm0057_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0057_00_00_00_0.png,60,120,2a7b820c00552db3bb64d835b172a858104b66aa6a6d5f56c0bb03d1399c94d5,True,True,True,True,True,False,assets/local/configs/LZA/pm0057.json,df617ff1651816516860e461eb6e5d0c89f701d3038c40133e1444ff82df861a,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0063,63,pm0063_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0063_00_00_00_0.png,58,116,1b99ebf8320736cad5a3f246a08a8ac00233a61d93f15d47be520d6cbb5106fa,True,False,True,True,False,False,assets/local/configs/LZA/pm0063.json,e8542a695d89fb810eceac4c72b292caab1a78944232e526017d6b86da33da55,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
LZA,pm0064,64,pm0064_00_00,0,0,UNRESOLVED,UNRESOLVED,UNRESOLVED,icon/pm0064_00_00_00_0.png,124,248,8d227a0d2725821f6c8e3ba6971b2baf01dc78fe1047f6cb4998c1e1eaa27eb8,True,False,True,True,True,False,assets/local/configs/LZA/pm0064.json,a5d9e165acc692538df0c2d1fafefee53845c5a267ea6d0c88913a36a37d042c,freedom12/PokemonModelViewer,c5952930343748e6dcb4cae21ee383e0bd13b75c,public-derived-model-viewer-config-not-game-native-catalog,CROSSCHECK_PENDING,
