file,bank,offset_start,offset_end,sha1,entropy,zero_bytes,ff_bytes,all_zero,all_ff,unique_byte_values
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,35,573440,589823,d1dea0c45e405f33435fcca4c37d5afc232a6936,4.608553,4808,3,False,False,92
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,36,589824,606207,ee0ff5024250c45bac58aa7c82340383fc8c233c,4.474422,5241,1,False,False,92
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,37,606208,622591,5729c6456c76ebde376a6d293624f75b7c815949,4.511498,5253,4,False,False,102
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,38,622592,638975,319311a62d01454d3d324855e5a214b055d1daea,4.596786,4697,0,False,False,91
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,39,638976,655359,5e2df8955915268c919f7e0e6ca22d3a3019296f,4.63797,4752,2,False,False,92
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,40,655360,671743,b67ac584c106a5a6738a46839db4d21782f12795,4.56758,4900,3,False,False,101
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,41,671744,688127,396146e50bd5c6e8f306eb66178bcef38b7e06cf,4.81818,4248,0,False,False,98
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,42,688128,704511,44a77bbe6db6698898087d81653b4275c0951556,0.520953,15608,0,False,False,63
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,43,704512,720895,a3c41a46011c5e68643667a7d71f529d44304987,4.497169,2808,0,False,False,77
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,44,720896,737279,00ca54fa4e37e02ef086323d49493f6c871814bd,0.944684,14670,0,False,False,37
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,45,737280,753663,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,46,753664,770047,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,47,770048,786431,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,48,786432,802815,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,49,802816,819199,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,50,819200,835583,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,51,835584,851967,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,52,851968,868351,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,53,868352,884735,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,54,884736,901119,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,55,901120,917503,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,56,917504,933887,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,57,933888,950271,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,58,950272,966655,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,59,966656,983039,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,60,983040,999423,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,61,999424,1015807,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,62,1015808,1032191,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,63,1032192,1048575,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
