family,version,address,label,instruction_count,byte_count
F002,ES-REV-0,0x0018,Rst18Trap,8,8
F002,ES-REV-0,0x0020,Rst20Trap,8,8
F002,ES-REV-0,0x0038,Rst38Trap,8,8
F002,FR-REV-0,0x0018,Rst18Trap,8,8
F002,FR-REV-0,0x0020,Rst20Trap,8,8
F002,FR-REV-0,0x0038,Rst38Trap,8,8
F002,IT-REV-0,0x0018,Rst18Trap,8,8
F002,IT-REV-0,0x0020,Rst20Trap,8,8
F002,IT-REV-0,0x0038,Rst38Trap,8,8
F002,JP-REV-0,0x0018,Rst18Trap,8,8
F002,JP-REV-0,0x0020,Rst20Trap,8,8
F002,JP-REV-0,0x0038,Rst38Trap,8,8
F002,JP-REV-A,0x0018,Rst18Trap,8,8
F002,JP-REV-A,0x0020,Rst20Trap,8,8
F002,JP-REV-A,0x0038,Rst38Trap,8,8
F002,USA-EUROPE-REV-0,0x0018,Rst18Trap,8,8
F002,USA-EUROPE-REV-0,0x0020,Rst20Trap,8,8
F002,USA-EUROPE-REV-0,0x0038,Rst38Trap,8,8
F003,DE-REV-0,0x0050,TimerVector,1,1
F003,DE-REV-0,0x08DF,Joypad,1,1
F003,ES-REV-0,0x0050,TimerVector,1,1
F003,ES-REV-0,0x08DF,Joypad,1,1
F003,FR-REV-0,0x0050,TimerVector,1,1
F003,FR-REV-0,0x08DF,Joypad,1,1
F003,IT-REV-0,0x0050,TimerVector,1,1
F003,IT-REV-0,0x08DF,Joypad,1,1
F003,JP-REV-0,0x0050,TimerVector,1,1
F003,JP-REV-0,0x08DE,Joypad,1,1
F003,JP-REV-A,0x0050,TimerVector,1,1
F003,JP-REV-A,0x08DE,Joypad,1,1
F003,KR-REV-0,0x0050,TimerVector,1,1
F003,KR-REV-0,0x08D2,Joypad,1,1
F003,USA-EUROPE-REV-0,0x0050,TimerVector,1,1
F003,USA-EUROPE-REV-0,0x08DF,Joypad,1,1
F004,DE-REV-0,0x06D2,loc_06d2,2,5
F004,ES-REV-0,0x06D2,loc_06d2,2,5
F004,FR-REV-0,0x06D2,loc_06d2,2,5
F004,IT-REV-0,0x06D2,loc_06d2,2,5
F004,JP-REV-0,0x06D1,loc_06d1,2,5
F004,JP-REV-A,0x06D1,loc_06d1,2,5
F004,KR-REV-0,0x06C0,loc_06c0,2,5
F004,USA-EUROPE-REV-0,0x06D2,loc_06d2,2,5
F005,DE-REV-0,0x317E,loc_317e,5,7
F005,ES-REV-0,0x3175,loc_3175,5,7
F005,FR-REV-0,0x3163,loc_3163,5,7
F005,IT-REV-0,0x3176,loc_3176,5,7
F005,JP-REV-0,0x310D,loc_310d,5,7
F005,JP-REV-A,0x310D,loc_310d,5,7
F005,KR-REV-0,0x31F9,loc_31f9,5,7
F005,USA-EUROPE-REV-0,0x3151,loc_3151,5,7
F006,DE-REV-0,0x0000,ResetVector,2,4
F006,ES-REV-0,0x0000,ResetVector,2,4
F006,FR-REV-0,0x0000,ResetVector,2,4
F006,IT-REV-0,0x0000,ResetVector,2,4
F006,JP-REV-0,0x0000,ResetVector,2,4
F006,JP-REV-A,0x0000,ResetVector,2,4
F006,KR-REV-0,0x0000,ResetVector,2,4
F006,USA-EUROPE-REV-0,0x0000,ResetVector,2,4
F007,DE-REV-0,0x0333,loc_0333,6,9
F007,ES-REV-0,0x0333,loc_0333,6,9
F007,FR-REV-0,0x0333,loc_0333,6,9
F007,IT-REV-0,0x0333,loc_0333,6,9
F007,JP-REV-0,0x0333,loc_0333,6,9
F007,JP-REV-A,0x0333,loc_0333,6,9
F007,KR-REV-0,0x0333,loc_0333,6,9
F007,USA-EUROPE-REV-0,0x0333,loc_0333,6,9
F008,DE-REV-0,0x3179,loc_3179,3,4
F008,ES-REV-0,0x3170,loc_3170,3,4
F008,FR-REV-0,0x315E,loc_315e,3,4
F008,IT-REV-0,0x3171,loc_3171,3,4
F008,JP-REV-0,0x3108,loc_3108,3,4
F008,JP-REV-A,0x3108,loc_3108,3,4
F008,KR-REV-0,0x31F4,loc_31f4,3,4
F008,USA-EUROPE-REV-0,0x314C,loc_314c,3,4
F009,DE-REV-0,0x2E75,loc_2e75,1,1
F009,ES-REV-0,0x2E6C,loc_2e6c,1,1
F009,FR-REV-0,0x2E5A,loc_2e5a,1,1
F009,IT-REV-0,0x2E6D,loc_2e6d,1,1
F009,JP-REV-0,0x2E04,loc_2e04,1,1
F009,JP-REV-A,0x2E04,loc_2e04,1,1
F009,KR-REV-0,0x2ECF,loc_2ecf,1,1
F009,USA-EUROPE-REV-0,0x2E48,loc_2e48,1,1
F010,DE-REV-0,0x2E76,loc_2e76,19,35
F010,ES-REV-0,0x2E6D,loc_2e6d,19,35
F010,FR-REV-0,0x2E5B,loc_2e5b,19,35
F010,IT-REV-0,0x2E6E,loc_2e6e,19,35
F010,JP-REV-0,0x2E05,loc_2e05,19,35
F010,JP-REV-A,0x2E05,loc_2e05,19,35
F010,KR-REV-0,0x2ED0,loc_2ed0,19,35
F010,USA-EUROPE-REV-0,0x2E49,loc_2e49,19,35
F011,DE-REV-0,0x2E54,FarCall_hl,18,33
F011,ES-REV-0,0x2E4B,FarCall_hl,18,33
F011,FR-REV-0,0x2E39,FarCall_hl,18,33
F011,IT-REV-0,0x2E4C,FarCall_hl,18,33
F011,JP-REV-0,0x2DE3,FarCall_hl,18,33
F011,JP-REV-A,0x2DE3,FarCall_hl,18,33
F011,KR-REV-0,0x2EAE,FarCall_hl,18,33
F011,USA-EUROPE-REV-0,0x2E27,FarCall_hl,18,33
F012,DE-REV-0,0x317D,loc_317d,1,1
F012,ES-REV-0,0x3174,loc_3174,1,1
F012,FR-REV-0,0x3162,loc_3162,1,1
F012,IT-REV-0,0x3175,loc_3175,1,1
F012,JP-REV-0,0x310C,loc_310c,1,1
F012,JP-REV-A,0x310C,loc_310c,1,1
F012,KR-REV-0,0x31F8,loc_31f8,1,1
F012,USA-EUROPE-REV-0,0x3150,loc_3150,1,1
F013,DE-REV-0,0x3132,loc_3132,4,5
F013,ES-REV-0,0x3129,loc_3129,4,5
F013,FR-REV-0,0x3117,loc_3117,4,5
F013,IT-REV-0,0x312A,loc_312a,4,5
F013,JP-REV-0,0x30C1,loc_30c1,4,5
F013,JP-REV-A,0x30C1,loc_30c1,4,5
F013,KR-REV-0,0x31AD,loc_31ad,4,5
F013,USA-EUROPE-REV-0,0x3105,loc_3105,4,5
F014,DE-REV-0,0x032E,loc_032e,2,5
F014,ES-REV-0,0x032E,loc_032e,2,5
F014,FR-REV-0,0x032E,loc_032e,2,5
F014,IT-REV-0,0x032E,loc_032e,2,5
F014,JP-REV-0,0x032E,loc_032e,2,5
F014,JP-REV-A,0x032E,loc_032e,2,5
F014,KR-REV-0,0x032E,loc_032e,2,5
F014,USA-EUROPE-REV-0,0x032E,loc_032e,2,5
F015,DE-REV-0,0x0703,loc_0703,4,8
F015,ES-REV-0,0x0703,loc_0703,4,8
F015,FR-REV-0,0x0703,loc_0703,4,8
F015,IT-REV-0,0x0703,loc_0703,4,8
F015,JP-REV-0,0x0702,loc_0702,4,8
F015,JP-REV-A,0x0702,loc_0702,4,8
F015,KR-REV-0,0x06F1,loc_06f1,4,8
F015,USA-EUROPE-REV-0,0x0703,loc_0703,4,8
F016,DE-REV-0,0x312C,loc_312c,3,6
F016,ES-REV-0,0x3123,loc_3123,3,6
F016,FR-REV-0,0x3111,loc_3111,3,6
F016,IT-REV-0,0x3124,loc_3124,3,6
F016,JP-REV-0,0x30BB,loc_30bb,3,6
F016,JP-REV-A,0x30BB,loc_30bb,3,6
F016,KR-REV-0,0x31A7,loc_31a7,3,6
F016,USA-EUROPE-REV-0,0x30FF,loc_30ff,3,6
F017,DE-REV-0,0x068E,loc_068e,5,11
F017,ES-REV-0,0x068E,loc_068e,5,11
F017,FR-REV-0,0x068E,loc_068e,5,11
F017,IT-REV-0,0x068E,loc_068e,5,11
F017,JP-REV-0,0x068D,loc_068d,5,11
F017,JP-REV-A,0x068D,loc_068d,5,11
F017,KR-REV-0,0x068D,loc_068d,5,11
F017,USA-EUROPE-REV-0,0x068E,loc_068e,5,11
F018,DE-REV-0,0x05CF,loc_05cf,20,39
F018,ES-REV-0,0x05CF,loc_05cf,20,39
F018,FR-REV-0,0x05CF,loc_05cf,20,39
F018,IT-REV-0,0x05CF,loc_05cf,20,39
F018,JP-REV-0,0x05CE,loc_05ce,20,39
F018,JP-REV-A,0x05CE,loc_05ce,20,39
F018,KR-REV-0,0x05DC,loc_05dc,20,39
F018,USA-EUROPE-REV-0,0x05CF,loc_05cf,20,39
F019,DE-REV-0,0x0010,Bankswitch,3,6
F019,ES-REV-0,0x0010,Bankswitch,3,6
F019,FR-REV-0,0x0010,Bankswitch,3,6
F019,IT-REV-0,0x0010,Bankswitch,3,6
F019,JP-REV-0,0x0010,Bankswitch,3,6
F019,JP-REV-A,0x0010,Bankswitch,3,6
F019,KR-REV-0,0x0010,Bankswitch,3,6
F019,USA-EUROPE-REV-0,0x0010,Bankswitch,3,6
F020,DE-REV-0,0x06E1,loc_06e1,8,15
F020,ES-REV-0,0x06E1,loc_06e1,8,15
F020,FR-REV-0,0x06E1,loc_06e1,8,15
F020,IT-REV-0,0x06E1,loc_06e1,8,15
F020,JP-REV-0,0x06E0,loc_06e0,8,15
F020,JP-REV-A,0x06E0,loc_06e0,8,15
F020,KR-REV-0,0x06CF,loc_06cf,8,15
F020,USA-EUROPE-REV-0,0x06E1,loc_06e1,8,15
F021,DE-REV-0,0x06F0,loc_06f0,8,16
F021,ES-REV-0,0x06F0,loc_06f0,8,16
F021,FR-REV-0,0x06F0,loc_06f0,8,16
F021,IT-REV-0,0x06F0,loc_06f0,8,16
F021,JP-REV-0,0x06EF,loc_06ef,8,16
F021,JP-REV-A,0x06EF,loc_06ef,8,16
F021,KR-REV-0,0x06DE,loc_06de,8,16
F021,USA-EUROPE-REV-0,0x06F0,loc_06f0,8,16
F022,DE-REV-0,0x05F6,loc_05f6,7,15
F022,ES-REV-0,0x05F6,loc_05f6,7,15
F022,FR-REV-0,0x05F6,loc_05f6,7,15
F022,IT-REV-0,0x05F6,loc_05f6,7,15
F022,JP-REV-0,0x05F5,loc_05f5,7,15
F022,JP-REV-A,0x05F5,loc_05f5,7,15
F022,KR-REV-0,0x0603,loc_0603,7,15
F022,USA-EUROPE-REV-0,0x05F6,loc_05f6,7,15
F023,DE-REV-0,0x06D7,loc_06d7,5,10
F023,ES-REV-0,0x06D7,loc_06d7,5,10
F023,FR-REV-0,0x06D7,loc_06d7,5,10
F023,IT-REV-0,0x06D7,loc_06d7,5,10
F023,JP-REV-0,0x06D6,loc_06d6,5,10
F023,JP-REV-A,0x06D6,loc_06d6,5,10
F023,KR-REV-0,0x06C5,loc_06c5,5,10
F023,USA-EUROPE-REV-0,0x06D7,loc_06d7,5,10
F024,DE-REV-0,0x1EE0,loc_1ee0,8,12
F024,ES-REV-0,0x1ED7,loc_1ed7,8,12
F024,FR-REV-0,0x1EC5,loc_1ec5,8,12
F024,IT-REV-0,0x1ED8,loc_1ed8,8,12
F024,JP-REV-0,0x1E60,loc_1e60,8,12
F024,JP-REV-A,0x1E60,loc_1e60,8,12
F024,KR-REV-0,0x1F10,loc_1f10,8,12
F024,USA-EUROPE-REV-0,0x1EB3,loc_1eb3,8,12
F025,DE-REV-0,0x0100,Start,2,4
F025,ES-REV-0,0x0100,Start,2,4
F025,FR-REV-0,0x0100,Start,2,4
F025,IT-REV-0,0x0100,Start,2,4
F025,JP-REV-0,0x0100,Start,2,4
F025,JP-REV-A,0x0100,Start,2,4
F025,KR-REV-0,0x0100,Start,2,4
F025,USA-EUROPE-REV-0,0x0100,Start,2,4
F026,DE-REV-0,0x0430,loc_0430,2,2
F026,ES-REV-0,0x0430,loc_0430,2,2
F026,FR-REV-0,0x0430,loc_0430,2,2
F026,IT-REV-0,0x0430,loc_0430,2,2
F026,JP-REV-0,0x0430,loc_0430,2,2
F026,JP-REV-A,0x0430,loc_0430,2,2
F026,KR-REV-0,0x0434,loc_0434,2,2
F026,USA-EUROPE-REV-0,0x0430,loc_0430,2,2
F027,DE-REV-0,0x070B,loc_070b,5,5
F027,ES-REV-0,0x070B,loc_070b,5,5
F027,FR-REV-0,0x070B,loc_070b,5,5
F027,IT-REV-0,0x070B,loc_070b,5,5
F027,JP-REV-0,0x070A,loc_070a,5,5
F027,JP-REV-A,0x070A,loc_070a,5,5
F027,KR-REV-0,0x06F9,loc_06f9,5,5
F027,USA-EUROPE-REV-0,0x070B,loc_070b,5,5
F028,DE-REV-0,0x06AA,Serial,22,40
F028,ES-REV-0,0x06AA,Serial,22,40
F028,FR-REV-0,0x06AA,Serial,22,40
F028,IT-REV-0,0x06AA,Serial,22,40
F028,JP-REV-0,0x06A9,Serial,22,40
F028,JP-REV-A,0x06A9,Serial,22,40
F028,KR-REV-0,0x0698,Serial,22,40
F028,USA-EUROPE-REV-0,0x06AA,Serial,22,40
F029,DE-REV-0,0x0150,VBlank,17,24
F029,ES-REV-0,0x0150,VBlank,17,24
F029,FR-REV-0,0x0150,VBlank,17,24
F029,IT-REV-0,0x0150,VBlank,17,24
F029,JP-REV-0,0x0150,VBlank,17,24
F029,JP-REV-A,0x0150,VBlank,17,24
F029,KR-REV-0,0x0150,VBlank,17,24
F029,USA-EUROPE-REV-0,0x0150,VBlank,17,24
F030,DE-REV-0,0x0028,JumpTable,10,11
F030,ES-REV-0,0x0028,JumpTable,10,11
F030,FR-REV-0,0x0028,JumpTable,10,11
F030,IT-REV-0,0x0028,JumpTable,10,11
F030,JP-REV-0,0x0028,JumpTable,10,11
F030,JP-REV-A,0x0028,JumpTable,10,11
F030,KR-REV-0,0x0028,JumpTable,10,11
F030,USA-EUROPE-REV-0,0x0028,JumpTable,10,11
F031,DE-REV-0,0x3D46,loc_3d46,18,28
F031,ES-REV-0,0x3CF0,loc_3cf0,18,28
F031,FR-REV-0,0x3CDE,loc_3cde,18,28
F031,IT-REV-0,0x3D3E,loc_3d3e,18,28
F031,JP-REV-0,0x3C70,loc_3c70,18,28
F031,JP-REV-A,0x3C70,loc_3c70,18,28
F031,KR-REV-0,0x3D1A,loc_3d1a,18,28
F031,USA-EUROPE-REV-0,0x3D4F,loc_3d4f,18,28
F032,DE-REV-0,0x0700,loc_0700,2,3
F032,ES-REV-0,0x0700,loc_0700,2,3
F032,FR-REV-0,0x0700,loc_0700,2,3
F032,IT-REV-0,0x0700,loc_0700,2,3
F032,JP-REV-0,0x06FF,loc_06ff,2,3
F032,JP-REV-A,0x06FF,loc_06ff,2,3
F032,KR-REV-0,0x06EE,loc_06ee,2,3
F032,USA-EUROPE-REV-0,0x0700,loc_0700,2,3
F033,DE-REV-0,0x05C6,_Start,4,7
F033,ES-REV-0,0x05C6,_Start,4,7
F033,FR-REV-0,0x05C6,_Start,4,7
F033,IT-REV-0,0x05C6,_Start,4,7
F033,JP-REV-0,0x05C5,_Start,4,7
F033,JP-REV-A,0x05C5,_Start,4,7
F033,USA-EUROPE-REV-0,0x05C6,_Start,4,7
F034,DE-REV-0,0x0605,loc_0605,66,137
F034,ES-REV-0,0x0605,loc_0605,66,137
F034,FR-REV-0,0x0605,loc_0605,66,137
F034,IT-REV-0,0x0605,loc_0605,66,137
F034,JP-REV-0,0x0604,loc_0604,66,137
F034,JP-REV-A,0x0604,loc_0604,66,137
F034,USA-EUROPE-REV-0,0x0605,loc_0605,66,137
F035,DE-REV-0,0x06A2,loc_06a2,6,8
F035,ES-REV-0,0x06A2,loc_06a2,6,8
F035,FR-REV-0,0x06A2,loc_06a2,6,8
F035,IT-REV-0,0x06A2,loc_06a2,6,8
F035,JP-REV-0,0x06A1,loc_06a1,6,8
F035,JP-REV-A,0x06A1,loc_06a1,6,8
F035,USA-EUROPE-REV-0,0x06A2,loc_06a2,6,8
F036,DE-REV-0,0x05CD,loc_05cd,1,2
F036,ES-REV-0,0x05CD,loc_05cd,1,2
F036,FR-REV-0,0x05CD,loc_05cd,1,2
F036,IT-REV-0,0x05CD,loc_05cd,1,2
F036,JP-REV-0,0x05CC,loc_05cc,1,2
F036,JP-REV-A,0x05CC,loc_05cc,1,2
F036,USA-EUROPE-REV-0,0x05CD,loc_05cd,1,2
F037,DE-REV-0,0x0699,loc_0699,2,4
F037,ES-REV-0,0x0699,loc_0699,2,4
F037,FR-REV-0,0x0699,loc_0699,2,4
F037,IT-REV-0,0x0699,loc_0699,2,4
F037,JP-REV-0,0x0698,loc_0698,2,4
F037,JP-REV-A,0x0698,loc_0698,2,4
F037,USA-EUROPE-REV-0,0x0699,loc_0699,2,4
F038,DE-REV-0,0x069E,loc_069e,2,4
F038,ES-REV-0,0x069E,loc_069e,2,4
F038,FR-REV-0,0x069E,loc_069e,2,4
F038,IT-REV-0,0x069E,loc_069e,2,4
F038,JP-REV-0,0x069D,loc_069d,2,4
F038,JP-REV-A,0x069D,loc_069d,2,4
F038,USA-EUROPE-REV-0,0x069E,loc_069e,2,4
F039,DE-REV-0,0x041B,LCD,15,21
F039,ES-REV-0,0x041B,LCD,15,21
F039,FR-REV-0,0x041B,LCD,15,21
F039,IT-REV-0,0x041B,LCD,15,21
F039,JP-REV-0,0x041B,LCD,15,21
F039,JP-REV-A,0x041B,LCD,15,21
F039,USA-EUROPE-REV-0,0x041B,LCD,15,21
