version,slot_index_zero_based,item_id_decimal,item_id_hex,slot_kind,item_name_gs_korean,is_placeholder_name,engine_description_source,bank_hex,description_cpu_address_hex,description_file_offset_hex,shared_pointer_reference_count,description,next_count,description_raw_hex,description_record_raw_hex
KOREAN_GOLD,10,11,0x0B,ITEM_ID,얼음상태 치료제,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x434B,0x1B834B,1,얼음상태를 치료하여 회복시킨다,0,06 f3 07 8d 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9,06 f3 07 8d 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,11,12,0x0C,ITEM_ID,잠깨는 약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x436A,0x1B836A,1,졸음상태를 치료하여 회복시킨다,0,07 e9 07 8d 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9,07 e9 07 8d 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,12,13,0x0D,ITEM_ID,마비 치료제,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4389,0x1B8389,1,마비상태를 치료하여 회복시킨다,0,04 46 05 61 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9,04 46 05 61 05 c3 09 92 04 36 7f 09 01 04 11 0a 6f 07 09 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,13,14,0x0E,ITEM_ID,회복약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x43A8,0x1B83A8,1,모든 상태 이상과<NEXT>체력을 전부 회복시킨다,1,04 90 03 47 7f 05 c3 09 92 7f 07 9c 05 c3 01 6a 59 08 bc 03 f2 07 8b 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 82 02 d9,04 90 03 47 7f 05 c3 09 92 7f 07 9c 05 c3 01 6a 59 08 bc 03 f2 07 8b 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,14,15,0x0F,ITEM_ID,풀 회복약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x43D0,0x1B83D0,1,체력을 전부 회복시킨다,0,08 bc 03 f2 07 8b 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 82 02 d9,08 bc 03 f2 07 8b 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,15,16,0x10,ITEM_ID,고급 상처약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x43E7,0x1B83E7,1,체력을 200 회복시킨다,0,08 bc 03 f2 07 8b 7f f8 f6 f6 7f 0a b8 05 19 06 63 09 82 02 d9,08 bc 03 f2 07 8b 7f f8 f6 f6 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,16,17,0x11,ITEM_ID,좋은 상처약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x43FD,0x1B83FD,1,체력을 50 회복시킨다,0,08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 82 02 d9,08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,17,18,0x12,ITEM_ID,상처약,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4412,0x1B8412,1,체력을 20 회복시킨다,0,08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 82 02 d9,08 bc 03 f2 07 8b 7f f8 f6 7f 0a b8 05 19 06 63 09 82 02 d9 50
KOREAN_GOLD,18,19,0x13,ITEM_ID,동굴탈출 로프,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4427,0x1B8427,1,동굴 등지에서 빠져나올 수 있다,0,03 1f 01 8c 7f 03 4e 08 26 07 01 05 dd 7f 05 6c 07 de 02 3a 07 23 7f 06 26 7f 07 a6 02 d9,03 1f 01 8c 7f 03 4e 08 26 07 01 05 dd 7f 05 6c 07 de 02 3a 07 23 7f 06 26 7f 07 a6 02 d9 50
KOREAN_GOLD,19,20,0x14,ITEM_ID,벌레회피스프레이,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4446,0x1B8446,1,100보 동안에 약한 포켓몬이랑<NEXT>만나지 않게된다,1,f7 f6 f6 05 18 7f 03 1f 06 c8 07 01 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 07 9c 03 cb 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9,f7 f6 f6 05 18 7f 03 1f 06 c8 07 01 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 07 9c 03 cb 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9 50
KOREAN_GOLD,20,21,0x15,ITEM_ID,PP 맥스,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4473,0x1B8473,1,포켓몬 1마리의 모든 기술<NEXT>포인트를 전부 회복시켜준다,1,0a 27 09 2f 04 93 7f f7 04 46 04 3e 07 97 7f 04 90 03 47 7f 01 b2 06 2a 59 0a 27 07 9e 09 de 04 36 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,0a 27 09 2f 04 93 7f f7 04 46 04 3e 07 97 7f 04 90 03 47 7f 01 b2 06 2a 59 0a 27 07 9e 09 de 04 36 7f 07 cc 05 2e 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,21,22,0x16,ITEM_ID,불꽃의 돌,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x44A7,0x1B84A7,1,특정 포켓몬을 진화시킨다,0,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9 50
KOREAN_GOLD,22,23,0x17,ITEM_ID,천둥의 돌,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x44C0,0x1B84C0,1,특정 포켓몬을 진화시킨다,0,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9 50
KOREAN_GOLD,23,24,0x18,ITEM_ID,물의 돌,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x44D9,0x1B84D9,1,특정 포켓몬을 진화시킨다,0,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9 50
KOREAN_GOLD,24,25,0x19,ITEM_ID,?,True,ITEM_DESCRIPTION_BANK_6E,0x6E,0x44F2,0x1B84F2,1,?,0,0b 67,0b 67 50
KOREAN_GOLD,25,26,0x1A,ITEM_ID,맥스 업,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x44F5,0x1B84F5,1,체력의 기초포인트를 올려준다,0,08 bc 03 f2 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9,08 bc 03 f2 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,26,27,0x1B,ITEM_ID,타우린,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4512,0x1B8512,1,공격의 기초포인트를 올려준다,0,01 68 01 3d 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9,01 68 01 3d 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,27,28,0x1C,ITEM_ID,사포닌,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x452F,0x1B852F,1,방어의 기초포인트를 올려준다,0,04 e6 06 ee 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9,04 e6 06 ee 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,28,29,0x1D,ITEM_ID,알칼로이드,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x454C,0x1B854C,1,스피드의 기초포인트를 올려준다,0,06 4a 0a 67 03 45 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9,06 4a 0a 67 03 45 07 97 7f 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,29,30,0x1E,ITEM_ID,럭키 펀치,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x456B,0x1B856B,1,럭키에게 지니게 하면<NEXT>급소를 맞추기 쉽게된다,1,03 e0 09 80 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 6f 04 89 59 01 ae 06 02 04 36 7f 04 62 08 df 01 b2 7f 06 41 01 34 03 28 02 d9,03 e0 09 80 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 6f 04 89 59 01 ae 06 02 04 36 7f 04 62 08 df 01 b2 7f 06 41 01 34 03 28 02 d9 50
KOREAN_GOLD,30,31,0x1F,ITEM_ID,리보플라빈,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4597,0x1B8597,1,특수공격 특수방어의<NEXT>기초포인트를 올려준다,1,09 df 06 26 01 68 01 3d 7f 09 df 06 26 04 e6 06 ee 07 97 59 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9,09 df 06 26 01 68 01 3d 7f 09 df 06 26 04 e6 06 ee 07 97 59 01 b2 08 ca 0a 27 07 9e 09 de 04 36 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,31,32,0x20,ITEM_ID,이상한 사탕,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x45C1,0x1B85C1,1,포켓몬의 레벨을 1 올려준다,0,0a 27 09 2f 04 93 07 97 7f 03 e9 05 07 07 8b 7f f7 7f 07 23 03 f1 08 08 02 d9,0a 27 09 2f 04 93 07 97 7f 03 e9 05 07 07 8b 7f f7 7f 07 23 03 f1 08 08 02 d9 50
KOREAN_GOLD,32,33,0x21,ITEM_ID,잘-맞히기,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x45DC,0x1B85DC,1,사용한 전투중에서만<NEXT>기술이 명중하기 쉽게된다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 b2 06 2a 07 9c 7f 04 8d 08 0f 0a 6f 01 b2 7f 06 41 01 34 03 28 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 b2 06 2a 07 9c 7f 04 8d 08 0f 0a 6f 01 b2 7f 06 41 01 34 03 28 02 d9 50
KOREAN_GOLD,33,34,0x22,ITEM_ID,잎사귀 돌,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4609,0x1B8609,1,특정 포켓몬을 진화시킨다,0,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9,09 df 07 d4 7f 0a 27 09 2f 04 93 07 8b 7f 08 28 0a ad 06 63 09 82 02 d9 50
KOREAN_GOLD,34,35,0x23,ITEM_ID,금속 파우더,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4622,0x1B8622,1,메타몽에게 지니게하면<NEXT>방어력이 올라간다,1,04 7e 09 88 04 99 07 01 01 34 7f 08 26 02 cf 01 34 0a 6f 04 89 59 04 e6 06 ee 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,04 7e 09 88 04 99 07 01 01 34 7f 08 26 02 cf 01 34 0a 6f 04 89 59 04 e6 06 ee 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50
KOREAN_GOLD,35,36,0x24,ITEM_ID,금구슬,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x464A,0x1B864A,1,순금성분<NEXT>비싸게 팔린다,1,06 28 01 ad 05 ea 05 30 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9,06 28 01 ad 05 ea 05 30 59 05 61 06 6e 01 34 7f 09 f8 04 40 02 d9 50
KOREAN_GOLD,36,37,0x25,ITEM_ID,삐삐인형,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4661,0x1B8661,1,우연히 만난 야생 포켓몬에게서<NEXT>반드시 도망칠 수 있다,1,07 4c 07 0c 0a f7 7f 04 48 02 3d 7f 06 df 05 cd 7f 0a 27 09 2f 04 93 07 01 01 34 05 dd 59 04 dd 03 45 06 63 7f 03 15 04 61 09 05 7f 06 26 7f 07 a6 02 d9,07 4c 07 0c 0a f7 7f 04 48 02 3d 7f 06 df 05 cd 7f 0a 27 09 2f 04 93 07 01 01 34 05 dd 59 04 dd 03 45 06 63 7f 03 15 04 61 09 05 7f 06 26 7f 07 a6 02 d9 50
KOREAN_GOLD,37,38,0x26,ITEM_ID,만병통치제,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4695,0x1B8695,1,모든 상태 이상을<NEXT>회복시켜준다,1,04 90 03 47 7f 05 c3 09 92 7f 07 9c 05 c3 07 8b 59 0a b8 05 19 06 63 09 31 08 08 02 d9,04 90 03 47 7f 05 c3 09 92 7f 07 9c 05 c3 07 8b 59 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,38,39,0x27,ITEM_ID,기력의 조각,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x46B3,0x1B86B3,1,체력을 절반인 상태로<NEXT>기절상태에서 회복시켜준다,1,08 bc 03 f2 07 8b 7f 07 cd 04 dd 07 9e 7f 05 c3 09 92 03 fe 59 01 b2 07 cd 05 c3 09 92 07 01 05 dd 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,08 bc 03 f2 07 8b 7f 07 cd 04 dd 07 9e 7f 05 c3 09 92 03 fe 59 01 b2 07 cd 05 c3 09 92 07 01 05 dd 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,39,40,0x28,ITEM_ID,기력의 덩어리,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x46E2,0x1B86E2,1,체력을 전체 상태로<NEXT>기절상태에서 회복시켜준다,1,08 bc 03 f2 07 8b 7f 07 cc 08 bc 7f 05 c3 09 92 03 fe 59 01 b2 07 cd 05 c3 09 92 07 01 05 dd 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,08 bc 03 f2 07 8b 7f 07 cc 08 bc 7f 05 c3 09 92 03 fe 59 01 b2 07 cd 05 c3 09 92 07 01 05 dd 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,40,41,0x29,ITEM_ID,이펙트 가드,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x470F,0x1B870F,1,사용한 전투중에서만<NEXT>능력을 떨어뜨리지 않게된다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 02 c9 03 f2 07 8b 7f 03 83 06 ee 03 af 04 3e 08 26 7f 06 ca 01 34 03 28 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 02 c9 03 f2 07 8b 7f 03 83 06 ee 03 af 04 3e 08 26 7f 06 ca 01 34 03 28 02 d9 50
KOREAN_GOLD,41,42,0x2A,ITEM_ID,실버 스프레이,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x473E,0x1B873E,1,200보 이내에서 약한 포켓몬과<NEXT>만나지 않게된다,1,f8 f6 f6 05 18 7f 07 9c 02 4b 07 01 05 dd 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 01 6a 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9,f8 f6 f6 05 18 7f 07 9c 02 4b 07 01 05 dd 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 01 6a 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9 50
KOREAN_GOLD,42,43,0x2B,ITEM_ID,골드 스프레이,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x476B,0x1B876B,1,250보 이내에서 약한 포켓몬과<NEXT>만나지 않게된다,1,f8 fb f6 05 18 7f 07 9c 02 4b 07 01 05 dd 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 01 6a 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9,f8 fb f6 05 18 7f 07 9c 02 4b 07 01 05 dd 7f 06 e0 0a 71 7f 0a 27 09 2f 04 93 01 6a 59 04 48 02 3a 08 26 7f 06 ca 01 34 03 28 02 d9 50
KOREAN_GOLD,43,44,0x2C,ITEM_ID,크리티컬 커터,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4798,0x1B8798,1,사용한 전투중에서만<NEXT>급소에 명중시키기 쉽게된다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 ae 06 02 07 01 7f 04 8d 08 0f 06 63 09 80 01 b2 7f 06 41 01 34 03 28 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 ae 06 02 07 01 7f 04 8d 08 0f 06 63 09 80 01 b2 7f 06 41 01 34 03 28 02 d9 50
KOREAN_GOLD,44,45,0x2D,ITEM_ID,?,True,ITEM_DESCRIPTION_BANK_6E,0x6E,0x47C7,0x1B87C7,1,?,0,0b 67,0b 67 50
KOREAN_GOLD,45,46,0x2E,ITEM_ID,맛있는 물,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x47CA,0x1B87CA,1,은빛 산에서 손에 넣었다<NEXT>체력을 50 회복시켜준다,1,07 8a 05 6b 7f 05 ba 07 01 05 dd 7f 06 05 07 01 7f 02 76 06 fa 02 d9 59 08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,07 8a 05 6b 7f 05 ba 07 01 05 dd 7f 06 05 07 01 7f 02 76 06 fa 02 d9 59 08 bc 03 f2 07 8b 7f fb f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,46,47,0x2F,ITEM_ID,미네랄 사이다,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x47F9,0x1B87F9,1,시원하고 상쾌한 맛이다<NEXT>체력을 60 회복시켜준다,1,06 63 07 68 0a 6f 01 4d 7f 05 c3 09 48 0a 71 7f 04 60 07 9c 02 d9 59 08 bc 03 f2 07 8b 7f fc f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,06 63 07 68 0a 6f 01 4d 7f 05 c3 09 48 0a 71 7f 04 60 07 9c 02 d9 59 08 bc 03 f2 07 8b 7f fc f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,47,48,0x30,ITEM_ID,후르츠 밀크,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4827,0x1B8827,1,매우 달콤하다<NEXT>체력을 80 회복시켜준다,1,04 65 07 4c 7f 02 de 09 3e 0a 6f 02 d9 59 08 bc 03 f2 07 8b 7f fe f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9,04 65 07 4c 7f 02 de 09 3e 0a 6f 02 d9 59 08 bc 03 f2 07 8b 7f fe f6 7f 0a b8 05 19 06 63 09 31 08 08 02 d9 50
KOREAN_GOLD,48,49,0x31,ITEM_ID,플러스파워,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x484C,0x1B884C,1,사용한 전투중에서만<NEXT>공격력이 올라간다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 68 01 3d 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 01 68 01 3d 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50
KOREAN_GOLD,49,50,0x32,ITEM_ID,?,True,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4872,0x1B8872,1,?,0,0b 67,0b 67 50
KOREAN_GOLD,50,51,0x33,ITEM_ID,디펜드 업,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x4875,0x1B8875,1,사용한 전투중에서만<NEXT>방어력이 올라간다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 04 e6 06 ee 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 04 e6 06 ee 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50
KOREAN_GOLD,51,52,0x34,ITEM_ID,스피드 업,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x489B,0x1B889B,1,사용한 전투중에서만<NEXT>스피드가 올라간다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 06 4a 0a 67 03 45 01 01 7f 07 23 03 c3 01 03 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 06 4a 0a 67 03 45 01 01 7f 07 23 03 c3 01 03 02 d9 50
KOREAN_GOLD,52,53,0x35,ITEM_ID,스페셜 업,False,ITEM_DESCRIPTION_BANK_6E,0x6E,0x48C1,0x1B88C1,1,사용한 전투중에서만<NEXT>특수공격력이 올라간다,1,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 09 df 06 26 01 68 01 3d 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9,05 b7 07 4b 0a 71 7f 07 cc 09 c5 08 0f 07 01 05 dd 04 48 59 09 df 06 26 01 68 01 3d 03 f2 07 9c 7f 07 23 03 c3 01 03 02 d9 50
