code_hex,width_bytes,text,kind
0x01F1,2,꼰,HANGUL
0x01F2,2,꼲,HANGUL
0x01F3,2,꼴,HANGUL
0x01F4,2,꼼,HANGUL
0x01F5,2,꼽,HANGUL
0x01F6,2,꼿,HANGUL
0x01F7,2,꽁,HANGUL
0x01F8,2,꽂,HANGUL
0x01F9,2,꽃,HANGUL
0x01FA,2,꽈,HANGUL
0x01FB,2,꽉,HANGUL
0x01FC,2,꽐,HANGUL
0x01FD,2,꽜,HANGUL
0x01FE,2,꽝,HANGUL
0x01FF,2,꽤,HANGUL
0x0200,2,꽥,HANGUL
0x0201,2,꽹,HANGUL
0x0202,2,꾀,HANGUL
0x0203,2,꾄,HANGUL
0x0204,2,꾈,HANGUL
0x0205,2,꾐,HANGUL
0x0206,2,꾑,HANGUL
0x0207,2,꾕,HANGUL
0x0208,2,꾜,HANGUL
0x0209,2,꾸,HANGUL
0x020A,2,꾹,HANGUL
0x020B,2,꾼,HANGUL
0x020C,2,꿀,HANGUL
0x020D,2,꿇,HANGUL
0x020E,2,꿈,HANGUL
0x020F,2,꿉,HANGUL
0x0210,2,꿋,HANGUL
0x0211,2,꿍,HANGUL
0x0212,2,꿎,HANGUL
0x0213,2,꿔,HANGUL
0x0214,2,꿜,HANGUL
0x0215,2,꿨,HANGUL
0x0216,2,꿩,HANGUL
0x0217,2,꿰,HANGUL
0x0218,2,꿱,HANGUL
0x0219,2,꿴,HANGUL
0x021A,2,꿸,HANGUL
0x021B,2,뀀,HANGUL
0x021C,2,뀁,HANGUL
0x021D,2,뀄,HANGUL
0x021E,2,뀌,HANGUL
0x021F,2,뀐,HANGUL
0x0220,2,뀔,HANGUL
0x0221,2,뀜,HANGUL
0x0222,2,뀝,HANGUL
0x0223,2,뀨,HANGUL
0x0224,2,끄,HANGUL
0x0225,2,끅,HANGUL
0x0226,2,끈,HANGUL
0x0227,2,끊,HANGUL
0x0228,2,끌,HANGUL
0x0229,2,끎,HANGUL
0x022A,2,끓,HANGUL
0x022B,2,끔,HANGUL
0x022C,2,끕,HANGUL
0x022D,2,끗,HANGUL
0x022E,2,끙,HANGUL
0x0231,2,끝,HANGUL
0x0232,2,끼,HANGUL
0x0233,2,끽,HANGUL
0x0234,2,낀,HANGUL
0x0235,2,낄,HANGUL
0x0236,2,낌,HANGUL
0x0237,2,낍,HANGUL
0x0238,2,낏,HANGUL
0x0239,2,낑,HANGUL
0x023A,2,나,HANGUL
0x023B,2,낙,HANGUL
0x023C,2,낚,HANGUL
0x023D,2,난,HANGUL
0x023E,2,낟,HANGUL
0x023F,2,날,HANGUL
0x0240,2,낡,HANGUL
0x0241,2,낢,HANGUL
0x0242,2,남,HANGUL
0x0243,2,납,HANGUL
0x0244,2,낫,HANGUL
0x0245,2,났,HANGUL
0x0246,2,낭,HANGUL
0x0247,2,낮,HANGUL
0x0248,2,낯,HANGUL
0x0249,2,낱,HANGUL
0x024A,2,낳,HANGUL
0x024B,2,내,HANGUL
0x024C,2,낵,HANGUL
0x024D,2,낸,HANGUL
0x024E,2,낼,HANGUL
0x024F,2,냄,HANGUL
0x0260,2,냅,HANGUL
0x0261,2,냇,HANGUL
0x0262,2,냈,HANGUL
0x0263,2,냉,HANGUL
0x0264,2,냐,HANGUL
0x0265,2,냑,HANGUL
0x0266,2,냔,HANGUL
0x0267,2,냘,HANGUL
0x0268,2,냠,HANGUL
0x0269,2,냥,HANGUL
0x026A,2,너,HANGUL
0x026B,2,넉,HANGUL
0x026C,2,넋,HANGUL
0x026D,2,넌,HANGUL
0x026E,2,널,HANGUL
0x026F,2,넒,HANGUL
0x0270,2,넓,HANGUL
0x0271,2,넘,HANGUL
0x0272,2,넙,HANGUL
0x0273,2,넛,HANGUL
0x0274,2,넜,HANGUL
0x0275,2,넝,HANGUL
0x0276,2,넣,HANGUL
0x0277,2,네,HANGUL
0x0278,2,넥,HANGUL
0x0279,2,넨,HANGUL
0x027A,2,넬,HANGUL
0x027B,2,넴,HANGUL
0x027C,2,넵,HANGUL
0x027D,2,넷,HANGUL
0x027E,2,넸,HANGUL
0x027F,2,넹,HANGUL
0x0280,2,녀,HANGUL
0x0281,2,녁,HANGUL
0x0282,2,년,HANGUL
0x0283,2,녈,HANGUL
0x0284,2,념,HANGUL
0x0285,2,녑,HANGUL
0x0286,2,녔,HANGUL
0x0287,2,녕,HANGUL
0x0288,2,녘,HANGUL
0x0289,2,녜,HANGUL
0x028A,2,녠,HANGUL
0x028B,2,노,HANGUL
0x028C,2,녹,HANGUL
0x028D,2,논,HANGUL
0x028E,2,놀,HANGUL
0x028F,2,놂,HANGUL
0x0290,2,놈,HANGUL
0x0291,2,놉,HANGUL
0x0292,2,놋,HANGUL
0x0293,2,농,HANGUL
0x0294,2,높,HANGUL
0x0295,2,놓,HANGUL
0x0296,2,놔,HANGUL
0x0297,2,놘,HANGUL
0x0298,2,놜,HANGUL
0x0299,2,놨,HANGUL
0x029A,2,뇌,HANGUL
0x029B,2,뇐,HANGUL
0x029C,2,뇔,HANGUL
0x029D,2,뇜,HANGUL
0x029E,2,뇝,HANGUL
0x02A1,2,뇟,HANGUL
0x02A2,2,뇨,HANGUL
0x02A3,2,뇩,HANGUL
0x02A4,2,뇬,HANGUL
0x02A5,2,뇰,HANGUL
0x02A6,2,뇹,HANGUL
0x02A7,2,뇻,HANGUL
0x02A8,2,뇽,HANGUL
0x02A9,2,누,HANGUL
0x02AA,2,눅,HANGUL
0x02AB,2,눈,HANGUL
0x02AC,2,눋,HANGUL
0x02AD,2,눌,HANGUL
0x02AE,2,눔,HANGUL
0x02AF,2,눕,HANGUL
0x02B0,2,눗,HANGUL
0x02B1,2,눙,HANGUL
0x02B2,2,눠,HANGUL
0x02B3,2,눴,HANGUL
0x02B4,2,눼,HANGUL
0x02B5,2,뉘,HANGUL
0x02B6,2,뉜,HANGUL
0x02B7,2,뉠,HANGUL
0x02B8,2,뉨,HANGUL
0x02B9,2,뉩,HANGUL
0x02BA,2,뉴,HANGUL
0x02BB,2,뉵,HANGUL
0x02BC,2,뉼,HANGUL
0x02BD,2,늄,HANGUL
0x02BE,2,늅,HANGUL
0x02BF,2,늉,HANGUL
0x02C0,2,느,HANGUL
0x02C1,2,늑,HANGUL
0x02C2,2,는,HANGUL
0x02C3,2,늘,HANGUL
0x02C4,2,늙,HANGUL
0x02C5,2,늚,HANGUL
0x02C6,2,늠,HANGUL
0x02C7,2,늡,HANGUL
0x02C8,2,늣,HANGUL
0x02C9,2,능,HANGUL
0x02CA,2,늦,HANGUL
0x02CB,2,늪,HANGUL
0x02CC,2,늬,HANGUL
0x02CD,2,늰,HANGUL
0x02CE,2,늴,HANGUL
0x02CF,2,니,HANGUL
0x02D0,2,닉,HANGUL
0x02D1,2,닌,HANGUL
0x02D2,2,닐,HANGUL
0x02D3,2,닒,HANGUL
0x02D4,2,님,HANGUL
0x02D5,2,닙,HANGUL
0x02D6,2,닛,HANGUL
0x02D7,2,닝,HANGUL
0x02D8,2,닢,HANGUL
0x02D9,2,다,HANGUL
0x02DA,2,닥,HANGUL
0x02DB,2,닦,HANGUL
0x02DC,2,단,HANGUL
0x02DD,2,닫,HANGUL
0x02DE,2,달,HANGUL
0x02DF,2,닭,HANGUL
0x02E0,2,닮,HANGUL
0x02E1,2,닯,HANGUL
0x02E2,2,닳,HANGUL
0x02E3,2,담,HANGUL
0x02E4,2,답,HANGUL
0x02E5,2,닷,HANGUL
0x02E6,2,닸,HANGUL
0x02E7,2,당,HANGUL
0x02E8,2,닺,HANGUL
0x02E9,2,닻,HANGUL
0x02EA,2,닿,HANGUL
0x02EB,2,대,HANGUL
0x02EC,2,댁,HANGUL
0x02ED,2,댄,HANGUL
0x02EE,2,댈,HANGUL
0x02EF,2,댐,HANGUL
0x02F0,2,댑,HANGUL
0x02F1,2,댓,HANGUL
0x02F2,2,댔,HANGUL
0x02F3,2,댕,HANGUL
0x02F5,2,더,HANGUL
0x02F6,2,덕,HANGUL
0x02F7,2,덖,HANGUL
0x02F8,2,던,HANGUL
0x02F9,2,덛,HANGUL
0x02FA,2,덜,HANGUL
0x02FB,2,덞,HANGUL
0x02FC,2,덟,HANGUL
0x02FD,2,덤,HANGUL
0x02FE,2,덥,HANGUL
0x0301,2,덧,HANGUL
0x0302,2,덩,HANGUL
0x0303,2,덫,HANGUL
0x0304,2,덮,HANGUL
0x0305,2,데,HANGUL
0x0306,2,덱,HANGUL
0x0307,2,덴,HANGUL
0x0308,2,델,HANGUL
0x0309,2,뎀,HANGUL
0x030A,2,뎁,HANGUL
0x030B,2,뎃,HANGUL
0x030C,2,뎄,HANGUL
0x030D,2,뎅,HANGUL
0x030E,2,뎌,HANGUL
0x030F,2,뎐,HANGUL
0x0310,2,뎔,HANGUL
0x0311,2,뎠,HANGUL
0x0312,2,뎡,HANGUL
0x0313,2,뎨,HANGUL
0x0314,2,뎬,HANGUL
0x0315,2,도,HANGUL
0x0316,2,독,HANGUL
0x0317,2,돈,HANGUL
0x0318,2,돋,HANGUL
0x0319,2,돌,HANGUL
0x031A,2,돎,HANGUL
0x031C,2,돔,HANGUL
0x031D,2,돕,HANGUL
0x031E,2,돗,HANGUL
0x031F,2,동,HANGUL
0x0320,2,돛,HANGUL
0x0321,2,돝,HANGUL
0x0322,2,돠,HANGUL
0x0323,2,돤,HANGUL
0x0324,2,돨,HANGUL
0x0325,2,돼,HANGUL
0x0326,2,됐,HANGUL
0x0327,2,되,HANGUL
0x0328,2,된,HANGUL
0x0329,2,될,HANGUL
0x032A,2,됨,HANGUL
0x032B,2,됩,HANGUL
0x032C,2,됫,HANGUL
0x032D,2,됴,HANGUL
0x032E,2,두,HANGUL
0x032F,2,둑,HANGUL
0x0330,2,둔,HANGUL
0x0331,2,둘,HANGUL
0x0332,2,둠,HANGUL
0x0333,2,둡,HANGUL
0x0334,2,둣,HANGUL
0x0335,2,둥,HANGUL
0x0336,2,둬,HANGUL
0x0337,2,뒀,HANGUL
0x0338,2,뒈,HANGUL
0x0339,2,뒝,HANGUL
0x033A,2,뒤,HANGUL
0x033B,2,뒨,HANGUL
0x033C,2,뒬,HANGUL
0x033D,2,뒵,HANGUL
0x033E,2,뒷,HANGUL
0x033F,2,뒹,HANGUL
0x0340,2,듀,HANGUL
0x0341,2,듄,HANGUL
0x0342,2,듈,HANGUL
0x0343,2,듐,HANGUL
0x0344,2,듕,HANGUL
0x0345,2,드,HANGUL
0x0346,2,득,HANGUL
0x0347,2,든,HANGUL
0x0348,2,듣,HANGUL
0x0349,2,들,HANGUL
0x034A,2,듦,HANGUL
0x034B,2,듬,HANGUL
0x034C,2,듭,HANGUL
0x034D,2,듯,HANGUL
0x034E,2,등,HANGUL
0x034F,2,듸,HANGUL
0x0360,2,디,HANGUL
0x0361,2,딕,HANGUL
0x0362,2,딘,HANGUL
0x0363,2,딛,HANGUL
0x0364,2,딜,HANGUL
0x0365,2,딤,HANGUL
0x0366,2,딥,HANGUL
0x0367,2,딧,HANGUL
0x0368,2,딨,HANGUL
0x0369,2,딩,HANGUL
0x036A,2,딪,HANGUL
0x036B,2,따,HANGUL
0x036C,2,딱,HANGUL
0x036D,2,딴,HANGUL
0x036E,2,딸,HANGUL
0x0371,2,땀,HANGUL
0x0372,2,땁,HANGUL
0x0373,2,땃,HANGUL
0x0374,2,땄,HANGUL
0x0375,2,땅,HANGUL
0x0376,2,땋,HANGUL
0x0377,2,때,HANGUL
0x0378,2,땍,HANGUL
0x0379,2,땐,HANGUL
0x037A,2,땔,HANGUL
0x037B,2,땜,HANGUL
0x037C,2,땝,HANGUL
0x037D,2,땟,HANGUL
0x037E,2,땠,HANGUL
0x037F,2,땡,HANGUL
0x0380,2,떠,HANGUL
0x0381,2,떡,HANGUL
0x0382,2,떤,HANGUL
0x0383,2,떨,HANGUL
0x0384,2,떪,HANGUL
0x0385,2,떫,HANGUL
0x0386,2,떰,HANGUL
0x0387,2,떱,HANGUL
0x0388,2,떳,HANGUL
0x0389,2,떴,HANGUL
0x038A,2,떵,HANGUL
0x038B,2,떻,HANGUL
0x038C,2,떼,HANGUL
0x038D,2,떽,HANGUL
0x038E,2,뗀,HANGUL
0x038F,2,뗄,HANGUL
0x0390,2,뗌,HANGUL
0x0391,2,뗍,HANGUL
0x0392,2,뗏,HANGUL
0x0393,2,뗐,HANGUL
0x0394,2,뗑,HANGUL
0x0395,2,뗘,HANGUL
0x0396,2,뗬,HANGUL
0x0397,2,또,HANGUL
0x0398,2,똑,HANGUL
0x0399,2,똔,HANGUL
0x039A,2,똘,HANGUL
0x039B,2,똥,HANGUL
0x039C,2,똬,HANGUL
0x039D,2,똴,HANGUL
0x039E,2,뙈,HANGUL
0x039F,2,뙤,HANGUL
0x03A0,2,뙨,HANGUL
0x03A1,2,뚜,HANGUL
0x03A2,2,뚝,HANGUL
0x03A3,2,뚠,HANGUL
0x03A4,2,뚤,HANGUL
0x03A5,2,뚫,HANGUL
0x03A6,2,뚬,HANGUL
0x03A7,2,뚱,HANGUL
0x03A8,2,뛔,HANGUL
0x03A9,2,뛰,HANGUL
0x03AA,2,뛴,HANGUL
0x03AB,2,뛸,HANGUL
0x03AC,2,뜀,HANGUL
0x03AD,2,뜁,HANGUL
0x03AE,2,뜅,HANGUL
0x03AF,2,뜨,HANGUL
0x03B0,2,뜩,HANGUL
0x03B1,2,뜬,HANGUL
0x03B2,2,뜯,HANGUL
0x03B3,2,뜰,HANGUL
0x03B4,2,뜸,HANGUL
0x03B5,2,뜹,HANGUL
0x03B6,2,뜻,HANGUL
0x03B7,2,띄,HANGUL
0x03B8,2,띈,HANGUL
0x03B9,2,띌,HANGUL
0x03BA,2,띔,HANGUL
0x03BB,2,띕,HANGUL
0x03BC,2,띠,HANGUL
0x03BD,2,띤,HANGUL
0x03BE,2,띨,HANGUL
0x03BF,2,띰,HANGUL
0x03C0,2,띱,HANGUL
0x03C1,2,띳,HANGUL
0x03C2,2,띵,HANGUL
0x03C3,2,라,HANGUL
0x03C4,2,락,HANGUL
0x03C5,2,란,HANGUL
0x03C6,2,랄,HANGUL
0x03C7,2,람,HANGUL
0x03C8,2,랍,HANGUL
0x03C9,2,랏,HANGUL
0x03CA,2,랐,HANGUL
0x03CB,2,랑,HANGUL
0x03CC,2,랒,HANGUL
0x03CD,2,랖,HANGUL
0x03CE,2,랗,HANGUL
0x03D0,2,뢔,HANGUL
0x03D1,2,래,HANGUL
0x03D2,2,랙,HANGUL
0x03D3,2,랜,HANGUL
0x03D4,2,랠,HANGUL
0x03D5,2,램,HANGUL
0x03D6,2,랩,HANGUL
0x03D7,2,랫,HANGUL
0x03D8,2,랬,HANGUL
0x03D9,2,랭,HANGUL
0x03DA,2,랴,HANGUL
0x03DB,2,략,HANGUL
0x03DC,2,랸,HANGUL
0x03DD,2,럇,HANGUL
0x03DE,2,량,HANGUL
0x03DF,2,러,HANGUL
0x03E0,2,럭,HANGUL
0x03E1,2,런,HANGUL
0x03E2,2,럴,HANGUL
0x03E3,2,럼,HANGUL
0x03E4,2,럽,HANGUL
0x03E5,2,럿,HANGUL
0x03E6,2,렀,HANGUL
0x03E7,2,렁,HANGUL
0x03E8,2,렇,HANGUL
0x03E9,2,레,HANGUL
0x03EA,2,렉,HANGUL
0x03EB,2,렌,HANGUL
0x03EC,2,렐,HANGUL
0x03ED,2,렘,HANGUL
0x03EE,2,렙,HANGUL
0x03EF,2,렛,HANGUL
0x03F0,2,렝,HANGUL
0x03F1,2,려,HANGUL
0x03F2,2,력,HANGUL
0x03F3,2,련,HANGUL
0x03F4,2,렬,HANGUL
0x03F5,2,렴,HANGUL
0x03F6,2,렵,HANGUL
0x03F7,2,렷,HANGUL
0x03F8,2,렸,HANGUL
0x03F9,2,령,HANGUL
0x03FA,2,례,HANGUL
0x03FB,2,롄,HANGUL
0x03FC,2,롑,HANGUL
0x03FD,2,롓,HANGUL
0x03FE,2,로,HANGUL
0x03FF,2,록,HANGUL
0x0400,2,론,HANGUL
0x0401,2,롤,HANGUL
0x0402,2,롬,HANGUL
0x0403,2,롭,HANGUL
0x0404,2,롯,HANGUL
0x0405,2,롱,HANGUL
0x0406,2,롸,HANGUL
0x0407,2,롼,HANGUL
0x0408,2,뢍,HANGUL
0x0409,2,뢨,HANGUL
0x040A,2,뢰,HANGUL
0x040B,2,뢴,HANGUL
0x040C,2,뢸,HANGUL
0x040D,2,룀,HANGUL
0x040E,2,룁,HANGUL
0x040F,2,룃,HANGUL
0x0410,2,룅,HANGUL
0x0411,2,료,HANGUL
0x0412,2,룐,HANGUL
0x0413,2,룔,HANGUL
0x0414,2,룝,HANGUL
0x0415,2,룟,HANGUL
0x0416,2,룡,HANGUL
0x0417,2,루,HANGUL
0x0418,2,룩,HANGUL
0x0419,2,룬,HANGUL
0x041A,2,룰,HANGUL
0x041B,2,룸,HANGUL
0x041C,2,룹,HANGUL
0x041D,2,룻,HANGUL
0x041E,2,룽,HANGUL
0x041F,2,뤄,HANGUL
0x0420,2,뤘,HANGUL
0x0421,2,뤠,HANGUL
0x0422,2,뤼,HANGUL
0x0423,2,뤽,HANGUL
0x0424,2,륀,HANGUL
0x0425,2,륄,HANGUL
0x0426,2,륌,HANGUL
0x0427,2,륏,HANGUL
0x0428,2,륑,HANGUL
0x0429,2,류,HANGUL
0x042A,2,륙,HANGUL
0x042B,2,륜,HANGUL
0x042C,2,률,HANGUL
0x042D,2,륨,HANGUL
0x042E,2,륩,HANGUL
0x0431,2,륫,HANGUL
0x0432,2,륭,HANGUL
0x0433,2,르,HANGUL
0x0434,2,륵,HANGUL
0x0435,2,른,HANGUL
0x0436,2,를,HANGUL
0x0437,2,름,HANGUL
0x0438,2,릅,HANGUL
0x0439,2,릇,HANGUL
0x043A,2,릉,HANGUL
0x043B,2,릊,HANGUL
0x043C,2,릍,HANGUL
0x043D,2,릎,HANGUL
0x043E,2,리,HANGUL
0x043F,2,릭,HANGUL
0x0440,2,린,HANGUL
0x0441,2,릴,HANGUL
0x0442,2,림,HANGUL
0x0443,2,립,HANGUL
0x0444,2,릿,HANGUL
0x0445,2,링,HANGUL
0x0446,2,마,HANGUL
0x0447,2,막,HANGUL
0x0448,2,만,HANGUL
0x0449,2,많,HANGUL
0x044A,2,맏,HANGUL
0x044B,2,말,HANGUL
0x044C,2,맑,HANGUL
0x044D,2,맒,HANGUL
0x044E,2,맘,HANGUL
0x044F,2,맙,HANGUL
0x0460,2,맛,HANGUL
0x0461,2,망,HANGUL
0x0462,2,맞,HANGUL
0x0463,2,맡,HANGUL
0x0464,2,맣,HANGUL
0x0465,2,매,HANGUL
0x0466,2,맥,HANGUL
0x0467,2,맨,HANGUL
0x0468,2,맬,HANGUL
0x0469,2,맴,HANGUL
0x046A,2,맵,HANGUL
0x046B,2,맷,HANGUL
0x046C,2,맸,HANGUL
0x046D,2,맹,HANGUL
0x046E,2,맺,HANGUL
0x046F,2,먀,HANGUL
0x0470,2,먁,HANGUL
0x0471,2,먈,HANGUL
0x0472,2,먕,HANGUL
0x0473,2,머,HANGUL
0x0474,2,먹,HANGUL
0x0475,2,먼,HANGUL
0x0476,2,멀,HANGUL
0x0477,2,멂,HANGUL
0x0478,2,멈,HANGUL
0x0479,2,멉,HANGUL
0x047A,2,멋,HANGUL
0x047B,2,멍,HANGUL
0x047C,2,멎,HANGUL
0x047D,2,멓,HANGUL
0x047E,2,메,HANGUL
0x047F,2,멕,HANGUL
0x0480,2,멘,HANGUL
0x0481,2,멜,HANGUL
0x0482,2,멤,HANGUL
0x0483,2,멥,HANGUL
0x0484,2,멧,HANGUL
0x0485,2,멨,HANGUL
0x0486,2,멩,HANGUL
0x0487,2,며,HANGUL
0x0488,2,멱,HANGUL
0x0489,2,면,HANGUL
0x048A,2,멸,HANGUL
0x048B,2,몃,HANGUL
0x048C,2,몄,HANGUL
0x048D,2,명,HANGUL
0x048E,2,몇,HANGUL
0x048F,2,몌,HANGUL
0x0490,2,모,HANGUL
0x0491,2,목,HANGUL
0x0492,2,몫,HANGUL
0x0493,2,몬,HANGUL
0x0494,2,몰,HANGUL
0x0495,2,몲,HANGUL
0x0496,2,몸,HANGUL
0x0497,2,몹,HANGUL
0x0498,2,못,HANGUL
0x0499,2,몽,HANGUL
0x049A,2,뫄,HANGUL
0x049B,2,뫈,HANGUL
0x049C,2,뫘,HANGUL
0x049D,2,뫙,HANGUL
0x049E,2,뫼,HANGUL
0x04A1,2,묀,HANGUL
0x04A2,2,묄,HANGUL
0x04A3,2,묍,HANGUL
0x04A4,2,묏,HANGUL
0x04A5,2,묑,HANGUL
0x04A6,2,묘,HANGUL
0x04A7,2,묜,HANGUL
0x04A8,2,묠,HANGUL
