bank,offset_hex,size_bytes,sha1,crc32
44,0x0B0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
45,0x0B4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
46,0x0B8000,16384,c91e857da9f7d2c50d478cd276f085bbbfaf3ff3,EE051B70
47,0x0BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,3c13368212ddd142143a2794d729673b7f61adcb,DD2D5099
50,0x0C8000,16384,b416b360c570da11a07e3dbc3e6a1b166cae113d,63E189A8
51,0x0CC000,16384,39615fc9ec66a7cea8b31488022ada9ee98c85f9,FC1F9E51
52,0x0D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
53,0x0D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
54,0x0D8000,16384,730b3ec9e81c9b0c75f017cfe421c842a3a8a4de,FA26F01D
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,62f68e1552ad64b5d043abd650ec45d408c547fb,932931E4
57,0x0E4000,16384,62a293a68eafb4044ec8f387b34f1e0de839c127,AB9B9263
58,0x0E8000,16384,edde7e931d62985a367a7c55ad2f7ea52869e704,7AE577EA
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,b9c369f84cd458fc3332be3d58576f271a44d0b2,304581D1
63,0x0FC000,16384,53f8db3df75879501488db89c67c41ac6dcc81e5,0DFD5175
64,0x100000,16384,c1bf6ca154d208442605f81898d144324bb1b986,9E1E4A3B
65,0x104000,16384,302feeb3d65ab964ac55c76dd73f6fa69382e868,F7AB25A5
66,0x108000,16384,4d943c75da77ffbdedd341b5ee05e4d12066c915,993212B7
67,0x10C000,16384,10703c62fa6894a504dd7741874d4984e9b0dea3,02575607
68,0x110000,16384,3ecbbf2dba70e7648e2e808cc0619f0bcb77ef3e,F0AE1308
69,0x114000,16384,a76c318f9f8fbbe24779b86aef187e5b9b6a85f2,170B3F48
70,0x118000,16384,21bee0d31298c11ea8ee783658e237d2136cd2fd,4690AC2B
71,0x11C000,16384,b825065991559ec2c3d8f0da07503fc83d877088,060D9CFB
72,0x120000,16384,76df047bad0e75e4b66716a2300484bb539c0826,F0826202
73,0x124000,16384,9da64a203b87db273c7cac7b795448bebafd89e1,E8668915
74,0x128000,16384,dcc0e24c3ec1cde24fc2db036f6893b788c4be64,A783E495
75,0x12C000,16384,463419a89ec8e1e9e5b655bc8d197034ca3007eb,90EBF4C4
76,0x130000,16384,35b066b0b05c71bbe210804296241f4b26254069,F341A516
77,0x134000,16384,b0775bc7705252e6dfebdfe7a0ac6b96e01bda96,23855504
78,0x138000,16384,40a5742bd6823a2d93807c0f100eb0f72556dcbf,0537D6F9
79,0x13C000,16384,c622e82fa3aa4224dea6968c14d4e54e5937ce00,A78083B0
80,0x140000,16384,91586638493e478d968761ccf30f2e32ec04a781,A3D21023
81,0x144000,16384,b2f8996f00e3113229a4fc862eef88765848e13f,A873C0AD
82,0x148000,16384,9465a9bb3f5f4542e20ddc5b531def8a290fc194,69E21BA1
83,0x14C000,16384,36277a734352b7af0d20ae4a03f1dde240fdce1d,BDD5F571
84,0x150000,16384,50f15f25e3dfda856f2bf2e290d26117b351e56e,F5E5B1D4
85,0x154000,16384,f88748e3118990fc0b8986905efc16da6a6d1d55,01AD9F6C
86,0x158000,16384,86ecfcb6a1d35a14d9f9937854420929ef114401,E1CE5114
87,0x15C000,16384,7b45286815e84b1af855b75b51fbac714e7ab804,1EC75743
88,0x160000,16384,79f4efc3c790ad0c50431e0eb9eb0b5351cbbc90,4D584A40
89,0x164000,16384,6529ebad3fa83e882cf98842ea26bd2d56149af2,50750D70
90,0x168000,16384,ae673bc059b5c0f974d17f59f1f01b584ff73c59,56AC63C4
91,0x16C000,16384,a63ece2385f55086186dbdf2594a36a15f1229f4,67CE9AD2
92,0x170000,16384,42d02e42806a20d59a80c2f5d15e3e136795e5f5,3870E418
93,0x174000,16384,6310df066e12de29046bc2741aa7d8bc0f003e74,B08DC735
94,0x178000,16384,1e654d9c3b9afd51aca4d68e62ae31b6219259d4,D73FF2A0
95,0x17C000,16384,0eb6cc24390e245d05a2154f880907b120151540,65C1E878
96,0x180000,16384,f4899e1f553caf4361c499f0536bed413612cbcd,99C0D9FD
97,0x184000,16384,b7d1ee4735488d95a236acf92e94c9bc3a643e8a,E787AF4E
98,0x188000,16384,67365889a884df1159ca6a07283814bc7dc96155,AD0E0150
99,0x18C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
100,0x190000,16384,5258e14e31d9c22fc1ae812d270806eb275e5e3e,3CC890C3
101,0x194000,16384,b96cb7fbcb1c4151ad823c9fdf85d2b754ecf2a3,8B166EA6
102,0x198000,16384,5e346848c09076fa8df79c5d020a19b4aa358155,55A5D9B0
103,0x19C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
104,0x1A0000,16384,592bbd822541da085355310a14aac55b16eb124b,45B8F7FA
105,0x1A4000,16384,52f3b61c1b7bf072a25b661fc7debeb9245b4536,7E93BC9B
106,0x1A8000,16384,4900be08a57b6c2b022e440f7c2795282ee208f9,DA4B4100
107,0x1AC000,16384,1a1c1f59d9500fadac4320a4cfde818c1e644259,D2988700
108,0x1B0000,16384,6777423285687b470a2ec64064669c4256d0a1e8,C07C1CDC
109,0x1B4000,16384,1d79374e57622ac269800d008d8800a09267558c,5CAC2843
110,0x1B8000,16384,90c82d4512f3c537c9d6a58ababe49ac18274a50,E27BF252
111,0x1BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
112,0x1C0000,16384,a38e634d964a3cbeabbe25c3607e0bf1c11c27b9,364BC002
113,0x1C4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
114,0x1C8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
115,0x1CC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
116,0x1D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
117,0x1D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
118,0x1D8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
119,0x1DC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
120,0x1E0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
121,0x1E4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
122,0x1E8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
123,0x1EC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
124,0x1F0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
125,0x1F4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
126,0x1F8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
127,0x1FC000,16384,e413edd6c2535a3bf53d0af3360e99936db0c7a6,75479ED9
