version,slot_index_zero_based,item_id_decimal,item_id_hex,pointer_cpu_address_hex,pointer_file_offset_hex,pointer_raw_hex,target_cpu_address_hex,target_bank_offset_hex,target_file_offset_hex,target_reference_count,verified_record_boundary
KOREAN_GOLD,17,18,0x12,0x4022,0x1B8022,12 44,0x4412,0x0412,0x1B8412,1,True
KOREAN_GOLD,18,19,0x13,0x4024,0x1B8024,27 44,0x4427,0x0427,0x1B8427,1,True
KOREAN_GOLD,19,20,0x14,0x4026,0x1B8026,46 44,0x4446,0x0446,0x1B8446,1,True
KOREAN_GOLD,20,21,0x15,0x4028,0x1B8028,73 44,0x4473,0x0473,0x1B8473,1,True
KOREAN_GOLD,21,22,0x16,0x402A,0x1B802A,a7 44,0x44A7,0x04A7,0x1B84A7,1,True
KOREAN_GOLD,22,23,0x17,0x402C,0x1B802C,c0 44,0x44C0,0x04C0,0x1B84C0,1,True
KOREAN_GOLD,23,24,0x18,0x402E,0x1B802E,d9 44,0x44D9,0x04D9,0x1B84D9,1,True
KOREAN_GOLD,24,25,0x19,0x4030,0x1B8030,f2 44,0x44F2,0x04F2,0x1B84F2,1,True
KOREAN_GOLD,25,26,0x1A,0x4032,0x1B8032,f5 44,0x44F5,0x04F5,0x1B84F5,1,True
KOREAN_GOLD,26,27,0x1B,0x4034,0x1B8034,12 45,0x4512,0x0512,0x1B8512,1,True
KOREAN_GOLD,27,28,0x1C,0x4036,0x1B8036,2f 45,0x452F,0x052F,0x1B852F,1,True
KOREAN_GOLD,28,29,0x1D,0x4038,0x1B8038,4c 45,0x454C,0x054C,0x1B854C,1,True
KOREAN_GOLD,29,30,0x1E,0x403A,0x1B803A,6b 45,0x456B,0x056B,0x1B856B,1,True
KOREAN_GOLD,30,31,0x1F,0x403C,0x1B803C,97 45,0x4597,0x0597,0x1B8597,1,True
KOREAN_GOLD,31,32,0x20,0x403E,0x1B803E,c1 45,0x45C1,0x05C1,0x1B85C1,1,True
KOREAN_GOLD,32,33,0x21,0x4040,0x1B8040,dc 45,0x45DC,0x05DC,0x1B85DC,1,True
KOREAN_GOLD,33,34,0x22,0x4042,0x1B8042,09 46,0x4609,0x0609,0x1B8609,1,True
KOREAN_GOLD,34,35,0x23,0x4044,0x1B8044,22 46,0x4622,0x0622,0x1B8622,1,True
KOREAN_GOLD,35,36,0x24,0x4046,0x1B8046,4a 46,0x464A,0x064A,0x1B864A,1,True
KOREAN_GOLD,36,37,0x25,0x4048,0x1B8048,61 46,0x4661,0x0661,0x1B8661,1,True
KOREAN_GOLD,37,38,0x26,0x404A,0x1B804A,95 46,0x4695,0x0695,0x1B8695,1,True
KOREAN_GOLD,38,39,0x27,0x404C,0x1B804C,b3 46,0x46B3,0x06B3,0x1B86B3,1,True
KOREAN_GOLD,39,40,0x28,0x404E,0x1B804E,e2 46,0x46E2,0x06E2,0x1B86E2,1,True
KOREAN_GOLD,40,41,0x29,0x4050,0x1B8050,0f 47,0x470F,0x070F,0x1B870F,1,True
KOREAN_GOLD,41,42,0x2A,0x4052,0x1B8052,3e 47,0x473E,0x073E,0x1B873E,1,True
KOREAN_GOLD,42,43,0x2B,0x4054,0x1B8054,6b 47,0x476B,0x076B,0x1B876B,1,True
KOREAN_GOLD,43,44,0x2C,0x4056,0x1B8056,98 47,0x4798,0x0798,0x1B8798,1,True
KOREAN_GOLD,44,45,0x2D,0x4058,0x1B8058,c7 47,0x47C7,0x07C7,0x1B87C7,1,True
KOREAN_GOLD,45,46,0x2E,0x405A,0x1B805A,ca 47,0x47CA,0x07CA,0x1B87CA,1,True
KOREAN_GOLD,46,47,0x2F,0x405C,0x1B805C,f9 47,0x47F9,0x07F9,0x1B87F9,1,True
KOREAN_GOLD,47,48,0x30,0x405E,0x1B805E,27 48,0x4827,0x0827,0x1B8827,1,True
KOREAN_GOLD,48,49,0x31,0x4060,0x1B8060,4c 48,0x484C,0x084C,0x1B884C,1,True
KOREAN_GOLD,49,50,0x32,0x4062,0x1B8062,72 48,0x4872,0x0872,0x1B8872,1,True
KOREAN_GOLD,50,51,0x33,0x4064,0x1B8064,75 48,0x4875,0x0875,0x1B8875,1,True
KOREAN_GOLD,51,52,0x34,0x4066,0x1B8066,9b 48,0x489B,0x089B,0x1B889B,1,True
KOREAN_GOLD,52,53,0x35,0x4068,0x1B8068,c1 48,0x48C1,0x08C1,0x1B88C1,1,True
KOREAN_GOLD,53,54,0x36,0x406A,0x1B806A,eb 48,0x48EB,0x08EB,0x1B88EB,1,True
KOREAN_GOLD,54,55,0x37,0x406C,0x1B806C,18 49,0x4918,0x0918,0x1B8918,1,True
KOREAN_GOLD,55,56,0x38,0x406E,0x1B806E,46 49,0x4946,0x0946,0x1B8946,1,True
KOREAN_GOLD,56,57,0x39,0x4070,0x1B8070,49 49,0x4949,0x0949,0x1B8949,1,True
KOREAN_GOLD,57,58,0x3A,0x4072,0x1B8072,7d 49,0x497D,0x097D,0x1B897D,1,True
KOREAN_GOLD,58,59,0x3B,0x4074,0x1B8074,a5 49,0x49A5,0x09A5,0x1B89A5,1,True
KOREAN_GOLD,59,60,0x3C,0x4076,0x1B8076,ce 49,0x49CE,0x09CE,0x1B89CE,1,True
KOREAN_GOLD,60,61,0x3D,0x4078,0x1B8078,e3 49,0x49E3,0x09E3,0x1B89E3,1,True
KOREAN_GOLD,61,62,0x3E,0x407A,0x1B807A,16 4a,0x4A16,0x0A16,0x1B8A16,1,True
KOREAN_GOLD,62,63,0x3F,0x407C,0x1B807C,35 4a,0x4A35,0x0A35,0x1B8A35,1,True
KOREAN_GOLD,63,64,0x40,0x407E,0x1B807E,5b 4a,0x4A5B,0x0A5B,0x1B8A5B,1,True
KOREAN_GOLD,64,65,0x41,0x4080,0x1B8080,83 4a,0x4A83,0x0A83,0x1B8A83,1,True
KOREAN_GOLD,65,66,0x42,0x4082,0x1B8082,a5 4a,0x4AA5,0x0AA5,0x1B8AA5,1,True
KOREAN_GOLD,66,67,0x43,0x4084,0x1B8084,cf 4a,0x4ACF,0x0ACF,0x1B8ACF,1,True
KOREAN_GOLD,67,68,0x44,0x4086,0x1B8086,ee 4a,0x4AEE,0x0AEE,0x1B8AEE,1,True
KOREAN_GOLD,68,69,0x45,0x4088,0x1B8088,13 4b,0x4B13,0x0B13,0x1B8B13,1,True
KOREAN_GOLD,69,70,0x46,0x408A,0x1B808A,40 4b,0x4B40,0x0B40,0x1B8B40,1,True
KOREAN_GOLD,70,71,0x47,0x408C,0x1B808C,43 4b,0x4B43,0x0B43,0x1B8B43,1,True
KOREAN_GOLD,71,72,0x48,0x408E,0x1B808E,5f 4b,0x4B5F,0x0B5F,0x1B8B5F,1,True
KOREAN_GOLD,72,73,0x49,0x4090,0x1B8090,80 4b,0x4B80,0x0B80,0x1B8B80,1,True
KOREAN_GOLD,73,74,0x4A,0x4092,0x1B8092,a9 4b,0x4BA9,0x0BA9,0x1B8BA9,1,True
KOREAN_GOLD,74,75,0x4B,0x4094,0x1B8094,d2 4b,0x4BD2,0x0BD2,0x1B8BD2,1,True
KOREAN_GOLD,75,76,0x4C,0x4096,0x1B8096,e7 4b,0x4BE7,0x0BE7,0x1B8BE7,1,True
KOREAN_GOLD,76,77,0x4D,0x4098,0x1B8098,12 4c,0x4C12,0x0C12,0x1B8C12,1,True
KOREAN_GOLD,77,78,0x4E,0x409A,0x1B809A,40 4c,0x4C40,0x0C40,0x1B8C40,1,True
KOREAN_GOLD,78,79,0x4F,0x409C,0x1B809C,69 4c,0x4C69,0x0C69,0x1B8C69,1,True
KOREAN_GOLD,79,80,0x50,0x409E,0x1B809E,92 4c,0x4C92,0x0C92,0x1B8C92,1,True
KOREAN_GOLD,80,81,0x51,0x40A0,0x1B80A0,bb 4c,0x4CBB,0x0CBB,0x1B8CBB,1,True
KOREAN_GOLD,81,82,0x52,0x40A2,0x1B80A2,e7 4c,0x4CE7,0x0CE7,0x1B8CE7,1,True
KOREAN_GOLD,82,83,0x53,0x40A4,0x1B80A4,1b 4d,0x4D1B,0x0D1B,0x1B8D1B,1,True
KOREAN_GOLD,83,84,0x54,0x40A6,0x1B80A6,44 4d,0x4D44,0x0D44,0x1B8D44,1,True
KOREAN_GOLD,84,85,0x55,0x40A8,0x1B80A8,6d 4d,0x4D6D,0x0D6D,0x1B8D6D,1,True
KOREAN_GOLD,85,86,0x56,0x40AA,0x1B80AA,7b 4d,0x4D7B,0x0D7B,0x1B8D7B,1,True
KOREAN_GOLD,86,87,0x57,0x40AC,0x1B80AC,93 4d,0x4D93,0x0D93,0x1B8D93,1,True
KOREAN_GOLD,87,88,0x58,0x40AE,0x1B80AE,ad 4d,0x4DAD,0x0DAD,0x1B8DAD,1,True
KOREAN_GOLD,88,89,0x59,0x40B0,0x1B80B0,db 4d,0x4DDB,0x0DDB,0x1B8DDB,1,True
KOREAN_GOLD,89,90,0x5A,0x40B2,0x1B80B2,e9 4d,0x4DE9,0x0DE9,0x1B8DE9,1,True
KOREAN_GOLD,90,91,0x5B,0x40B4,0x1B80B4,ec 4d,0x4DEC,0x0DEC,0x1B8DEC,1,True
KOREAN_GOLD,91,92,0x5C,0x40B6,0x1B80B6,25 4e,0x4E25,0x0E25,0x1B8E25,1,True
KOREAN_GOLD,92,93,0x5D,0x40B8,0x1B80B8,33 4e,0x4E33,0x0E33,0x1B8E33,1,True
KOREAN_GOLD,93,94,0x5E,0x40BA,0x1B80BA,3f 4e,0x4E3F,0x0E3F,0x1B8E3F,1,True
KOREAN_GOLD,94,95,0x5F,0x40BC,0x1B80BC,6d 4e,0x4E6D,0x0E6D,0x1B8E6D,1,True
KOREAN_GOLD,95,96,0x60,0x40BE,0x1B80BE,99 4e,0x4E99,0x0E99,0x1B8E99,1,True
KOREAN_GOLD,96,97,0x61,0x40C0,0x1B80C0,c9 4e,0x4EC9,0x0EC9,0x1B8EC9,1,True
KOREAN_GOLD,97,98,0x62,0x40C2,0x1B80C2,d7 4e,0x4ED7,0x0ED7,0x1B8ED7,1,True
KOREAN_GOLD,98,99,0x63,0x40C4,0x1B80C4,05 4f,0x4F05,0x0F05,0x1B8F05,1,True
KOREAN_GOLD,99,100,0x64,0x40C6,0x1B80C6,13 4f,0x4F13,0x0F13,0x1B8F13,1,True
KOREAN_GOLD,100,101,0x65,0x40C8,0x1B80C8,16 4f,0x4F16,0x0F16,0x1B8F16,1,True
KOREAN_GOLD,101,102,0x66,0x40CA,0x1B80CA,26 4f,0x4F26,0x0F26,0x1B8F26,1,True
KOREAN_GOLD,102,103,0x67,0x40CC,0x1B80CC,52 4f,0x4F52,0x0F52,0x1B8F52,1,True
KOREAN_GOLD,103,104,0x68,0x40CE,0x1B80CE,6c 4f,0x4F6C,0x0F6C,0x1B8F6C,1,True
KOREAN_GOLD,104,105,0x69,0x40D0,0x1B80D0,9a 4f,0x4F9A,0x0F9A,0x1B8F9A,1,True
KOREAN_GOLD,105,106,0x6A,0x40D2,0x1B80D2,b2 4f,0x4FB2,0x0FB2,0x1B8FB2,1,True
KOREAN_GOLD,106,107,0x6B,0x40D4,0x1B80D4,e7 4f,0x4FE7,0x0FE7,0x1B8FE7,1,True
KOREAN_GOLD,107,108,0x6C,0x40D6,0x1B80D6,16 50,0x5016,0x1016,0x1B9016,1,True
KOREAN_GOLD,108,109,0x6D,0x40D8,0x1B80D8,44 50,0x5044,0x1044,0x1B9044,1,True
KOREAN_GOLD,109,110,0x6E,0x40DA,0x1B80DA,73 50,0x5073,0x1073,0x1B9073,1,True
KOREAN_GOLD,110,111,0x6F,0x40DC,0x1B80DC,8d 50,0x508D,0x108D,0x1B908D,1,True
KOREAN_GOLD,111,112,0x70,0x40DE,0x1B80DE,b1 50,0x50B1,0x10B1,0x1B90B1,1,True
KOREAN_GOLD,112,113,0x71,0x40E0,0x1B80E0,e4 50,0x50E4,0x10E4,0x1B90E4,1,True
KOREAN_GOLD,113,114,0x72,0x40E2,0x1B80E2,14 51,0x5114,0x1114,0x1B9114,1,True
KOREAN_GOLD,114,115,0x73,0x40E4,0x1B80E4,46 51,0x5146,0x1146,0x1B9146,1,True
KOREAN_GOLD,115,116,0x74,0x40E6,0x1B80E6,49 51,0x5149,0x1149,0x1B9149,1,True
KOREAN_GOLD,116,117,0x75,0x40E8,0x1B80E8,4c 51,0x514C,0x114C,0x1B914C,1,True
KOREAN_GOLD,117,118,0x76,0x40EA,0x1B80EA,78 51,0x5178,0x1178,0x1B9178,1,True
KOREAN_GOLD,118,119,0x77,0x40EC,0x1B80EC,90 51,0x5190,0x1190,0x1B9190,1,True
KOREAN_GOLD,119,120,0x78,0x40EE,0x1B80EE,bd 51,0x51BD,0x11BD,0x1B91BD,1,True
KOREAN_GOLD,120,121,0x79,0x40F0,0x1B80F0,c0 51,0x51C0,0x11C0,0x1B91C0,1,True
KOREAN_GOLD,121,122,0x7A,0x40F2,0x1B80F2,e8 51,0x51E8,0x11E8,0x1B91E8,1,True
KOREAN_GOLD,122,123,0x7B,0x40F4,0x1B80F4,11 52,0x5211,0x1211,0x1B9211,1,True
KOREAN_GOLD,123,124,0x7C,0x40F6,0x1B80F6,3b 52,0x523B,0x123B,0x1B923B,1,True
KOREAN_GOLD,124,125,0x7D,0x40F8,0x1B80F8,6a 52,0x526A,0x126A,0x1B926A,1,True
KOREAN_GOLD,125,126,0x7E,0x40FA,0x1B80FA,98 52,0x5298,0x1298,0x1B9298,1,True
KOREAN_GOLD,126,127,0x7F,0x40FC,0x1B80FC,cd 52,0x52CD,0x12CD,0x1B92CD,1,True
KOREAN_GOLD,127,128,0x80,0x40FE,0x1B80FE,f1 52,0x52F1,0x12F1,0x1B92F1,1,True
KOREAN_GOLD,128,129,0x81,0x4100,0x1B8100,03 53,0x5303,0x1303,0x1B9303,1,True
KOREAN_GOLD,129,130,0x82,0x4102,0x1B8102,06 53,0x5306,0x1306,0x1B9306,1,True
KOREAN_GOLD,130,131,0x83,0x4104,0x1B8104,2a 53,0x532A,0x132A,0x1B932A,1,True
KOREAN_GOLD,131,132,0x84,0x4106,0x1B8106,4d 53,0x534D,0x134D,0x1B934D,1,True
KOREAN_GOLD,132,133,0x85,0x4108,0x1B8108,79 53,0x5379,0x1379,0x1B9379,1,True
KOREAN_GOLD,133,134,0x86,0x410A,0x1B810A,88 53,0x5388,0x1388,0x1B9388,1,True
KOREAN_GOLD,134,135,0x87,0x410C,0x1B810C,a5 53,0x53A5,0x13A5,0x1B93A5,1,True
KOREAN_GOLD,135,136,0x88,0x410E,0x1B810E,a8 53,0x53A8,0x13A8,0x1B93A8,1,True
KOREAN_GOLD,136,137,0x89,0x4110,0x1B8110,ab 53,0x53AB,0x13AB,0x1B93AB,1,True
KOREAN_GOLD,137,138,0x8A,0x4112,0x1B8112,ae 53,0x53AE,0x13AE,0x1B93AE,1,True
KOREAN_GOLD,138,139,0x8B,0x4114,0x1B8114,dc 53,0x53DC,0x13DC,0x1B93DC,1,True
KOREAN_GOLD,139,140,0x8C,0x4116,0x1B8116,10 54,0x5410,0x1410,0x1B9410,1,True
KOREAN_GOLD,140,141,0x8D,0x4118,0x1B8118,35 54,0x5435,0x1435,0x1B9435,1,True
KOREAN_GOLD,141,142,0x8E,0x411A,0x1B811A,38 54,0x5438,0x1438,0x1B9438,1,True
KOREAN_GOLD,142,143,0x8F,0x411C,0x1B811C,3b 54,0x543B,0x143B,0x1B943B,1,True
KOREAN_GOLD,143,144,0x90,0x411E,0x1B811E,69 54,0x5469,0x1469,0x1B9469,1,True
KOREAN_GOLD,144,145,0x91,0x4120,0x1B8120,9a 54,0x549A,0x149A,0x1B949A,1,True
KOREAN_GOLD,145,146,0x92,0x4122,0x1B8122,9d 54,0x549D,0x149D,0x1B949D,1,True
KOREAN_GOLD,146,147,0x93,0x4124,0x1B8124,c9 54,0x54C9,0x14C9,0x1B94C9,1,True
KOREAN_GOLD,147,148,0x94,0x4126,0x1B8126,cc 54,0x54CC,0x14CC,0x1B94CC,1,True
KOREAN_GOLD,148,149,0x95,0x4128,0x1B8128,cf 54,0x54CF,0x14CF,0x1B94CF,1,True
KOREAN_GOLD,149,150,0x96,0x412A,0x1B812A,d2 54,0x54D2,0x14D2,0x1B94D2,1,True
KOREAN_GOLD,150,151,0x97,0x412C,0x1B812C,06 55,0x5506,0x1506,0x1B9506,1,True
KOREAN_GOLD,151,152,0x98,0x412E,0x1B812E,36 55,0x5536,0x1536,0x1B9536,1,True
KOREAN_GOLD,152,153,0x99,0x4130,0x1B8130,63 55,0x5563,0x1563,0x1B9563,1,True
KOREAN_GOLD,153,154,0x9A,0x4132,0x1B8132,66 55,0x5566,0x1566,0x1B9566,1,True
KOREAN_GOLD,154,155,0x9B,0x4134,0x1B8134,69 55,0x5569,0x1569,0x1B9569,1,True
KOREAN_GOLD,155,156,0x9C,0x4136,0x1B8136,6c 55,0x556C,0x156C,0x1B956C,1,True
KOREAN_GOLD,156,157,0x9D,0x4138,0x1B8138,9c 55,0x559C,0x159C,0x1B959C,1,True
KOREAN_GOLD,157,158,0x9E,0x413A,0x1B813A,c5 55,0x55C5,0x15C5,0x1B95C5,1,True
KOREAN_GOLD,158,159,0x9F,0x413C,0x1B813C,fb 55,0x55FB,0x15FB,0x1B95FB,1,True
KOREAN_GOLD,159,160,0xA0,0x413E,0x1B813E,2d 56,0x562D,0x162D,0x1B962D,1,True
KOREAN_GOLD,160,161,0xA1,0x4140,0x1B8140,54 56,0x5654,0x1654,0x1B9654,1,True
KOREAN_GOLD,161,162,0xA2,0x4142,0x1B8142,81 56,0x5681,0x1681,0x1B9681,1,True
KOREAN_GOLD,162,163,0xA3,0x4144,0x1B8144,84 56,0x5684,0x1684,0x1B9684,1,True
KOREAN_GOLD,163,164,0xA4,0x4146,0x1B8146,a2 56,0x56A2,0x16A2,0x1B96A2,1,True
KOREAN_GOLD,164,165,0xA5,0x4148,0x1B8148,bf 56,0x56BF,0x16BF,0x1B96BF,1,True
KOREAN_GOLD,165,166,0xA6,0x414A,0x1B814A,e7 56,0x56E7,0x16E7,0x1B96E7,1,True
KOREAN_GOLD,166,167,0xA7,0x414C,0x1B814C,12 57,0x5712,0x1712,0x1B9712,1,True
KOREAN_GOLD,167,168,0xA8,0x414E,0x1B814E,1b 57,0x571B,0x171B,0x1B971B,1,True
KOREAN_GOLD,168,169,0xA9,0x4150,0x1B8150,24 57,0x5724,0x1724,0x1B9724,1,True
KOREAN_GOLD,169,170,0xAA,0x4152,0x1B8152,3d 57,0x573D,0x173D,0x1B973D,1,True
KOREAN_GOLD,170,171,0xAB,0x4154,0x1B8154,6b 57,0x576B,0x176B,0x1B976B,1,True
KOREAN_GOLD,171,172,0xAC,0x4156,0x1B8156,6e 57,0x576E,0x176E,0x1B976E,1,True
KOREAN_GOLD,172,173,0xAD,0x4158,0x1B8158,8c 57,0x578C,0x178C,0x1B978C,1,True
KOREAN_GOLD,173,174,0xAE,0x415A,0x1B815A,b4 57,0x57B4,0x17B4,0x1B97B4,1,True
KOREAN_GOLD,174,175,0xAF,0x415C,0x1B815C,dc 57,0x57DC,0x17DC,0x1B97DC,1,True
KOREAN_GOLD,175,176,0xB0,0x415E,0x1B815E,0e 58,0x580E,0x180E,0x1B980E,1,True
KOREAN_GOLD,176,177,0xB1,0x4160,0x1B8160,11 58,0x5811,0x1811,0x1B9811,1,True
KOREAN_GOLD,177,178,0xB2,0x4162,0x1B8162,3d 58,0x583D,0x183D,0x1B983D,1,True
KOREAN_GOLD,178,179,0xB3,0x4164,0x1B8164,5d 58,0x585D,0x185D,0x1B985D,1,True
KOREAN_GOLD,179,180,0xB4,0x4166,0x1B8166,60 58,0x5860,0x1860,0x1B9860,1,True
KOREAN_GOLD,180,181,0xB5,0x4168,0x1B8168,6e 58,0x586E,0x186E,0x1B986E,1,True
KOREAN_GOLD,181,182,0xB6,0x416A,0x1B816A,a1 58,0x58A1,0x18A1,0x1B98A1,1,True
KOREAN_GOLD,182,183,0xB7,0x416C,0x1B816C,d0 58,0x58D0,0x18D0,0x1B98D0,1,True
KOREAN_GOLD,183,184,0xB8,0x416E,0x1B816E,13 59,0x5913,0x1913,0x1B9913,1,True
KOREAN_GOLD,184,185,0xB9,0x4170,0x1B8170,4d 59,0x594D,0x194D,0x1B994D,1,True
KOREAN_GOLD,185,186,0xBA,0x4172,0x1B8172,85 59,0x5985,0x1985,0x1B9985,1,True
KOREAN_GOLD,186,187,0xBB,0x4174,0x1B8174,bd 59,0x59BD,0x19BD,0x1B99BD,1,True
KOREAN_GOLD,187,188,0xBC,0x4176,0x1B8176,f7 59,0x59F7,0x19F7,0x1B99F7,1,True
KOREAN_GOLD,188,189,0xBD,0x4178,0x1B8178,28 5a,0x5A28,0x1A28,0x1B9A28,1,True
KOREAN_GOLD,189,190,0xBE,0x417A,0x1B817A,55 5a,0x5A55,0x1A55,0x1B9A55,1,True
KOREAN_GOLD,190,191,0xBF,0x417C,0x1B817C,58 5a,0x5A58,0x1A58,0x1B9A58,5,True
KOREAN_GOLD,191,192,0xC0,0x417E,0x1B817E,58 5a,0x5A58,0x1A58,0x1B9A58,5,True
KOREAN_GOLD,192,193,0xC1,0x4180,0x1B8180,58 5a,0x5A58,0x1A58,0x1B9A58,5,True
KOREAN_GOLD,193,194,0xC2,0x4182,0x1B8182,58 5a,0x5A58,0x1A58,0x1B9A58,5,True
KOREAN_GOLD,194,195,0xC3,0x4184,0x1B8184,58 5a,0x5A58,0x1A58,0x1B9A58,5,True
KOREAN_GOLD,195,196,0xC4,0x4186,0x1B8186,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,196,197,0xC5,0x4188,0x1B8188,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,197,198,0xC6,0x418A,0x1B818A,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,198,199,0xC7,0x418C,0x1B818C,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,199,200,0xC8,0x418E,0x1B818E,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,200,201,0xC9,0x4190,0x1B8190,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,201,202,0xCA,0x4192,0x1B8192,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,202,203,0xCB,0x4194,0x1B8194,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,203,204,0xCC,0x4196,0x1B8196,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,204,205,0xCD,0x4198,0x1B8198,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,205,206,0xCE,0x419A,0x1B819A,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,206,207,0xCF,0x419C,0x1B819C,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,207,208,0xD0,0x419E,0x1B819E,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,208,209,0xD1,0x41A0,0x1B81A0,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,209,210,0xD2,0x41A2,0x1B81A2,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,210,211,0xD3,0x41A4,0x1B81A4,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,211,212,0xD4,0x41A6,0x1B81A6,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,212,213,0xD5,0x41A8,0x1B81A8,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,213,214,0xD6,0x41AA,0x1B81AA,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,214,215,0xD7,0x41AC,0x1B81AC,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,215,216,0xD8,0x41AE,0x1B81AE,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,216,217,0xD9,0x41B0,0x1B81B0,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,217,218,0xDA,0x41B2,0x1B81B2,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,218,219,0xDB,0x41B4,0x1B81B4,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,219,220,0xDC,0x41B6,0x1B81B6,5b 5a,0x5A5B,0x1A5B,0x1B9A5B,25,True
KOREAN_GOLD,220,221,0xDD,0x41B8,0x1B81B8,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,221,222,0xDE,0x41BA,0x1B81BA,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,222,223,0xDF,0x41BC,0x1B81BC,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,223,224,0xE0,0x41BE,0x1B81BE,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,224,225,0xE1,0x41C0,0x1B81C0,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
KOREAN_GOLD,225,226,0xE2,0x41C2,0x1B81C2,5e 5a,0x5A5E,0x1A5E,0x1B9A5E,29,True
