release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
US-EU-EN-HV0,12,0x0C,0x030000,0x034000,b7c3f6ccae6a1233a2177cca0b05849449b949cdec262581b5bfeaa6b098f4f0,16104,16263,256
US-EU-EN-HV0,13,0x0D,0x034000,0x038000,afaf88fcd043d7a04a0af047ba11c590a68192cf84520e1eb35683f82cd61c30,15985,15762,256
US-EU-EN-HV0,14,0x0E,0x038000,0x03C000,e7a00756e3fd69bd4b4bc7c31045076af2d64714bf9cafce0be30a36562d6836,16017,13325,256
US-EU-EN-HV0,15,0x0F,0x03C000,0x040000,dfb983ff1a2d46a7836414b9fa8777bb5ea68715c2d5e2f2433e8d56aa5be131,16339,15089,255
US-EU-EN-HV0,16,0x10,0x040000,0x044000,6280738259a9dbece783a7ea637c627fab59db8650b460645571743ae0c31bc0,15958,8756,255
US-EU-EN-HV0,17,0x11,0x044000,0x048000,35ba0a37bde2776b7fafcef8b950723d2419d3d5974b146ce91a568bb4193dde,16058,12262,253
US-EU-EN-HV0,18,0x12,0x048000,0x04C000,a6940ec7f397f85852612606b9f7b08c1fc5a3e7132ebefbe1fe71209580e569,16180,8938,256
US-EU-EN-HV0,19,0x13,0x04C000,0x050000,f78a8f139d8782eb3b5dbfeec86a831aeb24173eb6784677d397f28851e87ba5,16058,16266,256
US-EU-EN-HV0,20,0x14,0x050000,0x054000,9cbecb78f9e1d254edc85a335977ce84a66d691a112d33ae47305e3a208eef53,16222,10685,254
US-EU-EN-HV0,21,0x15,0x054000,0x058000,88b08c6e51bb55e93c5adfe3bc1ab03baa0f3426f0de3cf5b674304e9dd7cfc6,16256,10700,256
US-EU-EN-HV0,22,0x16,0x058000,0x05C000,13d9393867993352791112fcd6c4a1c65777e68dfe7cfadb7fc315a604aebb21,16257,9550,256
US-EU-EN-HV0,23,0x17,0x05C000,0x060000,e78eb2b4ddd2485797eb4da42fa0ce52ad120d8bd5712aec582f3cf998c682ff,16197,7786,252
US-EU-EN-HV0,24,0x18,0x060000,0x064000,5816ca978d587b37d5c7bad3772f0bf0dfbca16f19d1dca973346c892c0cb03e,16199,9353,254
US-EU-EN-HV0,25,0x19,0x064000,0x068000,485fc64df88fa226c51cbb2d59ba3b4d96285ff4c376e7254b3523c1818e26bc,14793,14853,255
US-EU-EN-HV0,26,0x1A,0x068000,0x06C000,01c103a5fc7274f66eaa17e1c0c8eab334c7f25ea0a0b4510f35756638835311,15090,15333,256
US-EU-EN-HV0,27,0x1B,0x06C000,0x070000,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,14574,14964,255
US-EU-EN-HV0,28,0x1C,0x070000,0x074000,693364c19de88fe0044b4757c790dce0a182ab3336f964c4e73227e7a8f6956c,16024,12978,256
US-EU-EN-HV0,29,0x1D,0x074000,0x078000,effad1736d21fecf453f749845d5724577c0f4d3edc4e5b317cd75bb1c15a3a4,16176,10224,255
US-EU-EN-HV0,30,0x1E,0x078000,0x07C000,dfd918b0de189e33c000f001a8495c12f8e4f803cd4b6e2784930c926f643e1d,15785,14131,256
US-EU-EN-HV0,31,0x1F,0x07C000,0x080000,0a5a021989f1a30eadee1233cb9780261af82d46cff98ae2b8f49e28765c8885,16098,15975,256
US-EU-EN-HV0,32,0x20,0x080000,0x084000,3ddb4610a153c593a8f75d15f1ccdcf66baaae2f0d49b7c28edb8867fc712d14,16378,10647,95
US-EU-EN-HV0,33,0x21,0x084000,0x088000,11f3f8b8246cdaee26dec4becbbd0fecd49bd91f304ad91dc7292cd6e57bc173,16384,11220,89
US-EU-EN-HV0,34,0x22,0x088000,0x08C000,0ae1d376ba7cdd39e799b9547662f12ec97822a9f542d7ca084250a30b3ba288,16380,11149,122
US-EU-EN-HV0,35,0x23,0x08C000,0x090000,301ab56621cddb753f6c3110f4e0c3fc39fe65a04c57bfee777b2ccb2d466bfa,16381,11002,87
US-EU-EN-HV0,36,0x24,0x090000,0x094000,f4c876b6bc809de91f811f624133066e5ff3986814161f832980ab87f89369ba,16383,10187,91
US-EU-EN-HV0,37,0x25,0x094000,0x098000,350222381798d9840e03ad4a5cc6ad9178caa79a2bae490be15f8fcb7505e699,16380,10546,101
US-EU-EN-HV0,38,0x26,0x098000,0x09C000,f6b6f7fd8b709292fc93b4ccd13e6d691dd81cd8dbf763ce2cdb0def076bbefc,16384,10946,90
US-EU-EN-HV0,39,0x27,0x09C000,0x0A0000,0307856e6085406f8b21c964b948bc767c6ecae204141a52ae901ff6a5327220,16382,10705,86
US-EU-EN-HV0,40,0x28,0x0A0000,0x0A4000,e3d0832402651e54eafcb6437e19f738afb31efa1c7f83d3b56db71ce783563b,16381,10581,96
US-EU-EN-HV0,41,0x29,0x0A4000,0x0A8000,2748dab941d5559def179d2470cd69c0df8429edf4cb1b5ceacaf998bdcd8f00,16384,10921,92
US-EU-EN-HV0,42,0x2A,0x0A8000,0x0AC000,30ab37885ed260cf032e4e29d6984f953231f9c5a92a5a107c08f668f15607a5,16384,768,57
US-EU-EN-HV0,43,0x2B,0x0AC000,0x0B0000,65ed07ffcb2ead27b3cfa10ab832ac1d43e57f5114ad2c213464652bcbf049cc,16384,14241,71
US-EU-EN-HV0,44,0x2C,0x0B0000,0x0B4000,e1b81fb4dffa8705f7a16f79e6781534ddc7d7a75e32ec13335b007e74f11067,16384,1551,30
US-EU-EN-HV0,45,0x2D,0x0B4000,0x0B8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,46,0x2E,0x0B8000,0x0BC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,47,0x2F,0x0BC000,0x0C0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,48,0x30,0x0C0000,0x0C4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,49,0x31,0x0C4000,0x0C8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,50,0x32,0x0C8000,0x0CC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,51,0x33,0x0CC000,0x0D0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,52,0x34,0x0D0000,0x0D4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,53,0x35,0x0D4000,0x0D8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,54,0x36,0x0D8000,0x0DC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,55,0x37,0x0DC000,0x0E0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,56,0x38,0x0E0000,0x0E4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,57,0x39,0x0E4000,0x0E8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,58,0x3A,0x0E8000,0x0EC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,59,0x3B,0x0EC000,0x0F0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,60,0x3C,0x0F0000,0x0F4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,61,0x3D,0x0F4000,0x0F8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,62,0x3E,0x0F8000,0x0FC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
US-EU-EN-HV0,63,0x3F,0x0FC000,0x100000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
