release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-FR-HV0,18,0x12,0x048000,0x04C000,501e6c5d35fc4bc5cbf0029d26eb7902d891b2c86f2ee9228abf7fbbdbb3066b,16184,8936,256
EU-FR-HV0,19,0x13,0x04C000,0x050000,6838224cfc9444fa2de26f5426a7cef23476ae9b2626d160144fdd0ff1c5565c,16057,16266,256
EU-FR-HV0,20,0x14,0x050000,0x054000,0c7d0e4ead889ed4b1d856fbe511dc8258060a1ff0b12aceb77658003dbf1380,16222,10693,253
EU-FR-HV0,21,0x15,0x054000,0x058000,32412e90581137c20dbcad1720ecf0136b2d9aeb0b8e532240e1e2afb8ed0a74,16259,10694,256
EU-FR-HV0,22,0x16,0x058000,0x05C000,1b36bf074439cd729a8676f46bf431f742c7c223cbfea3d3f5655268bd2f2086,16257,9551,256
EU-FR-HV0,23,0x17,0x05C000,0x060000,5842ecb0a94a35ba4cde3ce8d207889eead4f05197049147a310119ad0fa8d19,16197,7767,256
EU-FR-HV0,24,0x18,0x060000,0x064000,d00b33fef4d8aaec381cceb287a102c230d33081e4a62c52e3a8910ef784c830,16201,9353,253
EU-FR-HV0,25,0x19,0x064000,0x068000,71c935025b7d708bbe13bf62f3fcae75a259c52c8e31ded34604f6f16351b623,14793,14853,255
EU-FR-HV0,26,0x1A,0x068000,0x06C000,49dce13b1d453241a10f51da032ce44204c82364b8de273a118d94fae5e184ae,15090,15347,256
EU-FR-HV0,27,0x1B,0x06C000,0x070000,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,14574,14964,255
EU-FR-HV0,28,0x1C,0x070000,0x074000,889eb3bb9f21712c02b85406a1fdba52198553a636009de25519a603f4069a7d,16031,12912,256
EU-FR-HV0,29,0x1D,0x074000,0x078000,bd16189e06f1b7da662ddb44c8dc036c7df05d6726ec80c3c85a16787d9e354a,16194,10286,255
EU-FR-HV0,30,0x1E,0x078000,0x07C000,ba5a2d3d08bf6436d59076745f93cb0783f1b1e95a98d8f0146e97ccc887b9f7,15785,14131,256
EU-FR-HV0,31,0x1F,0x07C000,0x080000,f4d287d7783690dc88a83ee7b8fa51284e4f328702b4c88614d9e4482a416124,16098,15975,256
EU-FR-HV0,32,0x20,0x080000,0x084000,29d5a2af140be2f80426eadccbebab9b11014de233fdd3857fbb820986ed9ab0,16378,11788,107
EU-FR-HV0,33,0x21,0x084000,0x088000,6f313243a0385381a3abadf86c9638a92a9ec7b0bdb78905dd5d4280439c23b8,16383,11275,103
EU-FR-HV0,34,0x22,0x088000,0x08C000,f8ae2616580b7655e21e93e8a721d3673d5b009df245ea2d46050ac4ff9ee3dc,16380,11947,134
EU-FR-HV0,35,0x23,0x08C000,0x090000,dd011aa72b5c786e6e9a161c333acbade937c351eae58cad4fc7effbeb28f6f0,16381,11260,102
EU-FR-HV0,36,0x24,0x090000,0x094000,0496f5dacc75e2603b8ca60f00b688bfc20de00cf7b5a7e842b4d4ed711a1882,16383,11272,106
EU-FR-HV0,37,0x25,0x094000,0x098000,314836f603571809fad947896fb0df9678d3194b27389d379c7c1f40f6209be8,16380,11223,113
EU-FR-HV0,38,0x26,0x098000,0x09C000,bc7ec87288d6d5fc21739bfcbcec88e45709b565e25aba220bcf3a83e6633266,16384,12212,109
EU-FR-HV0,39,0x27,0x09C000,0x0A0000,72e1511b8984f8baaf55cbdedd9bdce4934b86ebb7bcf17a941847551c1f1b87,16382,11159,104
EU-FR-HV0,40,0x28,0x0A0000,0x0A4000,bacbd8db18e292cf93e080c7e2876bbaddeddde2ea623cedce02ca1ac78ce2c5,16381,11992,113
EU-FR-HV0,41,0x29,0x0A4000,0x0A8000,1200c6f41cb938e0e176361647047bc745aaac6d264ad5ddf143135ea5a940da,16384,11231,105
EU-FR-HV0,42,0x2A,0x0A8000,0x0AC000,1ab7ed271c475ca301801c9869006a7eb970e935f09ad1a080b87ca023dc5fa1,16384,754,71
EU-FR-HV0,43,0x2B,0x0AC000,0x0B0000,38ab160cb27d169aca6acf676e1f9ef67d47667e1a34766f9dc83891cb6ed435,16384,13220,83
EU-FR-HV0,44,0x2C,0x0B0000,0x0B4000,e412ca5a7751ee30a9d3c2f6b4529c4ada36f3018f489d26bea42854502e129c,16384,1619,31
EU-FR-HV0,45,0x2D,0x0B4000,0x0B8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,46,0x2E,0x0B8000,0x0BC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,47,0x2F,0x0BC000,0x0C0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,48,0x30,0x0C0000,0x0C4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,49,0x31,0x0C4000,0x0C8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,50,0x32,0x0C8000,0x0CC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,51,0x33,0x0CC000,0x0D0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,52,0x34,0x0D0000,0x0D4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,53,0x35,0x0D4000,0x0D8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,54,0x36,0x0D8000,0x0DC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,55,0x37,0x0DC000,0x0E0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,56,0x38,0x0E0000,0x0E4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,57,0x39,0x0E4000,0x0E8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,58,0x3A,0x0E8000,0x0EC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,59,0x3B,0x0EC000,0x0F0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,60,0x3C,0x0F0000,0x0F4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,61,0x3D,0x0F4000,0x0F8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,62,0x3E,0x0F8000,0x0FC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-FR-HV0,63,0x3F,0x0FC000,0x100000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
