release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-DE-HV0,30,0x1E,0x078000,0x07C000,c8214fe7e04f820862fa30cee24265abd4c3e2efb58ff0f0609d12dc7677af7c,15785,14131,256
EU-DE-HV0,31,0x1F,0x07C000,0x080000,4d3d1a4c62b254992eb92c8e0917f64b06b6a40109615f32611c41eea944195e,16098,15975,256
EU-DE-HV0,32,0x20,0x080000,0x084000,d7cf96c2af8d0f3d74535b211857368373f3362d6a10312bd805b5c20424a2cf,16378,13418,95
EU-DE-HV0,33,0x21,0x084000,0x088000,61c7535dbe674c183585ba6b3d43e9a266d2bfd80cf6dfc5f6d325314b6bf8ff,16383,13669,87
EU-DE-HV0,34,0x22,0x088000,0x08C000,efb1937b38f5e68bb5e139e6ac237aa81d06f3c7c03ec6b56dbcf2d4f5d4d9e1,16381,13588,118
EU-DE-HV0,35,0x23,0x08C000,0x090000,1dcd0e2a9af6196ab8cffa5cb5554b4af7928f817b8e5ef767780d847fa3f934,16381,13636,86
EU-DE-HV0,36,0x24,0x090000,0x094000,f48c002a95e701bb754c43e696ce2a5fc0aca3a86aa4549f07b4d15335ffbb44,16383,13432,87
EU-DE-HV0,37,0x25,0x094000,0x098000,fdb9b0f94941c2e4897368fed13e64ac00ea3078713cd6345c806d76bb9ae73d,16380,13082,97
EU-DE-HV0,38,0x26,0x098000,0x09C000,bb32c6dfb9f82f5c65d5ddd713ab394e1393b30a08470322730d45a02ec46613,16384,13398,89
EU-DE-HV0,39,0x27,0x09C000,0x0A0000,c53361a8255e3abf0d25b539248767427572d33134a60b4ecad0257eb7e0eb22,16382,12515,86
EU-DE-HV0,40,0x28,0x0A0000,0x0A4000,7952e302b261169d339aaa764d79233eb1f6bc0f7c6341357592e0743219ed48,16381,12760,92
EU-DE-HV0,41,0x29,0x0A4000,0x0A8000,99a2c1fe748b1b224a9c53aa76f03f6524c4c79fd154bff2e8218ec825a2ce16,16384,12917,92
EU-DE-HV0,42,0x2A,0x0A8000,0x0AC000,c0ffabf761a02580f3c118591af449da2aa1f3c02f0919fcaf168d1b5ae0b3ef,16384,896,59
EU-DE-HV0,43,0x2B,0x0AC000,0x0B0000,c8ba68817e231ac820a9a8446d34183f715a24295c836b8367dc3f631f4787c4,16384,13744,71
EU-DE-HV0,44,0x2C,0x0B0000,0x0B4000,8e01a22fdd016d23e300f599dba229dc46b393accbf1525887677ec121f29def,16384,1681,29
EU-DE-HV0,45,0x2D,0x0B4000,0x0B8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,46,0x2E,0x0B8000,0x0BC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,47,0x2F,0x0BC000,0x0C0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,48,0x30,0x0C0000,0x0C4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,49,0x31,0x0C4000,0x0C8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,50,0x32,0x0C8000,0x0CC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,51,0x33,0x0CC000,0x0D0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,52,0x34,0x0D0000,0x0D4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,53,0x35,0x0D4000,0x0D8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,54,0x36,0x0D8000,0x0DC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,55,0x37,0x0DC000,0x0E0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,56,0x38,0x0E0000,0x0E4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,57,0x39,0x0E4000,0x0E8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,58,0x3A,0x0E8000,0x0EC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,59,0x3B,0x0EC000,0x0F0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,60,0x3C,0x0F0000,0x0F4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,61,0x3D,0x0F4000,0x0F8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,62,0x3E,0x0F8000,0x0FC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-DE-HV0,63,0x3F,0x0FC000,0x100000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
