release_id,bank_hex,offset_start,offset_end_exclusive,sha1,sha256,entropy_bits_per_byte,zero_fraction,ff_fraction,most_common_byte,most_common_fraction,all_zero,all_ff
US-EU-EN-HV0,0C,0x030000,0x034000,b98c55406c15bfa81968914f33076c826e01383c,b7c3f6ccae6a1233a2177cca0b05849449b949cdec262581b5bfeaa6b098f4f0,7.815457,0.007385,0.017090,0xFF,0.017090,False,False
US-EU-EN-HV0,0D,0x034000,0x038000,04d47d67f8c7ca0ed2420162d34597ab655d276d,afaf88fcd043d7a04a0af047ba11c590a68192cf84520e1eb35683f82cd61c30,7.749646,0.037964,0.024353,0x00,0.037964,False,False
US-EU-EN-HV0,0E,0x038000,0x03C000,c2df217d01e65752b20bd53b5e566913169c48f4,e7a00756e3fd69bd4b4bc7c31045076af2d64714bf9cafce0be30a36562d6836,6.784958,0.186707,0.022400,0x00,0.186707,False,False
US-EU-EN-HV0,0F,0x03C000,0x040000,bf8b2db73ffd9e2aad3b0a1850afd436c27bab05,dfb983ff1a2d46a7836414b9fa8777bb5ea68715c2d5e2f2433e8d56aa5be131,6.875013,0.079041,0.002747,0x00,0.079041,False,False
US-EU-EN-HV0,10,0x040000,0x044000,0262bd539db613059fab8f80909b5256ce9d3fb8,6280738259a9dbece783a7ea637c627fab59db8650b460645571743ae0c31bc0,4.825175,0.465576,0.026001,0x00,0.465576,False,False
US-EU-EN-HV0,11,0x044000,0x048000,0ead61a0b929368d14c8fcf557952f8d3d0ddde5,35ba0a37bde2776b7fafcef8b950723d2419d3d5974b146ce91a568bb4193dde,6.020109,0.251587,0.019897,0x00,0.251587,False,False
US-EU-EN-HV0,12,0x048000,0x04C000,e174e5deda87b69be86d25bb54e99da601c39c4b,a6940ec7f397f85852612606b9f7b08c1fc5a3e7132ebefbe1fe71209580e569,4.763599,0.454468,0.012451,0x00,0.454468,False,False
US-EU-EN-HV0,13,0x04C000,0x050000,6ae5df7f883014e15f50e214837f48acc94dfb4b,f78a8f139d8782eb3b5dbfeec86a831aeb24173eb6784677d397f28851e87ba5,7.832796,0.007202,0.019897,0xFF,0.019897,False,False
US-EU-EN-HV0,14,0x050000,0x054000,9af2fa9944e431e0d8f9885916213c5f65f5e2ee,9cbecb78f9e1d254edc85a335977ce84a66d691a112d33ae47305e3a208eef53,5.546807,0.347839,0.009888,0x00,0.347839,False,False
US-EU-EN-HV0,15,0x054000,0x058000,f9e0e10fa88d678f485523241cb3524b6f9f183b,88b08c6e51bb55e93c5adfe3bc1ab03baa0f3426f0de3cf5b674304e9dd7cfc6,5.462869,0.346924,0.007812,0x00,0.346924,False,False
US-EU-EN-HV0,16,0x058000,0x05C000,3efd9b0faba5c087c3989052ed52661bb5870faf,13d9393867993352791112fcd6c4a1c65777e68dfe7cfadb7fc315a604aebb21,5.090369,0.417114,0.007751,0x00,0.417114,False,False
US-EU-EN-HV0,17,0x05C000,0x060000,2808151e38cce83885ad9bc7c00cae66481bd39f,e78eb2b4ddd2485797eb4da42fa0ce52ad120d8bd5712aec582f3cf998c682ff,4.329554,0.524780,0.011414,0x00,0.524780,False,False
US-EU-EN-HV0,18,0x060000,0x064000,36b907a9783ae00ef1eea92357cb88c45284ef7b,5816ca978d587b37d5c7bad3772f0bf0dfbca16f19d1dca973346c892c0cb03e,4.815504,0.429138,0.011292,0x00,0.429138,False,False
US-EU-EN-HV0,19,0x064000,0x068000,41d0ea917b41d3f8796b549fd0ef63427fbd1ab1,485fc64df88fa226c51cbb2d59ba3b4d96285ff4c376e7254b3523c1818e26bc,6.498429,0.093445,0.097107,0xFF,0.097107,False,False
US-EU-EN-HV0,1A,0x068000,0x06C000,ac5aa0c95bcae04d82fc0a4d2a44fdcc5de908dd,01c103a5fc7274f66eaa17e1c0c8eab334c7f25ea0a0b4510f35756638835311,6.368331,0.064148,0.078979,0x01,0.093018,False,False
US-EU-EN-HV0,1B,0x06C000,0x070000,682b94550690d2e4c4103fe93753ed74ab38fc72,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,6.201428,0.086670,0.110474,0xFF,0.110474,False,False
US-EU-EN-HV0,1C,0x070000,0x074000,ef6a86911a346e202c3a180ff4f376e13a590972,693364c19de88fe0044b4757c790dce0a182ab3336f964c4e73227e7a8f6956c,6.466403,0.207886,0.021973,0x00,0.207886,False,False
US-EU-EN-HV0,1D,0x074000,0x078000,67815554da087e1129e16ba369348e365b33da50,effad1736d21fecf453f749845d5724577c0f4d3edc4e5b317cd75bb1c15a3a4,5.433299,0.375977,0.012695,0x00,0.375977,False,False
US-EU-EN-HV0,1E,0x078000,0x07C000,48af43ba8782a67364f10e686ac79fa54e1afb32,dfd918b0de189e33c000f001a8495c12f8e4f803cd4b6e2784930c926f643e1d,6.791057,0.137512,0.036560,0x00,0.137512,False,False
US-EU-EN-HV0,1F,0x07C000,0x080000,b42fad01373c0ac759b78f738e0f5dbeb1984f8f,0a5a021989f1a30eadee1233cb9780261af82d46cff98ae2b8f49e28765c8885,7.065250,0.024963,0.017456,0xC0,0.046387,False,False
US-EU-EN-HV0,20,0x080000,0x084000,70f5deb41463196850f48b40b5abfb73f7d77c74,3ddb4610a153c593a8f75d15f1ccdcf66baaae2f0d49b7c28edb8867fc712d14,4.333143,0.350159,0.000366,0x00,0.350159,False,False
US-EU-EN-HV0,21,0x084000,0x088000,f5b7fc7c0ebbb1273d8e4bf7139554fbfbaee945,11f3f8b8246cdaee26dec4becbbd0fecd49bd91f304ad91dc7292cd6e57bc173,4.473673,0.315186,0.000000,0x00,0.315186,False,False
US-EU-EN-HV0,22,0x088000,0x08C000,aea5695ed3feb651b6e0e4be2db91f7b5d4fefc0,0ae1d376ba7cdd39e799b9547662f12ec97822a9f542d7ca084250a30b3ba288,4.583159,0.319519,0.000244,0x00,0.319519,False,False
US-EU-EN-HV0,23,0x08C000,0x090000,b383ef3b379addd94260d7fecaf2f07d0481f4e9,301ab56621cddb753f6c3110f4e0c3fc39fe65a04c57bfee777b2ccb2d466bfa,4.427596,0.328491,0.000183,0x00,0.328491,False,False
US-EU-EN-HV0,24,0x090000,0x094000,514f38957a9a3dd624283a8ea95246b7eb671edf,f4c876b6bc809de91f811f624133066e5ff3986814161f832980ab87f89369ba,4.204826,0.378235,0.000061,0x00,0.378235,False,False
US-EU-EN-HV0,25,0x094000,0x098000,5aa43e94937c8f44ad4f32f2ba406440e3cdcca6,350222381798d9840e03ad4a5cc6ad9178caa79a2bae490be15f8fcb7505e699,4.328017,0.356323,0.000244,0x00,0.356323,False,False
US-EU-EN-HV0,26,0x098000,0x09C000,2a8101ae6956c7fbd0c424d20e018e99ffde158f,f6b6f7fd8b709292fc93b4ccd13e6d691dd81cd8dbf763ce2cdb0def076bbefc,4.398290,0.331909,0.000000,0x00,0.331909,False,False
US-EU-EN-HV0,27,0x09C000,0x0A0000,85218e42077884c662a82190e7dfc37aff52904f,0307856e6085406f8b21c964b948bc767c6ecae204141a52ae901ff6a5327220,4.392017,0.346619,0.000122,0x00,0.346619,False,False
US-EU-EN-HV0,28,0x0A0000,0x0A4000,533dcbb39001ec732873c889df17cf2d04ca4f36,e3d0832402651e54eafcb6437e19f738afb31efa1c7f83d3b56db71ce783563b,4.330999,0.354187,0.000183,0x00,0.354187,False,False
US-EU-EN-HV0,29,0x0A4000,0x0A8000,c705f9c027307755d13a7f8411c95ea11835feaf,2748dab941d5559def179d2470cd69c0df8429edf4cb1b5ceacaf998bdcd8f00,4.512995,0.333435,0.000000,0x00,0.333435,False,False
US-EU-EN-HV0,2A,0x0A8000,0x0AC000,1a7e39fee5d9b8029045dcb807eeb63f717a40f8,30ab37885ed260cf032e4e29d6984f953231f9c5a92a5a107c08f668f15607a5,0.510864,0.953125,0.000000,0x00,0.953125,False,False
US-EU-EN-HV0,2B,0x0AC000,0x0B0000,a9965d84d7e03bcf467d90912bb0150178deab80,65ed07ffcb2ead27b3cfa10ab832ac1d43e57f5114ad2c213464652bcbf049cc,4.629839,0.130798,0.000000,0x00,0.130798,False,False
US-EU-EN-HV0,2C,0x0B0000,0x0B4000,ef9429bfefb02cfac0e04046d6df0966df3906f9,e1b81fb4dffa8705f7a16f79e6781534ddc7d7a75e32ec13335b007e74f11067,0.869819,0.905334,0.000000,0x00,0.905334,False,False
US-EU-EN-HV0,2D,0x0B4000,0x0B8000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,2E,0x0B8000,0x0BC000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,2F,0x0BC000,0x0C0000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,30,0x0C0000,0x0C4000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,31,0x0C4000,0x0C8000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,32,0x0C8000,0x0CC000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,33,0x0CC000,0x0D0000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,34,0x0D0000,0x0D4000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,35,0x0D4000,0x0D8000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,36,0x0D8000,0x0DC000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,37,0x0DC000,0x0E0000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,38,0x0E0000,0x0E4000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,39,0x0E4000,0x0E8000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3A,0x0E8000,0x0EC000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3B,0x0EC000,0x0F0000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3C,0x0F0000,0x0F4000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3D,0x0F4000,0x0F8000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3E,0x0F8000,0x0FC000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
US-EU-EN-HV0,3F,0x0FC000,0x100000,897256b6709e1a4da9daba92b6bde39ccfccd8c1,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,-0.000000,1.000000,0.000000,0x00,1.000000,True,False
