version,dex_number,pointer_index_zero_based,pointer_table_bank_hex,pointer_table_cpu_address_hex,pointer_table_file_offset_hex,pointer_raw_hex,target_bank_hex,target_cpu_address_hex,target_file_offset_hex,verified
KOREAN_GOLD,23,22,0x11,0x432B,0x04432B,10 47,0x68,0x4710,0x1A0710,True
KOREAN_GOLD,24,23,0x11,0x432D,0x04432D,6e 47,0x68,0x476E,0x1A076E,True
KOREAN_GOLD,25,24,0x11,0x432F,0x04432F,bc 47,0x68,0x47BC,0x1A07BC,True
KOREAN_GOLD,26,25,0x11,0x4331,0x044331,09 48,0x68,0x4809,0x1A0809,True
KOREAN_GOLD,27,26,0x11,0x4333,0x044333,4e 48,0x68,0x484E,0x1A084E,True
KOREAN_GOLD,28,27,0x11,0x4335,0x044335,9e 48,0x68,0x489E,0x1A089E,True
KOREAN_GOLD,29,28,0x11,0x4337,0x044337,e8 48,0x68,0x48E8,0x1A08E8,True
KOREAN_GOLD,30,29,0x11,0x4339,0x044339,34 49,0x68,0x4934,0x1A0934,True
KOREAN_GOLD,31,30,0x11,0x433B,0x04433B,84 49,0x68,0x4984,0x1A0984,True
KOREAN_GOLD,32,31,0x11,0x433D,0x04433D,df 49,0x68,0x49DF,0x1A09DF,True
KOREAN_GOLD,33,32,0x11,0x433F,0x04433F,22 4a,0x68,0x4A22,0x1A0A22,True
KOREAN_GOLD,34,33,0x11,0x4341,0x044341,73 4a,0x68,0x4A73,0x1A0A73,True
KOREAN_GOLD,35,34,0x11,0x4343,0x044343,bc 4a,0x68,0x4ABC,0x1A0ABC,True
KOREAN_GOLD,36,35,0x11,0x4345,0x044345,05 4b,0x68,0x4B05,0x1A0B05,True
KOREAN_GOLD,37,36,0x11,0x4347,0x044347,5f 4b,0x68,0x4B5F,0x1A0B5F,True
KOREAN_GOLD,38,37,0x11,0x4349,0x044349,af 4b,0x68,0x4BAF,0x1A0BAF,True
KOREAN_GOLD,39,38,0x11,0x434B,0x04434B,f9 4b,0x68,0x4BF9,0x1A0BF9,True
KOREAN_GOLD,40,39,0x11,0x434D,0x04434D,51 4c,0x68,0x4C51,0x1A0C51,True
KOREAN_GOLD,41,40,0x11,0x434F,0x04434F,ad 4c,0x68,0x4CAD,0x1A0CAD,True
KOREAN_GOLD,42,41,0x11,0x4351,0x044351,02 4d,0x68,0x4D02,0x1A0D02,True
KOREAN_GOLD,43,42,0x11,0x4353,0x044353,50 4d,0x68,0x4D50,0x1A0D50,True
KOREAN_GOLD,44,43,0x11,0x4355,0x044355,a3 4d,0x68,0x4DA3,0x1A0DA3,True
KOREAN_GOLD,45,44,0x11,0x4357,0x044357,fd 4d,0x68,0x4DFD,0x1A0DFD,True
KOREAN_GOLD,46,45,0x11,0x4359,0x044359,57 4e,0x68,0x4E57,0x1A0E57,True
KOREAN_GOLD,47,46,0x11,0x435B,0x04435B,a9 4e,0x68,0x4EA9,0x1A0EA9,True
KOREAN_GOLD,48,47,0x11,0x435D,0x04435D,00 4f,0x68,0x4F00,0x1A0F00,True
KOREAN_GOLD,49,48,0x11,0x435F,0x04435F,54 4f,0x68,0x4F54,0x1A0F54,True
KOREAN_GOLD,50,49,0x11,0x4361,0x044361,98 4f,0x68,0x4F98,0x1A0F98,True
KOREAN_GOLD,51,50,0x11,0x4363,0x044363,e8 4f,0x68,0x4FE8,0x1A0FE8,True
KOREAN_GOLD,52,51,0x11,0x4365,0x044365,49 50,0x68,0x5049,0x1A1049,True
KOREAN_GOLD,53,52,0x11,0x4367,0x044367,a5 50,0x68,0x50A5,0x1A10A5,True
KOREAN_GOLD,54,53,0x11,0x4369,0x044369,05 51,0x68,0x5105,0x1A1105,True
KOREAN_GOLD,55,54,0x11,0x436B,0x04436B,60 51,0x68,0x5160,0x1A1160,True
KOREAN_GOLD,56,55,0x11,0x436D,0x04436D,bc 51,0x68,0x51BC,0x1A11BC,True
KOREAN_GOLD,57,56,0x11,0x436F,0x04436F,07 52,0x68,0x5207,0x1A1207,True
KOREAN_GOLD,58,57,0x11,0x4371,0x044371,5b 52,0x68,0x525B,0x1A125B,True
KOREAN_GOLD,59,58,0x11,0x4373,0x044373,b0 52,0x68,0x52B0,0x1A12B0,True
KOREAN_GOLD,60,59,0x11,0x4375,0x044375,06 53,0x68,0x5306,0x1A1306,True
KOREAN_GOLD,61,60,0x11,0x4377,0x044377,5d 53,0x68,0x535D,0x1A135D,True
KOREAN_GOLD,62,61,0x11,0x4379,0x044379,bc 53,0x68,0x53BC,0x1A13BC,True
KOREAN_GOLD,63,62,0x11,0x437B,0x04437B,0d 54,0x68,0x540D,0x1A140D,True
KOREAN_GOLD,64,63,0x11,0x437D,0x04437D,5f 54,0x68,0x545F,0x1A145F,True
KOREAN_GOLD,65,64,0x11,0x437F,0x04437F,a9 54,0x68,0x54A9,0x1A14A9,True
KOREAN_GOLD,66,65,0x11,0x4381,0x044381,fa 54,0x68,0x54FA,0x1A14FA,True
KOREAN_GOLD,67,66,0x11,0x4383,0x044383,4c 55,0x68,0x554C,0x1A154C,True
KOREAN_GOLD,68,67,0x11,0x4385,0x044385,aa 55,0x68,0x55AA,0x1A15AA,True
KOREAN_GOLD,69,68,0x11,0x4387,0x044387,fd 55,0x68,0x55FD,0x1A15FD,True
KOREAN_GOLD,70,69,0x11,0x4389,0x044389,54 56,0x68,0x5654,0x1A1654,True
KOREAN_GOLD,71,70,0x11,0x438B,0x04438B,b4 56,0x68,0x56B4,0x1A16B4,True
KOREAN_GOLD,72,71,0x11,0x438D,0x04438D,07 57,0x68,0x5707,0x1A1707,True
KOREAN_GOLD,73,72,0x11,0x438F,0x04438F,51 57,0x68,0x5751,0x1A1751,True
KOREAN_GOLD,74,73,0x11,0x4391,0x044391,a4 57,0x68,0x57A4,0x1A17A4,True
KOREAN_GOLD,75,74,0x11,0x4393,0x044393,f9 57,0x68,0x57F9,0x1A17F9,True
KOREAN_GOLD,76,75,0x11,0x4395,0x044395,52 58,0x68,0x5852,0x1A1852,True
KOREAN_GOLD,77,76,0x11,0x4397,0x044397,a9 58,0x68,0x58A9,0x1A18A9,True
KOREAN_GOLD,78,77,0x11,0x4399,0x044399,06 59,0x68,0x5906,0x1A1906,True
KOREAN_GOLD,79,78,0x11,0x439B,0x04439B,5b 59,0x68,0x595B,0x1A195B,True
KOREAN_GOLD,80,79,0x11,0x439D,0x04439D,b6 59,0x68,0x59B6,0x1A19B6,True
KOREAN_GOLD,81,80,0x11,0x439F,0x04439F,0c 5a,0x68,0x5A0C,0x1A1A0C,True
KOREAN_GOLD,82,81,0x11,0x43A1,0x0443A1,67 5a,0x68,0x5A67,0x1A1A67,True
KOREAN_GOLD,83,82,0x11,0x43A3,0x0443A3,bf 5a,0x68,0x5ABF,0x1A1ABF,True
KOREAN_GOLD,84,83,0x11,0x43A5,0x0443A5,1f 5b,0x68,0x5B1F,0x1A1B1F,True
KOREAN_GOLD,85,84,0x11,0x43A7,0x0443A7,70 5b,0x68,0x5B70,0x1A1B70,True
KOREAN_GOLD,86,85,0x11,0x43A9,0x0443A9,d8 5b,0x68,0x5BD8,0x1A1BD8,True
KOREAN_GOLD,87,86,0x11,0x43AB,0x0443AB,35 5c,0x68,0x5C35,0x1A1C35,True
KOREAN_GOLD,88,87,0x11,0x43AD,0x0443AD,82 5c,0x68,0x5C82,0x1A1C82,True
KOREAN_GOLD,89,88,0x11,0x43AF,0x0443AF,db 5c,0x68,0x5CDB,0x1A1CDB,True
KOREAN_GOLD,90,89,0x11,0x43B1,0x0443B1,35 5d,0x68,0x5D35,0x1A1D35,True
KOREAN_GOLD,91,90,0x11,0x43B3,0x0443B3,89 5d,0x68,0x5D89,0x1A1D89,True
KOREAN_GOLD,92,91,0x11,0x43B5,0x0443B5,d9 5d,0x68,0x5DD9,0x1A1DD9,True
KOREAN_GOLD,93,92,0x11,0x43B7,0x0443B7,24 5e,0x68,0x5E24,0x1A1E24,True
KOREAN_GOLD,94,93,0x11,0x43B9,0x0443B9,76 5e,0x68,0x5E76,0x1A1E76,True
KOREAN_GOLD,95,94,0x11,0x43BB,0x0443BB,cd 5e,0x68,0x5ECD,0x1A1ECD,True
KOREAN_GOLD,96,95,0x11,0x43BD,0x0443BD,22 5f,0x68,0x5F22,0x1A1F22,True
KOREAN_GOLD,97,96,0x11,0x43BF,0x0443BF,82 5f,0x68,0x5F82,0x1A1F82,True
KOREAN_GOLD,98,97,0x11,0x43C1,0x0443C1,ca 5f,0x68,0x5FCA,0x1A1FCA,True
KOREAN_GOLD,99,98,0x11,0x43C3,0x0443C3,1d 60,0x68,0x601D,0x1A201D,True
KOREAN_GOLD,100,99,0x11,0x43C5,0x0443C5,72 60,0x68,0x6072,0x1A2072,True
KOREAN_GOLD,101,100,0x11,0x43C7,0x0443C7,b9 60,0x68,0x60B9,0x1A20B9,True
KOREAN_GOLD,102,101,0x11,0x43C9,0x0443C9,0e 61,0x68,0x610E,0x1A210E,True
KOREAN_GOLD,103,102,0x11,0x43CB,0x0443CB,63 61,0x68,0x6163,0x1A2163,True
KOREAN_GOLD,104,103,0x11,0x43CD,0x0443CD,c1 61,0x68,0x61C1,0x1A21C1,True
KOREAN_GOLD,105,104,0x11,0x43CF,0x0443CF,12 62,0x68,0x6212,0x1A2212,True
KOREAN_GOLD,106,105,0x11,0x43D1,0x0443D1,6a 62,0x68,0x626A,0x1A226A,True
KOREAN_GOLD,107,106,0x11,0x43D3,0x0443D3,c2 62,0x68,0x62C2,0x1A22C2,True
KOREAN_GOLD,108,107,0x11,0x43D5,0x0443D5,1b 63,0x68,0x631B,0x1A231B,True
KOREAN_GOLD,109,108,0x11,0x43D7,0x0443D7,5b 63,0x68,0x635B,0x1A235B,True
KOREAN_GOLD,110,109,0x11,0x43D9,0x0443D9,b9 63,0x68,0x63B9,0x1A23B9,True
KOREAN_GOLD,111,110,0x11,0x43DB,0x0443DB,1f 64,0x68,0x641F,0x1A241F,True
KOREAN_GOLD,112,111,0x11,0x43DD,0x0443DD,69 64,0x68,0x6469,0x1A2469,True
KOREAN_GOLD,113,112,0x11,0x43DF,0x0443DF,ba 64,0x68,0x64BA,0x1A24BA,True
KOREAN_GOLD,114,113,0x11,0x43E1,0x0443E1,14 65,0x68,0x6514,0x1A2514,True
KOREAN_GOLD,115,114,0x11,0x43E3,0x0443E3,71 65,0x68,0x6571,0x1A2571,True
KOREAN_GOLD,116,115,0x11,0x43E5,0x0443E5,c8 65,0x68,0x65C8,0x1A25C8,True
KOREAN_GOLD,117,116,0x11,0x43E7,0x0443E7,23 66,0x68,0x6623,0x1A2623,True
KOREAN_GOLD,118,117,0x11,0x43E9,0x0443E9,7c 66,0x68,0x667C,0x1A267C,True
KOREAN_GOLD,119,118,0x11,0x43EB,0x0443EB,d3 66,0x68,0x66D3,0x1A26D3,True
KOREAN_GOLD,120,119,0x11,0x43ED,0x0443ED,26 67,0x68,0x6726,0x1A2726,True
KOREAN_GOLD,121,120,0x11,0x43EF,0x0443EF,73 67,0x68,0x6773,0x1A2773,True
KOREAN_GOLD,122,121,0x11,0x43F1,0x0443F1,cb 67,0x68,0x67CB,0x1A27CB,True
KOREAN_GOLD,123,122,0x11,0x43F3,0x0443F3,2a 68,0x68,0x682A,0x1A282A,True
KOREAN_GOLD,124,123,0x11,0x43F5,0x0443F5,93 68,0x68,0x6893,0x1A2893,True
KOREAN_GOLD,125,124,0x11,0x43F7,0x0443F7,e8 68,0x68,0x68E8,0x1A28E8,True
KOREAN_GOLD,126,125,0x11,0x43F9,0x0443F9,3d 69,0x68,0x693D,0x1A293D,True
KOREAN_GOLD,127,126,0x11,0x43FB,0x0443FB,92 69,0x68,0x6992,0x1A2992,True
KOREAN_GOLD,128,127,0x11,0x43FD,0x0443FD,eb 69,0x68,0x69EB,0x1A29EB,True
KOREAN_GOLD,129,128,0x11,0x43FF,0x0443FF,00 40,0x69,0x4000,0x1A4000,True
KOREAN_GOLD,130,129,0x11,0x4401,0x044401,55 40,0x69,0x4055,0x1A4055,True
KOREAN_GOLD,131,130,0x11,0x4403,0x044403,af 40,0x69,0x40AF,0x1A40AF,True
KOREAN_GOLD,132,131,0x11,0x4405,0x044405,07 41,0x69,0x4107,0x1A4107,True
KOREAN_GOLD,133,132,0x11,0x4407,0x044407,5a 41,0x69,0x415A,0x1A415A,True
KOREAN_GOLD,134,133,0x11,0x4409,0x044409,99 41,0x69,0x4199,0x1A4199,True
KOREAN_GOLD,135,134,0x11,0x440B,0x04440B,fc 41,0x69,0x41FC,0x1A41FC,True
KOREAN_GOLD,136,135,0x11,0x440D,0x04440D,4b 42,0x69,0x424B,0x1A424B,True
KOREAN_GOLD,137,136,0x11,0x440F,0x04440F,9c 42,0x69,0x429C,0x1A429C,True
KOREAN_GOLD,138,137,0x11,0x4411,0x044411,f9 42,0x69,0x42F9,0x1A42F9,True
KOREAN_GOLD,139,138,0x11,0x4413,0x044413,52 43,0x69,0x4352,0x1A4352,True
KOREAN_GOLD,140,139,0x11,0x4415,0x044415,aa 43,0x69,0x43AA,0x1A43AA,True
KOREAN_GOLD,141,140,0x11,0x4417,0x044417,f5 43,0x69,0x43F5,0x1A43F5,True
KOREAN_GOLD,142,141,0x11,0x4419,0x044419,46 44,0x69,0x4446,0x1A4446,True
KOREAN_GOLD,143,142,0x11,0x441B,0x04441B,9b 44,0x69,0x449B,0x1A449B,True
KOREAN_GOLD,144,143,0x11,0x441D,0x04441D,e7 44,0x69,0x44E7,0x1A44E7,True
KOREAN_GOLD,145,144,0x11,0x441F,0x04441F,37 45,0x69,0x4537,0x1A4537,True
KOREAN_GOLD,146,145,0x11,0x4421,0x044421,8d 45,0x69,0x458D,0x1A458D,True
KOREAN_GOLD,147,146,0x11,0x4423,0x044423,f0 45,0x69,0x45F0,0x1A45F0,True
KOREAN_GOLD,148,147,0x11,0x4425,0x044425,33 46,0x69,0x4633,0x1A4633,True
KOREAN_GOLD,149,148,0x11,0x4427,0x044427,81 46,0x69,0x4681,0x1A4681,True
KOREAN_GOLD,150,149,0x11,0x4429,0x044429,cf 46,0x69,0x46CF,0x1A46CF,True
KOREAN_GOLD,151,150,0x11,0x442B,0x04442B,28 47,0x69,0x4728,0x1A4728,True
KOREAN_GOLD,152,151,0x11,0x442D,0x04442D,7c 47,0x69,0x477C,0x1A477C,True
KOREAN_GOLD,153,152,0x11,0x442F,0x04442F,d6 47,0x69,0x47D6,0x1A47D6,True
KOREAN_GOLD,154,153,0x11,0x4431,0x044431,26 48,0x69,0x4826,0x1A4826,True
KOREAN_GOLD,155,154,0x11,0x4433,0x044433,77 48,0x69,0x4877,0x1A4877,True
KOREAN_GOLD,156,155,0x11,0x4435,0x044435,d0 48,0x69,0x48D0,0x1A48D0,True
KOREAN_GOLD,157,156,0x11,0x4437,0x044437,1c 49,0x69,0x491C,0x1A491C,True
KOREAN_GOLD,158,157,0x11,0x4439,0x044439,6f 49,0x69,0x496F,0x1A496F,True
KOREAN_GOLD,159,158,0x11,0x443B,0x04443B,cf 49,0x69,0x49CF,0x1A49CF,True
KOREAN_GOLD,160,159,0x11,0x443D,0x04443D,23 4a,0x69,0x4A23,0x1A4A23,True
KOREAN_GOLD,161,160,0x11,0x443F,0x04443F,75 4a,0x69,0x4A75,0x1A4A75,True
KOREAN_GOLD,162,161,0x11,0x4441,0x044441,cb 4a,0x69,0x4ACB,0x1A4ACB,True
KOREAN_GOLD,163,162,0x11,0x4443,0x044443,25 4b,0x69,0x4B25,0x1A4B25,True
KOREAN_GOLD,164,163,0x11,0x4445,0x044445,7f 4b,0x69,0x4B7F,0x1A4B7F,True
KOREAN_GOLD,165,164,0x11,0x4447,0x044447,d1 4b,0x69,0x4BD1,0x1A4BD1,True
KOREAN_GOLD,166,165,0x11,0x4449,0x044449,3a 4c,0x69,0x4C3A,0x1A4C3A,True
KOREAN_GOLD,167,166,0x11,0x444B,0x04444B,89 4c,0x69,0x4C89,0x1A4C89,True
KOREAN_GOLD,168,167,0x11,0x444D,0x04444D,ea 4c,0x69,0x4CEA,0x1A4CEA,True
KOREAN_GOLD,169,168,0x11,0x444F,0x04444F,42 4d,0x69,0x4D42,0x1A4D42,True
KOREAN_GOLD,170,169,0x11,0x4451,0x044451,9e 4d,0x69,0x4D9E,0x1A4D9E,True
KOREAN_GOLD,171,170,0x11,0x4453,0x044453,eb 4d,0x69,0x4DEB,0x1A4DEB,True
KOREAN_GOLD,172,171,0x11,0x4455,0x044455,35 4e,0x69,0x4E35,0x1A4E35,True
KOREAN_GOLD,173,172,0x11,0x4457,0x044457,84 4e,0x69,0x4E84,0x1A4E84,True
KOREAN_GOLD,174,173,0x11,0x4459,0x044459,ce 4e,0x69,0x4ECE,0x1A4ECE,True
KOREAN_GOLD,175,174,0x11,0x445B,0x04445B,1c 4f,0x69,0x4F1C,0x1A4F1C,True
KOREAN_GOLD,176,175,0x11,0x445D,0x04445D,78 4f,0x69,0x4F78,0x1A4F78,True
KOREAN_GOLD,177,176,0x11,0x445F,0x04445F,cb 4f,0x69,0x4FCB,0x1A4FCB,True
KOREAN_GOLD,178,177,0x11,0x4461,0x044461,2c 50,0x69,0x502C,0x1A502C,True
KOREAN_GOLD,179,178,0x11,0x4463,0x044463,91 50,0x69,0x5091,0x1A5091,True
KOREAN_GOLD,180,179,0x11,0x4465,0x044465,e3 50,0x69,0x50E3,0x1A50E3,True
KOREAN_GOLD,181,180,0x11,0x4467,0x044467,35 51,0x69,0x5135,0x1A5135,True
KOREAN_GOLD,182,181,0x11,0x4469,0x044469,90 51,0x69,0x5190,0x1A5190,True
KOREAN_GOLD,183,182,0x11,0x446B,0x04446B,e8 51,0x69,0x51E8,0x1A51E8,True
KOREAN_GOLD,184,183,0x11,0x446D,0x04446D,3b 52,0x69,0x523B,0x1A523B,True
KOREAN_GOLD,185,184,0x11,0x446F,0x04446F,8e 52,0x69,0x528E,0x1A528E,True
KOREAN_GOLD,186,185,0x11,0x4471,0x044471,dc 52,0x69,0x52DC,0x1A52DC,True
KOREAN_GOLD,187,186,0x11,0x4473,0x044473,24 53,0x69,0x5324,0x1A5324,True
KOREAN_GOLD,188,187,0x11,0x4475,0x044475,7f 53,0x69,0x537F,0x1A537F,True
KOREAN_GOLD,189,188,0x11,0x4477,0x044477,cb 53,0x69,0x53CB,0x1A53CB,True
KOREAN_GOLD,190,189,0x11,0x4479,0x044479,12 54,0x69,0x5412,0x1A5412,True
KOREAN_GOLD,191,190,0x11,0x447B,0x04447B,57 54,0x69,0x5457,0x1A5457,True
KOREAN_GOLD,192,191,0x11,0x447D,0x04447D,b2 54,0x69,0x54B2,0x1A54B2,True
KOREAN_GOLD,193,192,0x11,0x447F,0x04447F,08 55,0x69,0x5508,0x1A5508,True
KOREAN_GOLD,194,193,0x11,0x4481,0x044481,52 55,0x69,0x5552,0x1A5552,True
KOREAN_GOLD,195,194,0x11,0x4483,0x044483,a5 55,0x69,0x55A5,0x1A55A5,True
KOREAN_GOLD,196,195,0x11,0x4485,0x044485,f3 55,0x69,0x55F3,0x1A55F3,True
KOREAN_GOLD,197,196,0x11,0x4487,0x044487,3c 56,0x69,0x563C,0x1A563C,True
KOREAN_GOLD,198,197,0x11,0x4489,0x044489,86 56,0x69,0x5686,0x1A5686,True
KOREAN_GOLD,199,198,0x11,0x448B,0x04448B,d6 56,0x69,0x56D6,0x1A56D6,True
KOREAN_GOLD,200,199,0x11,0x448D,0x04448D,33 57,0x69,0x5733,0x1A5733,True
KOREAN_GOLD,201,200,0x11,0x448F,0x04448F,82 57,0x69,0x5782,0x1A5782,True
KOREAN_GOLD,202,201,0x11,0x4491,0x044491,df 57,0x69,0x57DF,0x1A57DF,True
KOREAN_GOLD,203,202,0x11,0x4493,0x044493,27 58,0x69,0x5827,0x1A5827,True
KOREAN_GOLD,204,203,0x11,0x4495,0x044495,83 58,0x69,0x5883,0x1A5883,True
KOREAN_GOLD,205,204,0x11,0x4497,0x044497,e1 58,0x69,0x58E1,0x1A58E1,True
KOREAN_GOLD,206,205,0x11,0x4499,0x044499,2d 59,0x69,0x592D,0x1A592D,True
KOREAN_GOLD,207,206,0x11,0x449B,0x04449B,76 59,0x69,0x5976,0x1A5976,True
KOREAN_GOLD,208,207,0x11,0x449D,0x04449D,c4 59,0x69,0x59C4,0x1A59C4,True
KOREAN_GOLD,209,208,0x11,0x449F,0x04449F,05 5a,0x69,0x5A05,0x1A5A05,True
KOREAN_GOLD,210,209,0x11,0x44A1,0x0444A1,5b 5a,0x69,0x5A5B,0x1A5A5B,True
KOREAN_GOLD,211,210,0x11,0x44A3,0x0444A3,b6 5a,0x69,0x5AB6,0x1A5AB6,True
KOREAN_GOLD,212,211,0x11,0x44A5,0x0444A5,06 5b,0x69,0x5B06,0x1A5B06,True
KOREAN_GOLD,213,212,0x11,0x44A7,0x0444A7,61 5b,0x69,0x5B61,0x1A5B61,True
KOREAN_GOLD,214,213,0x11,0x44A9,0x0444A9,b2 5b,0x69,0x5BB2,0x1A5BB2,True
KOREAN_GOLD,215,214,0x11,0x44AB,0x0444AB,0c 5c,0x69,0x5C0C,0x1A5C0C,True
KOREAN_GOLD,216,215,0x11,0x44AD,0x0444AD,6e 5c,0x69,0x5C6E,0x1A5C6E,True
KOREAN_GOLD,217,216,0x11,0x44AF,0x0444AF,c7 5c,0x69,0x5CC7,0x1A5CC7,True
KOREAN_GOLD,218,217,0x11,0x44B1,0x0444B1,13 5d,0x69,0x5D13,0x1A5D13,True
KOREAN_GOLD,219,218,0x11,0x44B3,0x0444B3,76 5d,0x69,0x5D76,0x1A5D76,True
KOREAN_GOLD,220,219,0x11,0x44B5,0x0444B5,cc 5d,0x69,0x5DCC,0x1A5DCC,True
KOREAN_GOLD,221,220,0x11,0x44B7,0x0444B7,1f 5e,0x69,0x5E1F,0x1A5E1F,True
KOREAN_GOLD,222,221,0x11,0x44B9,0x0444B9,6f 5e,0x69,0x5E6F,0x1A5E6F,True
KOREAN_GOLD,223,222,0x11,0x44BB,0x0444BB,c1 5e,0x69,0x5EC1,0x1A5EC1,True
KOREAN_GOLD,224,223,0x11,0x44BD,0x0444BD,0e 5f,0x69,0x5F0E,0x1A5F0E,True
KOREAN_GOLD,225,224,0x11,0x44BF,0x0444BF,5e 5f,0x69,0x5F5E,0x1A5F5E,True
KOREAN_GOLD,226,225,0x11,0x44C1,0x0444C1,b6 5f,0x69,0x5FB6,0x1A5FB6,True
KOREAN_GOLD,227,226,0x11,0x44C3,0x0444C3,10 60,0x69,0x6010,0x1A6010,True
KOREAN_GOLD,228,227,0x11,0x44C5,0x0444C5,73 60,0x69,0x6073,0x1A6073,True
KOREAN_GOLD,229,228,0x11,0x44C7,0x0444C7,bf 60,0x69,0x60BF,0x1A60BF,True
KOREAN_GOLD,230,229,0x11,0x44C9,0x0444C9,1c 61,0x69,0x611C,0x1A611C,True
KOREAN_GOLD,231,230,0x11,0x44CB,0x0444CB,72 61,0x69,0x6172,0x1A6172,True
KOREAN_GOLD,232,231,0x11,0x44CD,0x0444CD,c4 61,0x69,0x61C4,0x1A61C4,True
KOREAN_GOLD,233,232,0x11,0x44CF,0x0444CF,1c 62,0x69,0x621C,0x1A621C,True
KOREAN_GOLD,234,233,0x11,0x44D1,0x0444D1,6c 62,0x69,0x626C,0x1A626C,True
KOREAN_GOLD,235,234,0x11,0x44D3,0x0444D3,c2 62,0x69,0x62C2,0x1A62C2,True
KOREAN_GOLD,236,235,0x11,0x44D5,0x0444D5,15 63,0x69,0x6315,0x1A6315,True
KOREAN_GOLD,237,236,0x11,0x44D7,0x0444D7,5a 63,0x69,0x635A,0x1A635A,True
KOREAN_GOLD,238,237,0x11,0x44D9,0x0444D9,b6 63,0x69,0x63B6,0x1A63B6,True
KOREAN_GOLD,239,238,0x11,0x44DB,0x0444DB,08 64,0x69,0x6408,0x1A6408,True
KOREAN_GOLD,240,239,0x11,0x44DD,0x0444DD,63 64,0x69,0x6463,0x1A6463,True
KOREAN_GOLD,241,240,0x11,0x44DF,0x0444DF,ab 64,0x69,0x64AB,0x1A64AB,True
KOREAN_GOLD,242,241,0x11,0x44E1,0x0444E1,f2 64,0x69,0x64F2,0x1A64F2,True
KOREAN_GOLD,243,242,0x11,0x44E3,0x0444E3,45 65,0x69,0x6545,0x1A6545,True
KOREAN_GOLD,244,243,0x11,0x44E5,0x0444E5,a7 65,0x69,0x65A7,0x1A65A7,True
KOREAN_GOLD,245,244,0x11,0x44E7,0x0444E7,07 66,0x69,0x6607,0x1A6607,True
KOREAN_GOLD,246,245,0x11,0x44E9,0x0444E9,5f 66,0x69,0x665F,0x1A665F,True
KOREAN_GOLD,247,246,0x11,0x44EB,0x0444EB,bd 66,0x69,0x66BD,0x1A66BD,True
KOREAN_GOLD,248,247,0x11,0x44ED,0x0444ED,16 67,0x69,0x6716,0x1A6716,True
KOREAN_GOLD,249,248,0x11,0x44EF,0x0444EF,6a 67,0x69,0x676A,0x1A676A,True
KOREAN_GOLD,250,249,0x11,0x44F1,0x0444F1,c6 67,0x69,0x67C6,0x1A67C6,True
KOREAN_GOLD,251,250,0x11,0x44F3,0x0444F3,24 68,0x69,0x6824,0x1A6824,True
KOREAN_SILVER,1,0,0x11,0x42FF,0x0442FF,00 40,0x68,0x4000,0x1A0000,True
