item_id_decimal,item_id_hex,slot_kind,original_name,latest_name,original_display_tiles,latest_display_tiles,display_tile_delta,latest_encoded_bytes,encoded_bytes_with_terminator,name_buffer_copy_capacity_bytes,buffer_safe_with_terminator,pack_list_columns,mart_list_columns,pack_list_width_safe,mart_list_width_safe,exceeds_shipped_global_max_display_tiles,ui_risk_status
52,0x34,NAMED_ITEM,스피드 업,스피드업,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
53,0x35,NAMED_ITEM,스페셜 업,스페셜업,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
54,0x36,NAMED_ITEM,동전 케이스,동전케이스,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
55,0x37,NAMED_ITEM,다우징 머신,다우징머신,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
56,0x38,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
57,0x39,NAMED_ITEM,학습장치,학습장치,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
58,0x3A,NAMED_ITEM,낡은 낚싯대,낡은낚싯대,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
59,0x3B,NAMED_ITEM,좋은 낚싯대,좋은낚싯대,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
60,0x3C,NAMED_ITEM,은빛 나뭇잎,은빛잎사귀,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
61,0x3D,NAMED_ITEM,대단한 낚싯대,대단한낚싯대,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
62,0x3E,NAMED_ITEM,포인트 업,포인트업,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
63,0x3F,NAMED_ITEM,PP 에이드,PP에이드,6,5,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
64,0x40,NAMED_ITEM,PP 회복,PP회복,5,4,-1,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
65,0x41,NAMED_ITEM,PP 에이더,PP에이더,6,5,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
66,0x42,NAMED_ITEM,빨간 비늘,빨간비늘,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
67,0x43,NAMED_ITEM,비전 신약,비전신약,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
68,0x44,NAMED_ITEM,승선 티켓,승선티켓,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
69,0x45,NAMED_ITEM,이상한 알,이상한알,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
70,0x46,NAMED_ITEM,크리스탈 방울,크리스탈방울,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
71,0x47,NAMED_ITEM,은빛 날개,은빛깃털,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
72,0x48,NAMED_ITEM,튼튼 밀크,튼튼밀크,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
73,0x49,NAMED_ITEM,선제공격 손톱,선제공격손톱,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
74,0x4A,NAMED_ITEM,해독열매,복슝열매,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
75,0x4B,NAMED_ITEM,금빛 나뭇잎,금빛잎사귀,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
76,0x4C,NAMED_ITEM,부드러운 모래,부드러운모래,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
77,0x4D,NAMED_ITEM,예리한 부리,예리한부리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
78,0x4E,NAMED_ITEM,마비치료열매,버치열매,6,4,-2,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
79,0x4F,NAMED_ITEM,불탄 나무열매,배리열매,7,4,-3,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
80,0x50,NAMED_ITEM,얼은 나무열매,복분열매,7,4,-3,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
81,0x51,NAMED_ITEM,독바늘,독바늘,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
82,0x52,NAMED_ITEM,왕의 징표석,왕의징표석,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
83,0x53,NAMED_ITEM,쓴맛 나무열매,시몬열매,7,4,-3,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
84,0x54,NAMED_ITEM,박하열매,유루열매,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
85,0x55,NAMED_ITEM,빨간 규토리,빨간규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
86,0x56,NAMED_ITEM,작은 버섯,작은버섯,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
87,0x57,NAMED_ITEM,큰 버섯,큰버섯,4,3,-1,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
88,0x58,NAMED_ITEM,은빛 가루,은빛가루,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
89,0x59,NAMED_ITEM,파란 규토리,파란규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
90,0x5A,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
91,0x5B,NAMED_ITEM,부적 금화,부적금화,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
92,0x5C,NAMED_ITEM,노랑 규토리,노랑규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
93,0x5D,NAMED_ITEM,초록 규토리,초록규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
94,0x5E,NAMED_ITEM,순결의 부적,순결의부적,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
95,0x5F,NAMED_ITEM,신비의 물방울,신비의물방울,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
96,0x60,NAMED_ITEM,휘어진 스푼,휘어진스푼,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
97,0x61,NAMED_ITEM,하얀 규토리,하얀규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
98,0x62,NAMED_ITEM,검은띠,검은띠,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
99,0x63,NAMED_ITEM,검은 규토리,검은규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
100,0x64,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
101,0x65,NAMED_ITEM,담홍 규토리,담홍규토리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
102,0x66,NAMED_ITEM,검은 안경,검은안경,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
103,0x67,NAMED_ITEM,맛있는 꼬리,맛있는꼬리,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
104,0x68,NAMED_ITEM,핑크빛 리본,핑크빛 리본,6,6,0,11,12,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
105,0x69,NAMED_ITEM,대파,대파,2,2,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
106,0x6A,NAMED_ITEM,연막탄,연막탄,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
107,0x6B,NAMED_ITEM,녹지않는 얼음,녹지않는얼음,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
108,0x6C,NAMED_ITEM,자석,자석,2,2,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
109,0x6D,NAMED_ITEM,기적의 열매,리샘열매,6,4,-2,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
110,0x6E,NAMED_ITEM,진주,진주,2,2,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
111,0x6F,NAMED_ITEM,큰 진주,큰진주,4,3,-1,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
112,0x70,NAMED_ITEM,변함없는 돌,변함없는돌,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
113,0x71,NAMED_ITEM,저주의 부적,저주의부적,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
114,0x72,NAMED_ITEM,분노의 호두과자,분노의호두과자,8,7,-1,14,15,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
115,0x73,NAMED_ITEM,GS볼,GS볼,3,3,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
116,0x74,NAMED_ITEM,블루카드,블루카드,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
117,0x75,NAMED_ITEM,기적의 씨,기적의씨,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
118,0x76,NAMED_ITEM,굵은 뼈,굵은뼈,4,3,-1,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
119,0x77,NAMED_ITEM,기합의 머리띠,기합의머리띠,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
120,0x78,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
121,0x79,NAMED_ITEM,힘의 가루,힘의가루,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
122,0x7A,NAMED_ITEM,힘의 뿌리,힘의뿌리,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
123,0x7B,NAMED_ITEM,만능가루,만능가루,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
124,0x7C,NAMED_ITEM,부활초,부활초,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
125,0x7D,NAMED_ITEM,딱딱한 돌,딱딱한돌,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
126,0x7E,NAMED_ITEM,행복의 알,행복의알,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
127,0x7F,NAMED_ITEM,카드키,카드키,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
128,0x80,NAMED_ITEM,기계부품,기계부품,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
129,0x81,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
130,0x82,NAMED_ITEM,분실물,분실물,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
131,0x83,NAMED_ITEM,별의 모래,별의모래,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
132,0x84,NAMED_ITEM,별의 조각,별의조각,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
133,0x85,NAMED_ITEM,지하의 열쇠,지하의열쇠,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
134,0x86,NAMED_ITEM,정기권,리니어패스,3,5,2,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
135,0x87,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
136,0x88,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
137,0x89,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
138,0x8A,NAMED_ITEM,목탄,목탄,2,2,0,4,5,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
139,0x8B,NAMED_ITEM,나무열매쥬스,나무열매쥬스,6,6,0,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
140,0x8C,NAMED_ITEM,초점 렌즈,초점렌즈,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
141,0x8D,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
142,0x8E,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
143,0x8F,NAMED_ITEM,금속코트,금속코트,4,4,0,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
144,0x90,NAMED_ITEM,용의 이빨,용의이빨,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
145,0x91,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
146,0x92,NAMED_ITEM,먹다 남은 음식,먹다남은음식,8,6,-2,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
147,0x93,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
148,0x94,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
149,0x95,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
150,0x96,NAMED_ITEM,이상한 나무열매,과사열매,8,4,-4,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
151,0x97,NAMED_ITEM,용의 비늘,용의비늘,5,4,-1,8,9,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
152,0x98,NAMED_ITEM,파괴의 유전자,파괴의 유전자,7,7,0,13,14,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
153,0x99,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
154,0x9A,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
155,0x9B,UNUSED_OR_INTERNAL,?,?,1,1,0,2,3,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
156,0x9C,NAMED_ITEM,성스러운 분말,성스러운분말,7,6,-1,12,13,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
157,0x9D,NAMED_ITEM,헤비볼,헤비볼,3,3,0,6,7,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
158,0x9E,NAMED_ITEM,꽃무늬 메일,꽃무늬메일,6,5,-1,10,11,21,True,8,8,True,True,False,STATIC_WIDTH_SAFE_RUNTIME_TEST_PENDING
