archive_path,range_start,range_end,member_count,national_dex,reported_label,evidence_status,verification_status,notes,source_reference
a/0/0/7,7044,7051,8,666,Vivillon Meadow,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7052,7059,8,666,Vivillon Modern,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7060,7067,8,666,Vivillon Marine,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7068,7075,8,666,Vivillon Archipelago,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7076,7083,8,666,Vivillon High Plains,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7084,7091,8,666,Vivillon Sandstorm,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7092,7099,8,666,Vivillon River,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7100,7107,8,666,Vivillon Monsoon,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7108,7115,8,666,Vivillon Savanna,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7116,7123,8,666,Vivillon Sun,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7124,7131,8,666,Vivillon Ocean,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7132,7139,8,666,Vivillon Jungle,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7140,7147,8,666,Vivillon Fancy,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7148,7155,8,666,Vivillon Pokeball,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7156,7163,8,667,Litleo,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7164,7171,8,668,Pyroar(M),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7172,7179,8,668,Pyroar(F),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7180,7187,8,669,Flabebe(R),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7188,7195,8,669,Flabebe(Y),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7196,7203,8,669,Flabebe(O),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7204,7211,8,669,Flabebe(B),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7212,7219,8,669,Flabebe(W),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7220,7227,8,670,Floette(R),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7228,7235,8,670,Floette(Y),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7236,7243,8,670,Floette(O),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7244,7251,8,670,Floette(B),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7252,7259,8,670,Floette(W),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7260,7267,8,670,Floette(AZ),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7268,7275,8,671,Florges(R),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7276,7283,8,671,Florges(Y),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7284,7291,8,671,Florges(O),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7292,7299,8,671,Florges(B),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7300,7307,8,671,Florges(W),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7308,7315,8,672,Skiddo,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7316,7323,8,673,Gogoat,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7324,7331,8,674,Pancham,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7332,7339,8,675,Pangoro,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7340,7347,8,676,Furfrou Normal,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7348,7355,8,676,Furfrou Heart,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7356,7363,8,676,Furfrou Diamond,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7364,7371,8,676,Furfrou Star,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7372,7379,8,676,Furfrou Pharaoh,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7380,7387,8,676,Furfrou Kabuki,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7388,7395,8,676,Furfrou La Riene,reported-public,requires-member-signature-verification,Source label spelling preserved; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7396,7403,8,676,Furfrou Matron,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7404,7411,8,676,Furfrou Dandy,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7412,7419,8,676,Furfrou Debutante,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7420,7427,8,677,Espurr,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7428,7435,8,678,Meowstic(M),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7436,7443,8,678,Meowstic(F),reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7444,7451,8,679,Honedge,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7452,7459,8,680,Doublade,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7460,7467,8,681,Aegislash Sword Stance,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7468,7475,8,681,Aegislash Shield Stance,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7476,7483,8,682,Spritzee,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7484,7491,8,683,Aromatisse,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7492,7499,8,684,Swirlix,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7500,7507,8,685,Slurpuff,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7508,7515,8,686,Inkay,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7516,7523,8,687,Malamar,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7524,7531,8,688,Binacle,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7532,7539,8,689,Barbacle,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7540,7547,8,690,Skrelp,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7548,7555,8,691,Dragalge,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7556,7563,8,692,Clauncher,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7564,7571,8,693,Clawitzer,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7572,7579,8,694,Helioptile,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7580,7587,8,695,Heliolisk,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7588,7595,8,696,Tyrunt,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7596,7603,8,697,Tyrantrum,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7604,7611,8,698,Amaura,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7612,7619,8,699,Aurorus,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7620,7627,8,700,Sylveon,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7628,7635,8,701,Hawlucha,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7636,7643,8,702,Dedenne,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7644,7651,8,703,Carbink,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7652,7659,8,704,Goomy,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7660,7667,8,705,Sliggoo,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7668,7675,8,706,Goodra,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7676,7683,8,707,Klefki,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7684,7691,8,708,Phantump,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7692,7699,8,709,Trevenant,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7700,7707,8,710,Pumpkaboo(small),reported-public,requires-member-signature-verification,Reported label preserved; normalized official size-form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7708,7715,8,710,UNRESOLVED_PUBLIC_LIST_GAP,observed-public-gap,unresolved,Public list omits this contiguous 8-member block; do not infer form identity.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7716,7723,8,710,UNRESOLVED_PUBLIC_LIST_GAP,observed-public-gap,unresolved,Public list omits this contiguous 8-member block; do not infer form identity.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7724,7731,8,710,Pumpkaboo(big),reported-public,requires-member-signature-verification,Reported label preserved; normalized official size-form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7732,7739,8,711,Gourgeist(small),reported-public,requires-member-signature-verification,Reported label preserved; normalized official size-form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7740,7747,8,711,UNRESOLVED_PUBLIC_LIST_GAP,observed-public-gap,unresolved,Public list omits this contiguous 8-member block; do not infer form identity.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7748,7755,8,711,UNRESOLVED_PUBLIC_LIST_GAP,observed-public-gap,unresolved,Public list omits this contiguous 8-member block; do not infer form identity.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7756,7763,8,711,Gourgeist(big),reported-public,requires-member-signature-verification,Reported label preserved; normalized official size-form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7764,7771,8,712,Bergmite,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7772,7779,8,713,Avalugg,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7780,7787,8,714,Noibat,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7788,7795,8,715,Noivern,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7796,7803,8,716,Xerneas,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; battle-state texture/material behavior requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7804,7811,8,717,Yveltal,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
a/0/0/7,7812,7819,8,718,Zygarde,reported-public,requires-member-signature-verification,Reported label preserved verbatim/near-verbatim; normalized official form identity requires separate verification.,https://seatgem.com/2021/12/pokemon-x-and-y-romfs-a-folder-content-notes.html
