national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,held_item_common,held_item_rare,gender_token,gender_threshold,hatch_cycles,friendship,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,ability1_token,ability2_token,ability1_id,ability2_id,safari_flee_rate,body_color_token,no_flip_token,source_path
262,mightyena,SPECIES_MIGHTYENA,3,70,90,70,70,60,60,TYPE_DARK,TYPE_DARK,16,16,127,128,0,2,0,0,0,0,ITEM_NONE,ITEM_PECHA_BERRY,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_INTIMIDATE,ABILITY_NONE,22,0,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
263,zigzagoon,SPECIES_ZIGZAGOON,3,38,30,41,60,30,41,TYPE_NORMAL,TYPE_NORMAL,0,0,255,60,0,0,0,1,0,0,ITEM_NONE,ITEM_ORAN_BERRY,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_PICKUP,ABILITY_NONE,53,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
264,linoone,SPECIES_LINOONE,3,78,70,61,100,50,61,TYPE_NORMAL,TYPE_NORMAL,0,0,90,128,0,0,0,2,0,0,ITEM_ORAN_BERRY,ITEM_SITRUS_BERRY,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_PICKUP,ABILITY_NONE,53,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
265,wurmple,SPECIES_WURMPLE,3,45,45,35,20,20,30,TYPE_BUG,TYPE_BUG,6,6,255,54,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SHIELD_DUST,ABILITY_NONE,19,0,0,BODY_COLOR_RED,FALSE,pokeemerald/src/data/pokemon/species_info.h
266,silcoon,SPECIES_SILCOON,3,50,35,55,15,25,25,TYPE_BUG,TYPE_BUG,6,6,120,71,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SHED_SKIN,ABILITY_NONE,61,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
267,beautifly,SPECIES_BEAUTIFLY,3,60,70,50,65,90,50,TYPE_BUG,TYPE_FLYING,6,2,45,161,0,0,0,0,3,0,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SWARM,ABILITY_NONE,68,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
268,cascoon,SPECIES_CASCOON,3,50,35,55,15,25,25,TYPE_BUG,TYPE_BUG,6,6,120,72,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SHED_SKIN,ABILITY_NONE,61,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
269,dustox,SPECIES_DUSTOX,3,60,50,70,65,50,90,TYPE_BUG,TYPE_POISON,6,3,45,160,0,0,0,0,0,3,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SHIELD_DUST,ABILITY_NONE,19,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
270,lotad,SPECIES_LOTAD,3,40,30,30,30,40,50,TYPE_WATER,TYPE_GRASS,10,11,255,74,0,0,0,0,0,1,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,2,7,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,33,44,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
271,lombre,SPECIES_LOMBRE,3,60,50,50,50,60,70,TYPE_WATER,TYPE_GRASS,10,11,120,141,0,0,0,0,0,2,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,2,7,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,33,44,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
272,ludicolo,SPECIES_LUDICOLO,3,80,70,70,70,90,100,TYPE_WATER,TYPE_GRASS,10,11,45,181,0,0,0,0,0,3,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_WATER_1,EGG_GROUP_GRASS,2,7,ABILITY_SWIFT_SWIM,ABILITY_RAIN_DISH,33,44,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
273,seedot,SPECIES_SEEDOT,3,40,40,50,30,30,30,TYPE_GRASS,TYPE_GRASS,11,11,255,74,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_GRASS,5,7,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,34,48,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
274,nuzleaf,SPECIES_NUZLEAF,3,70,70,40,60,60,40,TYPE_GRASS,TYPE_DARK,11,16,120,141,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_GRASS,5,7,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,34,48,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
275,shiftry,SPECIES_SHIFTRY,3,90,100,60,80,90,60,TYPE_GRASS,TYPE_DARK,11,16,45,181,0,3,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FIELD,EGG_GROUP_GRASS,5,7,ABILITY_CHLOROPHYLL,ABILITY_EARLY_BIRD,34,48,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
276,taillow,SPECIES_TAILLOW,3,40,55,30,85,30,30,TYPE_NORMAL,TYPE_FLYING,0,2,200,59,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_GUTS,ABILITY_NONE,62,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
277,swellow,SPECIES_SWELLOW,3,60,85,60,125,50,50,TYPE_NORMAL,TYPE_FLYING,0,2,45,162,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_FLYING,EGG_GROUP_FLYING,4,4,ABILITY_GUTS,ABILITY_NONE,62,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
278,wingull,SPECIES_WINGULL,3,40,30,30,85,55,30,TYPE_WATER,TYPE_FLYING,10,2,190,64,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_FLYING,2,4,ABILITY_KEEN_EYE,ABILITY_NONE,51,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
279,pelipper,SPECIES_PELIPPER,3,60,50,100,65,85,70,TYPE_WATER,TYPE_FLYING,10,2,45,164,0,0,2,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_FLYING,2,4,ABILITY_KEEN_EYE,ABILITY_NONE,51,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
280,ralts,SPECIES_RALTS,3,28,25,25,40,45,35,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,235,70,0,0,0,0,1,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,35,GROWTH_SLOW,5,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_SYNCHRONIZE,ABILITY_TRACE,28,36,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
281,kirlia,SPECIES_KIRLIA,3,38,35,35,50,65,55,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,120,140,0,0,0,0,2,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,35,GROWTH_SLOW,5,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_SYNCHRONIZE,ABILITY_TRACE,28,36,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
282,gardevoir,SPECIES_GARDEVOIR,3,68,65,65,80,125,115,TYPE_PSYCHIC,TYPE_PSYCHIC,13,13,45,208,0,0,0,0,3,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,35,GROWTH_SLOW,5,EGG_GROUP_AMORPHOUS,EGG_GROUP_AMORPHOUS,11,11,ABILITY_SYNCHRONIZE,ABILITY_TRACE,28,36,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
283,surskit,SPECIES_SURSKIT,3,40,30,32,65,50,52,TYPE_BUG,TYPE_WATER,6,10,200,63,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_BUG,2,3,ABILITY_SWIFT_SWIM,ABILITY_NONE,33,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
284,masquerain,SPECIES_MASQUERAIN,3,70,60,62,60,80,82,TYPE_BUG,TYPE_FLYING,6,2,75,128,0,0,0,0,1,1,ITEM_NONE,ITEM_SILVER_POWDER,PERCENT_FEMALE(50),127,15,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_WATER_1,EGG_GROUP_BUG,2,3,ABILITY_INTIMIDATE,ABILITY_NONE,22,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
285,shroomish,SPECIES_SHROOMISH,3,60,40,60,35,40,60,TYPE_GRASS,TYPE_GRASS,11,11,255,65,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FLUCTUATING,7,EGG_GROUP_FAIRY,EGG_GROUP_GRASS,6,7,ABILITY_EFFECT_SPORE,ABILITY_NONE,27,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
286,breloom,SPECIES_BRELOOM,3,60,130,80,70,60,60,TYPE_GRASS,TYPE_FIGHTING,11,1,90,165,0,2,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_FLUCTUATING,7,EGG_GROUP_FAIRY,EGG_GROUP_GRASS,6,7,ABILITY_EFFECT_SPORE,ABILITY_NONE,27,0,0,BODY_COLOR_GREEN,FALSE,pokeemerald/src/data/pokemon/species_info.h
287,slakoth,SPECIES_SLAKOTH,3,60,60,60,30,35,35,TYPE_NORMAL,TYPE_NORMAL,0,0,255,83,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_TRUANT,ABILITY_NONE,54,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
288,vigoroth,SPECIES_VIGOROTH,3,80,80,80,90,55,55,TYPE_NORMAL,TYPE_NORMAL,0,0,120,126,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_VITAL_SPIRIT,ABILITY_NONE,72,0,0,BODY_COLOR_WHITE,FALSE,pokeemerald/src/data/pokemon/species_info.h
289,slaking,SPECIES_SLAKING,3,150,160,100,100,95,65,TYPE_NORMAL,TYPE_NORMAL,0,0,45,210,3,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_SLOW,5,EGG_GROUP_FIELD,EGG_GROUP_FIELD,5,5,ABILITY_TRUANT,ABILITY_NONE,54,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
290,nincada,SPECIES_NINCADA,3,31,45,90,40,30,30,TYPE_BUG,TYPE_GROUND,6,4,255,65,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_ERRATIC,6,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_COMPOUND_EYES,ABILITY_NONE,14,0,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
291,ninjask,SPECIES_NINJASK,3,61,90,45,160,50,50,TYPE_BUG,TYPE_FLYING,6,2,120,155,0,0,0,2,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,15,70,GROWTH_ERRATIC,6,EGG_GROUP_BUG,EGG_GROUP_BUG,3,3,ABILITY_SPEED_BOOST,ABILITY_NONE,3,0,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
292,shedinja,SPECIES_SHEDINJA,3,1,90,45,40,30,30,TYPE_BUG,TYPE_GHOST,6,7,45,95,2,0,0,0,0,0,ITEM_NONE,ITEM_NONE,MON_GENDERLESS,255,15,70,GROWTH_ERRATIC,6,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_WONDER_GUARD,ABILITY_NONE,25,0,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
293,whismur,SPECIES_WHISMUR,3,64,51,23,28,51,23,TYPE_NORMAL,TYPE_NORMAL,0,0,190,68,1,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,1,5,ABILITY_SOUNDPROOF,ABILITY_NONE,43,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
294,loudred,SPECIES_LOUDRED,3,84,71,43,48,71,43,TYPE_NORMAL,TYPE_NORMAL,0,0,120,126,2,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,1,5,ABILITY_SOUNDPROOF,ABILITY_NONE,43,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
295,exploud,SPECIES_EXPLOUD,3,104,91,63,68,91,63,TYPE_NORMAL,TYPE_NORMAL,0,0,45,184,3,0,0,0,0,0,ITEM_NONE,ITEM_CHESTO_BERRY,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_MONSTER,EGG_GROUP_FIELD,1,5,ABILITY_SOUNDPROOF,ABILITY_NONE,43,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
296,makuhita,SPECIES_MAKUHITA,3,72,60,30,25,20,30,TYPE_FIGHTING,TYPE_FIGHTING,1,1,180,87,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(25),63,20,70,GROWTH_FLUCTUATING,7,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_THICK_FAT,ABILITY_GUTS,47,62,0,BODY_COLOR_YELLOW,FALSE,pokeemerald/src/data/pokemon/species_info.h
297,hariyama,SPECIES_HARIYAMA,3,144,120,60,50,40,60,TYPE_FIGHTING,TYPE_FIGHTING,1,1,200,184,2,0,0,0,0,0,ITEM_NONE,ITEM_KINGS_ROCK,PERCENT_FEMALE(25),63,20,70,GROWTH_FLUCTUATING,7,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_THICK_FAT,ABILITY_GUTS,47,62,0,BODY_COLOR_BROWN,FALSE,pokeemerald/src/data/pokemon/species_info.h
298,azurill,SPECIES_AZURILL,3,50,20,40,20,20,40,TYPE_NORMAL,TYPE_NORMAL,0,0,150,33,1,0,0,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(75),191,10,70,GROWTH_FAST,4,EGG_GROUP_NO_EGGS_DISCOVERED,EGG_GROUP_NO_EGGS_DISCOVERED,15,15,ABILITY_THICK_FAT,ABILITY_HUGE_POWER,47,37,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
299,nosepass,SPECIES_NOSEPASS,3,30,45,135,30,45,90,TYPE_ROCK,TYPE_ROCK,5,5,255,108,0,0,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_MINERAL,EGG_GROUP_MINERAL,10,10,ABILITY_STURDY,ABILITY_MAGNET_PULL,5,42,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
300,skitty,SPECIES_SKITTY,3,50,45,45,50,35,35,TYPE_NORMAL,TYPE_NORMAL,0,0,255,65,0,0,0,1,0,0,ITEM_NONE,ITEM_LEPPA_BERRY,PERCENT_FEMALE(75),191,15,70,GROWTH_FAST,4,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,5,6,ABILITY_CUTE_CHARM,ABILITY_NONE,56,0,0,BODY_COLOR_PINK,FALSE,pokeemerald/src/data/pokemon/species_info.h
301,delcatty,SPECIES_DELCATTY,3,70,65,65,70,55,55,TYPE_NORMAL,TYPE_NORMAL,0,0,60,138,1,0,0,1,0,0,ITEM_NONE,ITEM_LEPPA_BERRY,PERCENT_FEMALE(75),191,15,70,GROWTH_FAST,4,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,5,6,ABILITY_CUTE_CHARM,ABILITY_NONE,56,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
302,sableye,SPECIES_SABLEYE,3,50,75,75,50,65,65,TYPE_DARK,TYPE_GHOST,16,7,45,98,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,25,35,GROWTH_MEDIUM_SLOW,3,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_KEEN_EYE,ABILITY_NONE,51,0,0,BODY_COLOR_PURPLE,FALSE,pokeemerald/src/data/pokemon/species_info.h
303,mawile,SPECIES_MAWILE,3,50,85,85,50,55,55,TYPE_STEEL,TYPE_STEEL,8,8,45,98,0,1,1,0,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_FAST,4,EGG_GROUP_FIELD,EGG_GROUP_FAIRY,5,6,ABILITY_HYPER_CUTTER,ABILITY_INTIMIDATE,52,22,0,BODY_COLOR_BLACK,FALSE,pokeemerald/src/data/pokemon/species_info.h
304,aron,SPECIES_ARON,3,50,70,100,30,40,40,TYPE_STEEL,TYPE_ROCK,8,5,180,96,0,0,1,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),127,35,35,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_STURDY,ABILITY_ROCK_HEAD,5,69,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
305,lairon,SPECIES_LAIRON,3,60,90,140,40,50,50,TYPE_STEEL,TYPE_ROCK,8,5,90,152,0,0,2,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),127,35,35,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_STURDY,ABILITY_ROCK_HEAD,5,69,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
306,aggron,SPECIES_AGGRON,3,70,110,180,50,60,60,TYPE_STEEL,TYPE_ROCK,8,5,45,205,0,0,3,0,0,0,ITEM_NONE,ITEM_HARD_STONE,PERCENT_FEMALE(50),127,35,35,GROWTH_SLOW,5,EGG_GROUP_MONSTER,EGG_GROUP_MONSTER,1,1,ABILITY_STURDY,ABILITY_ROCK_HEAD,5,69,0,BODY_COLOR_GRAY,FALSE,pokeemerald/src/data/pokemon/species_info.h
307,meditite,SPECIES_MEDITITE,3,30,40,55,60,40,55,TYPE_FIGHTING,TYPE_PSYCHIC,1,13,180,91,0,0,0,1,0,0,ITEM_NONE,ITEM_NONE,PERCENT_FEMALE(50),127,20,70,GROWTH_MEDIUM_FAST,0,EGG_GROUP_HUMAN_LIKE,EGG_GROUP_HUMAN_LIKE,8,8,ABILITY_PURE_POWER,ABILITY_NONE,74,0,0,BODY_COLOR_BLUE,FALSE,pokeemerald/src/data/pokemon/species_info.h
