version,slot_index_zero_based,move_id_if_real,slot_kind,pointer_bank_hex,pointer_cpu_address_hex,pointer_file_offset_hex,pointer_raw_hex,target_cpu_address_hex,target_bank_offset_hex,target_file_offset_hex,verified
KOREAN_GOLD,13,14,MOVE_DESCRIPTION,0x6D,0x401A,0x1B401A,59 44,0x4459,0x0459,0x1B4459,True
KOREAN_GOLD,14,15,MOVE_DESCRIPTION,0x6D,0x401C,0x1B401C,7d 44,0x447D,0x047D,0x1B447D,True
KOREAN_GOLD,15,16,MOVE_DESCRIPTION,0x6D,0x401E,0x1B401E,b1 44,0x44B1,0x04B1,0x1B44B1,True
KOREAN_GOLD,16,17,MOVE_DESCRIPTION,0x6D,0x4020,0x1B4020,e3 44,0x44E3,0x04E3,0x1B44E3,True
KOREAN_GOLD,17,18,MOVE_DESCRIPTION,0x6D,0x4022,0x1B4022,16 45,0x4516,0x0516,0x1B4516,True
KOREAN_GOLD,18,19,MOVE_DESCRIPTION,0x6D,0x4024,0x1B4024,4b 45,0x454B,0x054B,0x1B454B,True
KOREAN_GOLD,19,20,MOVE_DESCRIPTION,0x6D,0x4026,0x1B4026,75 45,0x4575,0x0575,0x1B4575,True
KOREAN_GOLD,20,21,MOVE_DESCRIPTION,0x6D,0x4028,0x1B4028,ae 45,0x45AE,0x05AE,0x1B45AE,True
KOREAN_GOLD,21,22,MOVE_DESCRIPTION,0x6D,0x402A,0x1B402A,d5 45,0x45D5,0x05D5,0x1B45D5,True
KOREAN_GOLD,22,23,MOVE_DESCRIPTION,0x6D,0x402C,0x1B402C,03 46,0x4603,0x0603,0x1B4603,True
KOREAN_GOLD,23,24,MOVE_DESCRIPTION,0x6D,0x402E,0x1B402E,3a 46,0x463A,0x063A,0x1B463A,True
KOREAN_GOLD,24,25,MOVE_DESCRIPTION,0x6D,0x4030,0x1B4030,67 46,0x4667,0x0667,0x1B4667,True
KOREAN_GOLD,25,26,MOVE_DESCRIPTION,0x6D,0x4032,0x1B4032,92 46,0x4692,0x0692,0x1B4692,True
KOREAN_GOLD,26,27,MOVE_DESCRIPTION,0x6D,0x4034,0x1B4034,c8 46,0x46C8,0x06C8,0x1B46C8,True
KOREAN_GOLD,27,28,MOVE_DESCRIPTION,0x6D,0x4036,0x1B4036,03 47,0x4703,0x0703,0x1B4703,True
KOREAN_GOLD,28,29,MOVE_DESCRIPTION,0x6D,0x4038,0x1B4038,35 47,0x4735,0x0735,0x1B4735,True
KOREAN_GOLD,29,30,MOVE_DESCRIPTION,0x6D,0x403A,0x1B403A,66 47,0x4766,0x0766,0x1B4766,True
KOREAN_GOLD,30,31,MOVE_DESCRIPTION,0x6D,0x403C,0x1B403C,93 47,0x4793,0x0793,0x1B4793,True
KOREAN_GOLD,31,32,MOVE_DESCRIPTION,0x6D,0x403E,0x1B403E,c2 47,0x47C2,0x07C2,0x1B47C2,True
KOREAN_GOLD,32,33,MOVE_DESCRIPTION,0x6D,0x4040,0x1B4040,f9 47,0x47F9,0x07F9,0x1B47F9,True
KOREAN_GOLD,33,34,MOVE_DESCRIPTION,0x6D,0x4042,0x1B4042,23 48,0x4823,0x0823,0x1B4823,True
KOREAN_GOLD,34,35,MOVE_DESCRIPTION,0x6D,0x4044,0x1B4044,52 48,0x4852,0x0852,0x1B4852,True
KOREAN_GOLD,35,36,MOVE_DESCRIPTION,0x6D,0x4046,0x1B4046,92 48,0x4892,0x0892,0x1B4892,True
KOREAN_GOLD,36,37,MOVE_DESCRIPTION,0x6D,0x4048,0x1B4048,d0 48,0x48D0,0x08D0,0x1B48D0,True
KOREAN_GOLD,37,38,MOVE_DESCRIPTION,0x6D,0x404A,0x1B404A,0c 49,0x490C,0x090C,0x1B490C,True
KOREAN_GOLD,38,39,MOVE_DESCRIPTION,0x6D,0x404C,0x1B404C,48 49,0x4948,0x0948,0x1B4948,True
KOREAN_GOLD,39,40,MOVE_DESCRIPTION,0x6D,0x404E,0x1B404E,7f 49,0x497F,0x097F,0x1B497F,True
KOREAN_GOLD,40,41,MOVE_DESCRIPTION,0x6D,0x4050,0x1B4050,b6 49,0x49B6,0x09B6,0x1B49B6,True
KOREAN_GOLD,41,42,MOVE_DESCRIPTION,0x6D,0x4052,0x1B4052,e5 49,0x49E5,0x09E5,0x1B49E5,True
KOREAN_GOLD,42,43,MOVE_DESCRIPTION,0x6D,0x4054,0x1B4054,1a 4a,0x4A1A,0x0A1A,0x1B4A1A,True
KOREAN_GOLD,43,44,MOVE_DESCRIPTION,0x6D,0x4056,0x1B4056,52 4a,0x4A52,0x0A52,0x1B4A52,True
KOREAN_GOLD,44,45,MOVE_DESCRIPTION,0x6D,0x4058,0x1B4058,88 4a,0x4A88,0x0A88,0x1B4A88,True
KOREAN_GOLD,45,46,MOVE_DESCRIPTION,0x6D,0x405A,0x1B405A,bc 4a,0x4ABC,0x0ABC,0x1B4ABC,True
KOREAN_GOLD,46,47,MOVE_DESCRIPTION,0x6D,0x405C,0x1B405C,f4 4a,0x4AF4,0x0AF4,0x1B4AF4,True
KOREAN_GOLD,47,48,MOVE_DESCRIPTION,0x6D,0x405E,0x1B405E,21 4b,0x4B21,0x0B21,0x1B4B21,True
KOREAN_GOLD,48,49,MOVE_DESCRIPTION,0x6D,0x4060,0x1B4060,56 4b,0x4B56,0x0B56,0x1B4B56,True
KOREAN_GOLD,49,50,MOVE_DESCRIPTION,0x6D,0x4062,0x1B4062,85 4b,0x4B85,0x0B85,0x1B4B85,True
KOREAN_GOLD,50,51,MOVE_DESCRIPTION,0x6D,0x4064,0x1B4064,c8 4b,0x4BC8,0x0BC8,0x1B4BC8,True
KOREAN_GOLD,51,52,MOVE_DESCRIPTION,0x6D,0x4066,0x1B4066,fb 4b,0x4BFB,0x0BFB,0x1B4BFB,True
KOREAN_GOLD,52,53,MOVE_DESCRIPTION,0x6D,0x4068,0x1B4068,2a 4c,0x4C2A,0x0C2A,0x1B4C2A,True
KOREAN_GOLD,53,54,MOVE_DESCRIPTION,0x6D,0x406A,0x1B406A,5b 4c,0x4C5B,0x0C5B,0x1B4C5B,True
KOREAN_GOLD,54,55,MOVE_DESCRIPTION,0x6D,0x406C,0x1B406C,91 4c,0x4C91,0x0C91,0x1B4C91,True
KOREAN_GOLD,55,56,MOVE_DESCRIPTION,0x6D,0x406E,0x1B406E,ad 4c,0x4CAD,0x0CAD,0x1B4CAD,True
KOREAN_GOLD,56,57,MOVE_DESCRIPTION,0x6D,0x4070,0x1B4070,d7 4c,0x4CD7,0x0CD7,0x1B4CD7,True
KOREAN_GOLD,57,58,MOVE_DESCRIPTION,0x6D,0x4072,0x1B4072,0f 4d,0x4D0F,0x0D0F,0x1B4D0F,True
KOREAN_GOLD,58,59,MOVE_DESCRIPTION,0x6D,0x4074,0x1B4074,3c 4d,0x4D3C,0x0D3C,0x1B4D3C,True
KOREAN_GOLD,59,60,MOVE_DESCRIPTION,0x6D,0x4076,0x1B4076,71 4d,0x4D71,0x0D71,0x1B4D71,True
KOREAN_GOLD,60,61,MOVE_DESCRIPTION,0x6D,0x4078,0x1B4078,a2 4d,0x4DA2,0x0DA2,0x1B4DA2,True
KOREAN_GOLD,61,62,MOVE_DESCRIPTION,0x6D,0x407A,0x1B407A,da 4d,0x4DDA,0x0DDA,0x1B4DDA,True
KOREAN_GOLD,62,63,MOVE_DESCRIPTION,0x6D,0x407C,0x1B407C,0a 4e,0x4E0A,0x0E0A,0x1B4E0A,True
KOREAN_GOLD,63,64,MOVE_DESCRIPTION,0x6D,0x407E,0x1B407E,44 4e,0x4E44,0x0E44,0x1B4E44,True
KOREAN_GOLD,64,65,MOVE_DESCRIPTION,0x6D,0x4080,0x1B4080,6c 4e,0x4E6C,0x0E6C,0x1B4E6C,True
KOREAN_GOLD,65,66,MOVE_DESCRIPTION,0x6D,0x4082,0x1B4082,9c 4e,0x4E9C,0x0E9C,0x1B4E9C,True
KOREAN_GOLD,66,67,MOVE_DESCRIPTION,0x6D,0x4084,0x1B4084,d9 4e,0x4ED9,0x0ED9,0x1B4ED9,True
KOREAN_GOLD,67,68,MOVE_DESCRIPTION,0x6D,0x4086,0x1B4086,03 4f,0x4F03,0x0F03,0x1B4F03,True
KOREAN_GOLD,68,69,MOVE_DESCRIPTION,0x6D,0x4088,0x1B4088,3c 4f,0x4F3C,0x0F3C,0x1B4F3C,True
KOREAN_GOLD,69,70,MOVE_DESCRIPTION,0x6D,0x408A,0x1B408A,6b 4f,0x4F6B,0x0F6B,0x1B4F6B,True
KOREAN_GOLD,70,71,MOVE_DESCRIPTION,0x6D,0x408C,0x1B408C,93 4f,0x4F93,0x0F93,0x1B4F93,True
KOREAN_GOLD,71,72,MOVE_DESCRIPTION,0x6D,0x408E,0x1B408E,c3 4f,0x4FC3,0x0FC3,0x1B4FC3,True
KOREAN_GOLD,72,73,MOVE_DESCRIPTION,0x6D,0x4090,0x1B4090,f3 4f,0x4FF3,0x0FF3,0x1B4FF3,True
KOREAN_GOLD,73,74,MOVE_DESCRIPTION,0x6D,0x4092,0x1B4092,23 50,0x5023,0x1023,0x1B5023,True
KOREAN_GOLD,74,75,MOVE_DESCRIPTION,0x6D,0x4094,0x1B4094,4e 50,0x504E,0x104E,0x1B504E,True
KOREAN_GOLD,75,76,MOVE_DESCRIPTION,0x6D,0x4096,0x1B4096,78 50,0x5078,0x1078,0x1B5078,True
KOREAN_GOLD,76,77,MOVE_DESCRIPTION,0x6D,0x4098,0x1B4098,a9 50,0x50A9,0x10A9,0x1B50A9,True
KOREAN_GOLD,77,78,MOVE_DESCRIPTION,0x6D,0x409A,0x1B409A,d3 50,0x50D3,0x10D3,0x1B50D3,True
KOREAN_GOLD,78,79,MOVE_DESCRIPTION,0x6D,0x409C,0x1B409C,fa 50,0x50FA,0x10FA,0x1B50FA,True
KOREAN_GOLD,79,80,MOVE_DESCRIPTION,0x6D,0x409E,0x1B409E,2c 51,0x512C,0x112C,0x1B512C,True
KOREAN_GOLD,80,81,MOVE_DESCRIPTION,0x6D,0x40A0,0x1B40A0,69 51,0x5169,0x1169,0x1B5169,True
KOREAN_GOLD,81,82,MOVE_DESCRIPTION,0x6D,0x40A2,0x1B40A2,a1 51,0x51A1,0x11A1,0x1B51A1,True
KOREAN_GOLD,82,83,MOVE_DESCRIPTION,0x6D,0x40A4,0x1B40A4,d2 51,0x51D2,0x11D2,0x1B51D2,True
KOREAN_GOLD,83,84,MOVE_DESCRIPTION,0x6D,0x40A6,0x1B40A6,ff 51,0x51FF,0x11FF,0x1B51FF,True
KOREAN_GOLD,84,85,MOVE_DESCRIPTION,0x6D,0x40A8,0x1B40A8,2b 52,0x522B,0x122B,0x1B522B,True
KOREAN_GOLD,85,86,MOVE_DESCRIPTION,0x6D,0x40AA,0x1B40AA,5e 52,0x525E,0x125E,0x1B525E,True
KOREAN_GOLD,86,87,MOVE_DESCRIPTION,0x6D,0x40AC,0x1B40AC,8f 52,0x528F,0x128F,0x1B528F,True
KOREAN_GOLD,87,88,MOVE_DESCRIPTION,0x6D,0x40AE,0x1B40AE,c0 52,0x52C0,0x12C0,0x1B52C0,True
KOREAN_GOLD,88,89,MOVE_DESCRIPTION,0x6D,0x40B0,0x1B40B0,e1 52,0x52E1,0x12E1,0x1B52E1,True
KOREAN_GOLD,89,90,MOVE_DESCRIPTION,0x6D,0x40B2,0x1B40B2,16 53,0x5316,0x1316,0x1B5316,True
KOREAN_GOLD,90,91,MOVE_DESCRIPTION,0x6D,0x40B4,0x1B40B4,54 53,0x5354,0x1354,0x1B5354,True
KOREAN_GOLD,91,92,MOVE_DESCRIPTION,0x6D,0x40B6,0x1B40B6,88 53,0x5388,0x1388,0x1B5388,True
KOREAN_GOLD,92,93,MOVE_DESCRIPTION,0x6D,0x40B8,0x1B40B8,b6 53,0x53B6,0x13B6,0x1B53B6,True
KOREAN_GOLD,93,94,MOVE_DESCRIPTION,0x6D,0x40BA,0x1B40BA,e2 53,0x53E2,0x13E2,0x1B53E2,True
KOREAN_GOLD,94,95,MOVE_DESCRIPTION,0x6D,0x40BC,0x1B40BC,14 54,0x5414,0x1414,0x1B5414,True
KOREAN_GOLD,95,96,MOVE_DESCRIPTION,0x6D,0x40BE,0x1B40BE,3a 54,0x543A,0x143A,0x1B543A,True
KOREAN_GOLD,96,97,MOVE_DESCRIPTION,0x6D,0x40C0,0x1B40C0,6b 54,0x546B,0x146B,0x1B546B,True
KOREAN_GOLD,97,98,MOVE_DESCRIPTION,0x6D,0x40C2,0x1B40C2,9a 54,0x549A,0x149A,0x1B549A,True
KOREAN_GOLD,98,99,MOVE_DESCRIPTION,0x6D,0x40C4,0x1B40C4,c8 54,0x54C8,0x14C8,0x1B54C8,True
KOREAN_GOLD,99,100,MOVE_DESCRIPTION,0x6D,0x40C6,0x1B40C6,f3 54,0x54F3,0x14F3,0x1B54F3,True
KOREAN_GOLD,100,101,MOVE_DESCRIPTION,0x6D,0x40C8,0x1B40C8,17 55,0x5517,0x1517,0x1B5517,True
KOREAN_GOLD,101,102,MOVE_DESCRIPTION,0x6D,0x40CA,0x1B40CA,50 55,0x5550,0x1550,0x1B5550,True
KOREAN_GOLD,102,103,MOVE_DESCRIPTION,0x6D,0x40CC,0x1B40CC,81 55,0x5581,0x1581,0x1B5581,True
KOREAN_GOLD,103,104,MOVE_DESCRIPTION,0x6D,0x40CE,0x1B40CE,b5 55,0x55B5,0x15B5,0x1B55B5,True
KOREAN_GOLD,104,105,MOVE_DESCRIPTION,0x6D,0x40D0,0x1B40D0,e3 55,0x55E3,0x15E3,0x1B55E3,True
KOREAN_GOLD,105,106,MOVE_DESCRIPTION,0x6D,0x40D2,0x1B40D2,08 56,0x5608,0x1608,0x1B5608,True
KOREAN_GOLD,106,107,MOVE_DESCRIPTION,0x6D,0x40D4,0x1B40D4,40 56,0x5640,0x1640,0x1B5640,True
KOREAN_GOLD,107,108,MOVE_DESCRIPTION,0x6D,0x40D6,0x1B40D6,66 56,0x5666,0x1666,0x1B5666,True
KOREAN_GOLD,108,109,MOVE_DESCRIPTION,0x6D,0x40D8,0x1B40D8,95 56,0x5695,0x1695,0x1B5695,True
KOREAN_GOLD,109,110,MOVE_DESCRIPTION,0x6D,0x40DA,0x1B40DA,c1 56,0x56C1,0x16C1,0x1B56C1,True
KOREAN_GOLD,110,111,MOVE_DESCRIPTION,0x6D,0x40DC,0x1B40DC,e6 56,0x56E6,0x16E6,0x1B56E6,True
KOREAN_GOLD,111,112,MOVE_DESCRIPTION,0x6D,0x40DE,0x1B40DE,12 57,0x5712,0x1712,0x1B5712,True
KOREAN_GOLD,112,113,MOVE_DESCRIPTION,0x6D,0x40E0,0x1B40E0,3b 57,0x573B,0x173B,0x1B573B,True
KOREAN_GOLD,113,114,MOVE_DESCRIPTION,0x6D,0x40E2,0x1B40E2,71 57,0x5771,0x1771,0x1B5771,True
KOREAN_GOLD,114,115,MOVE_DESCRIPTION,0x6D,0x40E4,0x1B40E4,a4 57,0x57A4,0x17A4,0x1B57A4,True
KOREAN_GOLD,115,116,MOVE_DESCRIPTION,0x6D,0x40E6,0x1B40E6,dc 57,0x57DC,0x17DC,0x1B57DC,True
KOREAN_GOLD,116,117,MOVE_DESCRIPTION,0x6D,0x40E8,0x1B40E8,0d 58,0x580D,0x180D,0x1B580D,True
KOREAN_GOLD,117,118,MOVE_DESCRIPTION,0x6D,0x40EA,0x1B40EA,47 58,0x5847,0x1847,0x1B5847,True
KOREAN_GOLD,118,119,MOVE_DESCRIPTION,0x6D,0x40EC,0x1B40EC,85 58,0x5885,0x1885,0x1B5885,True
KOREAN_GOLD,119,120,MOVE_DESCRIPTION,0x6D,0x40EE,0x1B40EE,b4 58,0x58B4,0x18B4,0x1B58B4,True
KOREAN_GOLD,120,121,MOVE_DESCRIPTION,0x6D,0x40F0,0x1B40F0,f0 58,0x58F0,0x18F0,0x1B58F0,True
KOREAN_GOLD,121,122,MOVE_DESCRIPTION,0x6D,0x40F2,0x1B40F2,0f 59,0x590F,0x190F,0x1B590F,True
KOREAN_GOLD,122,123,MOVE_DESCRIPTION,0x6D,0x40F4,0x1B40F4,3e 59,0x593E,0x193E,0x1B593E,True
KOREAN_GOLD,123,124,MOVE_DESCRIPTION,0x6D,0x40F6,0x1B40F6,71 59,0x5971,0x1971,0x1B5971,True
KOREAN_GOLD,124,125,MOVE_DESCRIPTION,0x6D,0x40F8,0x1B40F8,9f 59,0x599F,0x199F,0x1B599F,True
KOREAN_GOLD,125,126,MOVE_DESCRIPTION,0x6D,0x40FA,0x1B40FA,d2 59,0x59D2,0x19D2,0x1B59D2,True
KOREAN_GOLD,126,127,MOVE_DESCRIPTION,0x6D,0x40FC,0x1B40FC,0d 5a,0x5A0D,0x1A0D,0x1B5A0D,True
KOREAN_GOLD,127,128,MOVE_DESCRIPTION,0x6D,0x40FE,0x1B40FE,40 5a,0x5A40,0x1A40,0x1B5A40,True
KOREAN_GOLD,128,129,MOVE_DESCRIPTION,0x6D,0x4100,0x1B4100,66 5a,0x5A66,0x1A66,0x1B5A66,True
KOREAN_GOLD,129,130,MOVE_DESCRIPTION,0x6D,0x4102,0x1B4102,99 5a,0x5A99,0x1A99,0x1B5A99,True
KOREAN_GOLD,130,131,MOVE_DESCRIPTION,0x6D,0x4104,0x1B4104,cd 5a,0x5ACD,0x1ACD,0x1B5ACD,True
KOREAN_GOLD,131,132,MOVE_DESCRIPTION,0x6D,0x4106,0x1B4106,02 5b,0x5B02,0x1B02,0x1B5B02,True
KOREAN_GOLD,132,133,MOVE_DESCRIPTION,0x6D,0x4108,0x1B4108,3b 5b,0x5B3B,0x1B3B,0x1B5B3B,True
KOREAN_GOLD,133,134,MOVE_DESCRIPTION,0x6D,0x410A,0x1B410A,72 5b,0x5B72,0x1B72,0x1B5B72,True
KOREAN_GOLD,134,135,MOVE_DESCRIPTION,0x6D,0x410C,0x1B410C,ac 5b,0x5BAC,0x1BAC,0x1B5BAC,True
KOREAN_GOLD,135,136,MOVE_DESCRIPTION,0x6D,0x410E,0x1B410E,d4 5b,0x5BD4,0x1BD4,0x1B5BD4,True
KOREAN_GOLD,136,137,MOVE_DESCRIPTION,0x6D,0x4110,0x1B4110,0e 5c,0x5C0E,0x1C0E,0x1B5C0E,True
KOREAN_GOLD,137,138,MOVE_DESCRIPTION,0x6D,0x4112,0x1B4112,48 5c,0x5C48,0x1C48,0x1B5C48,True
KOREAN_GOLD,138,139,MOVE_DESCRIPTION,0x6D,0x4114,0x1B4114,7b 5c,0x5C7B,0x1C7B,0x1B5C7B,True
KOREAN_GOLD,139,140,MOVE_DESCRIPTION,0x6D,0x4116,0x1B4116,a2 5c,0x5CA2,0x1CA2,0x1B5CA2,True
KOREAN_GOLD,140,141,MOVE_DESCRIPTION,0x6D,0x4118,0x1B4118,d1 5c,0x5CD1,0x1CD1,0x1B5CD1,True
KOREAN_GOLD,141,142,MOVE_DESCRIPTION,0x6D,0x411A,0x1B411A,fb 5c,0x5CFB,0x1CFB,0x1B5CFB,True
KOREAN_GOLD,142,143,MOVE_DESCRIPTION,0x6D,0x411C,0x1B411C,31 5d,0x5D31,0x1D31,0x1B5D31,True
KOREAN_GOLD,143,144,MOVE_DESCRIPTION,0x6D,0x411E,0x1B411E,61 5d,0x5D61,0x1D61,0x1B5D61,True
KOREAN_GOLD,144,145,MOVE_DESCRIPTION,0x6D,0x4120,0x1B4120,96 5d,0x5D96,0x1D96,0x1B5D96,True
KOREAN_GOLD,145,146,MOVE_DESCRIPTION,0x6D,0x4122,0x1B4122,cd 5d,0x5DCD,0x1DCD,0x1B5DCD,True
KOREAN_GOLD,146,147,MOVE_DESCRIPTION,0x6D,0x4124,0x1B4124,0c 5e,0x5E0C,0x1E0C,0x1B5E0C,True
KOREAN_GOLD,147,148,MOVE_DESCRIPTION,0x6D,0x4126,0x1B4126,3d 5e,0x5E3D,0x1E3D,0x1B5E3D,True
KOREAN_GOLD,148,149,MOVE_DESCRIPTION,0x6D,0x4128,0x1B4128,70 5e,0x5E70,0x1E70,0x1B5E70,True
KOREAN_GOLD,149,150,MOVE_DESCRIPTION,0x6D,0x412A,0x1B412A,a6 5e,0x5EA6,0x1EA6,0x1B5EA6,True
KOREAN_GOLD,150,151,MOVE_DESCRIPTION,0x6D,0x412C,0x1B412C,d3 5e,0x5ED3,0x1ED3,0x1B5ED3,True
KOREAN_GOLD,151,152,MOVE_DESCRIPTION,0x6D,0x412E,0x1B412E,ff 5e,0x5EFF,0x1EFF,0x1B5EFF,True
KOREAN_GOLD,152,153,MOVE_DESCRIPTION,0x6D,0x4130,0x1B4130,2b 5f,0x5F2B,0x1F2B,0x1B5F2B,True
KOREAN_GOLD,153,154,MOVE_DESCRIPTION,0x6D,0x4132,0x1B4132,63 5f,0x5F63,0x1F63,0x1B5F63,True
KOREAN_GOLD,154,155,MOVE_DESCRIPTION,0x6D,0x4134,0x1B4134,9a 5f,0x5F9A,0x1F9A,0x1B5F9A,True
KOREAN_GOLD,155,156,MOVE_DESCRIPTION,0x6D,0x4136,0x1B4136,d0 5f,0x5FD0,0x1FD0,0x1B5FD0,True
KOREAN_GOLD,156,157,MOVE_DESCRIPTION,0x6D,0x4138,0x1B4138,00 60,0x6000,0x2000,0x1B6000,True
KOREAN_GOLD,157,158,MOVE_DESCRIPTION,0x6D,0x413A,0x1B413A,2d 60,0x602D,0x202D,0x1B602D,True
KOREAN_GOLD,158,159,MOVE_DESCRIPTION,0x6D,0x413C,0x1B413C,64 60,0x6064,0x2064,0x1B6064,True
KOREAN_GOLD,159,160,MOVE_DESCRIPTION,0x6D,0x413E,0x1B413E,95 60,0x6095,0x2095,0x1B6095,True
KOREAN_GOLD,160,161,MOVE_DESCRIPTION,0x6D,0x4140,0x1B4140,d1 60,0x60D1,0x20D1,0x1B60D1,True
KOREAN_GOLD,161,162,MOVE_DESCRIPTION,0x6D,0x4142,0x1B4142,ff 60,0x60FF,0x20FF,0x1B60FF,True
KOREAN_GOLD,162,163,MOVE_DESCRIPTION,0x6D,0x4144,0x1B4144,32 61,0x6132,0x2132,0x1B6132,True
KOREAN_GOLD,163,164,MOVE_DESCRIPTION,0x6D,0x4146,0x1B4146,64 61,0x6164,0x2164,0x1B6164,True
KOREAN_GOLD,164,165,MOVE_DESCRIPTION,0x6D,0x4148,0x1B4148,96 61,0x6196,0x2196,0x1B6196,True
KOREAN_GOLD,165,166,MOVE_DESCRIPTION,0x6D,0x414A,0x1B414A,d6 61,0x61D6,0x21D6,0x1B61D6,True
KOREAN_GOLD,166,167,MOVE_DESCRIPTION,0x6D,0x414C,0x1B414C,13 62,0x6213,0x2213,0x1B6213,True
KOREAN_GOLD,167,168,MOVE_DESCRIPTION,0x6D,0x414E,0x1B414E,48 62,0x6248,0x2248,0x1B6248,True
KOREAN_GOLD,168,169,MOVE_DESCRIPTION,0x6D,0x4150,0x1B4150,7f 62,0x627F,0x227F,0x1B627F,True
KOREAN_GOLD,169,170,MOVE_DESCRIPTION,0x6D,0x4152,0x1B4152,b2 62,0x62B2,0x22B2,0x1B62B2,True
KOREAN_GOLD,170,171,MOVE_DESCRIPTION,0x6D,0x4154,0x1B4154,ec 62,0x62EC,0x22EC,0x1B62EC,True
KOREAN_GOLD,171,172,MOVE_DESCRIPTION,0x6D,0x4156,0x1B4156,26 63,0x6326,0x2326,0x1B6326,True
KOREAN_GOLD,172,173,MOVE_DESCRIPTION,0x6D,0x4158,0x1B4158,5b 63,0x635B,0x235B,0x1B635B,True
KOREAN_GOLD,173,174,MOVE_DESCRIPTION,0x6D,0x415A,0x1B415A,97 63,0x6397,0x2397,0x1B6397,True
KOREAN_GOLD,174,175,MOVE_DESCRIPTION,0x6D,0x415C,0x1B415C,cc 63,0x63CC,0x23CC,0x1B63CC,True
KOREAN_GOLD,175,176,MOVE_DESCRIPTION,0x6D,0x415E,0x1B415E,fd 63,0x63FD,0x23FD,0x1B63FD,True
KOREAN_GOLD,176,177,MOVE_DESCRIPTION,0x6D,0x4160,0x1B4160,29 64,0x6429,0x2429,0x1B6429,True
KOREAN_GOLD,177,178,MOVE_DESCRIPTION,0x6D,0x4162,0x1B4162,53 64,0x6453,0x2453,0x1B6453,True
KOREAN_GOLD,178,179,MOVE_DESCRIPTION,0x6D,0x4164,0x1B4164,81 64,0x6481,0x2481,0x1B6481,True
KOREAN_GOLD,179,180,MOVE_DESCRIPTION,0x6D,0x4166,0x1B4166,b2 64,0x64B2,0x24B2,0x1B64B2,True
KOREAN_GOLD,180,181,MOVE_DESCRIPTION,0x6D,0x4168,0x1B4168,ee 64,0x64EE,0x24EE,0x1B64EE,True
KOREAN_GOLD,181,182,MOVE_DESCRIPTION,0x6D,0x416A,0x1B416A,21 65,0x6521,0x2521,0x1B6521,True
KOREAN_GOLD,182,183,MOVE_DESCRIPTION,0x6D,0x416C,0x1B416C,5c 65,0x655C,0x255C,0x1B655C,True
KOREAN_GOLD,183,184,MOVE_DESCRIPTION,0x6D,0x416E,0x1B416E,96 65,0x6596,0x2596,0x1B6596,True
KOREAN_GOLD,184,185,MOVE_DESCRIPTION,0x6D,0x4170,0x1B4170,ce 65,0x65CE,0x25CE,0x1B65CE,True
KOREAN_GOLD,185,186,MOVE_DESCRIPTION,0x6D,0x4172,0x1B4172,07 66,0x6607,0x2607,0x1B6607,True
KOREAN_GOLD,186,187,MOVE_DESCRIPTION,0x6D,0x4174,0x1B4174,3d 66,0x663D,0x263D,0x1B663D,True
KOREAN_GOLD,187,188,MOVE_DESCRIPTION,0x6D,0x4176,0x1B4176,71 66,0x6671,0x2671,0x1B6671,True
KOREAN_GOLD,188,189,MOVE_DESCRIPTION,0x6D,0x4178,0x1B4178,a0 66,0x66A0,0x26A0,0x1B66A0,True
