bank,offset_hex,size_bytes,sha1,crc32
31,0x07C000,16384,191b765e9c2d9966958ee6facdcaae5bc5203404,078799DD
32,0x080000,16384,7b3d0b4b3e29e310735d531bb05f4ca77825ef7d,E5C16732
33,0x084000,16384,e66cd462cce4c4264ad0e3c50585ec5f34904d8a,63E861B1
34,0x088000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
35,0x08C000,16384,9badbe7cb16e23d625385518f4f9b0cc440c47ab,DA5BA5EA
36,0x090000,16384,51fd2f650ac6f68fc3b53597db9929e7e17ec219,471C98DB
37,0x094000,16384,f633ad62eea1db42067eb276548adc0dda981979,06347789
38,0x098000,16384,c55f524cc1a3a85ef2da2353f5fc84834fc46716,3A64ABBA
39,0x09C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
40,0x0A0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
41,0x0A4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
42,0x0A8000,16384,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,0EB784D9
43,0x0AC000,16384,0b18ffd50dd2d67d531be687004fcd1985fba5ae,2FB4BA4D
44,0x0B0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
45,0x0B4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
46,0x0B8000,16384,31b461b550433912d7354483c4419b0776207d5f,EC52C0E5
47,0x0BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,5ec42d1c54f6929db147f0c3dce0124e71ee3397,2FCFFA05
50,0x0C8000,16384,bd596d4c32f298851f1abb228956e3ca26169cbc,066B8138
51,0x0CC000,16384,dfe38eb4f1b0dd55f41e656c5bc9211ef6eddc74,391A4E77
52,0x0D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
53,0x0D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
54,0x0D8000,16384,a31cc62531d1c0257feb9a939cb0849b302d2c31,5C4CBA52
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,82fda1a6ae55e0ae7a5cdb775db83707d9052410,617E715F
57,0x0E4000,16384,d1aae1fa54c9b5f48d72d574012ae07466009a1e,2160B89C
58,0x0E8000,16384,af7a8232de8afa719b50d3ee670e35439c677e45,C3F6D2A5
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,52ad0e2e3b4ae73dd68c55aabce7e4e124ba46ec,6D19459F
63,0x0FC000,16384,b80d78ad80fd71cea027eef4745a366951228aac,CB39ECED
64,0x100000,16384,236a2acbe6804b3db2002c1102611f0137d63bca,4CDDABF1
65,0x104000,16384,a41e89b87153a5ac5acec46b91aebded00f688db,667C74C3
66,0x108000,16384,70fbec1cda5871c60ead92c811a617d82b642df1,A593CACC
67,0x10C000,16384,e364662bd00e2bfa763d8965cff6bee20f351ff5,9369714A
68,0x110000,16384,138ae2fb87fcd3d1e3bcfddf17e143d6432c707d,20E12521
69,0x114000,16384,f647ea6c7792268f5b6c9f3cc295255307fb1549,48D5740B
70,0x118000,16384,34455f8f72c725627eca13ba51f782a5c1b22487,46CE8157
71,0x11C000,16384,cfca176f4bedb29d87ac485645b5eb9e0834a705,506049B5
72,0x120000,16384,e1b12c04fa1ea8b5b3817c76c721d2077ef5de95,6F550454
73,0x124000,16384,798259530ccbcbe3babfaa24fa382d6ab46fc1e0,1CBCB2B4
74,0x128000,16384,4c3054bba085fbcef7948edc630e7f4a2253ea69,B72B1F34
75,0x12C000,16384,a1c63e37fd90747e0fecb2a312bc593904e3b3e8,BE8F4693
76,0x130000,16384,86eda97bb306ec9bd0e756690632ce0d8ba65c48,D0E700AB
77,0x134000,16384,8826a2e12a688322dfb10d84f7f867cb82c03720,43CC688F
78,0x138000,16384,227fd623ad2108b01329b4f40a69639a4ca06a6f,4F3A873D
79,0x13C000,16384,4513b2860fa676727bdfef01031ddb35555c1ce3,B226A2E1
80,0x140000,16384,93fd8250a5c7a8bac9966219c701b1882738fbfd,27F56B76
81,0x144000,16384,3b957e9c9023e92c9503b98eb6e0c9ab383639b8,ACDC9D20
82,0x148000,16384,b78a87f05e9ac610aa9f6a050fdfb240b539e7ad,6B25CDEC
83,0x14C000,16384,3a155a1804b723eab23b7437231e619ed9799692,5C5D8E77
84,0x150000,16384,9cfbb1e344b697ec18001508e15fd8145f7e7696,0E7ED36A
85,0x154000,16384,8ab03b7ae15968289b53f75c019da399ffede2e7,564B42BA
86,0x158000,16384,c82138f14bb25ff8dab4de718a1ad86f5daff45e,DE68601C
87,0x15C000,16384,e3b40f591d121a56aabf80c4c0444915f1186a2a,6058AD76
88,0x160000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
89,0x164000,16384,201cebef4b79b6b6cc6fb5d8deed094d206884d0,759797BB
90,0x168000,16384,961da51a1e85099859c285964aaaa2622811c98c,66F9EF70
91,0x16C000,16384,e7e9b587c5bd6e18d73773205c91b0c43f8e8415,41B57EF7
92,0x170000,16384,0365c1bf32ae440a978ae0f73b2e04d556b49724,13B21833
93,0x174000,16384,2380e95672160ad7b7e506d789bb8e0d6d78deea,18D1FBD1
94,0x178000,16384,29581def3ba744e8be6a56d8f1bfb9c9cc46d6c7,977D4B64
95,0x17C000,16384,3ea3147008e485e020ca51b5d9e8f30fab699a49,17AC9314
96,0x180000,16384,98cb0afe0a114ed31fc8e99d006587750b344194,2C603918
97,0x184000,16384,b642438e0721b0001cae9f3ed38a9a6b61820a2f,3FB3DC07
98,0x188000,16384,d8e78ea1719d1bafe17df3985921350d01d4cf8e,F8BE4DBA
99,0x18C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
100,0x190000,16384,d8afc032dac869ba396eb590496fba8fbdf978cc,256B116A
101,0x194000,16384,4e87a3b7b543f718fdc5337713cc08aef133eda5,2DFFAD58
102,0x198000,16384,b3b48d4797d4536f18f2e8727e58682cb7d95a43,F29DA2AB
103,0x19C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
104,0x1A0000,16384,31e263c78212e9290cf0c39bdc0470732de3aa2b,EF6F4F19
105,0x1A4000,16384,3842369c103140c977e5f4d253ab78bca2461edc,B91C7B3D
106,0x1A8000,16384,4c53a5da430d2b0e7ffd9709b705c93131ca3976,E10F1CBC
107,0x1AC000,16384,8fef22e8b26c1c191cdf451153e40bc97b589d28,BF5D3B8C
108,0x1B0000,16384,bb2e0d10db05a0290f0f235d50e77adf7645f7cd,6447CBC8
109,0x1B4000,16384,562804db619c41829f90beec5eeeb5174efd5388,D4C64AA2
110,0x1B8000,16384,81f608e492e631a7015b277c5448ed7fd538ecc2,DDFC61BE
111,0x1BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
112,0x1C0000,16384,8f90f40d416038dbbac6dd8ce0b9ed932014e27d,ABA4CFC5
113,0x1C4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
114,0x1C8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
115,0x1CC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
116,0x1D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
117,0x1D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
118,0x1D8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
119,0x1DC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
120,0x1E0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
121,0x1E4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
122,0x1E8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
123,0x1EC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
124,0x1F0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
125,0x1F4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
126,0x1F8000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
127,0x1FC000,16384,9de0672f4caa021c4621362413b9247d2bcb876c,7F05EEEE
