file,family,bank_hex,bank_dec,rom_offset_start,layout_label,sha1,entropy_bits_per_byte,unique_bytes,zero_pct,ff_pct,longest_00_run,longest_ff_run,longest_uniform_run,longest_uniform_value,pointer_like_word_pct,western_textcode_pct
Pocket Monsters Gin (Japan).gbc,JP,13,19,0x04C000,Map Scripts 1,1993ab110a881e8f22eca8f9305477c988729458,6.954328,255,6.9702,1.9409,28,2,28,0x00,22.4121,45.0378
Pocket Monsters Gin (Japan).gbc,JP,14,20,0x050000,bank14 / Egg Pic,fd5b1e863c1612687ffdf0f0661449c4ef99fa4d,6.973823,256,13.501,0.7446,77,8,77,0x00,21.5088,30.3101
Pocket Monsters Gin (Japan).gbc,JP,15,21,0x054000,Pics 2,e0bb62db34e1aeae7badbcff2f3614913d5ee470,7.052608,255,4.3152,5.4626,9,2,9,0x00,16.6016,41.571
Pocket Monsters Gin (Japan).gbc,JP,16,22,0x058000,Pics 3,f358f5fe7c3cbbada5baa27f3a2e2fc8b875aebc,6.996369,256,4.5776,5.957,2,2,4,0x01,15.686,41.3513
Pocket Monsters Gin (Japan).gbc,JP,17,23,0x05C000,Pics 4,fb125f682cfbe8c6cc76c081de7c31b0988ac389,6.981373,256,5.0537,5.5847,2,2,6,0x80,16.2598,40.271
Pocket Monsters Gin (Japan).gbc,JP,18,24,0x060000,Pics 5,177aad8f74c6744c859a816cd7478b81c17b5ecd,6.917953,256,5.365,6.3965,25,3,25,0x00,16.4307,40.8936
Pocket Monsters Gin (Japan).gbc,JP,19,25,0x064000,Pics 6,ea283f0e547e70a426b135642d5d2a5030d0b335,6.897897,256,5.4199,6.3049,30,3,30,0x00,15.686,41.4734
Pocket Monsters Gin (Japan).gbc,JP,1A,26,0x068000,Pics 7,d287a53b1422ec9afec9943f91ed5963a81afe4f,6.905994,256,5.0232,5.835,3,5,5,0xFF,16.0767,39.8621
Pocket Monsters Gin (Japan).gbc,JP,1B,27,0x06C000,Pics 8,fb5b86f0b3b14a5a61ab8e78a5d489500cd7707d,6.932647,256,4.8462,6.25,3,2,4,0x01,16.9922,41.4062
Pocket Monsters Gin (Japan).gbc,JP,1C,28,0x070000,Pics 9,00381a509e72100613e935ea2c0f95172cf5fa38,6.929663,256,5.0171,5.957,4,3,4,0x01,16.5894,40.4968
Pocket Monsters Gin (Japan).gbc,JP,1D,29,0x074000,Pics 10,36d884497b649d0cae9ae1b963401d41481136c2,6.879891,256,4.9683,5.6458,4,2,6,0x80,16.2231,38.4338
Pocket Monsters Gin (Japan).gbc,JP,1E,30,0x078000,Pics 11,34ec88572889a4b372258f83ab55c267110da907,6.802107,256,5.6519,6.5613,2,3,4,0x01,15.9302,41.1438
Pocket Monsters Gin (Japan).gbc,JP,1F,31,0x07C000,Unown Pic Pointers / Pics 12,5ec81487f93904cac580539a588bffed16ef177c,7.081007,256,4.071,5.4138,2,3,4,0x80,16.5649,41.04
Pocket Monsters Gin (Japan).gbc,JP,20,32,0x080000,Trainer Pic Pointers / Pics 13,620a42843373f5577cc7cde11de75da2fa865c4c,7.042478,256,4.071,5.5359,2,2,4,0x80,16.0889,41.1438
Pocket Monsters Gin (Japan).gbc,JP,21,33,0x084000,bank21 / Credits,06e03994434fe8a41f2d9bdd108bae6e649b4bfa,6.79397,256,10.4797,7.8369,17,3,17,0x00,13.8062,39.6301
Pocket Monsters Gin (Japan).gbc,JP,22,34,0x088000,Map Scripts 2,c6d0c3eef729c44a9e53e62e0e530978758237a1,6.976286,255,6.604,2.063,53,2,53,0x00,22.6074,42.8528
Pocket Monsters Gin (Japan).gbc,JP,23,35,0x08C000,bank23,75d90edd3da20de841d79b6fba957abc2cf03459,6.634186,255,16.8091,1.4648,919,19,919,0x00,15.5273,27.301
Pocket Monsters Gin (Japan).gbc,JP,24,36,0x090000,bank24,aecb55bf648b4fecce1bc3aee994d09bc36fe3cf,7.175509,256,5.3284,1.5747,228,8,228,0x00,17.3828,30.0354
Pocket Monsters Gin (Japan).gbc,JP,25,37,0x094000,Maps / Events,968a51e062880967053f626761fc1af4c12df526,6.945838,256,8.3069,0.2075,446,2,446,0x00,24.6948,18.3472
Pocket Monsters Gin (Japan).gbc,JP,26,38,0x098000,Map Scripts 3,e53d1ad125e750db7b80128a5cb66239a5bc6e9e,6.922343,252,6.3232,2.3865,37,2,37,0x00,20.5444,43.2922
Pocket Monsters Gin (Japan).gbc,JP,27,39,0x09C000,Map Scripts 4,fd65944657f10cfb12b3f315f2ed3e623dafab02,6.962361,256,6.8054,2.5085,5,4,6,0x7F,22.6562,45.8618
Pocket Monsters Gin (Japan).gbc,JP,28,40,0x0A0000,Map Scripts 5,7aed3703c8db645faeb1996d01b6921cec207a55,7.020325,256,7.6355,1.9592,5,2,8,0x11,23.1323,39.7278
Pocket Monsters Gin (Japan).gbc,JP,29,41,0x0A4000,Map Scripts 6,f179837281ddf10babf3da16344119e14954caf7,6.974104,253,7.196,2.3376,5,2,8,0x0C,21.3867,40.7288
Pocket Monsters Gin (Japan).gbc,JP,2A,42,0x0A8000,Map Blocks 1,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,5.808409,128,0.5188,0.0,85,0,85,0x00,33.3496,6.5674
Pocket Monsters Gin (Japan).gbc,JP,2B,43,0x0AC000,Map Blocks 2,0b18ffd50dd2d67d531be687004fcd1985fba5ae,5.739295,124,1.0132,0.0,166,0,166,0x00,9.1309,3.1128
Pocket Monsters Gin (Japan).gbc,JP,2C,44,0x0B0000,Map Scripts 7,4a21de6d345bcf4ff6ed17a019a974c1a70b03e2,6.967495,254,6.0913,1.9775,5,2,8,0x0D,22.1191,45.4285
Pocket Monsters Gin (Japan).gbc,JP,2D,45,0x0B4000,Map Scripts 8,b031f248d2c4a1128237cfb6724a478414ae6b98,6.909906,253,7.5989,3.2471,7,2,7,0x00,20.4102,42.334
Pocket Monsters Gin (Japan).gbc,JP,2E,46,0x0B8000,Pics 14 / bank2E,d2cbd4b1108cf698960a0785b87839c862303e43,6.441458,256,19.0918,3.3264,2018,8,2018,0x00,14.2822,32.7759
Pocket Monsters Gin (Japan).gbc,JP,2F,47,0x0BC000,Map Scripts 9,a6ec63acf3d9b838511124698c49c9ef949c146b,7.011737,256,6.6711,1.9226,32,2,32,0x00,23.7915,43.866
Pocket Monsters Gin (Japan).gbc,JP,30,48,0x0C0000,Sprites 1,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,6.082367,209,4.5654,0.8972,64,8,64,0x00,11.9751,42.9016
Pocket Monsters Gin (Japan).gbc,JP,31,49,0x0C4000,Sprites 2 / bank31,527f5b3b31a35184bd3a954889740de8e77d2e27,5.976379,254,17.7979,1.0376,693,3,693,0x00,12.7686,38.0615
Pocket Monsters Gin (Japan).gbc,JP,32,50,0x0C8000,bank32 / The End,b576991a42a81b03437dd41303f4ce71b6a056a1,6.445953,255,13.0371,2.2522,694,5,694,0x00,20.166,32.1045
Pocket Monsters Gin (Japan).gbc,JP,33,51,0x0CC000,Move Animations / Extra Songs 2,e5d6a994b5fe3aaa7a20ea7d2b94ad9f11c056c8,6.503545,256,13.855,0.946,483,2,483,0x00,16.0156,20.1294
Pocket Monsters Gin (Japan).gbc,JP,34,52,0x0D0000,Map Scripts 10,b9da0704ec5f549285558c5f8f36e5a260b1e065,7.020434,255,6.6833,2.8381,10,2,10,0x00,23.6084,44.8242
Pocket Monsters Gin (Japan).gbc,JP,35,53,0x0D4000,Map Scripts 11,01dabce44c044985ec405deb5a4e3820a4789a1a,7.024804,255,6.543,2.9175,20,2,20,0x00,22.3267,46.7957
Pocket Monsters Gin (Japan).gbc,JP,36,54,0x0D8000,Standard Scripts / Phone Scripts / Map Scripts 12,25067faef95c2d6ba6277296625524bed2a54e28,6.98841,256,7.1167,1.4465,40,2,40,0x00,24.7314,43.3044
Pocket Monsters Gin (Japan).gbc,JP,37,55,0x0DC000,Map Blocks 3 / Tileset Data 5,fd4efbe19c7c2b8f26537b555877b535c64b3dda,6.494348,255,10.1501,2.948,416,104,416,0x00,13.2935,17.8467
Pocket Monsters Gin (Japan).gbc,JP,38,56,0x0E0000,bank38,9ef5019700ae5373c641a4a8dbe46e9d0a7dfcad,7.092489,256,6.7932,3.2532,234,5,234,0x00,15.6006,32.6355
Pocket Monsters Gin (Japan).gbc,JP,39,57,0x0E4000,Copyright / Title Screen / Options / Font Inversed / Intro,b9b0ca882cb78563ff7e127ad213625e71cdcff5,7.018635,256,8.0872,6.665,410,8,410,0x00,15.625,37.2681
Pocket Monsters Gin (Japan).gbc,JP,3A,58,0x0E8000,Audio / Songs 1,cef82990dfa03b3d56b97c2de3f4029cc2ad5cbe,6.998168,255,3.4607,1.0437,73,2,73,0x00,21.8384,43.0298
Pocket Monsters Gin (Japan).gbc,JP,3B,59,0x0EC000,Songs 2,0817a94053fbd6b83cd3640b2286817814f3346c,6.374539,247,7.5989,0.7812,267,1,267,0x00,19.1528,45.1782
Pocket Monsters Gin (Japan).gbc,JP,3C,60,0x0F0000,Songs 3 / Sound Effects / Cries,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,6.699448,256,10.083,3.4912,138,2,138,0x00,15.5762,32.2937
Pocket Monsters Gin (Japan).gbc,JP,3D,61,0x0F4000,Songs 4,bd5b998ef17a222cf209971ec62df27223e0607f,6.525259,247,6.7383,0.9094,269,1,269,0x00,20.7031,44.0186
Pocket Monsters Gin (Japan).gbc,JP,3E,62,0x0F8000,bank3E / Shrink Pics / bank3E_2,88c21657f9a7d6886ae8adf8167ecb7f72f753ba,5.520882,256,9.5642,27.2156,88,138,138,0xFF,11.9995,55.8594
Pocket Monsters Gin (Japan).gbc,JP,3F,63,0x0FC000,bank3F,ccef2bbc754dd18e97ac39ce2aad21d5859d054c,7.06082,256,6.5735,7.1716,28,19,28,0x00,15.6494,42.2241
Pokemon - Edicion Plata (Spain).gbc,INTL,00,0,0x000000,ROM0: vectors/header/home,674c23a4eb8005c0afa77f53a8d60cdcd8c0620a,7.017931,256,4.6021,0.6409,158,3,158,0x00,12.9028,33.9172
Pokemon - Edicion Plata (Spain).gbc,INTL,01,1,0x004000,bank1,7cbb0e27172fb10752b48373bb35f40746ee1c71,5.958544,256,26.6052,0.5432,2723,3,2723,0x00,14.3921,20.2271
Pokemon - Edicion Plata (Spain).gbc,INTL,02,2,0x008000,bank2,f797c36bedb5979029f8f530fb1a6148e40e8766,6.581814,255,17.2607,3.7109,966,6,966,0x00,19.2261,24.2432
Pokemon - Edicion Plata (Spain).gbc,INTL,03,3,0x00C000,bank3,c8f446f31b8780a2902060eadda1a7e281833f90,6.8052,256,11.5906,0.4395,1521,2,1521,0x00,19.3848,27.6245
Pokemon - Edicion Plata (Spain).gbc,INTL,04,4,0x010000,bank4,39804ae5284cb514b16f59b3a4af8e6045e10fe1,6.95014,256,6.8115,6.1462,405,372,405,0x00,16.1255,36.554
Pokemon - Edicion Plata (Spain).gbc,INTL,05,5,0x014000,bank5,99cb04d555f0f6f70fdf8538af7996f44896eed5,6.6914,256,15.0085,1.9775,1932,14,1932,0x00,17.1997,25.531
Pokemon - Edicion Plata (Spain).gbc,INTL,06,6,0x018000,Tileset Data 1,7ce75f2afc85fc0e48a9b1bfb8105bf65baa2842,6.143624,254,14.7766,1.9531,1280,16,1280,0x00,17.9443,18.2434
Pokemon - Edicion Plata (Spain).gbc,INTL,07,7,0x01C000,Roofs / Tileset Data 2 / Extra Songs 1,71b4fb096a0444cf697236dbc49a8b65a7997906,6.565637,256,9.9731,5.3284,257,96,257,0x00,12.2925,30.4565
Pokemon - Edicion Plata (Spain).gbc,INTL,08,8,0x020000,Clock Reset / Tileset Data 3 / Catch Tutorial / Egg Moves,3da0b990d5d6b82b4afcd3ba3947d9f3f63c5f24,6.538836,256,13.3911,7.4158,450,496,496,0xFF,13.5132,28.7476
Pokemon - Edicion Plata (Spain).gbc,INTL,09,9,0x024000,bank9,919a270247a5e510f1ec25162fc29a7cb245f4d0,6.784959,256,15.2954,2.2156,1048,5,1048,0x00,15.1245,29.6753
Pokemon - Edicion Plata (Spain).gbc,INTL,0A,10,0x028000,bankA,7b08eeccd271494a96f3fecfbc2b6a26958a6057,7.058483,255,4.1077,0.6775,178,2,178,0x00,15.1978,23.407
Pokemon - Edicion Plata (Spain).gbc,INTL,0B,11,0x02C000,bankB,d61751f2a798d723eca2308b964680816f285368,1.70028,239,84.4666,0.0427,13776,2,13776,0x00,3.2349,4.5654
Pokemon - Edicion Plata (Spain).gbc,INTL,0C,12,0x030000,Tileset Data 4,dcf5777c6f8295847a8ff24f2512aa4376d83152,6.468876,256,13.6597,4.8096,639,32,639,0x00,11.9141,27.9297
Pokemon - Edicion Plata (Spain).gbc,INTL,0D,13,0x034000,Effect Commands,65925fdb5fd06888b89c27c713292959a5054280,6.885969,255,1.3916,0.5188,91,2,91,0x00,18.396,31.6895
Pokemon - Edicion Plata (Spain).gbc,INTL,0E,14,0x038000,Enemy Trainers,90ed8f277860a6c61c1f8f916232558c83bad09e,6.580154,256,18.3899,3.1921,2367,1,2367,0x00,16.3696,36.0718
Pokemon - Edicion Plata (Spain).gbc,INTL,0F,15,0x03C000,Battle Core,44d19f3ec002343510ebc2e51b102d2538a2da9d,7.028065,255,3.6499,0.6226,334,2,334,0x00,17.2485,32.0801
Pokemon - Edicion Plata (Spain).gbc,INTL,10,16,0x040000,bank10 / Evolutions and Attacks,b20fdfab92d2b0bb971e36e7ab4f236ce062eb43,7.120094,256,10.022,2.4292,408,16,408,0x00,18.2983,27.1057
Pokemon - Edicion Plata (Spain).gbc,INTL,11,17,0x044000,bank11,08c7211b208425e4c9fa2551777ed8ef5b80814d,1.768103,247,84.1064,0.0305,13674,1,13674,0x00,5.7007,4.6509
Pokemon - Edicion Plata (Spain).gbc,INTL,12,18,0x048000,Pic Pointers / Pics 1,450b61d85425b333788c012549308bf87907fd15,7.25909,256,3.8086,5.0415,2,6,6,0xFF,17.9199,39.2334
Pokemon - Edicion Plata (Spain).gbc,INTL,13,19,0x04C000,(continuation / data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pokemon - Edicion Plata (Spain).gbc,INTL,14,20,0x050000,bank14 / Egg Pic,fedc5d474be047b1f87e5849c9af54a86e96fd65,6.556888,256,20.5994,0.5859,1245,8,1245,0x00,20.8252,25.1953
Pokemon - Edicion Plata (Spain).gbc,INTL,15,21,0x054000,Pics 2,ee6e486a033daebeb3117079a6be90e67a3dce0e,7.063029,256,4.3762,5.3833,4,2,4,0x80,16.5283,41.5771
Pokemon - Edicion Plata (Spain).gbc,INTL,16,22,0x058000,Pics 3,b68c3b267b4b0479714484bf01ed16f9cf0d0fab,6.979454,256,4.6326,6.0791,2,2,4,0x01,16.7236,41.2659
Pokemon - Edicion Plata (Spain).gbc,INTL,17,23,0x05C000,Pics 4,9e84eca2affd15fcb5eb49d6e7b64b07fddbc130,6.98386,256,4.9988,5.5908,2,2,6,0x80,16.5283,40.564
Pokemon - Edicion Plata (Spain).gbc,INTL,18,24,0x060000,Pics 5,2d70a5fac7fcfc6ba8214a6a2bdb0be87de04501,6.916673,256,5.5542,6.3232,52,3,52,0x00,16.4673,40.6128
Pokemon - Edicion Plata (Spain).gbc,INTL,19,25,0x064000,Pics 6,d43e74a33aa9894a86d866aee1ac2d7ae5c262e7,6.892024,256,5.4932,6.3904,34,3,34,0x00,15.6372,41.4429
Pokemon - Edicion Plata (Spain).gbc,INTL,1A,26,0x068000,Pics 7,ae989d2fc912108cb751045225c85f9f3c089481,6.897664,256,5.2063,5.7068,2,2,4,0x01,16.3574,39.5081
Pokemon - Edicion Plata (Spain).gbc,INTL,1B,27,0x06C000,Pics 8,3ddcb39724892fe67a6ec20bdade48ddebfac907,6.933922,256,4.7424,6.2561,2,2,4,0x01,16.6382,41.4856
Pokemon - Edicion Plata (Spain).gbc,INTL,1C,28,0x070000,Pics 9,c10c9a85d646945f0430a1f03d15913c35ce934c,6.964015,256,4.8035,5.78,4,3,4,0x01,16.6504,40.3687
Pokemon - Edicion Plata (Spain).gbc,INTL,1D,29,0x074000,Pics 10,1cc0151417bae5170e3dd12626e4b4086060c84c,6.848408,256,4.9866,5.9875,4,2,6,0x80,16.0889,38.5681
Pokemon - Edicion Plata (Spain).gbc,INTL,1E,30,0x078000,Pics 11,bf6b1fb6c181276a88248e5192a1134e15acae45,6.805903,256,5.7129,6.4331,2,5,5,0xFF,15.7227,41.4246
Pokemon - Edicion Plata (Spain).gbc,INTL,1F,31,0x07C000,Unown Pic Pointers / Pics 12,191b765e9c2d9966958ee6facdcaae5bc5203404,7.071756,256,4.0649,5.4993,2,3,4,0x80,16.5894,40.918
Pokemon - Edicion Plata (Spain).gbc,INTL,20,32,0x080000,Trainer Pic Pointers / Pics 13,7b3d0b4b3e29e310735d531bb05f4ca77825ef7d,7.052211,256,4.0283,5.4138,2,2,4,0x80,16.0767,41.1316
Pokemon - Edicion Plata (Spain).gbc,INTL,21,33,0x084000,bank21 / Credits,3c9c5a9c27d492577390d25269fe5be0f2bb87ff,6.444305,256,16.6809,7.8247,1018,3,1018,0x00,14.1235,35.2539
Pokemon - Edicion Plata (Spain).gbc,INTL,22,34,0x088000,(continuation / data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pokemon - Edicion Plata (Spain).gbc,INTL,23,35,0x08C000,bank23,43627b67f5b58c87da8836215df12b46dedf23d1,6.76348,256,14.2639,1.4404,473,19,473,0x00,16.6626,27.6917
Pokemon - Edicion Plata (Spain).gbc,INTL,24,36,0x090000,bank24,1e9cf04e78bf0c5e0f75be5e7cf45b03a012824f,6.781051,256,12.9089,2.3987,1428,8,1428,0x00,14.7949,25.8667
Pokemon - Edicion Plata (Spain).gbc,INTL,25,37,0x094000,Maps / Events,49282d06deac49fba03277b49a0cad9c68d342f4,6.865293,256,9.2712,0.2075,595,2,595,0x00,28.8696,17.511
Pokemon - Edicion Plata (Spain).gbc,INTL,26,38,0x098000,Title Screen,8bae8234620b48b9eaa964a56cfa01c87bfc3a1a,1.462531,230,85.0281,3.6255,13607,27,13607,0x00,3.7354,9.5032
Pokemon - Edicion Plata (Spain).gbc,INTL,27,39,0x09C000,(data),2841b0e9d517cfc49f0015ba043141add6d15569,0.987964,157,90.5945,0.0244,14835,1,14835,0x00,1.8799,7.251
Pokemon - Edicion Plata (Spain).gbc,INTL,28,40,0x0A0000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pokemon - Edicion Plata (Spain).gbc,INTL,29,41,0x0A4000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pokemon - Edicion Plata (Spain).gbc,INTL,2A,42,0x0A8000,Map Blocks 1,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,5.808409,128,0.5188,0.0,85,0,85,0x00,33.3496,6.5674
Pokemon - Edicion Plata (Spain).gbc,INTL,2B,43,0x0AC000,Map Blocks 2,0b18ffd50dd2d67d531be687004fcd1985fba5ae,5.739295,124,1.0132,0.0,166,0,166,0x00,9.1309,3.1128
