file,family,bank_hex,bank_dec,rom_offset_start,layout_label,sha1,entropy_bits_per_byte,unique_bytes,zero_pct,ff_pct,longest_00_run,longest_ff_run,longest_uniform_run,longest_uniform_value,pointer_like_word_pct,western_textcode_pct
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,00,0,0x000000,ROM0: vectors/header/home,4f062dae6083604f6027c9e36c12299836ec3d91,6.984143,256,5.3345,0.6409,241,3,241,0x00,11.9507,33.8989
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,01,1,0x004000,bank1,0d5d2abae58e8b9f1b1d638ec9e3a59deefee46c,6.861787,256,11.0901,0.6226,156,3,156,0x00,16.626,29.7546
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,02,2,0x008000,bank2,62a4bdc9c4e2ec73e9f211a971224f320b97b8ab,6.567769,255,17.8833,3.6316,1088,6,1088,0x00,19.7754,24.2371
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,03,3,0x00C000,bank3,fde0048b985980e8e7e3d9f8356e482eb3127197,7.151511,255,3.4729,0.8057,91,2,91,0x00,17.4316,32.6477
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,04,4,0x010000,bank4,c435bfd59a4b103c515efbfffa307eefd7338645,7.037924,256,5.5542,4.7974,172,14,172,0x00,18.1885,36.5967
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,05,5,0x014000,bank5,1576205c8db09d2c550fe0fbc8ff0ffd3dbb44b6,7.205511,256,3.9978,1.9653,12,10,14,0xF8,18.2129,34.2773
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,06,6,0x018000,Tileset Data 1,7e43b51861f80dc7afd4f782a25d5a90ba081e41,6.492214,256,8.4595,2.1423,176,16,176,0x00,19.7754,21.1487
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,07,7,0x01C000,Roofs / Tileset Data 2 / Extra Songs 1,7b2557388a9e108b8717a6ab7b7f9c88c2772ce4,6.566044,256,9.967,5.3284,257,96,257,0x00,12.3047,30.4688
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,08,8,0x020000,Clock Reset / Tileset Data 3 / Catch Tutorial / Egg Moves,562adc9641a469ececcce8b7c8428e31ce424bff,6.583655,256,12.2375,7.7881,272,496,496,0xFF,15.0513,30.3406
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,09,9,0x024000,bank9,0b005a53820c2a3e7bc09fb27798449b0b944850,7.169484,256,6.958,2.2278,207,5,207,0x00,15.1489,31.5186
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0A,10,0x028000,bankA,f3285e23b4fed8dcc90dd7354a2c37e54f954f2c,7.087715,252,3.4607,0.6775,55,2,55,0x00,15.0269,24.469
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0B,11,0x02C000,bankB,b8eeb7f818e7fe5d9b0f5bdee953eb1b10b96715,6.764783,254,6.0913,0.1038,914,4,914,0x00,14.9292,47.8271
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0C,12,0x030000,Tileset Data 4,dcf5777c6f8295847a8ff24f2512aa4376d83152,6.468876,256,13.6597,4.8096,639,32,639,0x00,11.9141,27.9297
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0D,13,0x034000,Effect Commands,2f5e3730b0c9dbfd279dba30426572bb59be7595,6.893532,256,1.0925,0.6042,19,2,19,0x00,16.5894,31.8176
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0E,14,0x038000,Enemy Trainers,49e6e3cfb58784bd8f18f008da3c383acd0ecfbc,7.329174,256,5.6824,3.1677,58,1,58,0x00,20.3247,38.6597
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,0F,15,0x03C000,Battle Core,8be82aa0c9a7b6637568decced9e304bf5555135,7.003988,256,3.2898,0.8728,261,2,261,0x00,13.5254,32.2937
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,10,16,0x040000,bank10 / Evolutions and Attacks,2dc761e4c55ea0245ee77a87d21ea7137a2541e4,7.305549,256,6.9824,1.886,12,3,12,0x00,16.5161,30.2002
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,11,17,0x044000,bank11 / Pokedex Entries / Pokemon Mail,0c37b70f4e55e85a648e67c386cd44be667c41e8,6.805769,255,2.301,0.0854,147,1,147,0x00,15.9302,49.8047
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,12,18,0x048000,Pic Pointers / Pics 1,b39c216d4498a7ad792bff8bff062b8dc47d3284,7.258782,256,3.8086,5.0476,2,6,6,0xFF,17.9565,39.27
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,13,19,0x04C000,Map Scripts 1,1993ab110a881e8f22eca8f9305477c988729458,6.954328,255,6.9702,1.9409,28,2,28,0x00,22.4121,45.0378
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,14,20,0x050000,bank14 / Egg Pic,7864dc77498a4e46b596f0496a05f9f265b7d108,6.973714,256,13.501,0.7446,77,8,77,0x00,21.5088,30.3162
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,15,21,0x054000,Pics 2,e0bb62db34e1aeae7badbcff2f3614913d5ee470,7.052608,255,4.3152,5.4626,9,2,9,0x00,16.6016,41.571
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,16,22,0x058000,Pics 3,f358f5fe7c3cbbada5baa27f3a2e2fc8b875aebc,6.996369,256,4.5776,5.957,2,2,4,0x01,15.686,41.3513
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,17,23,0x05C000,Pics 4,fb125f682cfbe8c6cc76c081de7c31b0988ac389,6.981373,256,5.0537,5.5847,2,2,6,0x80,16.2598,40.271
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,18,24,0x060000,Pics 5,177aad8f74c6744c859a816cd7478b81c17b5ecd,6.917953,256,5.365,6.3965,25,3,25,0x00,16.4307,40.8936
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,19,25,0x064000,Pics 6,ea283f0e547e70a426b135642d5d2a5030d0b335,6.897897,256,5.4199,6.3049,30,3,30,0x00,15.686,41.4734
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1A,26,0x068000,Pics 7,d287a53b1422ec9afec9943f91ed5963a81afe4f,6.905994,256,5.0232,5.835,3,5,5,0xFF,16.0767,39.8621
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1B,27,0x06C000,Pics 8,fb5b86f0b3b14a5a61ab8e78a5d489500cd7707d,6.932647,256,4.8462,6.25,3,2,4,0x01,16.9922,41.4062
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1C,28,0x070000,Pics 9,00381a509e72100613e935ea2c0f95172cf5fa38,6.929663,256,5.0171,5.957,4,3,4,0x01,16.5894,40.4968
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1D,29,0x074000,Pics 10,36d884497b649d0cae9ae1b963401d41481136c2,6.879891,256,4.9683,5.6458,4,2,6,0x80,16.2231,38.4338
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1E,30,0x078000,Pics 11,34ec88572889a4b372258f83ab55c267110da907,6.802107,256,5.6519,6.5613,2,3,4,0x01,15.9302,41.1438
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,1F,31,0x07C000,Unown Pic Pointers / Pics 12,5ec81487f93904cac580539a588bffed16ef177c,7.081007,256,4.071,5.4138,2,3,4,0x80,16.5649,41.04
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,20,32,0x080000,Trainer Pic Pointers / Pics 13,620a42843373f5577cc7cde11de75da2fa865c4c,7.042478,256,4.071,5.5359,2,2,4,0x80,16.0889,41.1438
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,21,33,0x084000,bank21 / Credits,0d7125ca6b26f702e589a4e2eb3d791f32c3b80a,6.793806,256,10.4797,7.8369,17,3,17,0x00,13.8062,39.624
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,22,34,0x088000,Map Scripts 2,c6d0c3eef729c44a9e53e62e0e530978758237a1,6.976286,255,6.604,2.063,53,2,53,0x00,22.6074,42.8528
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,23,35,0x08C000,bank23,4a0c8b7ae1c6c188d64eb597f8b3072158f38100,6.639498,256,16.7664,1.4587,914,19,914,0x00,14.5752,27.1729
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,24,36,0x090000,bank24,6c9aec3367c15dea182fd80c5684b7c594976bb3,7.175481,256,5.3284,1.5747,228,8,228,0x00,17.3828,30.0354
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,25,37,0x094000,Maps / Events,d6e4148f994e2ee8d7a88c4ebf32ff76cda2d65f,6.930279,256,8.6731,0.2014,510,2,510,0x00,24.5239,18.2861
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,26,38,0x098000,Map Scripts 3,e53d1ad125e750db7b80128a5cb66239a5bc6e9e,6.922343,252,6.3232,2.3865,37,2,37,0x00,20.5444,43.2922
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,27,39,0x09C000,Map Scripts 4,fd65944657f10cfb12b3f315f2ed3e623dafab02,6.962361,256,6.8054,2.5085,5,4,6,0x7F,22.6562,45.8618
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,28,40,0x0A0000,Map Scripts 5,7aed3703c8db645faeb1996d01b6921cec207a55,7.020325,256,7.6355,1.9592,5,2,8,0x11,23.1323,39.7278
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,29,41,0x0A4000,Map Scripts 6,f179837281ddf10babf3da16344119e14954caf7,6.974104,253,7.196,2.3376,5,2,8,0x0C,21.3867,40.7288
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2A,42,0x0A8000,Map Blocks 1,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,5.808409,128,0.5188,0.0,85,0,85,0x00,33.3496,6.5674
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2B,43,0x0AC000,Map Blocks 2,0b18ffd50dd2d67d531be687004fcd1985fba5ae,5.739295,124,1.0132,0.0,166,0,166,0x00,9.1309,3.1128
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2C,44,0x0B0000,Map Scripts 7,4a21de6d345bcf4ff6ed17a019a974c1a70b03e2,6.967495,254,6.0913,1.9775,5,2,8,0x0D,22.1191,45.4285
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2D,45,0x0B4000,Map Scripts 8,b031f248d2c4a1128237cfb6724a478414ae6b98,6.909906,253,7.5989,3.2471,7,2,7,0x00,20.4102,42.334
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2E,46,0x0B8000,Pics 14 / bank2E,d2cbd4b1108cf698960a0785b87839c862303e43,6.441458,256,19.0918,3.3264,2018,8,2018,0x00,14.2822,32.7759
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,2F,47,0x0BC000,Map Scripts 9,a6ec63acf3d9b838511124698c49c9ef949c146b,7.011737,256,6.6711,1.9226,32,2,32,0x00,23.7915,43.866
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,30,48,0x0C0000,Sprites 1,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,6.082367,209,4.5654,0.8972,64,8,64,0x00,11.9751,42.9016
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,31,49,0x0C4000,Sprites 2 / bank31,527f5b3b31a35184bd3a954889740de8e77d2e27,5.976379,254,17.7979,1.0376,693,3,693,0x00,12.7686,38.0615
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,32,50,0x0C8000,bank32 / The End,b576991a42a81b03437dd41303f4ce71b6a056a1,6.445953,255,13.0371,2.2522,694,5,694,0x00,20.166,32.1045
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,33,51,0x0CC000,Move Animations / Extra Songs 2,e5d6a994b5fe3aaa7a20ea7d2b94ad9f11c056c8,6.503545,256,13.855,0.946,483,2,483,0x00,16.0156,20.1294
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,34,52,0x0D0000,Map Scripts 10,b9da0704ec5f549285558c5f8f36e5a260b1e065,7.020434,255,6.6833,2.8381,10,2,10,0x00,23.6084,44.8242
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,35,53,0x0D4000,Map Scripts 11,01dabce44c044985ec405deb5a4e3820a4789a1a,7.024804,255,6.543,2.9175,20,2,20,0x00,22.3267,46.7957
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,36,54,0x0D8000,Standard Scripts / Phone Scripts / Map Scripts 12,25067faef95c2d6ba6277296625524bed2a54e28,6.98841,256,7.1167,1.4465,40,2,40,0x00,24.7314,43.3044
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,37,55,0x0DC000,Map Blocks 3 / Tileset Data 5,fd4efbe19c7c2b8f26537b555877b535c64b3dda,6.494348,255,10.1501,2.948,416,104,416,0x00,13.2935,17.8467
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,38,56,0x0E0000,bank38,9ef5019700ae5373c641a4a8dbe46e9d0a7dfcad,7.092489,256,6.7932,3.2532,234,5,234,0x00,15.6006,32.6355
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,39,57,0x0E4000,Copyright / Title Screen / Options / Font Inversed / Intro,b9b0ca882cb78563ff7e127ad213625e71cdcff5,7.018635,256,8.0872,6.665,410,8,410,0x00,15.625,37.2681
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3A,58,0x0E8000,Audio / Songs 1,cef82990dfa03b3d56b97c2de3f4029cc2ad5cbe,6.998168,255,3.4607,1.0437,73,2,73,0x00,21.8384,43.0298
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3B,59,0x0EC000,Songs 2,0817a94053fbd6b83cd3640b2286817814f3346c,6.374539,247,7.5989,0.7812,267,1,267,0x00,19.1528,45.1782
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3C,60,0x0F0000,Songs 3 / Sound Effects / Cries,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,6.699448,256,10.083,3.4912,138,2,138,0x00,15.5762,32.2937
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3D,61,0x0F4000,Songs 4,bd5b998ef17a222cf209971ec62df27223e0607f,6.525259,247,6.7383,0.9094,269,1,269,0x00,20.7031,44.0186
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3E,62,0x0F8000,bank3E / Shrink Pics / bank3E_2,29788b35a84ff520d18b33a41de54f10e018785a,5.496141,256,10.0464,27.1912,168,138,168,0x00,11.9751,55.7373
Pocket Monsters Gin (Japan) (Rev A).gbc,JP,3F,63,0x0FC000,bank3F,7f4995df77bd462fd82bddd03ce15a0eeb6416f5,4.353729,256,53.0823,3.5767,8120,19,8120,0x00,8.5449,21.4722
Pocket Monsters Gin (Japan).gbc,JP,00,0,0x000000,ROM0: vectors/header/home,46580fdd8f266ac2c99c0f52cec1019e665bc787,7.012638,256,4.2786,0.647,158,3,158,0x00,12.0239,34.3811
Pocket Monsters Gin (Japan).gbc,JP,01,1,0x004000,bank1,d867e843bb8f83b6bd70bbed0c698b36f4b229a0,6.888612,256,10.4614,0.6409,50,3,50,0x00,16.7114,29.9683
Pocket Monsters Gin (Japan).gbc,JP,02,2,0x008000,bank2,62a4bdc9c4e2ec73e9f211a971224f320b97b8ab,6.567769,255,17.8833,3.6316,1088,6,1088,0x00,19.7754,24.2371
Pocket Monsters Gin (Japan).gbc,JP,03,3,0x00C000,bank3,53237b5a11f61154cc0be62e871be325cdd04e97,7.152285,255,3.4424,0.8057,86,2,86,0x00,17.4438,32.666
Pocket Monsters Gin (Japan).gbc,JP,04,4,0x010000,bank4,b2367580efe8b4989e92cae336b12cdec7566248,7.047952,256,5.2185,4.8096,117,14,117,0x00,18.2129,36.7004
Pocket Monsters Gin (Japan).gbc,JP,05,5,0x014000,bank5,0e1ad4284adab5bd015bbc078c5995a26109c3ed,7.205838,256,3.9917,1.9653,11,10,14,0xF8,18.2129,34.2834
Pocket Monsters Gin (Japan).gbc,JP,06,6,0x018000,Tileset Data 1,7e43b51861f80dc7afd4f782a25d5a90ba081e41,6.492214,256,8.4595,2.1423,176,16,176,0x00,19.7754,21.1487
Pocket Monsters Gin (Japan).gbc,JP,07,7,0x01C000,Roofs / Tileset Data 2 / Extra Songs 1,7b2557388a9e108b8717a6ab7b7f9c88c2772ce4,6.566044,256,9.967,5.3284,257,96,257,0x00,12.3047,30.4688
