bank_hex,bank_index,offset_start_hex,size_bytes,sha256
12,18,0x048000,16384,43096be9cdcad3338c9a02f13c8ddcbeab93bb10fdee8cb3dc2ebf568c4da44a
13,19,0x04C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
14,20,0x050000,16384,804bd150b20c02d7cb437d0dbef808ed2ae208e549753a0db8e5d6b16ed1749d
15,21,0x054000,16384,a0deb2987e30da8dd01516ccf2ea3ed3c01e14943911ec2b4cd9f890162bf3c3
16,22,0x058000,16384,a802c16daddbe0d5e96c98dd6d46940c344997ba548dd9b116a35dd89d215983
17,23,0x05C000,16384,b00faa3dc29234a940c6dc8ea8a6f2ba0c1d90e184d32c30e0c9c6beb49a6abc
18,24,0x060000,16384,cb72c4b00fe41dec9e0f806011da24f50ce8792cc56801a9136ce2023c536830
19,25,0x064000,16384,e178018c2d4ce64ff84b966ab22d54cffe8f6cf0ac52318d1fa9a9303b5d498a
1A,26,0x068000,16384,4ec670941a64598ed462856488dbe40da1698c674bfa4c437ad7bae417b4300a
1B,27,0x06C000,16384,2ccb250102cf973783a1a26beb151fb66c995e39f64669c2130acf458ac50f15
1C,28,0x070000,16384,7c941d0ab4c5a09cf014c72ec44fdebaf7a9c5b46bb4ba478516affac01e3791
1D,29,0x074000,16384,b3335f8aa8ea2686e4ebea61b142c22d65e9ef3e480955fabfbcf60d311796b3
1E,30,0x078000,16384,223c7b6d9d94f9822d56b22c80cf08df6396c87c7a986aaca6d2a160e78ca7d1
1F,31,0x07C000,16384,7d57d15094a9c038ca1b9acf2e32de6d5d3543c4e9a5795038bee146484d3d4e
20,32,0x080000,16384,f8af484ac6fc27e07c2f579ebdc02172727124258a758e530e8f332f43775452
21,33,0x084000,16384,f6ee741318b5890102ca34ce59ab4da6c3debd3de76a6612f7ff5d145d6902a5
22,34,0x088000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
23,35,0x08C000,16384,fdf46477786a4c4e98486f103c7fe698ac5ad17bc8e37cd9ffb08d0a4b4aa31c
24,36,0x090000,16384,a7a40ef7e7c22a271eb86166ed9ed4efc1198e7306eb4807fd08b381fce74ff6
25,37,0x094000,16384,d3b0c451843b4e2fe0516000d26d1460017a25cc2c29db67ac31e545eec2d072
26,38,0x098000,16384,6af03f6b7c127d261f42daecbdfe1ebaaa05c36d4316f621dbcf0d6d4970c165
27,39,0x09C000,16384,b889f4f785f1224056791de6ed1733a794f0ac88392ebcb2ef5f5864f928d3ee
28,40,0x0A0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
29,41,0x0A4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2A,42,0x0A8000,16384,d3e7c5b2611ead5571d43c4d0881de81cc1547e29d5aaa5e5c0696733c4e85bc
2B,43,0x0AC000,16384,a60a9c343221efff4ed426bd310d46261a030a6824071944d081905eb7074057
2C,44,0x0B0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2D,45,0x0B4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2E,46,0x0B8000,16384,e0542c3edbb2988defd4b3bb285e3478c51d8e3bc0fe9f79c8f308ba135700b9
2F,47,0x0BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
30,48,0x0C0000,16384,4a4bf9ecbb1b7a8fc36687f4d3a7428464d12353c17c27f096fa5e6bd2229ef5
31,49,0x0C4000,16384,c3a7facffb65c74582d42e64a4bfc1e90b06464b2ca6d0c44e8b19f0b1658b9a
32,50,0x0C8000,16384,7cdafc9de3804d658245d1a4d9d95d5076aeddec7190da863840535d8675d117
33,51,0x0CC000,16384,8613a49bd515616dec2a125ce5447a1cee552fa4428de97deebd32f1412640b1
34,52,0x0D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
35,53,0x0D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
36,54,0x0D8000,16384,5582caae860a5d81bad712afd17965860ec883af5fcff3ea545594f6793090c7
37,55,0x0DC000,16384,88f10cbfed5b30c41f4ccf66a44716609a1237d81f7e592ddd893a25deeb4233
38,56,0x0E0000,16384,8225aaed2666df60ec67066dddb8e68c4c1e4ef760bdfcc0ff8ddbd29cf5b3c0
39,57,0x0E4000,16384,53033137737e7065cac0938f36b98a875a21b52d19bdd2942bb4df3e940653b6
3A,58,0x0E8000,16384,2e731bb39082262ef659da14afbac5c9d636653ab5944a357ab2d7f240fe8f40
3B,59,0x0EC000,16384,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68
3C,60,0x0F0000,16384,ba4fd7eb676c460e49148b570a47fcd00ba137826c66f967e9da36012bacfdd4
3D,61,0x0F4000,16384,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed
3E,62,0x0F8000,16384,42e25e391387c1d86339e25144c868c016fd238f02da7daee1478cdb1f1cd156
3F,63,0x0FC000,16384,5695c43ad08285c7d6dafe46a32e5e11b4e2c6312a67757ebae2f6c206e99cd9
40,64,0x100000,16384,1be5fb663c2186f4a2253b8e780c61625f8d373c5315313b9158ed5149f579fd
41,65,0x104000,16384,50413b637a51f3dd298b58aaa6808c28d4c7be6ec0b5a1d321f95d40ecedac24
42,66,0x108000,16384,da33e5f62e1fcf5739312f7671583fac34903a37ec1c5eaf32ead5891a8f16c5
43,67,0x10C000,16384,114c27490560f6016141789c43eb9150ced8e2f4ae2e766f132bf1162b82812a
44,68,0x110000,16384,f4132490d159d2d361e69d56652064c4a13df54dc9f60db7c8e0d55ebee79ecf
45,69,0x114000,16384,e11a5f5787c4866df8fc9944386997743f09feeca8f6cb1766ef636d8b9f9947
46,70,0x118000,16384,db05256a11419afb7f5df08bb171ccdb3fad72e9b14af18599b66a7fd2311a8c
47,71,0x11C000,16384,c11f71fd60f08e3e97ef31ea68c786661073e98264f9340bb4c7d11d15fdd2be
48,72,0x120000,16384,a27ebf8ce88520e4f9da59ae752f00b17950a15f0acc9bdb8b76d7e29902591e
49,73,0x124000,16384,c93094946f6083ccdf1eb1278537d830b9a0e5bf1e80ba18f7335f5d3d57c088
4A,74,0x128000,16384,050a750111e285315e05610259124fc72dd1ab69f9e73d4d1e18999679a9e4e2
4B,75,0x12C000,16384,ebdafcc87346b6cb474ae84b76f638a6576e5597d0f2648ad2bcf8886d6e8ac7
4C,76,0x130000,16384,74c1cc4d9aa723fefa4aa42cb9baab9d822c6a4d6dde7a10d23ca6607e9154af
4D,77,0x134000,16384,fd15966c40251d494fb464640ab96d56911c04d5fc113da3d8b4e4a24b251cdb
4E,78,0x138000,16384,5efbd42b2a00d8b9fe271e55f736eede6edf7fa5c81600434ee6d192b01037dd
4F,79,0x13C000,16384,ebd2e9fb311a958a9a07e2424108b84a6bed0a1a753f59860a86ec85b39e5ea4
50,80,0x140000,16384,a3236594794de974238dfbba25c5cfdcda467193a9f53d81508bd794642e330b
51,81,0x144000,16384,2386e64bf40f3598595e427629f64697ce6c029ee2ccd04cbf886cd72f615c8e
52,82,0x148000,16384,31175f1f60317bd2c167bf86c0fdb5571cda9fafa7da7b92e33b4db1aba29d81
53,83,0x14C000,16384,85e9b37b91234fd5eacdb2f06933eb34d412e1e5d9b0882c4775605a7185603b
54,84,0x150000,16384,a7c1c81659fec4155b05db709753882acd6d80b28b43b20ae678fa8503ecd415
55,85,0x154000,16384,518a68781712f149c65fb4ea728e9a56ef529ff8a5922dfb0fd8534425644ec8
56,86,0x158000,16384,cd86835d891c59125ea9d3d8eb14b4e0406751c4e00469bdda3562b52f84652e
57,87,0x15C000,16384,c6eb6326f4bd89baca2e9e35b210c4aa265ceadd077ef7e97c615129955ad295
58,88,0x160000,16384,63180920fdd69b615e49f14050fec74688563dd68ac4999c91db654e1381a245
59,89,0x164000,16384,0dc7f799ee1ccc434d5e34e727f721959c793baf88bc344d3a509a569851cd44
5A,90,0x168000,16384,9bdfbab37c80192c337f83b448956b4be89b487b351ee3d9d2d76d6177176002
5B,91,0x16C000,16384,1e5d8c076f294d98c413ec3fe8b03666448389627b546315ba5edc84b438e889
5C,92,0x170000,16384,676e0427e5ed8dca54f32276faa53ade53b0b2bfaa1aaad32abe31539fd5a58b
5D,93,0x174000,16384,8d113a60df348bbe96da8c5b309b86ec50343ef04c13bbf6c46c1d0356456c7d
5E,94,0x178000,16384,6bdb2a57ccfb8e48cc938595f0ef377da989e3b0f312f869afc79cf7b68c9118
5F,95,0x17C000,16384,b2037f10f2db31d17d4b3dff9f6cea4f80fd6e4aa52912ce201c21b47615dcfd
60,96,0x180000,16384,37be04e321387b056859cd85eeae320808c0339cbe680384d9d889da1a38c088
61,97,0x184000,16384,2f5dcf01ab26d49343e64beca8dd6839169e8944312f00f91408e7c05a644a24
62,98,0x188000,16384,85d78aafce6d8a90ea0ffcfbddd324364d9fa2a5f333e76baed9bdc258b4a71b
63,99,0x18C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
64,100,0x190000,16384,35a8f7c7ed43324e4604d2914bb6e9f4cfd15f9c6f6cc8e984c70ea85f64b662
65,101,0x194000,16384,0c59c72b4cbcadac1774e5f4feecd6d94f8ab4a3a13c8aece1ac25af98bca4a6
66,102,0x198000,16384,713b5f5ea4b185b787c66fee38d029784a8053eb927da7abc8b9e78314e5b3c3
67,103,0x19C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
68,104,0x1A0000,16384,a805a655065a3870f8c780d1eeba8cebdf9a1b2d90fb4f8caf80689bd4052f63
69,105,0x1A4000,16384,28bcece65a94b071201112a13acd41c30dc66236ad2bca3039d442d423729c37
6A,106,0x1A8000,16384,0c38bb0eb1c297f35f1a70277613f64cad30d2e527d8c11f03ddfae45fea442f
6B,107,0x1AC000,16384,b8614931d79a22d6469128ee5b1a3f4b3d7db89fedb0d32d45861521089de650
6C,108,0x1B0000,16384,e1c8597249a5bd95e434da188acb375b52ff888711fe8f8a1f8f652c5c48d002
6D,109,0x1B4000,16384,15e6774425ff958b1eb58dc5418987466997557a9d878228f67b3a5d6365da17
6E,110,0x1B8000,16384,26e1ab97c99a64210afd14ec1d04b039eb6a23e03462122f22f631c76bf3d3dc
6F,111,0x1BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
70,112,0x1C0000,16384,c781c5012c4a5b004a763b920c6a52feba9f3e47e1a61fc8756c52f1e8d17ef2
71,113,0x1C4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
72,114,0x1C8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
73,115,0x1CC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
74,116,0x1D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
75,117,0x1D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
76,118,0x1D8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
77,119,0x1DC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
78,120,0x1E0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
79,121,0x1E4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7A,122,0x1E8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7B,123,0x1EC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7C,124,0x1F0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7D,125,0x1F4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7E,126,0x1F8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7F,127,0x1FC000,16384,755342f9fa56b28cdfb467a3e69bab401f3c4790a31b9bc8b88f397b70d89d7a
