bank_hex,bank_index,offset_start_hex,size_bytes,sha256
1F,31,0x07C000,16384,0ad81caf559382a604dd912be5f136f751d090350cf70e0f03ce77c4beffdd7a
20,32,0x080000,16384,7c31268004996e141d3d3cbe33994bc3744eb2bf1732f7cecc8b356affad5873
21,33,0x084000,16384,c4a987233b2848bda111cc3f23d289f324514f51c801d83411cc3f70472d114c
22,34,0x088000,16384,f60fc2b98cefb7a5e3f80441308a80087bb8653fb734219da216271eed9aa50e
23,35,0x08C000,16384,fdaa953967574a7869a1996698dacf22b48f15f3a1fbbb402cc20b94c3756a41
24,36,0x090000,16384,317f3af401cbcd834aaaadf2a62743fda0139733b050c90cd2ac1616c386bd64
25,37,0x094000,16384,b8f2776d6a3837cb2ddcb223a594d3633211175fe8810e89e1d0fbea8ffe617b
26,38,0x098000,16384,cecca3f15426b41f0bce9a8ad6be1d741fd1340b2317e4a20dc7b29dfadc3c16
27,39,0x09C000,16384,6fceb86932693c5d54b7b2b92521ac3d608a54812b072904704f9cd5841aeca3
28,40,0x0A0000,16384,b6b7ae991a8c86ac222d5cbb5715ee78c3878481fbff63e0cf4a7b1bddaedc21
29,41,0x0A4000,16384,261512f0852676bae162c15cd9f74d290f6a66e7f09e1423d203789c46120509
2A,42,0x0A8000,16384,d3e7c5b2611ead5571d43c4d0881de81cc1547e29d5aaa5e5c0696733c4e85bc
2B,43,0x0AC000,16384,a60a9c343221efff4ed426bd310d46261a030a6824071944d081905eb7074057
2C,44,0x0B0000,16384,a4cff13f2a13a2574c050e3641360484c0caf16e1adc879b8b1933aa4e5f169c
2D,45,0x0B4000,16384,6f5b73233f8b4357376e4646bccf6887832ecaf5c3548dd42ee61fb6e3ca1d3c
2E,46,0x0B8000,16384,325285a60469005325e6ce384448c3be81286f723ac0d7bad971d77e62efa719
2F,47,0x0BC000,16384,79dedfed181f9689581ed03159642f632031a4062a89fed4165d2afd32714672
30,48,0x0C0000,16384,4a4bf9ecbb1b7a8fc36687f4d3a7428464d12353c17c27f096fa5e6bd2229ef5
31,49,0x0C4000,16384,3bb18fde9ebf56c01b3a7600cf8d9d850de617e4323740a1b268b8d9c5498c4f
32,50,0x0C8000,16384,b031e8a34b9a8329598c236415094dd7e0add76928292237aca1d720dd489ef3
33,51,0x0CC000,16384,bacd9e3cc3a01f8e5051b4c6d31c9b4d5abf39d121998a33c6b72d8aac04f79e
34,52,0x0D0000,16384,6f69b97a05ff9d4b5ef483ddc80a00c63006d0ef480fe6f96e39a0b8d1ffab5e
35,53,0x0D4000,16384,2a63f6a85e200cb500e01019fdfc749f47dde15ed90e060bd473d7b373df2096
36,54,0x0D8000,16384,a7d2c3feb585e49bd5935a863340da5fe5807e129005f608b5283a6f2bffdc27
37,55,0x0DC000,16384,88f10cbfed5b30c41f4ccf66a44716609a1237d81f7e592ddd893a25deeb4233
38,56,0x0E0000,16384,6ab3145ba0924c22ef425672bf18ed91f3b14d283596e773da1969a725510cb9
39,57,0x0E4000,16384,7d3940cc0d744412a1decb84ba58658b90d4b48c3669c066ac8e6829a9f08d23
3A,58,0x0E8000,16384,149fef7bdd16f641d0e02357efe795c3f93da662ae17439628d522da78dfcab5
3B,59,0x0EC000,16384,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68
3C,60,0x0F0000,16384,ba4fd7eb676c460e49148b570a47fcd00ba137826c66f967e9da36012bacfdd4
3D,61,0x0F4000,16384,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed
3E,62,0x0F8000,16384,21d8c3f930b5b57108928698c72e46c74600b671db8bd003125f89095d168796
3F,63,0x0FC000,16384,cfe0b92c05bdc018fdacfa03bb4493ee763650314ebfe75146b9d7ddd214692e
