category,index_zero_based,index_one_based,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,storage,raw_length,raw_hex,fixed_suffix_hex,decoded_text,undefined_code_count
ITEM_NAMES,74,75,0x6C,0x02EC,0x42EC,0x1B02EC,VARIABLE,11,01 ad 05 6b 7f 02 3a 04 b5 07 a9,,금빛 나뭇잎,0
ITEM_NAMES,75,76,0x6C,0x02F8,0x42F8,0x1B02F8,VARIABLE,13,05 2e 03 45 03 df 07 4e 7f 04 90 03 d1,,부드러운 모래,0
ITEM_NAMES,76,77,0x6C,0x0306,0x4306,0x1B0306,VARIABLE,11,07 19 04 3e 0a 71 7f 05 2e 04 3e,,예리한 부리,0
ITEM_NAMES,77,78,0x6C,0x0312,0x4312,0x1B0312,VARIABLE,12,04 46 05 61 09 01 04 11 07 0d 04 65,,마비치료열매,0
ITEM_NAMES,78,79,0x6C,0x031F,0x431F,0x1B031F,VARIABLE,13,05 32 09 8a 7f 02 3a 04 ab 07 0d 04 65,,불탄 나무열매,0
ITEM_NAMES,79,80,0x6C,0x032D,0x432D,0x1B032D,VARIABLE,13,06 f3 07 8a 7f 02 3a 04 ab 07 0d 04 65,,얼은 나무열매,0
ITEM_NAMES,80,81,0x6C,0x033B,0x433B,0x1B033B,VARIABLE,6,03 16 04 d9 02 c3,,독바늘,0
ITEM_NAMES,81,82,0x6C,0x0342,0x4342,0x1B0342,VARIABLE,11,07 35 07 97 7f 08 31 0a 35 05 de,,왕의 징표석,0
ITEM_NAMES,82,83,0x6C,0x034E,0x434E,0x1B034E,VARIABLE,13,06 b4 04 60 7f 02 3a 04 ab 07 0d 04 65,,쓴맛 나무열매,0
ITEM_NAMES,83,84,0x6C,0x035C,0x435C,0x1B035C,VARIABLE,8,04 da 0a 6f 07 0d 04 65,,박하열매,0
ITEM_NAMES,84,85,0x6C,0x0365,0x4365,0x1B0365,VARIABLE,11,05 71 01 03 7f 01 a4 09 b4 04 3e,,빨간 규토리,0
ITEM_NAMES,85,86,0x6C,0x0371,0x4371,0x1B0371,VARIABLE,9,07 ab 07 8a 7f 04 f6 05 e8,,작은 버섯,0
ITEM_NAMES,86,87,0x6C,0x037B,0x437B,0x1B037B,VARIABLE,7,09 7b 7f 04 f6 05 e8,,큰 버섯,0
ITEM_NAMES,87,88,0x6C,0x0383,0x4383,0x1B0383,VARIABLE,9,07 8a 05 6b 7f 01 01 04 17,,은빛 가루,0
ITEM_NAMES,88,89,0x6C,0x038D,0x438D,0x1B038D,VARIABLE,11,09 f4 03 c5 7f 01 a4 09 b4 04 3e,,파란 규토리,0
ITEM_NAMES,89,90,0x6C,0x0399,0x4399,0x1B0399,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,90,91,0x6C,0x039C,0x439C,0x1B039C,VARIABLE,9,05 2e 07 cb 7f 01 ad 0a ad,,부적 금화,0
ITEM_NAMES,91,92,0x6C,0x03A6,0x43A6,0x1B03A6,VARIABLE,11,02 8b 03 cb 7f 01 a4 09 b4 04 3e,,노랑 규토리,0
ITEM_NAMES,92,93,0x6C,0x03B2,0x43B2,0x1B03B2,VARIABLE,11,08 ca 03 ff 7f 01 a4 09 b4 04 3e,,초록 규토리,0
ITEM_NAMES,93,94,0x6C,0x03BE,0x43BE,0x1B03BE,VARIABLE,11,06 28 01 41 07 97 7f 05 2e 07 cb,,순결의 부적,0
ITEM_NAMES,94,95,0x6C,0x03CA,0x43CA,0x1B03CA,VARIABLE,13,06 65 05 61 07 97 7f 04 b0 04 e6 07 4f,,신비의 물방울,0
ITEM_NAMES,95,96,0x6C,0x03D8,0x43D8,0x1B03D8,VARIABLE,11,0a d6 06 ee 08 28 7f 06 4a 0a 3c,,휘어진 스푼,0
ITEM_NAMES,96,97,0x6C,0x03E4,0x43E4,0x1B03E4,VARIABLE,11,0a 6f 06 e1 7f 01 a4 09 b4 04 3e,,하얀 규토리,0
ITEM_NAMES,97,98,0x6C,0x03F0,0x43F0,0x1B03F0,VARIABLE,6,01 2b 07 8a 03 bc,,검은띠,0
ITEM_NAMES,98,99,0x6C,0x03F7,0x43F7,0x1B03F7,VARIABLE,11,01 2b 07 8a 7f 01 a4 09 b4 04 3e,,검은 규토리,0
ITEM_NAMES,99,100,0x6C,0x0403,0x4403,0x1B0403,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,100,101,0x6C,0x0406,0x4406,0x1B0406,VARIABLE,11,02 e3 0a ab 7f 01 a4 09 b4 04 3e,,담홍 규토리,0
ITEM_NAMES,101,102,0x6C,0x0412,0x4412,0x1B0412,VARIABLE,9,01 2b 07 8a 7f 06 c8 01 46,,검은 안경,0
ITEM_NAMES,102,103,0x6C,0x041C,0x441C,0x1B041C,VARIABLE,11,04 60 07 a6 02 c2 7f 01 ef 04 3e,,맛있는 꼬리,0
ITEM_NAMES,103,104,0x6C,0x0428,0x4428,0x1B0428,VARIABLE,11,0a 6e 09 79 05 6b 7f 04 3e 05 1b,,핑크빛 리본,0
ITEM_NAMES,104,105,0x6C,0x0434,0x4434,0x1B0434,VARIABLE,4,02 eb 09 f4,,대파,0
ITEM_NAMES,105,106,0x6C,0x0439,0x4439,0x1B0439,VARIABLE,6,07 0c 04 47 09 8a,,연막탄,0
ITEM_NAMES,106,107,0x6C,0x0440,0x4440,0x1B0440,VARIABLE,13,02 8c 08 26 06 ca 02 c2 7f 06 f3 07 8d,,녹지않는 얼음,0
ITEM_NAMES,107,108,0x6C,0x044E,0x444E,0x1B044E,VARIABLE,4,07 aa 05 de,,자석,0
ITEM_NAMES,108,109,0x6C,0x0453,0x4453,0x1B0453,VARIABLE,11,01 b2 07 cb 07 97 7f 07 0d 04 65,,기적의 열매,0
ITEM_NAMES,109,110,0x6C,0x045F,0x445F,0x1B045F,VARIABLE,4,08 28 08 06,,진주,0
ITEM_NAMES,110,111,0x6C,0x0464,0x4464,0x1B0464,VARIABLE,7,09 7b 7f 08 28 08 06,,큰 진주,0
ITEM_NAMES,111,112,0x6C,0x046C,0x446C,0x1B046C,VARIABLE,11,05 0f 0a 74 06 f8 02 c2 7f 03 19,,변함없는 돌,0
ITEM_NAMES,112,113,0x6C,0x0478,0x4478,0x1B0478,VARIABLE,11,07 ca 08 06 07 97 7f 05 2e 07 cb,,저주의 부적,0
ITEM_NAMES,113,114,0x6C,0x0484,0x4484,0x1B0484,VARIABLE,15,05 30 02 8b 07 97 7f 0a a3 03 2e 01 6a 07 aa,,분노의 호두과자,0
ITEM_NAMES,114,115,0x6C,0x0494,0x4494,0x1B0494,VARIABLE,4,86 92 05 1c,,GS볼,0
ITEM_NAMES,115,116,0x6C,0x0499,0x4499,0x1B0499,VARIABLE,8,05 4d 04 17 09 0b 03 45,,블루카드,0
ITEM_NAMES,116,117,0x6C,0x04A2,0x44A2,0x1B04A2,VARIABLE,9,01 b2 07 cb 07 97 7f 06 be,,기적의 씨,0
ITEM_NAMES,117,118,0x6C,0x04AC,0x44AC,0x1B04AC,VARIABLE,7,01 8d 07 8a 7f 05 90,,굵은 뼈,0
ITEM_NAMES,118,119,0x6C,0x04B4,0x44B4,0x1B04B4,VARIABLE,13,01 b2 0a 75 07 97 7f 04 73 04 3e 03 bc,,기합의 머리띠,0
ITEM_NAMES,119,120,0x6C,0x04C2,0x44C2,0x1B04C2,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,120,121,0x6C,0x04C5,0x44C5,0x1B04C5,VARIABLE,9,0a fb 07 97 7f 01 01 04 17,,힘의 가루,0
ITEM_NAMES,121,122,0x6C,0x04CF,0x44CF,0x1B04CF,VARIABLE,9,0a fb 07 97 7f 05 a1 04 3e,,힘의 뿌리,0
ITEM_NAMES,122,123,0x6C,0x04D9,0x44D9,0x1B04D9,VARIABLE,8,04 48 02 c9 01 01 04 17,,만능가루,0
ITEM_NAMES,123,124,0x6C,0x04E2,0x44E2,0x1B04E2,VARIABLE,6,05 2e 0a b0 08 ca,,부활초,0
ITEM_NAMES,124,125,0x6C,0x04E9,0x44E9,0x1B04E9,VARIABLE,9,03 6c 03 6c 0a 71 7f 03 19,,딱딱한 돌,0
ITEM_NAMES,125,126,0x6C,0x04F3,0x44F3,0x1B04F3,VARIABLE,9,0a 80 05 19 07 97 7f 06 cb,,행복의 알,0
ITEM_NAMES,126,127,0x6C,0x04FD,0x44FD,0x1B04FD,VARIABLE,6,09 0b 03 45 09 80,,카드키,0
ITEM_NAMES,127,128,0x6C,0x0504,0x4504,0x1B0504,VARIABLE,8,01 b2 01 48 05 2e 0a 40,,기계부품,0
ITEM_NAMES,128,129,0x6C,0x050D,0x450D,0x1B050D,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,129,130,0x6C,0x0510,0x4510,0x1B0510,VARIABLE,6,05 30 06 67 04 b0,,분실물,0
ITEM_NAMES,130,131,0x6C,0x0517,0x4517,0x1B0517,VARIABLE,9,05 10 07 97 7f 04 90 03 d1,,별의 모래,0
ITEM_NAMES,131,132,0x6C,0x0521,0x4521,0x1B0521,VARIABLE,9,05 10 07 97 7f 07 e6 01 02,,별의 조각,0
ITEM_NAMES,132,133,0x6C,0x052B,0x452B,0x1B052B,VARIABLE,11,08 26 0a 6f 07 97 7f 07 0d 06 18,,지하의 열쇠,0
ITEM_NAMES,133,134,0x6C,0x0537,0x4537,0x1B0537,VARIABLE,6,07 d4 01 b2 01 97,,정기권,0
ITEM_NAMES,134,135,0x6C,0x053E,0x453E,0x1B053E,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,135,136,0x6C,0x0541,0x4541,0x1B0541,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,136,137,0x6C,0x0544,0x4544,0x1B0544,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,137,138,0x6C,0x0547,0x4547,0x1B0547,VARIABLE,4,04 91 09 8a,,목탄,0
ITEM_NAMES,138,139,0x6C,0x054C,0x454C,0x1B054C,VARIABLE,12,02 3a 04 ab 07 0d 04 65 08 1a 06 4a,,나무열매쥬스,0
ITEM_NAMES,139,140,0x6C,0x0559,0x4559,0x1B0559,VARIABLE,9,08 ca 07 d1 7f 03 eb 08 1e,,초점 렌즈,0
ITEM_NAMES,140,141,0x6C,0x0563,0x4563,0x1B0563,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,141,142,0x6C,0x0566,0x4566,0x1B0566,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,142,143,0x6C,0x0569,0x4569,0x1B0569,VARIABLE,8,01 ad 06 03 09 3a 09 de,,금속코트,0
ITEM_NAMES,143,144,0x6C,0x0572,0x4572,0x1B0572,VARIABLE,9,07 4b 07 97 7f 07 9c 05 71,,용의 이빨,0
ITEM_NAMES,144,145,0x6C,0x057C,0x457C,0x1B057C,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,145,146,0x6C,0x057F,0x457F,0x1B057F,VARIABLE,14,04 74 02 d9 7f 02 42 07 8a 7f 07 8d 06 64,,먹다 남은 음식,0
ITEM_NAMES,146,147,0x6C,0x058E,0x458E,0x1B058E,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,147,148,0x6C,0x0591,0x4591,0x1B0591,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,148,149,0x6C,0x0594,0x4594,0x1B0594,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,149,150,0x6C,0x0597,0x4597,0x1B0597,VARIABLE,15,07 9c 05 c3 0a 71 7f 02 3a 04 ab 07 0d 04 65,,이상한 나무열매,0
ITEM_NAMES,150,151,0x6C,0x05A7,0x45A7,0x1B05A7,VARIABLE,9,07 4b 07 97 7f 05 61 02 c3,,용의 비늘,0
ITEM_NAMES,151,152,0x6C,0x05B1,0x45B1,0x1B05B1,VARIABLE,13,09 f4 01 7b 07 97 7f 07 7f 07 cc 07 aa,,파괴의 유전자,0
ITEM_NAMES,152,153,0x6C,0x05BF,0x45BF,0x1B05BF,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,153,154,0x6C,0x05C2,0x45C2,0x1B05C2,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,154,155,0x6C,0x05C5,0x45C5,0x1B05C5,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,155,156,0x6C,0x05C8,0x45C8,0x1B05C8,VARIABLE,13,05 ea 06 4a 03 df 07 4e 7f 05 30 04 4b,,성스러운 분말,0
ITEM_NAMES,156,157,0x6C,0x05D6,0x45D6,0x1B05D6,VARIABLE,6,0a 8c 05 61 05 1c,,헤비볼,0
ITEM_NAMES,157,158,0x6C,0x05DD,0x45DD,0x1B05DD,VARIABLE,11,01 f9 04 ab 02 cc 7f 04 7e 07 9f,,꽃무늬 메일,0
ITEM_NAMES,158,159,0x6C,0x05E9,0x45E9,0x1B05E9,VARIABLE,6,03 e9 05 07 05 1c,,레벨볼,0
ITEM_NAMES,159,160,0x6C,0x05F0,0x45F0,0x1B05F0,VARIABLE,6,04 17 06 ee 05 1c,,루어볼,0
ITEM_NAMES,160,161,0x6C,0x05F7,0x45F7,0x1B05F7,VARIABLE,8,06 4a 0a 67 03 45 05 1c,,스피드볼,0
ITEM_NAMES,161,162,0x6C,0x0600,0x4600,0x1B0600,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,162,163,0x6C,0x0603,0x4603,0x1B0603,VARIABLE,8,07 cc 01 b2 01 88 06 4d,,전기구슬,0
ITEM_NAMES,163,164,0x6C,0x060C,0x460C,0x1B060C,VARIABLE,8,0a 61 03 d3 03 45 05 1c,,프랜드볼,0
ITEM_NAMES,164,165,0x6C,0x0615,0x4615,0x1B0615,VARIABLE,4,04 ae 05 1c,,문볼,0
ITEM_NAMES,165,166,0x6C,0x061A,0x461A,0x1B061A,VARIABLE,10,03 df 05 4a 03 df 05 4a 05 1c,,러브러브볼,0
ITEM_NAMES,166,167,0x6C,0x0625,0x4625,0x1B0625,VARIABLE,8,02 3a 04 ab 05 c3 07 aa,,나무상자,0
ITEM_NAMES,167,168,0x6C,0x062E,0x462E,0x1B062E,VARIABLE,12,07 20 03 1f 02 3a 04 ab 05 c3 07 aa,,오동나무상자,0
ITEM_NAMES,168,169,0x6C,0x063B,0x463B,0x1B063B,VARIABLE,9,09 92 06 e7 07 97 7f 03 19,,태양의 돌,0
ITEM_NAMES,169,170,0x6C,0x0645,0x4645,0x1B0645,VARIABLE,11,04 b0 04 e6 07 4f 7f 04 3e 05 1b,,물방울 리본,0
ITEM_NAMES,170,171,0x6C,0x0651,0x4651,0x1B0651,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,171,172,0x6C,0x0654,0x4654,0x1B0654,VARIABLE,10,06 f7 01 a7 03 e9 07 9c 03 45,,업그레이드,0
ITEM_NAMES,172,173,0x6C,0x065F,0x465F,0x1B065F,VARIABLE,8,02 3a 04 ab 07 0d 04 65,,나무열매,0
ITEM_NAMES,173,174,0x6C,0x0668,0x4668,0x1B0668,VARIABLE,8,0a b2 01 ad 07 0d 04 65,,황금열매,0
ITEM_NAMES,174,175,0x6C,0x0671,0x4671,0x1B0671,VARIABLE,15,01 ef 05 2e 01 b2 7f 04 b0 05 a1 04 3e 01 13,,꼬부기 물뿌리개,0
ITEM_NAMES,175,176,0x6C,0x0681,0x4681,0x1B0681,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,176,177,0x6C,0x0684,0x4684,0x1B0684,VARIABLE,6,09 f4 09 79 05 1c,,파크볼,0
ITEM_NAMES,177,178,0x6C,0x068B,0x468B,0x1B068B,VARIABLE,13,04 ab 08 26 01 13 05 6b 7f 02 3f 01 13,,무지개빛 날개,0
ITEM_NAMES,178,179,0x6C,0x0699,0x4699,0x1B0699,VARIABLE,2,0b 67,,?,0
ITEM_NAMES,179,180,0x6C,0x069C,0x469C,0x1B069C,VARIABLE,8,01 b2 07 2d 07 e6 01 02,,기와조각,0
ITEM_NAMES,180,181,0x6C,0x06A5,0x46A5,0x1B06A5,VARIABLE,13,09 f4 03 15 09 88 01 b2 7f 04 7e 07 9f,,파도타기 메일,0
ITEM_NAMES,181,182,0x6C,0x06B3,0x46B3,0x1B06B3,VARIABLE,9,07 21 05 6b 7f 04 7e 07 9f,,옥빛 메일,0
