category,index_zero_based,index_one_based,original_gs_korean,latest_official_korean,final_korean,official_source,verification_status,change_reason,bank_hex,cpu_address_hex
ITEM_NAMES,67,68,승선 티켓,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x429F
ITEM_NAMES,68,69,이상한 알,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42A9
ITEM_NAMES,69,70,크리스탈 방울,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42B3
ITEM_NAMES,70,71,은빛 날개,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42C1
ITEM_NAMES,71,72,튼튼 밀크,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42CB
ITEM_NAMES,72,73,선제공격 손톱,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42D5
ITEM_NAMES,73,74,해독열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42E3
ITEM_NAMES,74,75,금빛 나뭇잎,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42EC
ITEM_NAMES,75,76,부드러운 모래,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x42F8
ITEM_NAMES,76,77,예리한 부리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4306
ITEM_NAMES,77,78,마비치료열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4312
ITEM_NAMES,78,79,불탄 나무열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x431F
ITEM_NAMES,79,80,얼은 나무열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x432D
ITEM_NAMES,80,81,독바늘,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x433B
ITEM_NAMES,81,82,왕의 징표석,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4342
ITEM_NAMES,82,83,쓴맛 나무열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x434E
ITEM_NAMES,83,84,박하열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x435C
ITEM_NAMES,84,85,빨간 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4365
ITEM_NAMES,85,86,작은 버섯,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4371
ITEM_NAMES,86,87,큰 버섯,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x437B
ITEM_NAMES,87,88,은빛 가루,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4383
ITEM_NAMES,88,89,파란 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x438D
ITEM_NAMES,89,90,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4399
ITEM_NAMES,90,91,부적 금화,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x439C
ITEM_NAMES,91,92,노랑 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43A6
ITEM_NAMES,92,93,초록 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43B2
ITEM_NAMES,93,94,순결의 부적,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43BE
ITEM_NAMES,94,95,신비의 물방울,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43CA
ITEM_NAMES,95,96,휘어진 스푼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43D8
ITEM_NAMES,96,97,하얀 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43E4
ITEM_NAMES,97,98,검은띠,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43F0
ITEM_NAMES,98,99,검은 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x43F7
ITEM_NAMES,99,100,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4403
ITEM_NAMES,100,101,담홍 규토리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4406
ITEM_NAMES,101,102,검은 안경,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4412
ITEM_NAMES,102,103,맛있는 꼬리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x441C
ITEM_NAMES,103,104,핑크빛 리본,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4428
ITEM_NAMES,104,105,대파,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4434
ITEM_NAMES,105,106,연막탄,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4439
ITEM_NAMES,106,107,녹지않는 얼음,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4440
ITEM_NAMES,107,108,자석,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x444E
ITEM_NAMES,108,109,기적의 열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4453
ITEM_NAMES,109,110,진주,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x445F
ITEM_NAMES,110,111,큰 진주,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4464
ITEM_NAMES,111,112,변함없는 돌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x446C
ITEM_NAMES,112,113,저주의 부적,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4478
ITEM_NAMES,113,114,분노의 호두과자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4484
ITEM_NAMES,114,115,GS볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4494
ITEM_NAMES,115,116,블루카드,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4499
ITEM_NAMES,116,117,기적의 씨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44A2
ITEM_NAMES,117,118,굵은 뼈,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44AC
ITEM_NAMES,118,119,기합의 머리띠,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44B4
ITEM_NAMES,119,120,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44C2
ITEM_NAMES,120,121,힘의 가루,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44C5
ITEM_NAMES,121,122,힘의 뿌리,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44CF
ITEM_NAMES,122,123,만능가루,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44D9
ITEM_NAMES,123,124,부활초,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44E2
ITEM_NAMES,124,125,딱딱한 돌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44E9
ITEM_NAMES,125,126,행복의 알,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44F3
ITEM_NAMES,126,127,카드키,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x44FD
ITEM_NAMES,127,128,기계부품,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4504
ITEM_NAMES,128,129,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x450D
ITEM_NAMES,129,130,분실물,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4510
ITEM_NAMES,130,131,별의 모래,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4517
ITEM_NAMES,131,132,별의 조각,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4521
ITEM_NAMES,132,133,지하의 열쇠,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x452B
ITEM_NAMES,133,134,정기권,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4537
ITEM_NAMES,134,135,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x453E
ITEM_NAMES,135,136,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4541
ITEM_NAMES,136,137,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4544
ITEM_NAMES,137,138,목탄,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4547
ITEM_NAMES,138,139,나무열매쥬스,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x454C
ITEM_NAMES,139,140,초점 렌즈,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4559
ITEM_NAMES,140,141,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4563
ITEM_NAMES,141,142,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4566
ITEM_NAMES,142,143,금속코트,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4569
ITEM_NAMES,143,144,용의 이빨,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4572
ITEM_NAMES,144,145,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x457C
ITEM_NAMES,145,146,먹다 남은 음식,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x457F
ITEM_NAMES,146,147,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x458E
ITEM_NAMES,147,148,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4591
ITEM_NAMES,148,149,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4594
ITEM_NAMES,149,150,이상한 나무열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4597
ITEM_NAMES,150,151,용의 비늘,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45A7
ITEM_NAMES,151,152,파괴의 유전자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45B1
ITEM_NAMES,152,153,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45BF
ITEM_NAMES,153,154,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45C2
ITEM_NAMES,154,155,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45C5
ITEM_NAMES,155,156,성스러운 분말,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45C8
ITEM_NAMES,156,157,헤비볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45D6
ITEM_NAMES,157,158,꽃무늬 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45DD
ITEM_NAMES,158,159,레벨볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45E9
ITEM_NAMES,159,160,루어볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45F0
ITEM_NAMES,160,161,스피드볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x45F7
ITEM_NAMES,161,162,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4600
ITEM_NAMES,162,163,전기구슬,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4603
ITEM_NAMES,163,164,프랜드볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x460C
ITEM_NAMES,164,165,문볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4615
ITEM_NAMES,165,166,러브러브볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x461A
ITEM_NAMES,166,167,나무상자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4625
ITEM_NAMES,167,168,오동나무상자,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x462E
ITEM_NAMES,168,169,태양의 돌,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x463B
ITEM_NAMES,169,170,물방울 리본,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4645
ITEM_NAMES,170,171,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4651
ITEM_NAMES,171,172,업그레이드,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4654
ITEM_NAMES,172,173,나무열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x465F
ITEM_NAMES,173,174,황금열매,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4668
ITEM_NAMES,174,175,꼬부기 물뿌리개,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4671
ITEM_NAMES,175,176,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4681
ITEM_NAMES,176,177,파크볼,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4684
ITEM_NAMES,177,178,무지개빛 날개,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x468B
ITEM_NAMES,178,179,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4699
ITEM_NAMES,179,180,기와조각,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x469C
ITEM_NAMES,180,181,파도타기 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46A5
ITEM_NAMES,181,182,옥빛 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46B3
ITEM_NAMES,182,183,초상화 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46BD
ITEM_NAMES,183,184,러브리 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46C9
ITEM_NAMES,184,185,브이브이 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46D5
ITEM_NAMES,185,186,변신 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46E3
ITEM_NAMES,186,187,푸른하늘 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46ED
ITEM_NAMES,187,188,음표 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x46FB
ITEM_NAMES,188,189,환상의 메일,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4705
ITEM_NAMES,189,190,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4711
ITEM_NAMES,190,191,기술머신01,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4714
ITEM_NAMES,191,192,기술머신02,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x471F
ITEM_NAMES,192,193,기술머신03,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x472A
ITEM_NAMES,193,194,기술머신04,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4735
ITEM_NAMES,194,195,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4740
ITEM_NAMES,195,196,기술머신05,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4743
ITEM_NAMES,196,197,기술머신06,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x474E
ITEM_NAMES,197,198,기술머신07,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4759
ITEM_NAMES,198,199,기술머신08,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4764
ITEM_NAMES,199,200,기술머신09,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x476F
ITEM_NAMES,200,201,기술머신10,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x477A
ITEM_NAMES,201,202,기술머신11,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4785
ITEM_NAMES,202,203,기술머신12,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4790
ITEM_NAMES,203,204,기술머신13,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x479B
ITEM_NAMES,204,205,기술머신14,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47A6
ITEM_NAMES,205,206,기술머신15,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47B1
ITEM_NAMES,206,207,기술머신16,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47BC
ITEM_NAMES,207,208,기술머신17,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47C7
ITEM_NAMES,208,209,기술머신18,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47D2
ITEM_NAMES,209,210,기술머신19,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47DD
ITEM_NAMES,210,211,기술머신20,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47E8
ITEM_NAMES,211,212,기술머신21,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47F3
ITEM_NAMES,212,213,기술머신22,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x47FE
ITEM_NAMES,213,214,기술머신23,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4809
ITEM_NAMES,214,215,기술머신24,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4814
ITEM_NAMES,215,216,기술머신25,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x481F
ITEM_NAMES,216,217,기술머신26,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x482A
ITEM_NAMES,217,218,기술머신27,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4835
ITEM_NAMES,218,219,기술머신28,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4840
ITEM_NAMES,219,220,?,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x484B
ITEM_NAMES,220,221,기술머신29,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x484E
ITEM_NAMES,221,222,기술머신30,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4859
ITEM_NAMES,222,223,기술머신31,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4864
ITEM_NAMES,223,224,기술머신32,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x486F
ITEM_NAMES,224,225,기술머신33,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x487A
ITEM_NAMES,225,226,기술머신34,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4885
ITEM_NAMES,226,227,기술머신35,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4890
ITEM_NAMES,227,228,기술머신36,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x489B
ITEM_NAMES,228,229,기술머신37,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48A6
ITEM_NAMES,229,230,기술머신38,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48B1
ITEM_NAMES,230,231,기술머신39,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48BC
ITEM_NAMES,231,232,기술머신40,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48C7
ITEM_NAMES,232,233,기술머신41,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48D2
ITEM_NAMES,233,234,기술머신42,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48DD
ITEM_NAMES,234,235,기술머신43,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48E8
ITEM_NAMES,235,236,기술머신44,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48F3
ITEM_NAMES,236,237,기술머신45,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x48FE
ITEM_NAMES,237,238,기술머신46,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4909
ITEM_NAMES,238,239,기술머신47,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4914
ITEM_NAMES,239,240,기술머신48,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x491F
ITEM_NAMES,240,241,기술머신49,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x492A
ITEM_NAMES,241,242,기술머신50,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4935
ITEM_NAMES,242,243,비전머신01,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x4940
ITEM_NAMES,243,244,비전머신02,,,,PENDING_OFFICIAL_CROSSCHECK,,0x6C,0x494B
