release_id,bank_hex,sha256,all_zero
BXTJ-HV0,4C,40ee2e5cfce7fa38c7b3aad64882e39833b58eb62d2c79fec019ecda768f0eee,False
BXTJ-HV0,4D,f5a88cce27371597409cbb0ebf4c77a2ab3e9189b8e6d48a35b4b280e96b1ca8,False
BXTJ-HV0,4E,9d1ddeac2378ef8c2cc329e8f0b8ac969324114dc72018f28ba94f15e7213925,False
BXTJ-HV0,4F,698612f5341ba235767777d257684d17a3bdc1e65cfa2415963ec4c8e5f9e605,False
BXTJ-HV0,50,3f74593f20a646b74e930ffb5dd608d81913935c2bcf0da9063773020815770c,False
BXTJ-HV0,51,8f1864e7a20809255ad6f4904641805846a1461741653923699861a15079825c,False
BXTJ-HV0,52,1ed3228559425689342167f5425fc22e45be4f09caebc2bda5386bdab7b82772,False
BXTJ-HV0,53,0bcba32d27cf7e97ae52c9ba371a4f1a586b6fabfdf287e89dabcb25d95f71b4,False
BXTJ-HV0,54,45849ce05f857c196559fc10a1f37f3fe18aab93144dcd20790186be43a30a17,False
BXTJ-HV0,55,fdbf09d7c4a11b95cb007aa58891d6ab05e5363b1e9fdf3f5ab7441538e789a2,False
BXTJ-HV0,56,7729f491ad61b49425abb40983713a14025aa51fe5f1833c9c3496980a17a7c8,False
BXTJ-HV0,57,a0e4b6ab8e2b905f1af7e667a17436f41184ce7e06696a1e2181280630551c91,False
BXTJ-HV0,58,a6f664ce6a15e24f362aa4da8e510b4df214deca3940a4c22e7ec6569c1330d2,False
BXTJ-HV0,59,9ccdd312adf170aa0cc6366c08a8559dd087ee5af41dff1dd105205c372f9041,False
BXTJ-HV0,5A,6efcb6876d21c09dc7028aa289218f8a3f5cc57966da2049a15247a486787d55,False
BXTJ-HV0,5B,f719dcbdb31af5b9f1952f340ef3efc26e5cce3b132920191091435e7d0f1da0,False
BXTJ-HV0,5C,a2430064d9da95b1a81ccfb450e841ed768a3e960a04ff9c20bb836ba77fd4b7,False
BXTJ-HV0,5D,0d22bdf26cc6cdad621fb5c25b01584b103ab64265aeaf011e88ac8d0ce2e5c5,False
BXTJ-HV0,5E,3f972d5febcd944f600e3c61ccefa9fbc811f6cd6d9d936675711017ad0f3c19,False
BXTJ-HV0,5F,2e545cde8715ff7773f3cb7288ac1d90f7ddcfa454f7571cfdbf9f04ccf47ae0,False
BXTJ-HV0,60,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,61,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,62,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,63,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,64,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,65,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,66,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,67,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,68,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,69,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6A,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6B,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6C,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6D,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6E,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,6F,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,70,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,71,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,72,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,73,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,74,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,75,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,76,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,77,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,78,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,79,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,7A,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,7B,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,7C,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BXTJ-HV0,7D,48418896d2876975d4b9a3e99b4ca7daf82fa87dbce95311bf0ced5a057f8d09,False
BXTJ-HV0,7E,b7d8fc7aa2cda5b4e81f3697057b4593c51068d8421c673513317d1323175352,False
BXTJ-HV0,7F,97da45db1f860a2b027f4d18d24e15f98c637b6d959241fc52fff676de37e0a8,False
BYTE-HV0,00,d0b4c09b669ce16f1cb778b99778f154bd65c501fecaf0609d4482b5402722e5,False
BYTE-HV0,01,76e20282044457327e1e4fdbf607e165a20c7da1fd9be27d34f9e83e28914984,False
BYTE-HV0,02,5c44f23db45383dcab95f91c88b01d9ccf66451c0875309638c900257d68ca16,False
BYTE-HV0,03,2d7c6a6b459ba1f7b1cab24e190192aa80b594381293282a80b8b02a28294578,False
BYTE-HV0,04,97f7f016e3bf8671dbeee3cf86f92757a39aba5ac283b7cc2b927609b6b8d981,False
BYTE-HV0,05,0b767367241326b634815d5053b30d5b3f54494618ce2073bd332ba9b80b5be1,False
BYTE-HV0,06,1b639de1c58778a0a212cf49b0a1c1b9d06d7a3c59b9ba4568ed43b77d4fad63,False
BYTE-HV0,07,ffd5ea12bbddae5687961c9345b841c17c205ef2b5eb069aefe02f53269ecd3e,False
BYTE-HV0,08,63eadd77ff9070ae191f615bbc159c4216be48e3b7d825b725cf117a31b81b72,False
BYTE-HV0,09,ced16a2db9c55738a9a0a37168a9ef809a9dbb15180df04762bcf3d8ffc71c72,False
BYTE-HV0,0A,658481293d7cfd5c0a63023c6bb5a21bc6cf42289491e77bced1ce5f5ecb6cc7,False
BYTE-HV0,0B,4f1602947dcc8f7f4f2b8b0b86d85ad058663dcd2dd69be3bd24da81bc9fe933,False
BYTE-HV0,0C,fb78e5c6a7e371b5196ace6798667669b6c03f8f9615f73647cfc34cbbc38fb6,False
BYTE-HV0,0D,b25adf2b11d143ccfe83aa4f5f919b7809bebcb2572508be238b93d4e248f1a4,False
BYTE-HV0,0E,92c2ba5aba17470b94091a540f292de3669538615156d9bbaed93b3c8866f086,False
BYTE-HV0,0F,cf70ac605873bc9e6212ec1eaf77ed37493df994820570cfca4e570cc0052f29,False
BYTE-HV0,10,16f1db15314d05c3e3382c5fd9bb2f7e91d82062358f56f33d9247d69b1f4fb1,False
BYTE-HV0,11,d5dd40b74012cb962a2ed74b09604ff6389943cff764b46e980767875ff7244c,False
BYTE-HV0,12,185434492410a774b378c7126e44255ab985603fb75c70219ec54b89054029df,False
BYTE-HV0,13,5c951152ebb8e99b0b071a908f5f4df2b1926d9fd049054f939f3d874523646f,False
BYTE-HV0,14,723871d881347a4bf3bbd47ea3049657a0ba9f8d23cf94c2bb5fa4aa96b31fa3,False
BYTE-HV0,15,f6817266298fb8c9f6de14dcd3fc856975bd02122644277241799998aa1dc79f,False
BYTE-HV0,16,7ce498be4beb789876631b0535bc22f68d24bf99662975809e570ba31368d5bf,False
BYTE-HV0,17,790f5caf93f8c66924f74482317255a8dccfa71ec33df92f83ac668914985bda,False
BYTE-HV0,18,f9a861521e95d07cf975594666fb0f9a3ec6e13301087cf74211bd7169187246,False
BYTE-HV0,19,baf19fba34ab5d1757896618b70cbca12ed235f821c2ec2c16e7afe45c816709,False
BYTE-HV0,1A,8fc83ec6781b21c3c2f76d304aa76ccfa16f668f66d14749ee94d8a4e9ef772d,False
BYTE-HV0,1B,0f2d011c7dd8b22a60f46bfd8c1b4691819198cfc10c64059724f9c9bd6f98d9,False
BYTE-HV0,1C,c3f7af503ea11a6cd6dfd2fb2b4256bcc930cc9e6afbd4e8b60fc7270fab13f3,False
BYTE-HV0,1D,410853835905654817510483cd4853cca36ac134377767602173560d2e02fd62,False
BYTE-HV0,1E,6af9a62ba9ebd33de08e5ec8cac4d38f952758b9191855e69a2284883915ad3b,False
BYTE-HV0,1F,15c20fbe8d26572906261447fd79812df0a54a7c3c25f171b2300c8be872d911,False
BYTE-HV0,20,06d5575c06e1e1d6863579946dcd9aaf780a0516c29508728bfc13bb49b44b07,False
BYTE-HV0,21,4477ca6867e5da2ce3a951f253d7b02b201875b23e6c435d14dae4bdb7aeed01,False
BYTE-HV0,22,9eba2c9897d5bddf86db042f887a6cc1e35da8c579107da3769a0caf7f941932,False
BYTE-HV0,23,1b227701b38aba3e9e51d502eb4e5fb84a741de9e1dce6c82ac533dc3f61de19,False
BYTE-HV0,24,cdb05fded7246bc10ff300957e4a5ac3f08d9fc2e2efe0e1f7ad9d7ac7e198d1,False
BYTE-HV0,25,f7ecc96210872730618047710069738cc3132ac7029e3360638e668296f25945,False
BYTE-HV0,26,0780cd753452800883316e7119ca1bcbad2d9196572585841821004fb325763e,False
BYTE-HV0,27,4e4099c77035ce9671fce45b8bd2bda619fdbcd50a785b8b5b1ef50486ea2c8a,False
BYTE-HV0,28,cae219a175a84fe07dfc6f8cb14746522408c55560c00c0cd61d43495bb04533,False
BYTE-HV0,29,79a77443c8a4b8b31370cc49da2aa9c14e72fb4174155e8f4a24df8595a20e95,False
BYTE-HV0,2A,4749bfc1fe2730fe83565196b683582112d9e4ae13d0d62785af65705164fad8,False
BYTE-HV0,2B,c6753a5334f6bc5a61b5fbe07b5b44937ad9bad50655e7eb970acac8bb29d47c,False
BYTE-HV0,2C,17362b1630332b9fec138cd98bdffb840f0caef6cf49be1ea18715710fc3b52b,False
BYTE-HV0,2D,13ddf3c040104618a48c97cf363827033e1f214637a3ed2e23fd696895ab1eef,False
BYTE-HV0,2E,2f23796272006fdbdc96d54fb4c03ffb8887e3264b15149012436565ef2580dd,False
BYTE-HV0,2F,391095034188b1b0ad19cc9927631843308486cf01486866aa5993fc822e6548,False
BYTE-HV0,30,4a4bf9ecbb1b7a8fc36687f4d3a7428464d12353c17c27f096fa5e6bd2229ef5,False
BYTE-HV0,31,452225fad9ff54a1c7b1661e369bb4b8b5a182e84274f8dce09857654858e1f4,False
BYTE-HV0,32,86ee0f000509f66324441e511d85ff9ff7733e6e6e7d45da5569baf6517f1087,False
BYTE-HV0,33,2ab1b21a39f572633a3b7a2a6055e7baf444ba3e26e7712d0c2958140c6ad58e,False
BYTE-HV0,34,e0475ae0804c3c256bceb2c06b6aa2a110b81ad529eb8d6d65d668c21c9094e7,False
BYTE-HV0,35,a1bf766f022f6adf29d6625b72347e2cf11bf3f8bb330ec411ed1ed5ca6a8f43,False
BYTE-HV0,36,b37d55294e08c5aee8a93743f22f87a68d29455c3f5e6162d2d3080ac4a409ee,False
BYTE-HV0,37,97d67352fc6dcb4c33251618b77cae0cb036eca210a2f5f1fcac42e0dd8f4864,False
BYTE-HV0,38,db4442e1391cd3ab53a7d270feff5be607087e9ee2d8359c0255fae7fcd56bf4,False
BYTE-HV0,39,f80d4150787f245134391312111429facf000f7a85c6a9fc3b1d1a66f0044d1f,False
BYTE-HV0,3A,21fd8d767de0e38ccfe40a3736c047fe9f9324126e96f4d1fecbb48e14fc8f64,False
BYTE-HV0,3B,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68,False
BYTE-HV0,3C,1b3ec4cd75ed1cd4880083bf621b08e3b52fc4181dc3723c02cc749afae67449,False
BYTE-HV0,3D,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed,False
BYTE-HV0,3E,30d63e77bd4355a263783916465807d3816b9422e23458110ee9f9e16171a8cf,False
BYTE-HV0,3F,74ce7f107bdd23eca2fada88736f374282c5dacdc77039d6ca57daccf3482b25,False
BYTE-HV0,40,7f07c11365216602785060258fe7d58829141ab4e3b2b11688df8974bd9c5c19,False
BYTE-HV0,41,2b6991189f99d7f1ca2d36814eff758f4abfc004501df49125068989a55281e7,False
BYTE-HV0,42,2d40339356488922100542f6309d3227c22ea41ad86e1adf3cbd3bfe78ad848c,False
BYTE-HV0,43,b09cf1c3a005680611cdbc455cb8ecfe0c77929e6f260fba80b93b26926e0d5c,False
BYTE-HV0,44,db1a6a247bddff8ab9b4b264f6964ec02866e5fdcd18ac8a1c111e89734e10fe,False
BYTE-HV0,45,ce76129bc83e897381186736b2ab329380186795e88f5d40df5f87433b916094,False
BYTE-HV0,46,5663ad30717f534eb4e34c5c3aba376cb45fc5d6fb11e8ce8172497709dfa833,False
BYTE-HV0,47,218cb0bfbbef9eaf5b51e8d8bd5ff6db462f9005fad447c19f10f18754d0e40c,False
BYTE-HV0,48,f6f1bc294811984fbf61b0541b4e0d0bef8771bf61a0f09a31dc5226a4fe0838,False
BYTE-HV0,49,59062c3fc25192705b78f3d8848fa895432dabc5366914be5d5fea62d2d3140d,False
BYTE-HV0,4A,3a7a157f6bcf18a9d2396f01ea4b634d167cea5c788631aac5329869ce557a1a,False
BYTE-HV0,4B,956f1c95be44f7a40d6df205a5f6afba408c310c3d02ddf8d88e0b071fac6e2c,False
BYTE-HV0,4C,40ee2e5cfce7fa38c7b3aad64882e39833b58eb62d2c79fec019ecda768f0eee,False
BYTE-HV0,4D,62141a19466acdb1f66f118785b2eee6fc9ecd67eed4972ff08390ae709cb030,False
BYTE-HV0,4E,2e71b687b11099963ac35357c0668ca9d81d27adeb3ee085964357792bff1dc4,False
BYTE-HV0,4F,2e4e2acdb4f908f7aacf01f8d19f35c42fb6d381215d083c3de8f8436a72c59b,False
BYTE-HV0,50,db3c336c773d335b61ea573c6efbe7fa17e9cec7cc512872607af79a38b65983,False
BYTE-HV0,51,411b01d51106101b25196eb40c47d72ee98c68eaccf9a32bf6af907339a7bbdf,False
BYTE-HV0,52,296e6f5b32c84ee4af38de8c7846642b92b526db001b52f426f77df152a5a9e1,False
BYTE-HV0,53,6c1d2ca88c98671e8f98bca7023d4ce1d127bd92ff628f070c3fd31d005fb990,False
BYTE-HV0,54,faafa33803c543a22a44f171af6c688a2864df0ecc32639af712ec7377e9cc0e,False
BYTE-HV0,55,289e4f116182e2179505e0a0bd9ae3cdd0728077f8f3c7f5f9a8dbe827e8865c,False
BYTE-HV0,56,99f45bbc3426a865f1e5960e6b2f74f1eaba0d555c6f5b7d7285e806a8ee9f5e,False
BYTE-HV0,57,2454fc8f7fd3d8945f3a7f0fc4c6006c83ff6083d560b8376ac1db9a3fe87fcc,False
BYTE-HV0,58,b1c9070b4b162142a489e66b0efe1bb88321364f52256b879990c8cc3bea2ce5,False
BYTE-HV0,59,57132c88da2a5f5fc2cb9d95ca7917fc53e5cf1e3c030481df8143c6543e8f6d,False
BYTE-HV0,5A,57132c88da2a5f5fc2cb9d95ca7917fc53e5cf1e3c030481df8143c6543e8f6d,False
BYTE-HV0,5B,579f5c4c3abdc684e9f7c3acf67a96e033d747b45830122dd6075df997f6bc72,False
BYTE-HV0,5C,513d4ed0100dc4d7952ac02054d0d3e70ffdf5de9ad2a6fdbf243d419ccd4f36,False
BYTE-HV0,5D,69e799f09146737b6c59f78f81e37872b60d5bc1351122cab7ea88918dcb683e,False
BYTE-HV0,5E,29e90e90662d981625910247c5e1a32185a770295e76e736bb0e1f9ddaee291a,False
BYTE-HV0,5F,5a613f14e26b0cca8913ebd222f3e7fe5f98d4303ca123e4099be834a59c9470,False
BYTE-HV0,60,d9622bb458d69f25caf83535a3e29da313cb8ce5ebbb101697713591674c7efa,False
BYTE-HV0,61,505ac00c47ba862408f2657149345433db5eb6ca6c010146745064088b63be54,False
BYTE-HV0,62,d049dcaf58dc7ef6289001767989a673207f12e1d0f6211d2692bf9338c2715d,False
BYTE-HV0,63,d3e13195c01ae2397680ce718a1638c22f5f0346ab99adf452a77508add91a8f,False
BYTE-HV0,64,7dd429591cb4768c54565239028ca803fe2738073f7ee2eac6b4236337f43a8a,False
BYTE-HV0,65,cba2bb2d527cccdce376fb69b417c253794d6fa65d79fc2f1953b5ef7937646d,False
BYTE-HV0,66,9d692d9d90eb217de1a1888d4b84a15457b8d3e546d13a311895a13a2963074f,False
BYTE-HV0,67,7632f81e3ee5392b9333140db5fd7a7f777a4bc69f7a2fa33905f9930112473a,False
BYTE-HV0,68,5ff9d2e8f81c3e3bc7159820105467879b9e5a37fd9059122f0c545a0ed58de0,False
BYTE-HV0,69,d310be7b9a0e5973a0584a4c8cde3ddbc7ca216670df4c0da4ad40d25c585243,False
BYTE-HV0,6A,23f043bd338825d9794ee082fe9b72c1941c0a2cf73f50ad97f207df3a87ee87,False
BYTE-HV0,6B,c8b8b439a58d4ec226af9b48c210e2c2817da6fb958adfe2c9af782133fbadbf,False
BYTE-HV0,6C,37f3df47cfc83434e163121e6563319e00c8bba820a50eaf3f51a33f4d2c7ffc,False
BYTE-HV0,6D,252013d2146841ed808fb5fbc053018086e1ccc1c48b780291a6d4423aa81de9,False
BYTE-HV0,6E,919118d3796b20776f73947c09606d46a9db4cfe14ac38328625fc78dfd3c3a1,False
BYTE-HV0,6F,7e42dcbb80e295350143e8c5d96cd5d395bc3432e91c124dd33a443002c36b8f,False
BYTE-HV0,70,ee0c9be93be126d4a90d1ab0d4ca34e13b4f219682b6713499befb5ff5be690b,False
BYTE-HV0,71,75fc638cd5cac1e8b76f28e0d2f317227a5f56eb3fcedb792c4021c5564f2b24,False
BYTE-HV0,72,48a31267df7f50839abe9343350e2b5ef1e52cc75a17232dc4d5ee4413055c09,False
BYTE-HV0,73,97b1e04a45b195f56a05d7b01a3a767a87ba7da891877e98481288d9a44c9d11,False
BYTE-HV0,74,72040b00c2d4be0ad4b5f297362612d4596b3ec53ea99854f98212bb35f67a3d,False
BYTE-HV0,75,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BYTE-HV0,76,4fe7b59af6de3b665bff339d685e2a43136aed1f6d6ce80ff164291f4b0a4047,True
BYTE-HV0,77,703898b4f02fd8b50d257bdc2d0f9843c6390afe614a13b8a1297c2af0e407e4,False
